".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif"
"educ_num","18-30 ans","31-45 ans",1245,95,6.88547690746821,5.75942572271645e-12,3.45565543362987e-11,"****"
"educ_num","18-30 ans","46-60 ans",1245,17,3.88624581113806,0.000101806421234086,0.000610838527404514,"***"
"educ_num","18-30 ans","60+ ans",1245,1,1.04082619227526,0.297956221583658,1,"ns"
"educ_num","31-45 ans","46-60 ans",95,17,0.820503734690606,0.411929001080514,1,"ns"
"educ_num","31-45 ans","60+ ans",95,1,0.306741963468785,0.759039786267143,1,"ns"
"educ_num","46-60 ans","60+ ans",17,1,0.0896778742577813,0.928543198869674,1,"ns"
