"zone.x","state.x","lga.x","sector.x","ea.x","hhid","indiv","s1q4a","s1q2","s1q3","s1q3_os","s1q4","s1q5a","s1q5b","s1q6_day","s1q6_month","s1q6_year","s1q8a","s1q8b","s1q8c","s1q7","s1q11","s1q12_1","s1q12_2","s1q12_3","s1q12_4","s1q13a_1","s1q13a_2","s1q13a_3","s1q13a_4","s1q13b","s1q13c","s1q13","s1q15","s1q16","s1q16_os","s1q17","s1q17_os","s1q18","s1q19","s1q20","s1q21","s1q22","s1q22_oth","s1q23","s1q24","s1q25","s1q26","s1q27","s1q27_os","s1q28","s1q28_os","s1q29","s1q30","s1q31d","s1q31","s1q31b","s1q32","s1q33","zone.y","state.y","lga.y","sector.y","ea.y","s2aq2","s2aq3","s2aq4","s2aq5","s2aq6","s2aq7","s2aq7b","s2aq8","s2aq9","s2aq10","s2aq10b","s2aq13a","s2aq13b","s2aq13c","s2aq13","s2aq14","s2aq14b","s2aq15","s2aq16","s2aq17","s2aq17b","s2aq18","s2aq19","s2aq20","s2aq21","s2aq22","s2aq22b","s2aq23","s2aq23bt","s2aq23aa","s2aq23ab","s2aq23ac","s2aq23ad","s2aq23ae","s2aq23bg","s2aq23bh","s2aq23bi","s2aq23bj","s2aq23bf","s2aq23bk","s2aq23bl","s2aq23bm","s2aq23bn","s2aq23bo","s2aq23bp","s2aq23bq","s2aq23br","s2aq23bs","s2aq24","s2aq25","s2aq26","s2aq26b","s2aq27","niveau_educ","groupe_age","niveau_educ_num"
4,14,1403,2,944,149060,2,1,2,2,"",46,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,1998,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,2,944,1,1,NA,1,1,NA,"",7,34,41,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","46-60",5
4,14,1403,2,944,149060,3,1,1,3,"",20,NA,NA,NA,NA,1999,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,2,944,1,2,2,1,1,NA,"",3,421,6,"",1,421,1,1,NA,"",421,1,1,"",NA,2,NA,NA,NA,"",1,NA,15000,1000,500,10000,0,51100,0,0,0,1000,0,0,5000,0,10000,5000,0,0,0,4,NA,NA,"",NA,"Senior Secondary","18-30",4
4,14,1403,2,944,149060,4,1,2,3,"",18,NA,NA,NA,NA,NA,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,2,944,1,2,2,1,1,NA,"",3,26,6,"",2,NA,NA,1,NA,"",26,2,1,"",NA,2,NA,NA,NA,"",1,NA,300,0,600,1000,0,2400,33000,0,1500,0,0,12000,500,0,2500,0,0,0,0,4,NA,NA,"",NA,"Senior Secondary","18-30",4
4,14,1403,1,1418,149061,1,1,1,1,"",53,NA,NA,NA,NA,NA,12,1,1,1,1,2,NA,NA,NA,2001,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,1,1418,1,1,NA,1,1,NA,"",6,422,9,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","46-60",5
4,14,1403,1,1418,149061,2,1,2,2,"",51,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,2001,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,1,1418,1,2,1,1,1,NA,"",6,43,11,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","46-60",5
4,14,1403,1,1418,149061,6,1,2,12,"",19,NA,NA,NA,NA,1999,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,1,1418,1,1,NA,1,1,NA,"",5,26,6,"",2,NA,NA,1,NA,"",26,1,2,"",3,2,NA,NA,NA,"",1,NA,0,0,0,250,400,67500,35000,3000,8000,0,0,0,1000,3500,8000,12000,3000,0,0,4,NA,NA,"",NA,"Senior Secondary","18-30",4
4,14,1403,1,1418,149062,1,1,1,1,"",56,NA,NA,NA,NA,1962,12,1,1,1,1,2,NA,NA,NA,1998,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,1,1418,1,1,NA,1,1,NA,"",7,422,9,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","46-60",5
4,14,1403,1,1418,149062,2,1,2,2,"",51,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,1998,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,1,1418,1,2,1,1,1,NA,"",5,422,9,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","46-60",5
4,14,1403,1,1418,149063,1,1,1,1,"",28,NA,NA,NA,NA,NA,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,1,1418,1,1,NA,1,1,NA,"",3,422,9,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","18-30",5
4,14,1403,1,1418,149063,2,1,2,7,"",23,NA,NA,NA,NA,NA,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,1,1418,1,2,1,1,1,NA,"",3,26,6,"",1,421,2,1,NA,"",421,2,3,"",5,2,NA,NA,NA,"",1,NA,2000,0,12000,3000,3000,135000,0,0,0,0,0,0,0,0,36000,0,0,0,2800,4,NA,NA,"",NA,"Senior Secondary","18-30",4
4,14,1403,1,1418,149065,1,1,1,1,"",36,NA,NA,NA,NA,NA,12,1,1,1,1,2,NA,NA,NA,2018,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,1,1418,1,2,2,1,1,NA,"",3,43,9,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","31-45",5
4,14,1403,1,1418,149065,2,1,2,2,"",29,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,2018,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,1,1418,1,1,NA,1,1,NA,"",3,43,9,"",2,NA,NA,2,6,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","18-30",5
4,14,1403,1,1418,149067,1,1,1,1,"",43,NA,NA,NA,NA,1976,12,1,1,1,1,2,NA,NA,NA,2003,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,1,1418,1,1,NA,1,1,NA,"",3,43,11,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","31-45",5
4,14,1403,1,1418,149067,2,1,2,2,"",36,NA,NA,NA,NA,1983,12,1,1,1,1,1,NA,NA,NA,2003,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,1,1418,1,1,NA,1,1,NA,"",3,43,11,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","31-45",5
4,14,1403,1,1418,149068,1,1,1,1,"",44,NA,NA,NA,NA,NA,12,1,1,1,1,2,NA,NA,NA,2007,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,1,1418,1,2,2,1,1,NA,"",6,43,11,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","31-45",5
4,14,1403,1,1418,149068,2,1,2,2,"",37,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,2007,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,1,1418,1,1,NA,1,1,NA,"",3,423,9,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","31-45",5
4,14,1403,1,1418,149070,1,1,1,1,"",57,NA,NA,NA,NA,NA,12,1,1,1,1,2,NA,NA,NA,1995,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,1,1418,1,2,2,1,1,NA,"",6,422,9,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","46-60",5
4,14,1403,1,1418,149070,2,1,2,2,"",46,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,1995,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,1,1418,1,1,NA,1,1,NA,"",6,422,9,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","46-60",5
4,14,1403,1,1418,149070,3,1,2,3,"",21,NA,NA,NA,NA,NA,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,1,1418,1,2,2,1,1,NA,"",3,26,6,"",1,421,1,1,NA,"",421,1,1,"",NA,2,NA,NA,NA,"",1,NA,7000,0,5000,3000,8000,50000,0,0,0,0,0,15000,0,0,20000,0,0,0,5000,4,NA,NA,"",NA,"Senior Secondary","18-30",4
4,14,1403,1,1418,149072,1,1,1,1,"",49,NA,NA,NA,NA,NA,12,1,1,1,1,2,NA,NA,NA,2002,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,1,1418,1,1,NA,1,1,NA,"",8,23,5,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Junior Secondary","46-60",3
4,14,1403,1,1418,149072,2,1,2,2,"",39,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,2002,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1403,1,1418,1,2,1,1,1,NA,"",7,411,8,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","31-45",5
4,14,1405,1,846,149074,1,1,1,1,"",36,NA,NA,NA,NA,NA,12,1,1,1,1,2,NA,NA,NA,2007,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1405,1,846,1,2,2,1,1,NA,"",6,16,2,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Primaire","31-45",2
4,14,1405,1,846,149074,2,1,2,2,"",32,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,2007,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1405,1,846,1,1,NA,1,1,NA,"",6,26,6,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Senior Secondary","31-45",4
4,14,1405,1,846,149076,2,1,2,2,"",28,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,2007,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1405,1,846,1,2,1,1,1,NA,"",6,25,5,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Junior Secondary","18-30",3
4,14,1405,1,846,149077,1,1,1,1,"",29,NA,NA,NA,NA,1989,12,1,1,1,1,2,NA,NA,NA,2012,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1405,1,846,1,1,NA,2,1,NA,"",6,26,6,"",2,NA,NA,2,5,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,3,"",1,"Senior Secondary","18-30",4
4,14,1405,1,846,149077,2,1,2,2,"",25,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,2012,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1405,1,846,1,2,1,1,1,NA,"",6,26,6,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Senior Secondary","18-30",4
4,14,1405,1,846,149078,1,1,1,1,"",25,NA,NA,NA,NA,NA,12,1,1,1,1,2,NA,NA,NA,2017,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1405,1,846,1,1,NA,1,1,NA,"",6,26,6,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Senior Secondary","18-30",4
4,14,1405,1,846,149078,2,1,2,2,"",20,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,2017,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1405,1,846,1,2,1,1,1,NA,"",3,26,6,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Senior Secondary","18-30",4
4,14,1405,1,846,149079,1,1,1,1,"",45,NA,NA,NA,NA,NA,12,1,1,1,1,2,NA,NA,NA,2013,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1405,1,846,1,2,2,1,1,NA,"",6,16,2,"",2,NA,NA,2,5,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Primaire","31-45",2
4,14,1405,1,846,149079,2,1,2,2,"",38,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,2013,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1405,1,846,1,1,NA,1,1,NA,"",3,26,6,"",2,NA,NA,2,6,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Senior Secondary","31-45",4
4,14,1405,1,846,149079,6,1,1,3,"",18,NA,NA,NA,NA,NA,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1405,1,846,1,2,2,1,1,NA,"",3,25,5,"",2,NA,NA,2,5,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Junior Secondary","18-30",3
4,14,1405,1,846,149080,1,1,1,1,"",35,NA,NA,NA,NA,NA,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1405,1,846,1,1,NA,1,1,NA,"",3,411,8,"",2,NA,NA,2,5,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","31-45",5
4,14,1405,1,846,149082,1,1,1,1,"",26,NA,NA,NA,NA,NA,12,1,1,1,1,2,NA,NA,NA,2010,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1405,1,846,1,2,2,1,1,NA,"",8,25,5,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Junior Secondary","18-30",3
4,14,1405,1,846,149082,2,1,2,2,"",23,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,2010,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1405,1,846,1,1,NA,1,1,NA,"",4,25,5,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Junior Secondary","18-30",3
4,14,1405,1,846,149083,1,1,1,1,"",60,NA,NA,NA,NA,NA,12,1,1,1,1,2,NA,NA,NA,1997,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1405,1,846,1,1,NA,1,1,NA,"",8,321,41,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","46-60",5
4,14,1405,1,846,149083,2,1,2,2,"",53,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,1997,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1405,1,846,1,1,NA,1,1,NA,"",7,321,41,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","46-60",5
4,14,1405,1,846,149083,3,1,2,3,"",25,NA,NA,NA,NA,NA,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1405,1,846,1,2,2,1,1,NA,"",3,411,8,"",2,NA,NA,2,2,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","18-30",5
4,14,1405,1,846,149083,4,1,1,3,"",22,NA,NA,NA,NA,NA,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1405,1,846,1,2,2,1,1,NA,"",3,26,6,"",2,NA,NA,2,2,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Senior Secondary","18-30",4
4,14,1406,2,1002,149085,1,1,1,1,"",69,NA,NA,NA,NA,NA,12,1,1,1,1,2,NA,NA,NA,1981,NA,NA,NA,2,NA,1,NA,NA,"",1,"",2,NA,2,0,1,"",2,NA,2,0,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1406,2,1002,1,1,NA,1,1,NA,"",6,16,2,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Primaire","60+",2
4,14,1406,2,1002,149085,2,1,2,2,"",50,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,1981,NA,NA,NA,2,NA,1,NA,NA,"",1,"",2,NA,1,0,1,"",2,NA,1,0,1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1406,2,1002,1,1,NA,1,1,NA,"",6,23,5,"",2,NA,NA,2,6,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Junior Secondary","46-60",3
4,14,1406,2,1002,149085,3,1,2,3,"",22,NA,NA,NA,NA,NA,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",1,1,NA,NA,NA,"",1,2,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,4,14,1406,2,1002,1,2,2,1,1,NA,"",4,26,6,"",2,NA,NA,2,5,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Senior Secondary","18-30",4
