"praticien","n","pct","praticien_ord"
"Pharmacie",5038045.08148193,46.6538025475455,"Pharmacie"
"Aucun recours",3562822.20181274,32.9927979656922,"Aucun recours"
"Hôpital/Clinique (médecin)",914930.703430176,8.47253164514411,"Hôpital/Clinique (médecin)"
"Hôpital/Clinique (infirmier)",826935.718566895,7.65767179720916,"Hôpital/Clinique (infirmier)"
"Tradipraticien",294377.941162109,2.72602767923034,"Tradipraticien"
"Agent de santé comm.",149504.491943359,1.38445625918157,"Agent de santé comm."
"Autre",12171.541015625,0.112712105997132,"Autre"
