"identifiant_menage","nb_parcelles","nb_parcelles_valides","superficie_totale_ha","poids_menage","etat","region","zone_residence","log1p_tot_ha"
179058,2,2,1.4217,4671.5283203125,"Imo","North West","Rural",0.884469772884319
179059,7,7,5.99112,4671.5283203125,"Imo","North West","Rural",1.94464077230887
179060,2,2,1.2749,4671.5283203125,"Imo","North West","Rural",0.821936095392862
179061,7,7,6.0268,1770.86145019531,"Imo","North West","Rural",1.94973141015709
179062,2,2,0.0013,1770.86145019531,"Kwara","South West","Urbain",0.00129915573162005
179063,5,5,5.251432,1770.86145019531,"Imo","North West","Rural",1.83281055750433
179064,2,2,1.038,1770.86145019531,"Imo","North West","Rural",0.711968934800533
179065,2,2,1.033,1770.86145019531,"Imo","North West","Rural",0.70951253464621
179067,4,4,0.39,1770.86145019531,"Imo","North West","Rural",0.3293037471426
179068,3,3,1.491486,1770.86145019531,"Imo","North West","Rural",0.912879319618578
179069,2,2,1.145686,1770.86145019531,"Imo","North West","Rural",0.763459314770351
179070,2,2,1.164,1770.86145019531,"Imo","North West","Rural",0.771958360984235
179072,2,2,2.001,1770.86145019531,"Imo","North West","Rural",1.09894556645823
179073,1,1,0.1825,13718.8525390625,"Imo","North West","Urbain",0.167630841383951
179074,2,2,0.995,13718.8525390625,"Imo","North West","Urbain",0.690644050341827
179075,1,1,0.125,13718.8525390625,"Imo","North West","Urbain",0.117783035656383
179076,1,0,NA,13718.8525390625,"Imo","North West","Urbain",NA
179077,1,0,NA,13718.8525390625,"Imo","North West","Urbain",NA
179079,3,3,2.495,13718.8525390625,"Imo","North West","Urbain",1.25133337568577
179080,1,0,NA,13718.8525390625,"Imo","North West","Rural",NA
179081,1,1,0.02255,13718.8525390625,"Imo","North West","Urbain",0.0222995074947669
179082,1,1,0.05,13718.8525390625,"Imo","North West","Urbain",0.048790164169432
179084,1,0,NA,13718.8525390625,"Imo","North West","Urbain",NA
179085,1,1,0.05,3526.39184570312,"Imo","North West","Urbain",0.048790164169432
179086,3,3,1.3923,3526.39184570312,"Imo","North West","Urbain",0.872255246284399
179087,1,0,NA,3526.39184570312,"Imo","North West","Urbain",NA
179089,3,3,2.248,3526.39184570312,"Imo","North West","Urbain",1.17803942229943
179091,2,2,0.272,3526.39184570312,"Imo","North West","Urbain",0.24059046491793
179092,2,2,0.839372,3526.39184570312,"Imo","North West","Urbain",0.609424209015483
179093,1,0,NA,3526.39184570312,"Imo","North West","Urbain",NA
179095,1,0,NA,3526.39184570312,"Imo","North West","Urbain",NA
179096,1,0,NA,3526.39184570312,"Imo","North West","Urbain",NA
179097,2,2,0.6916,1961.93640136719,"Imo","North West","Rural",0.525674826616196
179098,3,3,0.9492,1961.93640136719,"Imo","North West","Rural",0.667419031987214
179100,6,6,2.825286,1961.93640136719,"Imo","North West","Rural",1.3416332357251
179101,2,2,1.392686,1961.93640136719,"Imo","North West","Rural",0.872416584269854
179102,2,2,1.038,1961.93640136719,"Imo","North West","Rural",0.711968934800533
179103,2,2,1.245,1961.93640136719,"Imo","North West","Rural",0.808705521194218
179104,2,2,0.5928,1961.93640136719,"Imo","North West","Rural",0.465493473767849
179105,2,2,0.6228,1961.93640136719,"Imo","North West","Rural",0.484153052350155
179106,3,3,2.1018,1961.93640136719,"Imo","North West","Rural",1.13198258814322
179108,3,3,3.11944,1961.93640136719,"Imo","North West","Rural",1.41571723179306
179124,1,0,NA,3526.39184570312,"Imo","North West","Urbain",NA
180001,1,0,NA,4287.21435546875,"Jigawa","North West","Urbain",NA
180003,1,0,NA,4287.21435546875,"Jigawa","North West","Urbain",NA
180004,1,0,NA,4287.21435546875,"Jigawa","North West","Urbain",NA
180005,1,0,NA,4287.21435546875,"Jigawa","North West","Urbain",NA
180006,1,0,NA,4287.21435546875,"Jigawa","North West","Urbain",NA
180007,1,0,NA,4287.21435546875,"Jigawa","North West","Urbain",NA
180008,1,0,NA,4287.21435546875,"Jigawa","North West","Urbain",NA
180009,1,0,NA,4287.21435546875,"Jigawa","North West","Urbain",NA
180031,3,3,0.884422,8199.6044921875,"Jigawa","North West","Rural",0.63362114257925
180032,2,2,1.809372,8199.6044921875,"Jigawa","North West","Rural",1.03296097082411
180033,2,2,1.214058,8199.6044921875,"Jigawa","North West","Rural",0.794827030871948
180034,2,2,1.214058,8199.6044921875,"Jigawa","North West","Rural",0.794827030871948
180035,2,2,1.5,8199.6044921875,"Jigawa","North West","Rural",0.916290731874155
180036,3,3,3.3218,8199.6044921875,"Jigawa","North West","Rural",1.46367198214124
180037,2,2,3.02343,8199.6044921875,"Jigawa","North West","Rural",1.39213477266471
180038,3,3,3.5,8199.6044921875,"Jigawa","North West","Rural",1.50407739677627
180039,2,2,0.651686,8199.6044921875,"Jigawa","North West","Rural",0.501796584393468
180040,2,2,0.809372,8199.6044921875,"Jigawa","North West","Rural",0.59297982374676
180041,7,7,2.528566,6183.1279296875,"Jigawa","North West","Urbain",1.2608915561159
180042,4,4,2.428116,6183.1279296875,"Jigawa","North West","Urbain",1.23201083913617
180043,1,1,0.404686,6183.1279296875,"Jigawa","North West","Urbain",0.339813790264162
180044,2,2,0.809372,6183.1279296875,"Jigawa","North West","Urbain",0.59297982374676
180045,1,1,1,6183.1279296875,"Jigawa","North West","Urbain",0.693147180559945
180046,1,1,1,6183.1279296875,"Jigawa","North West","Urbain",0.693147180559945
180047,3,3,1.622744,6183.1279296875,"Jigawa","North West","Urbain",0.964221097951691
180049,2,2,1.214058,6183.1279296875,"Jigawa","North West","Urbain",0.794827030871948
180050,2,2,1.5,6183.1279296875,"Jigawa","North West","Urbain",0.916290731874155
180091,3,3,1.939372,1655.4462890625,"Jigawa","North West","Rural",1.07819595309152
180092,1,1,1,1655.4462890625,"Jigawa","North West","Rural",0.693147180559945
180093,2,2,0.43,1655.4462890625,"Jigawa","North West","Rural",0.357674444271816
180094,2,2,0.59,1655.4462890625,"Jigawa","North West","Rural",0.46373401623214
180095,1,1,2.02343,1655.4462890625,"Jigawa","North West","Rural",1.10639194848693
180096,1,1,0.8892,1655.4462890625,"Jigawa","North West","Rural",0.636153459039825
180097,1,1,0.404686,1655.4462890625,"Jigawa","North West","Rural",0.339813790264162
180098,1,1,0.3415,1655.4462890625,"Jigawa","North West","Rural",0.293788390883542
180099,1,1,0.1,1655.4462890625,"Jigawa","North West","Rural",0.0953101798043249
180100,2,2,3,1655.4462890625,"Jigawa","North West","Rural",1.38629436111989
189003,3,3,0.949372,11923.525390625,"Jigawa","North West","Rural",0.667507269423953
189005,1,1,0.3952,11923.525390625,"Jigawa","North West","Rural",0.333037774172578
189006,2,2,3.38532,11923.525390625,"Jigawa","North West","Rural",1.47826259921626
189007,3,3,4.9657,11923.525390625,"Jigawa","North West","Rural",1.78602639988019
189008,2,2,1.404686,11923.525390625,"Jigawa","North West","Rural",0.877419333703291
189009,1,1,0.22724,11923.525390625,"Jigawa","North West","Rural",0.204767745623785
189010,1,1,2,11923.525390625,"Jigawa","North West","Rural",1.09861228866811
189011,2,2,2.28652,11923.525390625,"Jigawa","North West","Rural",1.18982925420427
189012,1,1,0.809372,11923.525390625,"Jigawa","North West","Rural",0.59297982374676
189014,1,1,0.4,7029.46630859375,"Jigawa","North West","Rural",0.336472236621213
189015,1,1,3,7029.46630859375,"Jigawa","North West","Rural",1.38629436111989
189016,2,2,4.5568,7029.46630859375,"Jigawa","North West","Rural",1.71502240300767
189017,1,1,0.5928,7029.46630859375,"Jigawa","North West","Rural",0.465493473767849
189018,3,3,16,7029.46630859375,"Jigawa","North West","Rural",2.83321334405622
189019,1,1,1.214058,7029.46630859375,"Jigawa","North West","Rural",0.794827030871948
189020,1,1,0.809372,7029.46630859375,"Jigawa","North West","Rural",0.59297982374676
189021,2,2,6.7678,7029.46630859375,"Jigawa","North West","Rural",2.04998698400464
189023,2,2,2,7029.46630859375,"Jigawa","North West","Rural",1.09861228866811
189024,2,2,4,7029.46630859375,"Jigawa","North West","Rural",1.6094379124341
189025,1,0,NA,4146.87255859375,"Jigawa","North West","Urbain",NA
189028,1,0,NA,4146.87255859375,"Jigawa","North West","Urbain",NA
189029,1,1,0.35568,4146.87255859375,"Jigawa","North West","Urbain",0.304303173468017
189031,1,0,NA,4146.87255859375,"Jigawa","North West","Urbain",NA
189032,1,0,NA,4146.87255859375,"Jigawa","North West","Urbain",NA
189033,1,0,NA,4146.87255859375,"Jigawa","North West","Urbain",NA
189034,1,0,NA,4146.87255859375,"Jigawa","North West","Urbain",NA
189035,1,0,NA,4146.87255859375,"Jigawa","North West","Urbain",NA
189036,1,0,NA,4146.87255859375,"Jigawa","North West","Urbain",NA
189037,5,5,0.12995,2597.375,"Jigawa","North West","Rural",0.122173383957676
189038,4,4,2.832802,2597.375,"Jigawa","North West","Rural",1.34359612839837
189039,2,2,4.446,2597.375,"Jigawa","North West","Rural",1.69488139425157
189040,3,3,0.7657,2597.375,"Jigawa","North West","Rural",0.568547212326616
189041,2,2,1.02156,2597.375,"Jigawa","North West","Rural",0.703869490588221
189042,1,1,0.494,2597.375,"Jigawa","North West","Rural",0.401457086710626
189043,1,1,0.6422,2597.375,"Jigawa","North West","Rural",0.496036806292551
189045,3,3,0.3656,2597.375,"Jigawa","North West","Rural",0.311593892498094
189047,2,2,0.5928,2597.375,"Jigawa","North West","Rural",0.465493473767849
189048,3,3,1.0374,2597.375,"Jigawa","North West","Rural",0.711674485173829
189049,4,4,2.428116,1095.54711914062,"Jigawa","North West","Rural",1.23201083913617
189051,2,2,1.392686,1095.54711914062,"Jigawa","North West","Rural",0.872416584269854
189052,5,5,0.877262,1095.54711914062,"Jigawa","North West","Rural",0.62981433230663
189053,1,1,0.1976,1095.54711914062,"Jigawa","North West","Rural",0.180319554123282
189054,2,2,0.3952,1095.54711914062,"Jigawa","North West","Rural",0.333037774172578
189055,1,1,0.2223,1095.54711914062,"Jigawa","North West","Rural",0.20073432980108
189056,1,1,0.494,1095.54711914062,"Jigawa","North West","Rural",0.401457086710626
189057,2,2,1.618744,1095.54711914062,"Jigawa","North West","Rural",0.962694813516235
189058,6,6,0.914517,1095.54711914062,"Jigawa","North West","Rural",0.649465371498818
189060,2,2,0.809372,1095.54711914062,"Jigawa","North West","Rural",0.59297982374676
189062,3,3,3.52343,10361.3203125,"Jigawa","North West","Rural",1.50927055562092
189064,3,3,1.918744,10361.3203125,"Jigawa","North West","Rural",1.07115338675844
189065,2,2,2,10361.3203125,"Jigawa","North West","Rural",1.09861228866811
189066,3,3,1.337558,10361.3203125,"Jigawa","North West","Rural",0.849106794707096
189067,1,1,0.404686,10361.3203125,"Jigawa","North West","Rural",0.339813790264162
189068,2,2,2.964,10361.3203125,"Jigawa","North West","Rural",1.37725361646774
189069,1,1,0.3952,10361.3203125,"Jigawa","North West","Rural",0.333037774172578
189070,1,1,1.482,10361.3203125,"Jigawa","North West","Rural",0.909064686782415
189071,2,2,4.94,10361.3203125,"Jigawa","North West","Rural",1.78170913337455
189072,2,2,0.8398,10361.3203125,"Jigawa","North West","Rural",0.60965687006092
189073,1,0,NA,3779.58837890625,"Jigawa","North West","Urbain",NA
189074,1,0,NA,3779.58837890625,"Jigawa","North West","Urbain",NA
189075,1,1,0.00494,3779.58837890625,"Kano","North West","Rural",0.00492783823629672
189076,1,0,NA,3779.58837890625,"Jigawa","North West","Urbain",NA
189077,1,0,NA,3779.58837890625,"Jigawa","North West","Urbain",NA
189078,1,0,NA,3779.58837890625,"Jigawa","North West","Urbain",NA
189079,1,0,NA,3779.58837890625,"Jigawa","North West","Urbain",NA
189080,1,1,0.6669,3779.58837890625,"Jigawa","North West","Urbain",0.510965613966905
189081,1,0,NA,3779.58837890625,"Jigawa","North West","Urbain",NA
189082,1,0,NA,3779.58837890625,"Jigawa","North West","Urbain",NA
189085,2,2,0.494,5387.49755859375,"Jigawa","North West","Urbain",0.401457086710626
189086,1,0,NA,5387.49755859375,"Jigawa","North West","Urbain",NA
189087,1,0,NA,5387.49755859375,"Jigawa","North West","Urbain",NA
189089,1,0,NA,5387.49755859375,"Jigawa","North West","Urbain",NA
189090,1,0,NA,5387.49755859375,"Jigawa","North West","Urbain",NA
189091,1,0,NA,5387.49755859375,"Jigawa","North West","Urbain",NA
189093,1,0,NA,5387.49755859375,"Jigawa","North West","Urbain",NA
189094,1,0,NA,5387.49755859375,"Jigawa","North West","Urbain",NA
189095,1,0,NA,5387.49755859375,"Jigawa","North West","Urbain",NA
189096,1,0,NA,5387.49755859375,"Jigawa","North West","Urbain",NA
189097,1,0,NA,7511.7041015625,"Jigawa","North West","Urbain",NA
189099,1,0,NA,7511.7041015625,"Jigawa","North West","Urbain",NA
189100,1,0,NA,7511.7041015625,"Jigawa","North West","Urbain",NA
189101,1,0,NA,7511.7041015625,"Jigawa","North West","Urbain",NA
189102,1,0,NA,7511.7041015625,"Jigawa","North West","Urbain",NA
189103,1,0,NA,7511.7041015625,"Jigawa","North West","Urbain",NA
189104,1,0,NA,7511.7041015625,"Jigawa","North West","Urbain",NA
189105,1,0,NA,7511.7041015625,"Jigawa","North West","Urbain",NA
189106,1,0,NA,7511.7041015625,"Jigawa","North West","Urbain",NA
189108,1,0,NA,7511.7041015625,"Jigawa","North West","Urbain",NA
189109,1,1,0.66,1754.65319824219,"Jigawa","North West","Rural",0.506817602368452
189110,2,2,3.011715,1754.65319824219,"Jigawa","North West","Rural",1.38921883068712
189112,1,1,2.428116,1754.65319824219,"Jigawa","North West","Rural",1.23201083913617
189116,2,2,8.0028,1754.65319824219,"Jigawa","North West","Rural",2.1975356400623
189117,1,1,2.428116,1754.65319824219,"Jigawa","North West","Rural",1.23201083913617
189118,2,2,3.76824,1754.65319824219,"Jigawa","North West","Rural",1.56197726406673
189119,1,1,0.3245,1754.65319824219,"Jigawa","North West","Rural",0.281035029729987
189120,2,2,2,1754.65319824219,"Jigawa","North West","Rural",1.09861228866811
189121,6,6,2.03915,4606.5146484375,"Jigawa","North West","Rural",1.11157787105813
189122,2,2,2.47,4606.5146484375,"Jigawa","North West","Rural",1.24415459395877
189125,2,2,1.809372,4606.5146484375,"Jigawa","North West","Rural",1.03296097082411
189126,4,4,2.77134,4606.5146484375,"Jigawa","North West","Rural",1.3274303759727
189127,4,4,3.1616,4606.5146484375,"Jigawa","North West","Rural",1.42589961571225
189128,3,3,1.5808,4606.5146484375,"Jigawa","North West","Rural",0.948099428388807
189129,2,2,1.5808,4606.5146484375,"Jigawa","North West","Rural",0.948099428388807
189130,2,2,1.482,4606.5146484375,"Jigawa","North West","Rural",0.909064686782415
189131,2,2,1.0374,4606.5146484375,"Jigawa","North West","Rural",0.711674485173829
189132,2,2,1.235,4606.5146484375,"Jigawa","North West","Rural",0.804241228065532
189133,3,3,1.741,7476.849609375,"Jigawa","North West","Rural",1.00832281732065
189134,1,1,0.1976,7476.849609375,"Jigawa","North West","Rural",0.180319554123282
189136,1,1,0.011,7476.849609375,"Jigawa","North West","Rural",0.0109399400383344
189137,2,2,0.809372,7476.849609375,"Jigawa","North West","Rural",0.59297982374676
189139,3,3,2.717,7476.849609375,"Jigawa","North West","Rural",1.31291689131512
189140,5,5,2.02343,7476.849609375,"Jigawa","North West","Rural",1.10639194848693
189141,3,3,1.214058,7476.849609375,"Jigawa","North West","Rural",0.794827030871948
189142,2,2,0.429546,7476.849609375,"Jigawa","North West","Rural",0.357356911346089
189143,8,8,3.290288,7476.849609375,"Jigawa","North West","Rural",1.45635386355375
189144,5,5,2.964,7476.849609375,"Jigawa","North West","Rural",1.37725361646774
189147,1,1,0.8151,15675.4521484375,"Jigawa","North West","Rural",0.596140562617795
189148,3,3,0.834992,15675.4521484375,"Jigawa","North West","Rural",0.607040121824006
189149,2,2,0.05011,15675.4521484375,"Jigawa","North West","Rural",0.0488949205870488
189150,8,8,7.10778,15675.4521484375,"Jigawa","North West","Rural",2.09282409452651
189151,1,1,0.404686,15675.4521484375,"Jigawa","North West","Rural",0.339813790264162
189152,1,0,NA,15675.4521484375,"Jigawa","North West","Rural",NA
189154,2,2,0.6422,15675.4521484375,"Jigawa","North West","Rural",0.496036806292551
189155,1,1,1,15675.4521484375,"Jigawa","North West","Rural",0.693147180559945
189156,3,3,3.237488,15675.4521484375,"Jigawa","North West","Rural",1.44397064084415
189157,2,2,0.87004,2532.90380859375,"Jigawa","North West","Rural",0.625959821012056
189158,2,2,1.28652,2532.90380859375,"Jigawa","North West","Rural",0.827031011070939
189159,1,1,0.404686,2532.90380859375,"Jigawa","North West","Rural",0.339813790264162
189160,1,1,0.809372,2532.90380859375,"Jigawa","North West","Rural",0.59297982374676
189161,1,0,NA,2532.90380859375,"Jigawa","North West","Rural",NA
189162,2,2,0.513366,2532.90380859375,"Jigawa","North West","Rural",0.414336309055258
189164,1,1,4,2532.90380859375,"Jigawa","North West","Rural",1.6094379124341
189165,2,2,3.1616,2532.90380859375,"Jigawa","North West","Rural",1.42589961571225
189167,2,2,1.5434,2532.90380859375,"Jigawa","North West","Rural",0.933501768604509
189168,2,2,2.59,2532.90380859375,"Jigawa","North West","Rural",1.27815220250019
189169,4,4,1.275648,7941.9794921875,"Jigawa","North West","Rural",0.822264847009915
189170,5,5,3.211,7941.9794921875,"Jigawa","North West","Rural",1.43770014917979
189171,3,3,1.639686,7941.9794921875,"Jigawa","North West","Rural",0.970659970690435
189173,2,2,0.5434,7941.9794921875,"Jigawa","North West","Rural",0.433987775041366
189174,2,2,0.06264,7941.9794921875,"Jigawa","North West","Rural",0.0607563778421108
189175,4,4,2.386686,7941.9794921875,"Jigawa","North West","Rural",1.21985186212735
189176,3,3,1.7964,7941.9794921875,"Jigawa","North West","Rural",1.02833287565569
189178,2,2,0.809372,7941.9794921875,"Jigawa","North West","Rural",0.59297982374676
189179,3,3,1.214058,7941.9794921875,"Jigawa","North West","Rural",0.794827030871948
189180,4,4,2.832802,7941.9794921875,"Jigawa","North West","Rural",1.34359612839837
189181,2,2,1.249618,6567.08642578125,"Jigawa","North West","Urbain",0.810760424024673
189183,2,2,0.21208,6567.08642578125,"Jigawa","North West","Urbain",0.192337892069443
189184,1,1,0.404686,6567.08642578125,"Jigawa","North West","Urbain",0.339813790264162
189185,1,0,NA,6567.08642578125,"Jigawa","North West","Urbain",NA
189186,1,0,NA,6567.08642578125,"Jigawa","North West","Urbain",NA
189187,1,0,NA,6567.08642578125,"Jigawa","North West","Urbain",NA
189188,1,1,1,6567.08642578125,"Jigawa","North West","Urbain",0.693147180559945
189189,1,0,NA,6567.08642578125,"Jigawa","North West","Urbain",NA
189191,1,0,NA,6567.08642578125,"Jigawa","North West","Urbain",NA
189192,1,1,0.404686,6567.08642578125,"Jigawa","North West","Urbain",0.339813790264162
189193,5,5,1.274108,2228.43530273438,"Jigawa","North West","Rural",0.821587887604262
189194,5,5,2.041,2228.43530273438,"Jigawa","North West","Rural",1.11218640869523
189195,7,7,0.524536,2228.43530273438,"Jigawa","North West","Rural",0.42169010146713
189196,4,4,4.04686,2228.43530273438,"Jigawa","North West","Rural",1.61876626772235
189197,3,3,0.6916,2228.43530273438,"Jigawa","North West","Rural",0.525674826616196
189199,3,3,1.0868,2228.43530273438,"Jigawa","North West","Rural",0.735631792166101
189200,2,2,1.482,2228.43530273438,"Jigawa","North West","Rural",0.909064686782415
189202,3,3,0.53352,2228.43530273438,"Jigawa","North West","Rural",0.427565746547768
189203,4,4,2.428116,2228.43530273438,"Jigawa","North West","Rural",1.23201083913617
189204,5,5,1.88214,2228.43530273438,"Jigawa","North West","Rural",1.05853307377431
189205,2,2,1.29,5677.91455078125,"Jigawa","North West","Rural",0.828551817566148
189206,1,1,0.03,5677.91455078125,"Jigawa","North West","Rural",0.0295588022415444
189207,1,0,NA,5677.91455078125,"Zamfara","North Central","Urbain",NA
189209,1,1,0.404686,5677.91455078125,"Jigawa","North West","Rural",0.339813790264162
189210,1,1,0.607029,5677.91455078125,"Jigawa","North West","Rural",0.474387132641085
189212,1,1,1,5677.91455078125,"Jigawa","North West","Rural",0.693147180559945
189213,1,1,0.21242,5677.91455078125,"Jigawa","North West","Rural",0.192618362271323
189214,1,1,0.2142,5677.91455078125,"Jigawa","North West","Rural",0.194085423714197
189216,2,2,1.404686,5677.91455078125,"Jigawa","North West","Rural",0.877419333703291
189218,1,1,0.404686,11923.525390625,"Jigawa","North West","Rural",0.339813790264162
189222,1,0,NA,4146.87255859375,"Jigawa","North West","Urbain",NA
189235,2,2,1.618744,1754.65319824219,"Jigawa","North West","Rural",0.962694813516235
189236,2,2,0.809372,1754.65319824219,"Jigawa","North West","Rural",0.59297982374676
189242,1,0,NA,15675.4521484375,"Jigawa","North West","Rural",NA
189252,1,1,1.618744,5677.91455078125,"Jigawa","North West","Rural",0.962694813516235
190011,2,2,0.225,2512.92407226562,"Kaduna","North West","Urbain",0.20294084399669
190012,1,1,0.0125,2512.92407226562,"Kaduna","North West","Urbain",0.0124225199985572
190013,1,0,NA,2512.92407226562,"Kaduna","North West","Urbain",NA
190014,1,0,NA,2512.92407226562,"Kaduna","North West","Urbain",NA
190015,1,0,NA,2512.92407226562,"Kaduna","North West","Rural",NA
190016,1,1,0.0062,2512.92407226562,"Kaduna","North West","Rural",0.00618085907508112
190017,1,1,0.1,2512.92407226562,"Kaduna","North West","Urbain",0.0953101798043249
190018,1,0,NA,2512.92407226562,"Kaduna","North West","Urbain",NA
190019,1,0,NA,2512.92407226562,"Kaduna","North West","Urbain",NA
190020,1,0,NA,2512.92407226562,"Kaduna","North West","Urbain",NA
190081,5,5,1.226158,6356.2197265625,"Kaduna","North West","Rural",0.800277229669569
190082,5,5,0.863242,6356.2197265625,"Kaduna","North West","Rural",0.622317981197391
190083,3,3,0.5305,6356.2197265625,"Kaduna","North West","Rural",0.42559447940333
190084,4,4,0.4993,6356.2197265625,"Kaduna","North West","Rural",0.40499833251872
190085,4,4,1.225086,6356.2197265625,"Kaduna","North West","Rural",0.79979556655664
190086,5,5,1.9072,6356.2197265625,"Kaduna","North West","Rural",1.06719041865977
190087,4,4,0.427886,6356.2197265625,"Kaduna","North West","Rural",0.356195028797881
190088,4,4,0.7634,6356.2197265625,"Kaduna","North West","Rural",0.56724376367079
190089,2,2,0.605,6356.2197265625,"Kaduna","North West","Rural",0.473123756581979
190090,6,6,1.702,6356.2197265625,"Kaduna","North West","Rural",0.993992239538007
190111,1,1,0.12,2791.10302734375,"Kaduna","North West","Urbain",0.113328685307003
190112,1,1,1.0868,2791.10302734375,"Kaduna","North West","Urbain",0.735631792166101
190113,1,1,0.11,2791.10302734375,"Kaduna","North West","Urbain",0.104360015324243
190114,2,2,2.505,2791.10302734375,"Kaduna","North West","Urbain",1.25419052048655
190115,1,0,NA,2791.10302734375,"Kaduna","North West","Urbain",NA
190116,4,4,2.5,2791.10302734375,"Kaduna","North West","Urbain",1.25276296849537
190117,1,1,0.125,2791.10302734375,"Kaduna","North West","Urbain",0.117783035656383
190118,1,0,NA,2791.10302734375,"Kaduna","North West","Urbain",NA
190119,1,1,0.741,2791.10302734375,"Kaduna","North West","Urbain",0.554459660786052
190131,4,4,1.56773,3786.587890625,"Kaduna","North West","Rural",0.943022240113182
190132,1,1,0.5928,3786.587890625,"Kaduna","North West","Rural",0.465493473767849
190133,3,3,1.485,3786.587890625,"Kaduna","North West","Rural",0.910272659548592
190134,4,4,2.195572,3786.587890625,"Kaduna","North West","Rural",1.16176610153955
190135,3,3,0.90154,3786.587890625,"Kaduna","North West","Rural",0.642664084189115
190136,1,1,0.494,3786.587890625,"Kaduna","North West","Rural",0.401457086710626
190137,3,3,1.0127,3786.587890625,"Kaduna","North West","Rural",0.699477104254815
190138,4,4,2.15,3786.587890625,"Kaduna","North West","Rural",1.14740245283754
190139,8,8,8.421063,3786.587890625,"Kaduna","North West","Rural",2.24294792723237
190140,2,2,0.529686,3786.587890625,"Kaduna","North West","Rural",0.425062485583871
190161,6,6,3.664,5499.6083984375,"Kaduna","North West","Rural",1.53987344904819
190162,5,5,2.1489,5499.6083984375,"Kaduna","North West","Rural",1.1470531855016
190163,6,6,1.19819,5499.6083984375,"Kaduna","North West","Rural",0.787634294465716
190164,4,4,1.2006,5499.6083984375,"Kaduna","North West","Rural",0.788730050453675
190165,9,9,2.446008,5499.6083984375,"Kaduna","North West","Rural",1.23721645963525
190166,6,6,3.369838,5499.6083984375,"Kaduna","North West","Rural",1.47472593748214
190167,6,6,5.7322,5499.6083984375,"Kaduna","North West","Rural",1.9069019847405
190168,4,4,2.226,5499.6083984375,"Kaduna","North West","Rural",1.17124297970302
190169,4,4,1.934372,5499.6083984375,"Kaduna","North West","Rural",1.07649346104975
190170,8,8,2.1781,5499.6083984375,"Kaduna","North West","Rural",1.1562835339505
190171,6,6,1.2597,7596.80322265625,"Kaduna","North West","Rural",0.815232061110183
190172,4,4,1.67978,7596.80322265625,"Kaduna","North West","Rural",0.985734701600995
190173,3,3,0.28836,7596.80322265625,"Kaduna","North West","Rural",0.253370091734036
190174,2,2,0.7535,7596.80322265625,"Kaduna","North West","Rural",0.561613790598096
190175,6,6,1.942572,7596.80322265625,"Kaduna","North West","Rural",1.07928402884189
190176,4,4,1.20844,7596.80322265625,"Kaduna","North West","Rural",0.79228638392447
190177,6,6,1.98896,7596.80322265625,"Kaduna","North West","Rural",1.09492550081011
190178,3,3,0.138742,7596.80322265625,"Kaduna","North West","Rural",0.129924144320373
190179,3,3,0.4447,7596.80322265625,"Kaduna","North West","Rural",0.367901687553199
190180,6,6,0.8907005,7596.80322265625,"Kaduna","North West","Rural",0.63694739532403
190192,2,2,1.20355,2623.39965820312,"Kaduna","North West","Rural",0.790069696215597
190193,1,1,0.27203,2623.39965820312,"Kaduna","North West","Rural",0.240614049545471
190194,4,4,1.6552,2623.39965820312,"Kaduna","North West","Rural",0.976519981423628
190195,2,2,0.832572,2623.39965820312,"Kaduna","North West","Rural",0.605720444593445
190196,4,4,2.56383,2623.39965820312,"Kaduna","North West","Rural",1.27083580925655
190197,5,5,1.3638,2623.39965820312,"Kaduna","North West","Rural",0.860270493596003
190198,1,1,0.0223,2623.39965820312,"Kaduna","North West","Rural",0.0220549907808313
190199,3,3,0.5681,2623.39965820312,"Kaduna","North West","Rural",0.449864695404849
190200,3,3,0.9507,2623.39965820312,"Kaduna","North West","Rural",0.66818828251875
199001,2,2,0.51624,28184.94921875,"Kaduna","North West","Rural",0.416233586035908
199002,3,3,1.5052,28184.94921875,"Kaduna","North West","Rural",0.918368571669121
199004,3,3,1.237258,28184.94921875,"Kaduna","North West","Rural",0.805251008892965
199005,3,3,1.35543,28184.94921875,"Kaduna","North West","Rural",0.856723301034359
199006,4,4,1.14202,28184.94921875,"Kaduna","North West","Rural",0.761749309050127
199007,6,6,2.8378,28184.94921875,"Kaduna","North West","Rural",1.3448992857535
199008,3,3,0.8376,28184.94921875,"Kaduna","North West","Rural",0.608460372392751
199011,2,2,0.2347,28184.94921875,"Kaduna","North West","Rural",0.210828025591561
199012,2,2,0.4037,28184.94921875,"Kaduna","North West","Rural",0.339111607558143
199013,4,4,1.255155,8551.720703125,"Kaduna","North West","Rural",0.813218706734328
199014,4,4,0.58924,8551.720703125,"Kaduna","North West","Rural",0.463255914538354
199015,6,6,1.7814,8551.720703125,"Kaduna","North West","Rural",1.02295439806237
199016,4,4,2.7188,8551.720703125,"Kaduna","North West","Rural",1.31340103559957
199018,2,2,0.3717,8551.720703125,"Kaduna","North West","Rural",0.316050846502224
199019,1,1,0.4693,8551.720703125,"Kaduna","North West","Rural",0.384786096899764
199021,2,2,0.57798,8551.720703125,"Kaduna","North West","Rural",0.456145548072134
199022,1,1,0.5928,8551.720703125,"Kaduna","North West","Rural",0.465493473767849
199023,2,2,0.9401,8551.720703125,"Kaduna","North West","Rural",0.66273951813852
199024,9,9,2.74382,8551.720703125,"Kaduna","North West","Rural",1.32010648053654
