"variable","n_obs","n_miss","n_eff","mean","sd","min","p10","p25","median","p75","p90","max","cv"
"superficie_totale_ménage_ha",3869,1156,1930,1.75614048017102,7.09123548388779,5e-05,0.065,0.287343,0.87876862,2.02343,3.702174,480.64896,4.03796596226586
