"hhid","nombre_parcelle","superficie_totale_menage","wt_wave4","secteur","state","state_label","zone"
169092,3,0.1678,8472.5068359375,"Rural",16,"16. Imo","4. South East"
169095,2,0.03,8472.5068359375,"Rural",16,"16. Imo","4. South East"
169096,3,0.2565,8472.5068359375,"Rural",16,"16. Imo","4. South East"
169097,6,1.88,3728.97534179688,"Rural",16,"16. Imo","4. South East"
169099,5,0.2586,3728.97534179688,"Rural",16,"16. Imo","4. South East"
169101,1,0.138,3728.97534179688,"Rural",16,"16. Imo","4. South East"
169103,7,4.899,3728.97534179688,"Rural",16,"16. Imo","4. South East"
169104,1,0.38,3728.97534179688,"Rural",16,"16. Imo","4. South East"
169105,3,3.795,3728.97534179688,"Rural",16,"16. Imo","4. South East"
169106,2,0.072,3728.97534179688,"Rural",16,"16. Imo","4. South East"
169107,4,3.634,3728.97534179688,"Rural",16,"16. Imo","4. South East"
169108,3,0.11575,3728.97534179688,"Rural",16,"16. Imo","4. South East"
169109,5,0.09,1785.21875,"Rural",16,"16. Imo","4. South East"
169111,3,2.42,1785.21875,"Rural",16,"16. Imo","4. South East"
169112,5,0.058,1785.21875,"Rural",16,"16. Imo","4. South East"
169113,5,0.1392,1785.21875,"Rural",16,"16. Imo","4. South East"
169114,6,0.896,1785.21875,"Rural",16,"16. Imo","4. South East"
169115,2,0.208,1785.21875,"Rural",16,"16. Imo","4. South East"
169116,5,31.222,1785.21875,"Rural",16,"16. Imo","4. South East"
169117,3,1.242,1785.21875,"Rural",16,"16. Imo","4. South East"
169119,6,2.462,1785.21875,"Rural",16,"16. Imo","4. South East"
169120,3,1.642,1785.21875,"Rural",16,"16. Imo","4. South East"
169121,6,1.44311,2413.51220703125,"Rural",16,"16. Imo","4. South East"
169122,4,0.836,2413.51220703125,"Rural",16,"16. Imo","4. South East"
169124,2,0.52725,2413.51220703125,"Rural",16,"16. Imo","4. South East"
169125,4,2.13224,2413.51220703125,"Rural",16,"16. Imo","4. South East"
169126,5,1.0545,2413.51220703125,"Rural",16,"16. Imo","4. South East"
169127,2,0.368,2413.51220703125,"Rural",16,"16. Imo","4. South East"
169128,4,0.4845,2413.51220703125,"Rural",16,"16. Imo","4. South East"
169129,3,0.845,2413.51220703125,"Rural",16,"16. Imo","4. South East"
169130,3,3.6,2413.51220703125,"Rural",16,"16. Imo","4. South East"
169131,4,0.3078,2413.51220703125,"Rural",16,"16. Imo","4. South East"
169133,7,0.55,6176.685546875,"Rural",16,"16. Imo","4. South East"
169134,5,0.7185,6176.685546875,"Rural",16,"16. Imo","4. South East"
169136,6,10.2255,6176.685546875,"Rural",16,"16. Imo","4. South East"
169137,8,7.84,6176.685546875,"Rural",16,"16. Imo","4. South East"
169138,7,4.12,6176.685546875,"Rural",16,"16. Imo","4. South East"
169139,5,0.66,6176.685546875,"Rural",16,"16. Imo","4. South East"
169141,4,1.2635,6176.685546875,"Rural",16,"16. Imo","4. South East"
169142,5,1.2445,6176.685546875,"Rural",16,"16. Imo","4. South East"
169144,5,1.9285,6176.685546875,"Rural",16,"16. Imo","4. South East"
169149,1,0.045,15553.482421875,"Rural",16,"16. Imo","4. South East"
169150,1,0.019,15553.482421875,"Rural",16,"16. Imo","4. South East"
169153,3,0.029595,15553.482421875,"Rural",16,"16. Imo","4. South East"
169156,1,0.016,15553.482421875,"Rural",16,"16. Imo","4. South East"
169160,4,0.931,1329.08422851562,"Rural",16,"16. Imo","4. South East"
169166,6,2.1463,2045.42236328125,"Rural",16,"16. Imo","4. South East"
169170,3,0.42,4237.30126953125,"Rural",16,"16. Imo","4. South East"
169171,3,0.312,8472.5068359375,"Rural",16,"16. Imo","4. South East"
169172,5,0.142,8472.5068359375,"Rural",16,"16. Imo","4. South East"
169179,3,9.24,6176.685546875,"Rural",16,"16. Imo","4. South East"
169181,1,0.095,15553.482421875,"Rural",16,"16. Imo","4. South East"
169202,4,10.0848,3458.03466796875,"Rural",16,"16. Imo","4. South East"
170041,4,3.4,6691.11865234375,"Rural",17,"17. Jigawa","3. North West"
170042,2,2.282,6691.11865234375,"Rural",17,"17. Jigawa","3. North West"
170043,3,1.235,6691.11865234375,"Rural",17,"17. Jigawa","3. North West"
170044,2,6.2244,6691.11865234375,"Rural",17,"17. Jigawa","3. North West"
170045,1,1.6302,6691.11865234375,"Rural",17,"17. Jigawa","3. North West"
170046,2,0.554,6691.11865234375,"Rural",17,"17. Jigawa","3. North West"
170047,2,0.891,6691.11865234375,"Rural",17,"17. Jigawa","3. North West"
170048,4,2.757,6691.11865234375,"Rural",17,"17. Jigawa","3. North West"
170049,4,3.139,6691.11865234375,"Rural",17,"17. Jigawa","3. North West"
170050,3,1.759,6691.11865234375,"Rural",17,"17. Jigawa","3. North West"
170081,2,1.238,2469.04956054688,"Rural",17,"17. Jigawa","3. North West"
170082,2,1.435,2469.04956054688,"Rural",17,"17. Jigawa","3. North West"
170083,2,0.589,2469.04956054688,"Rural",17,"17. Jigawa","3. North West"
170084,2,0.519,2469.04956054688,"Rural",17,"17. Jigawa","3. North West"
170085,3,1.3738,2469.04956054688,"Rural",17,"17. Jigawa","3. North West"
170087,3,2.85932,2469.04956054688,"Rural",17,"17. Jigawa","3. North West"
170088,7,4.2206,2469.04956054688,"Rural",17,"17. Jigawa","3. North West"
170089,4,1.4573,2469.04956054688,"Rural",17,"17. Jigawa","3. North West"
170090,6,3.8333,2469.04956054688,"Rural",17,"17. Jigawa","3. North West"
179001,4,2.1242,9726.4013671875,"Rural",17,"17. Jigawa","3. North West"
179002,5,7.988,9726.4013671875,"Rural",17,"17. Jigawa","3. North West"
179003,2,2.036,9726.4013671875,"Rural",17,"17. Jigawa","3. North West"
179004,2,0.891,9726.4013671875,"Rural",17,"17. Jigawa","3. North West"
179005,2,1.053,9726.4013671875,"Rural",17,"17. Jigawa","3. North West"
179006,3,2.011,9726.4013671875,"Rural",17,"17. Jigawa","3. North West"
179008,5,5.963,9726.4013671875,"Rural",17,"17. Jigawa","3. North West"
179010,2,0.07246,9726.4013671875,"Rural",17,"17. Jigawa","3. North West"
179011,4,3.54596,9726.4013671875,"Rural",17,"17. Jigawa","3. North West"
179012,5,3.9484,9726.4013671875,"Rural",17,"17. Jigawa","3. North West"
179013,7,3.463,1983.49450683594,"Rural",17,"17. Jigawa","3. North West"
179015,3,2.4446,1983.49450683594,"Rural",17,"17. Jigawa","3. North West"
179017,3,3.291,1983.49450683594,"Rural",17,"17. Jigawa","3. North West"
179018,2,2.024,1983.49450683594,"Rural",17,"17. Jigawa","3. North West"
179019,6,8.438,1983.49450683594,"Rural",17,"17. Jigawa","3. North West"
179020,3,2.006,1983.49450683594,"Rural",17,"17. Jigawa","3. North West"
179021,2,3.004,1983.49450683594,"Rural",17,"17. Jigawa","3. North West"
179022,3,3.84992,1983.49450683594,"Rural",17,"17. Jigawa","3. North West"
179023,1,0.04568,1983.49450683594,"Rural",17,"17. Jigawa","3. North West"
179024,4,6.1387,1983.49450683594,"Rural",17,"17. Jigawa","3. North West"
179025,3,1.0127,5399.4892578125,"Rural",17,"17. Jigawa","3. North West"
179026,4,2.0988,5399.4892578125,"Rural",17,"17. Jigawa","3. North West"
179028,2,0.056,5399.4892578125,"Rural",17,"17. Jigawa","3. North West"
179030,2,0.422,5399.4892578125,"Rural",17,"17. Jigawa","3. North West"
179031,3,1.8284,5399.4892578125,"Rural",17,"17. Jigawa","3. North West"
179032,1,1.482,5399.4892578125,"Rural",17,"17. Jigawa","3. North West"
179033,3,2.376,5399.4892578125,"Rural",17,"17. Jigawa","3. North West"
179034,2,1.506,5399.4892578125,"Rural",17,"17. Jigawa","3. North West"
179035,2,1.5061,5399.4892578125,"Rural",17,"17. Jigawa","3. North West"
179036,4,0.84992,5399.4892578125,"Rural",17,"17. Jigawa","3. North West"
179037,2,0.3964,9733.447265625,"Rural",17,"17. Jigawa","3. North West"
179039,2,0.761,9733.447265625,"Rural",17,"17. Jigawa","3. North West"
179041,3,1.6558,9733.447265625,"Rural",17,"17. Jigawa","3. North West"
179042,2,1.053,9733.447265625,"Rural",17,"17. Jigawa","3. North West"
179044,3,2.52,9733.447265625,"Rural",17,"17. Jigawa","3. North West"
179045,3,1.255,9733.447265625,"Rural",17,"17. Jigawa","3. North West"
179046,3,0.8104,9733.447265625,"Rural",17,"17. Jigawa","3. North West"
179047,2,0.54178,9733.447265625,"Rural",17,"17. Jigawa","3. North West"
179048,1,0.04158,9733.447265625,"Rural",17,"17. Jigawa","3. North West"
179049,6,2.2971,4671.5283203125,"Rural",17,"17. Jigawa","3. North West"
179050,2,1.547,4671.5283203125,"Rural",17,"17. Jigawa","3. North West"
179052,2,3.014,4671.5283203125,"Rural",17,"17. Jigawa","3. North West"
179053,2,1.512,4671.5283203125,"Rural",17,"17. Jigawa","3. North West"
179054,2,1.008,4671.5283203125,"Rural",17,"17. Jigawa","3. North West"
179055,6,6.3088,4671.5283203125,"Rural",17,"17. Jigawa","3. North West"
179056,4,3.3482,4671.5283203125,"Rural",17,"17. Jigawa","3. North West"
179058,2,1.4217,4671.5283203125,"Rural",17,"17. Jigawa","3. North West"
179059,7,5.99112,4671.5283203125,"Rural",17,"17. Jigawa","3. North West"
179060,2,1.2749,4671.5283203125,"Rural",17,"17. Jigawa","3. North West"
179061,7,6.0268,1770.86145019531,"Rural",17,"17. Jigawa","3. North West"
179062,2,0.6422,1770.86145019531,"Rural",17,"17. Jigawa","3. North West"
179063,5,5.1952,1770.86145019531,"Rural",17,"17. Jigawa","3. North West"
179064,2,1.038,1770.86145019531,"Rural",17,"17. Jigawa","3. North West"
179065,2,1.033,1770.86145019531,"Rural",17,"17. Jigawa","3. North West"
179067,4,0.39,1770.86145019531,"Rural",17,"17. Jigawa","3. North West"
179068,3,1.4868,1770.86145019531,"Rural",17,"17. Jigawa","3. North West"
179069,2,1.141,1770.86145019531,"Rural",17,"17. Jigawa","3. North West"
179070,2,1.164,1770.86145019531,"Rural",17,"17. Jigawa","3. North West"
179072,2,2.001,1770.86145019531,"Rural",17,"17. Jigawa","3. North West"
179073,1,0.1825,13718.8525390625,"Urbain",17,"17. Jigawa","3. North West"
179074,2,0.995,13718.8525390625,"Urbain",17,"17. Jigawa","3. North West"
179075,1,0.125,13718.8525390625,"Urbain",17,"17. Jigawa","3. North West"
179079,3,2.495,13718.8525390625,"Urbain",17,"17. Jigawa","3. North West"
179081,1,0.02255,13718.8525390625,"Urbain",17,"17. Jigawa","3. North West"
179082,1,0.05,13718.8525390625,"Urbain",17,"17. Jigawa","3. North West"
179085,1,0.05,3526.39184570312,"Urbain",17,"17. Jigawa","3. North West"
179086,3,1.3923,3526.39184570312,"Urbain",17,"17. Jigawa","3. North West"
179089,3,2.248,3526.39184570312,"Urbain",17,"17. Jigawa","3. North West"
179091,2,0.272,3526.39184570312,"Urbain",17,"17. Jigawa","3. North West"
179092,2,0.83,3526.39184570312,"Urbain",17,"17. Jigawa","3. North West"
179097,2,0.6916,1961.93640136719,"Rural",17,"17. Jigawa","3. North West"
179098,3,0.9492,1961.93640136719,"Rural",17,"17. Jigawa","3. North West"
179100,6,2.8206,1961.93640136719,"Rural",17,"17. Jigawa","3. North West"
179101,2,1.388,1961.93640136719,"Rural",17,"17. Jigawa","3. North West"
179102,2,1.038,1961.93640136719,"Rural",17,"17. Jigawa","3. North West"
179103,2,1.245,1961.93640136719,"Rural",17,"17. Jigawa","3. North West"
179104,2,0.5928,1961.93640136719,"Rural",17,"17. Jigawa","3. North West"
179105,2,0.6228,1961.93640136719,"Rural",17,"17. Jigawa","3. North West"
179106,3,2.1018,1961.93640136719,"Rural",17,"17. Jigawa","3. North West"
179108,3,3.11944,1961.93640136719,"Rural",17,"17. Jigawa","3. North West"
180031,3,0.87505,8199.6044921875,"Rural",18,"18. Kaduna","3. North West"
180032,2,1.8,8199.6044921875,"Rural",18,"18. Kaduna","3. North West"
180033,2,1.2,8199.6044921875,"Rural",18,"18. Kaduna","3. North West"
180034,2,1.2,8199.6044921875,"Rural",18,"18. Kaduna","3. North West"
180035,2,1.5,8199.6044921875,"Rural",18,"18. Kaduna","3. North West"
180036,3,3.3218,8199.6044921875,"Rural",18,"18. Kaduna","3. North West"
180037,2,3,8199.6044921875,"Rural",18,"18. Kaduna","3. North West"
180038,3,3.5,8199.6044921875,"Rural",18,"18. Kaduna","3. North West"
180039,2,0.647,8199.6044921875,"Rural",18,"18. Kaduna","3. North West"
180040,2,0.8,8199.6044921875,"Rural",18,"18. Kaduna","3. North West"
180041,7,2.50045,6183.1279296875,"Urbain",18,"18. Kaduna","3. North West"
180042,4,2.4,6183.1279296875,"Urbain",18,"18. Kaduna","3. North West"
180043,1,0.4,6183.1279296875,"Urbain",18,"18. Kaduna","3. North West"
180044,2,0.8,6183.1279296875,"Urbain",18,"18. Kaduna","3. North West"
180045,1,1,6183.1279296875,"Urbain",18,"18. Kaduna","3. North West"
180046,1,1,6183.1279296875,"Urbain",18,"18. Kaduna","3. North West"
180047,3,1.604,6183.1279296875,"Urbain",18,"18. Kaduna","3. North West"
180049,2,1.2,6183.1279296875,"Urbain",18,"18. Kaduna","3. North West"
180050,2,1.5,6183.1279296875,"Urbain",18,"18. Kaduna","3. North West"
180091,3,1.93,1655.4462890625,"Rural",18,"18. Kaduna","3. North West"
180092,1,1,1655.4462890625,"Rural",18,"18. Kaduna","3. North West"
180093,2,0.43,1655.4462890625,"Rural",18,"18. Kaduna","3. North West"
180094,2,0.59,1655.4462890625,"Rural",18,"18. Kaduna","3. North West"
180095,1,2,1655.4462890625,"Rural",18,"18. Kaduna","3. North West"
180096,1,0.8892,1655.4462890625,"Rural",18,"18. Kaduna","3. North West"
180097,1,0.4,1655.4462890625,"Rural",18,"18. Kaduna","3. North West"
180098,1,0.3415,1655.4462890625,"Rural",18,"18. Kaduna","3. North West"
180099,1,0.1,1655.4462890625,"Rural",18,"18. Kaduna","3. North West"
180100,2,3,1655.4462890625,"Rural",18,"18. Kaduna","3. North West"
189003,3,0.94,11923.525390625,"Rural",18,"18. Kaduna","3. North West"
189005,1,0.3952,11923.525390625,"Rural",18,"18. Kaduna","3. North West"
189006,2,3.38532,11923.525390625,"Rural",18,"18. Kaduna","3. North West"
189007,3,4.9657,11923.525390625,"Rural",18,"18. Kaduna","3. North West"
189008,2,1.4,11923.525390625,"Rural",18,"18. Kaduna","3. North West"
189009,1,0.22724,11923.525390625,"Rural",18,"18. Kaduna","3. North West"
189010,1,2,11923.525390625,"Rural",18,"18. Kaduna","3. North West"
189011,2,2.28652,11923.525390625,"Rural",18,"18. Kaduna","3. North West"
189012,1,0.8,11923.525390625,"Rural",18,"18. Kaduna","3. North West"
189014,1,0.4,7029.46630859375,"Rural",18,"18. Kaduna","3. North West"
189015,1,3,7029.46630859375,"Rural",18,"18. Kaduna","3. North West"
189016,2,4.5568,7029.46630859375,"Rural",18,"18. Kaduna","3. North West"
189017,1,0.5928,7029.46630859375,"Rural",18,"18. Kaduna","3. North West"
189018,3,16,7029.46630859375,"Rural",18,"18. Kaduna","3. North West"
189019,1,1.2,7029.46630859375,"Rural",18,"18. Kaduna","3. North West"
189020,1,0.8,7029.46630859375,"Rural",18,"18. Kaduna","3. North West"
189021,2,6.7678,7029.46630859375,"Rural",18,"18. Kaduna","3. North West"
189023,2,2,7029.46630859375,"Rural",18,"18. Kaduna","3. North West"
189024,2,4,7029.46630859375,"Rural",18,"18. Kaduna","3. North West"
189029,1,0.35568,4146.87255859375,"Urbain",18,"18. Kaduna","3. North West"
189037,5,0.12995,2597.375,"Rural",18,"18. Kaduna","3. North West"
189038,4,2.8,2597.375,"Rural",18,"18. Kaduna","3. North West"
189039,2,4.446,2597.375,"Rural",18,"18. Kaduna","3. North West"
189040,3,0.7657,2597.375,"Rural",18,"18. Kaduna","3. North West"
189041,2,1.02156,2597.375,"Rural",18,"18. Kaduna","3. North West"
189042,1,0.494,2597.375,"Rural",18,"18. Kaduna","3. North West"
189043,1,0.6422,2597.375,"Rural",18,"18. Kaduna","3. North West"
189045,3,0.3656,2597.375,"Rural",18,"18. Kaduna","3. North West"
189047,2,0.5928,2597.375,"Rural",18,"18. Kaduna","3. North West"
189048,3,1.0374,2597.375,"Rural",18,"18. Kaduna","3. North West"
189049,4,2.4,1095.54711914062,"Rural",18,"18. Kaduna","3. North West"
189051,2,1.388,1095.54711914062,"Rural",18,"18. Kaduna","3. North West"
189052,5,0.86789,1095.54711914062,"Rural",18,"18. Kaduna","3. North West"
189053,1,0.1976,1095.54711914062,"Rural",18,"18. Kaduna","3. North West"
189054,2,0.3952,1095.54711914062,"Rural",18,"18. Kaduna","3. North West"
189055,1,0.2223,1095.54711914062,"Rural",18,"18. Kaduna","3. North West"
189056,1,0.494,1095.54711914062,"Rural",18,"18. Kaduna","3. North West"
189057,2,1.6,1095.54711914062,"Rural",18,"18. Kaduna","3. North West"
189058,6,0.905145,1095.54711914062,"Rural",18,"18. Kaduna","3. North West"
189060,2,0.8,1095.54711914062,"Rural",18,"18. Kaduna","3. North West"
189062,3,3.5,10361.3203125,"Rural",18,"18. Kaduna","3. North West"
189064,3,1.9,10361.3203125,"Rural",18,"18. Kaduna","3. North West"
189065,2,2,10361.3203125,"Rural",18,"18. Kaduna","3. North West"
189066,3,1.3235,10361.3203125,"Rural",18,"18. Kaduna","3. North West"
189067,1,0.4,10361.3203125,"Rural",18,"18. Kaduna","3. North West"
189068,2,2.964,10361.3203125,"Rural",18,"18. Kaduna","3. North West"
189069,1,0.3952,10361.3203125,"Rural",18,"18. Kaduna","3. North West"
189070,1,1.482,10361.3203125,"Rural",18,"18. Kaduna","3. North West"
189071,2,4.94,10361.3203125,"Rural",18,"18. Kaduna","3. North West"
189072,2,0.8398,10361.3203125,"Rural",18,"18. Kaduna","3. North West"
189075,1,0.00494,3779.58837890625,"Urbain",18,"18. Kaduna","3. North West"
189080,1,0.6669,3779.58837890625,"Urbain",18,"18. Kaduna","3. North West"
189085,2,0.494,5387.49755859375,"Urbain",18,"18. Kaduna","3. North West"
189109,1,0.66,1754.65319824219,"Rural",18,"18. Kaduna","3. North West"
189110,2,3,1754.65319824219,"Rural",18,"18. Kaduna","3. North West"
189112,1,2.4,1754.65319824219,"Rural",18,"18. Kaduna","3. North West"
189116,2,8.0028,1754.65319824219,"Rural",18,"18. Kaduna","3. North West"
189117,1,2.4,1754.65319824219,"Rural",18,"18. Kaduna","3. North West"
189118,2,3.76824,1754.65319824219,"Rural",18,"18. Kaduna","3. North West"
189119,1,0.3245,1754.65319824219,"Rural",18,"18. Kaduna","3. North West"
189120,2,2,1754.65319824219,"Rural",18,"18. Kaduna","3. North West"
189121,6,2.01572,4606.5146484375,"Rural",18,"18. Kaduna","3. North West"
189122,2,2.47,4606.5146484375,"Rural",18,"18. Kaduna","3. North West"
189125,2,1.8,4606.5146484375,"Rural",18,"18. Kaduna","3. North West"
189126,4,2.77134,4606.5146484375,"Rural",18,"18. Kaduna","3. North West"
189127,4,3.1616,4606.5146484375,"Rural",18,"18. Kaduna","3. North West"
189128,3,1.5808,4606.5146484375,"Rural",18,"18. Kaduna","3. North West"
189129,2,1.5808,4606.5146484375,"Rural",18,"18. Kaduna","3. North West"
189130,2,1.482,4606.5146484375,"Rural",18,"18. Kaduna","3. North West"
189131,2,1.0374,4606.5146484375,"Rural",18,"18. Kaduna","3. North West"
189132,2,1.235,4606.5146484375,"Rural",18,"18. Kaduna","3. North West"
189133,3,1.741,7476.849609375,"Rural",18,"18. Kaduna","3. North West"
189134,1,0.1976,7476.849609375,"Rural",18,"18. Kaduna","3. North West"
189136,1,0.011,7476.849609375,"Rural",18,"18. Kaduna","3. North West"
189137,2,0.8,7476.849609375,"Rural",18,"18. Kaduna","3. North West"
189139,3,2.717,7476.849609375,"Rural",18,"18. Kaduna","3. North West"
189140,5,2,7476.849609375,"Rural",18,"18. Kaduna","3. North West"
189141,3,1.2,7476.849609375,"Rural",18,"18. Kaduna","3. North West"
189142,2,0.42486,7476.849609375,"Rural",18,"18. Kaduna","3. North West"
189143,8,3.2528,7476.849609375,"Rural",18,"18. Kaduna","3. North West"
189144,5,2.964,7476.849609375,"Rural",18,"18. Kaduna","3. North West"
189147,1,0.8151,15675.4521484375,"Rural",18,"18. Kaduna","3. North West"
189148,3,0.82562,15675.4521484375,"Rural",18,"18. Kaduna","3. North West"
189149,2,0.05011,15675.4521484375,"Rural",18,"18. Kaduna","3. North West"
189150,8,7.06092,15675.4521484375,"Rural",18,"18. Kaduna","3. North West"
189151,1,0.4,15675.4521484375,"Rural",18,"18. Kaduna","3. North West"
189154,2,0.6422,15675.4521484375,"Rural",18,"18. Kaduna","3. North West"
189155,1,1,15675.4521484375,"Rural",18,"18. Kaduna","3. North West"
189156,3,3.2,15675.4521484375,"Rural",18,"18. Kaduna","3. North West"
189157,2,0.87004,2532.90380859375,"Rural",18,"18. Kaduna","3. North West"
189158,2,1.28652,2532.90380859375,"Rural",18,"18. Kaduna","3. North West"
189159,1,0.4,2532.90380859375,"Rural",18,"18. Kaduna","3. North West"
189160,1,0.8,2532.90380859375,"Rural",18,"18. Kaduna","3. North West"
189162,2,0.50868,2532.90380859375,"Rural",18,"18. Kaduna","3. North West"
189164,1,4,2532.90380859375,"Rural",18,"18. Kaduna","3. North West"
189165,2,3.1616,2532.90380859375,"Rural",18,"18. Kaduna","3. North West"
189167,2,1.5434,2532.90380859375,"Rural",18,"18. Kaduna","3. North West"
189168,2,2.59,2532.90380859375,"Rural",18,"18. Kaduna","3. North West"
189169,4,1.26159,7941.9794921875,"Rural",18,"18. Kaduna","3. North West"
189170,5,3.211,7941.9794921875,"Rural",18,"18. Kaduna","3. North West"
189171,3,1.635,7941.9794921875,"Rural",18,"18. Kaduna","3. North West"
189173,2,0.5434,7941.9794921875,"Rural",18,"18. Kaduna","3. North West"
189174,2,0.06264,7941.9794921875,"Rural",18,"18. Kaduna","3. North West"
189175,4,2.382,7941.9794921875,"Rural",18,"18. Kaduna","3. North West"
189176,3,1.7964,7941.9794921875,"Rural",18,"18. Kaduna","3. North West"
189178,2,0.8,7941.9794921875,"Rural",18,"18. Kaduna","3. North West"
189179,3,1.2,7941.9794921875,"Rural",18,"18. Kaduna","3. North West"
189180,4,2.8,7941.9794921875,"Rural",18,"18. Kaduna","3. North West"
189181,2,1.23556,6567.08642578125,"Urbain",18,"18. Kaduna","3. North West"
189183,2,0.21208,6567.08642578125,"Urbain",18,"18. Kaduna","3. North West"
189184,1,0.4,6567.08642578125,"Urbain",18,"18. Kaduna","3. North West"
189188,1,1,6567.08642578125,"Urbain",18,"18. Kaduna","3. North West"
189192,1,0.4,6567.08642578125,"Urbain",18,"18. Kaduna","3. North West"
189193,5,1.26005,2228.43530273438,"Rural",18,"18. Kaduna","3. North West"
189194,5,2.041,2228.43530273438,"Rural",18,"18. Kaduna","3. North West"
189195,7,0.51985,2228.43530273438,"Rural",18,"18. Kaduna","3. North West"
189196,4,4,2228.43530273438,"Rural",18,"18. Kaduna","3. North West"
189197,3,0.6916,2228.43530273438,"Rural",18,"18. Kaduna","3. North West"
189199,3,1.0868,2228.43530273438,"Rural",18,"18. Kaduna","3. North West"
189200,2,1.482,2228.43530273438,"Rural",18,"18. Kaduna","3. North West"
189202,3,0.53352,2228.43530273438,"Rural",18,"18. Kaduna","3. North West"
189203,4,2.4,2228.43530273438,"Rural",18,"18. Kaduna","3. North West"
189204,5,1.88214,2228.43530273438,"Rural",18,"18. Kaduna","3. North West"
189205,2,1.29,5677.91455078125,"Rural",18,"18. Kaduna","3. North West"
189206,1,0.03,5677.91455078125,"Rural",18,"18. Kaduna","3. North West"
189209,1,0.4,5677.91455078125,"Rural",18,"18. Kaduna","3. North West"
189210,1,0.6,5677.91455078125,"Rural",18,"18. Kaduna","3. North West"
189212,1,1,5677.91455078125,"Rural",18,"18. Kaduna","3. North West"
189213,1,0.21242,5677.91455078125,"Rural",18,"18. Kaduna","3. North West"
189214,1,0.2142,5677.91455078125,"Rural",18,"18. Kaduna","3. North West"
189216,2,1.4,5677.91455078125,"Rural",18,"18. Kaduna","3. North West"
189218,1,0.4,11923.525390625,"Rural",18,"18. Kaduna","3. North West"
189235,2,1.6,1754.65319824219,"Rural",18,"18. Kaduna","3. North West"
189236,2,0.8,1754.65319824219,"Rural",18,"18. Kaduna","3. North West"
189252,1,1.6,5677.91455078125,"Rural",18,"18. Kaduna","3. North West"
190011,2,0.225,2512.92407226562,"Urbain",19,"19. Kano","3. North West"
190012,1,0.0125,2512.92407226562,"Urbain",19,"19. Kano","3. North West"
190016,1,0.0062,2512.92407226562,"Rural",19,"19. Kano","3. North West"
190017,1,0.1,2512.92407226562,"Urbain",19,"19. Kano","3. North West"
190081,5,1.2121,6356.2197265625,"Rural",19,"19. Kano","3. North West"
190082,5,0.863242,6356.2197265625,"Rural",19,"19. Kano","3. North West"
190083,3,0.5305,6356.2197265625,"Rural",19,"19. Kano","3. North West"
190084,4,0.4993,6356.2197265625,"Rural",19,"19. Kano","3. North West"
190085,4,1.2204,6356.2197265625,"Rural",19,"19. Kano","3. North West"
190086,5,1.9072,6356.2197265625,"Rural",19,"19. Kano","3. North West"
190087,4,0.4232,6356.2197265625,"Rural",19,"19. Kano","3. North West"
190088,4,0.7634,6356.2197265625,"Rural",19,"19. Kano","3. North West"
190089,2,0.605,6356.2197265625,"Rural",19,"19. Kano","3. North West"
190090,6,1.702,6356.2197265625,"Rural",19,"19. Kano","3. North West"
190111,1,0.12,2791.10302734375,"Urbain",19,"19. Kano","3. North West"
190112,1,1.0868,2791.10302734375,"Urbain",19,"19. Kano","3. North West"
190113,1,0.11,2791.10302734375,"Urbain",19,"19. Kano","3. North West"
190114,2,2.505,2791.10302734375,"Urbain",19,"19. Kano","3. North West"
190116,4,2.5,2791.10302734375,"Urbain",19,"19. Kano","3. North West"
190117,1,0.125,2791.10302734375,"Urbain",19,"19. Kano","3. North West"
190119,1,0.741,2791.10302734375,"Urbain",19,"19. Kano","3. North West"
190131,4,1.56773,3786.587890625,"Rural",19,"19. Kano","3. North West"
190132,1,0.5928,3786.587890625,"Rural",19,"19. Kano","3. North West"
190133,3,1.485,3786.587890625,"Rural",19,"19. Kano","3. North West"
190134,4,2.1862,3786.587890625,"Rural",19,"19. Kano","3. North West"
190135,3,0.90154,3786.587890625,"Rural",19,"19. Kano","3. North West"
190136,1,0.494,3786.587890625,"Rural",19,"19. Kano","3. North West"
190137,3,1.0127,3786.587890625,"Rural",19,"19. Kano","3. North West"
190138,4,2.15,3786.587890625,"Rural",19,"19. Kano","3. North West"
190139,8,8.325,3786.587890625,"Rural",19,"19. Kano","3. North West"
190140,2,0.525,3786.587890625,"Rural",19,"19. Kano","3. North West"
190161,6,3.664,5499.6083984375,"Rural",19,"19. Kano","3. North West"
190162,5,2.1489,5499.6083984375,"Rural",19,"19. Kano","3. North West"
190163,6,1.19819,5499.6083984375,"Rural",19,"19. Kano","3. North West"
190164,4,1.2006,5499.6083984375,"Rural",19,"19. Kano","3. North West"
190165,9,2.446008,5499.6083984375,"Rural",19,"19. Kano","3. North West"
190166,6,3.369838,5499.6083984375,"Rural",19,"19. Kano","3. North West"
190167,6,5.7322,5499.6083984375,"Rural",19,"19. Kano","3. North West"
190168,4,2.226,5499.6083984375,"Rural",19,"19. Kano","3. North West"
190169,4,1.925,5499.6083984375,"Rural",19,"19. Kano","3. North West"
190170,8,2.1781,5499.6083984375,"Rural",19,"19. Kano","3. North West"
190171,6,1.2597,7596.80322265625,"Rural",19,"19. Kano","3. North West"
190172,4,1.67978,7596.80322265625,"Rural",19,"19. Kano","3. North West"
190173,3,0.28836,7596.80322265625,"Rural",19,"19. Kano","3. North West"
190174,2,0.7535,7596.80322265625,"Rural",19,"19. Kano","3. North West"
