"hhid","nombre_parcelle","superficie_totale_menage","wt_wave4","secteur","state","state_label","zone"
59087,3,2.41,1795.8076171875,"Rural",5,"5. Bauchi","2. North East"
59088,3,3.468,1795.8076171875,"Rural",5,"5. Bauchi","2. North East"
59089,2,6,1795.8076171875,"Rural",5,"5. Bauchi","2. North East"
59090,3,3.8,1795.8076171875,"Rural",5,"5. Bauchi","2. North East"
59092,4,6.8025,1795.8076171875,"Rural",5,"5. Bauchi","2. North East"
59093,4,4.405,1795.8076171875,"Rural",5,"5. Bauchi","2. North East"
59094,3,1.81,1795.8076171875,"Rural",5,"5. Bauchi","2. North East"
59095,5,6.407,1795.8076171875,"Rural",5,"5. Bauchi","2. North East"
59097,3,1.21,2139.29541015625,"Rural",5,"5. Bauchi","2. North East"
59098,7,2.89,2139.29541015625,"Rural",5,"5. Bauchi","2. North East"
59099,3,0.885,2139.29541015625,"Rural",5,"5. Bauchi","2. North East"
59101,2,0.9,2139.29541015625,"Rural",5,"5. Bauchi","2. North East"
59102,2,0.956,2139.29541015625,"Rural",5,"5. Bauchi","2. North East"
59103,2,0.72,2139.29541015625,"Rural",5,"5. Bauchi","2. North East"
59104,3,1.2,2139.29541015625,"Rural",5,"5. Bauchi","2. North East"
59105,3,0.61,2139.29541015625,"Rural",5,"5. Bauchi","2. North East"
59106,3,2.02,2139.29541015625,"Rural",5,"5. Bauchi","2. North East"
59108,3,1.495,2139.29541015625,"Rural",5,"5. Bauchi","2. North East"
59110,4,1.425,3416.18920898438,"Rural",5,"5. Bauchi","2. North East"
59111,4,1.205,3416.18920898438,"Rural",5,"5. Bauchi","2. North East"
59112,4,1.045,3416.18920898438,"Rural",5,"5. Bauchi","2. North East"
59113,2,2.32,3416.18920898438,"Rural",5,"5. Bauchi","2. North East"
59115,2,2.2,3416.18920898438,"Rural",5,"5. Bauchi","2. North East"
59116,2,0.9,3416.18920898438,"Rural",5,"5. Bauchi","2. North East"
59117,4,2.775,3416.18920898438,"Rural",5,"5. Bauchi","2. North East"
59118,5,4.82,3416.18920898438,"Rural",5,"5. Bauchi","2. North East"
59119,5,7.345,3416.18920898438,"Rural",5,"5. Bauchi","2. North East"
59120,4,2.215,3416.18920898438,"Rural",5,"5. Bauchi","2. North East"
59121,3,0.85,3627.626953125,"Rural",5,"5. Bauchi","2. North East"
59122,5,3.81,3627.626953125,"Rural",5,"5. Bauchi","2. North East"
59124,4,1.605,3627.626953125,"Rural",5,"5. Bauchi","2. North East"
59125,4,2.645,3627.626953125,"Rural",5,"5. Bauchi","2. North East"
59127,3,1.908,3627.626953125,"Rural",5,"5. Bauchi","2. North East"
59128,3,1.76,3627.626953125,"Rural",5,"5. Bauchi","2. North East"
59129,4,1.031,3627.626953125,"Rural",5,"5. Bauchi","2. North East"
59130,3,1.01,3627.626953125,"Rural",5,"5. Bauchi","2. North East"
59132,5,3.655,3627.626953125,"Rural",5,"5. Bauchi","2. North East"
59133,1,0.592,2324.1298828125,"Rural",5,"5. Bauchi","2. North East"
59138,2,2.4,2324.1298828125,"Rural",5,"5. Bauchi","2. North East"
59140,1,0.4,2324.1298828125,"Rural",5,"5. Bauchi","2. North East"
59142,1,0.01,2324.1298828125,"Rural",5,"5. Bauchi","2. North East"
59143,1,0.496,2324.1298828125,"Rural",5,"5. Bauchi","2. North East"
59144,1,0.4,2324.1298828125,"Rural",5,"5. Bauchi","2. North East"
59145,4,1.57,3592.50439453125,"Rural",5,"5. Bauchi","2. North East"
59147,4,2.805,3592.50439453125,"Rural",5,"5. Bauchi","2. North East"
59148,3,0.563,3592.50439453125,"Rural",5,"5. Bauchi","2. North East"
59149,2,1.212,3592.50439453125,"Rural",5,"5. Bauchi","2. North East"
59150,2,1.08,3592.50439453125,"Rural",5,"5. Bauchi","2. North East"
59151,3,3.3,3592.50439453125,"Rural",5,"5. Bauchi","2. North East"
59153,2,1.12,3592.50439453125,"Rural",5,"5. Bauchi","2. North East"
59154,3,1.526,3592.50439453125,"Rural",5,"5. Bauchi","2. North East"
59155,6,3.935,3592.50439453125,"Rural",5,"5. Bauchi","2. North East"
59156,3,0.41,3592.50439453125,"Rural",5,"5. Bauchi","2. North East"
59157,4,1.2,12122.2138671875,"Rural",5,"5. Bauchi","2. North East"
59158,1,0.1,12122.2138671875,"Rural",5,"5. Bauchi","2. North East"
59159,5,1.48,12122.2138671875,"Rural",5,"5. Bauchi","2. North East"
59160,5,3.665,12122.2138671875,"Rural",5,"5. Bauchi","2. North East"
59161,4,0.7712,12122.2138671875,"Rural",5,"5. Bauchi","2. North East"
59162,6,1.328,12122.2138671875,"Rural",5,"5. Bauchi","2. North East"
59163,5,2.4625,12122.2138671875,"Rural",5,"5. Bauchi","2. North East"
59164,5,3.92,12122.2138671875,"Rural",5,"5. Bauchi","2. North East"
59165,5,5.1825,12122.2138671875,"Rural",5,"5. Bauchi","2. North East"
59168,6,1.732,12122.2138671875,"Rural",5,"5. Bauchi","2. North East"
59169,1,0.2,4771.48876953125,"Rural",5,"5. Bauchi","2. North East"
59170,3,1.3,4771.48876953125,"Rural",5,"5. Bauchi","2. North East"
59171,4,1.3,4771.48876953125,"Rural",5,"5. Bauchi","2. North East"
59172,2,0.6,4771.48876953125,"Rural",5,"5. Bauchi","2. North East"
59173,3,0.465,4771.48876953125,"Rural",5,"5. Bauchi","2. North East"
59174,2,0.28,4771.48876953125,"Rural",5,"5. Bauchi","2. North East"
59175,3,0.47,4771.48876953125,"Rural",5,"5. Bauchi","2. North East"
59176,4,2.54,4771.48876953125,"Rural",5,"5. Bauchi","2. North East"
59179,5,2.5825,4771.48876953125,"Rural",5,"5. Bauchi","2. North East"
59180,4,0.7425,4771.48876953125,"Rural",5,"5. Bauchi","2. North East"
59182,5,1.896,1976.04650878906,"Rural",5,"5. Bauchi","2. North East"
59184,3,1.28,1976.04650878906,"Rural",5,"5. Bauchi","2. North East"
59185,3,3.072,1976.04650878906,"Rural",5,"5. Bauchi","2. North East"
59186,5,1.88,1976.04650878906,"Rural",5,"5. Bauchi","2. North East"
59187,2,0.27,1976.04650878906,"Rural",5,"5. Bauchi","2. North East"
59188,3,0.68,1976.04650878906,"Rural",5,"5. Bauchi","2. North East"
59189,5,3.8625,1976.04650878906,"Rural",5,"5. Bauchi","2. North East"
59190,5,2.6625,1976.04650878906,"Rural",5,"5. Bauchi","2. North East"
59191,6,4.66,1976.04650878906,"Rural",5,"5. Bauchi","2. North East"
59192,3,0.58,1976.04650878906,"Rural",5,"5. Bauchi","2. North East"
59212,3,0.549,3627.626953125,"Rural",5,"5. Bauchi","2. North East"
59214,1,0.4,2324.1298828125,"Rural",5,"5. Bauchi","2. North East"
60002,2,0.1085,3306.82885742188,"Rural",6,"6. Bayelsa","5. South South"
60004,2,0.085,3306.82885742188,"Rural",6,"6. Bayelsa","5. South South"
60005,2,0.054,3306.82885742188,"Rural",6,"6. Bayelsa","5. South South"
60006,2,0.046,3306.82885742188,"Rural",6,"6. Bayelsa","5. South South"
60009,1,0.128,3306.82885742188,"Rural",6,"6. Bayelsa","5. South South"
60010,2,0.0733,3306.82885742188,"Rural",6,"6. Bayelsa","5. South South"
60032,1,0.018,3164.28173828125,"Urbain",6,"6. Bayelsa","5. South South"
60033,2,0.045,3164.28173828125,"Urbain",6,"6. Bayelsa","5. South South"
60034,2,0.146,3164.28173828125,"Rural",6,"6. Bayelsa","5. South South"
60035,3,0.145,3164.28173828125,"Rural",6,"6. Bayelsa","5. South South"
60037,4,0.334,3164.28173828125,"Rural",6,"6. Bayelsa","5. South South"
60038,3,0.186,3164.28173828125,"Rural",6,"6. Bayelsa","5. South South"
60039,5,0.0835,3164.28173828125,"Rural",6,"6. Bayelsa","5. South South"
60040,4,4.0091,3164.28173828125,"Rural",6,"6. Bayelsa","5. South South"
60041,3,0.185,6936.97119140625,"Rural",6,"6. Bayelsa","5. South South"
60042,1,0.01,6936.97119140625,"Rural",6,"6. Bayelsa","5. South South"
60044,1,0.025,6936.97119140625,"Rural",6,"6. Bayelsa","5. South South"
60045,2,0.055,6936.97119140625,"Rural",6,"6. Bayelsa","5. South South"
60050,1,0.015,6936.97119140625,"Rural",6,"6. Bayelsa","5. South South"
60051,3,2.012,2328.62182617188,"Rural",6,"6. Bayelsa","5. South South"
60052,1,0.0405,2328.62182617188,"Rural",6,"6. Bayelsa","5. South South"
60053,8,0.27365,2328.62182617188,"Rural",3,"3. Akwa Ibom","5. South South"
60054,2,0.13,2328.62182617188,"Rural",3,"3. Akwa Ibom","5. South South"
60055,2,0.055,2328.62182617188,"Rural",6,"6. Bayelsa","5. South South"
60056,1,0.05,2328.62182617188,"Rural",6,"6. Bayelsa","5. South South"
60057,2,1.76,2328.62182617188,"Rural",6,"6. Bayelsa","5. South South"
60058,2,0.055,2328.62182617188,"Rural",6,"6. Bayelsa","5. South South"
60059,1,0.25,2328.62182617188,"Rural",6,"6. Bayelsa","5. South South"
69001,1,0.015,2197.1982421875,"Rural",6,"6. Bayelsa","5. South South"
69004,1,0.012,2197.1982421875,"Rural",6,"6. Bayelsa","5. South South"
69012,1,0.01,2197.1982421875,"Rural",6,"6. Bayelsa","5. South South"
69021,1,0.0025,3745.60693359375,"Urbain",6,"6. Bayelsa","5. South South"
69022,1,0.003,3745.60693359375,"Urbain",6,"6. Bayelsa","5. South South"
69025,3,0.208,13427.7958984375,"Rural",6,"6. Bayelsa","5. South South"
69026,3,0.585,13427.7958984375,"Rural",6,"6. Bayelsa","5. South South"
69027,2,0.206,13427.7958984375,"Rural",6,"6. Bayelsa","5. South South"
69028,3,0.285,13427.7958984375,"Rural",6,"6. Bayelsa","5. South South"
69029,8,0.3517,13427.7958984375,"Rural",6,"6. Bayelsa","5. South South"
69030,5,0.2291,13427.7958984375,"Rural",6,"6. Bayelsa","5. South South"
69031,3,0.552,13427.7958984375,"Rural",6,"6. Bayelsa","5. South South"
69033,2,0.06,13427.7958984375,"Rural",6,"6. Bayelsa","5. South South"
69034,2,0.0728,13427.7958984375,"Rural",6,"6. Bayelsa","5. South South"
69036,2,0.109,13427.7958984375,"Rural",6,"6. Bayelsa","5. South South"
69037,9,0.3435,28094.619140625,"Rural",6,"6. Bayelsa","5. South South"
69038,8,0.2107,28094.619140625,"Rural",6,"6. Bayelsa","5. South South"
69040,1,0.02,28094.619140625,"Rural",6,"6. Bayelsa","5. South South"
69041,1,0.0026,28094.619140625,"Rural",6,"6. Bayelsa","5. South South"
69042,4,0.455,28094.619140625,"Rural",6,"6. Bayelsa","5. South South"
69043,1,0.065,28094.619140625,"Rural",6,"6. Bayelsa","5. South South"
69045,6,0.13595,28094.619140625,"Rural",6,"6. Bayelsa","5. South South"
69046,4,0.7402,28094.619140625,"Rural",6,"6. Bayelsa","5. South South"
69047,3,0.16082,28094.619140625,"Rural",6,"6. Bayelsa","5. South South"
69048,6,0.8656,28094.619140625,"Rural",6,"6. Bayelsa","5. South South"
69049,2,0.03,2197.1982421875,"Rural",6,"6. Bayelsa","5. South South"
69051,1,0.03,3745.60693359375,"Urbain",6,"6. Bayelsa","5. South South"
70011,3,1.116,3572.44580078125,"Rural",7,"7. Benue","1. North Central"
70012,3,2.778,3572.44580078125,"Rural",7,"7. Benue","1. North Central"
70013,4,1.99,3572.44580078125,"Rural",7,"7. Benue","1. North Central"
70015,5,1.174,3572.44580078125,"Rural",7,"7. Benue","1. North Central"
70016,5,1.0712,3572.44580078125,"Rural",7,"7. Benue","1. North Central"
70017,3,0.434218,3572.44580078125,"Rural",7,"7. Benue","1. North Central"
70018,4,1.38,3572.44580078125,"Rural",7,"7. Benue","1. North Central"
70019,3,0.81,3572.44580078125,"Rural",7,"7. Benue","1. North Central"
70020,3,1.844,3572.44580078125,"Rural",7,"7. Benue","1. North Central"
70062,3,0.538,3586.29516601562,"Rural",7,"7. Benue","1. North Central"
70063,3,1.45,3586.29516601562,"Rural",7,"7. Benue","1. North Central"
70064,2,4.725,3586.29516601562,"Rural",7,"7. Benue","1. North Central"
70066,3,0.336,3586.29516601562,"Rural",7,"7. Benue","1. North Central"
70067,2,2,3586.29516601562,"Rural",7,"7. Benue","1. North Central"
70068,2,0.375,3586.29516601562,"Rural",7,"7. Benue","1. North Central"
70069,3,0.906,3586.29516601562,"Rural",7,"7. Benue","1. North Central"
70070,2,0.1296,3586.29516601562,"Rural",7,"7. Benue","1. North Central"
70071,3,1.302,2864.32861328125,"Rural",7,"7. Benue","1. North Central"
70072,4,1.9855,2864.32861328125,"Rural",7,"7. Benue","1. North Central"
70073,3,1.788,2864.32861328125,"Rural",7,"7. Benue","1. North Central"
70074,4,7.455,2864.32861328125,"Rural",7,"7. Benue","1. North Central"
70075,3,1.656,2864.32861328125,"Rural",7,"7. Benue","1. North Central"
70076,3,1.71,2864.32861328125,"Rural",7,"7. Benue","1. North Central"
70077,2,0.594,2864.32861328125,"Rural",7,"7. Benue","1. North Central"
70078,7,3.492,2864.32861328125,"Rural",7,"7. Benue","1. North Central"
70079,2,0.81,2864.32861328125,"Rural",7,"7. Benue","1. North Central"
70080,2,1.08,2864.32861328125,"Rural",7,"7. Benue","1. North Central"
70121,4,3.6,7248.1708984375,"Rural",7,"7. Benue","1. North Central"
70122,2,1.2,7248.1708984375,"Rural",7,"7. Benue","1. North Central"
70123,3,4.036,7248.1708984375,"Rural",7,"7. Benue","1. North Central"
70124,4,0.586,7248.1708984375,"Rural",7,"7. Benue","1. North Central"
70125,4,0.61,7248.1708984375,"Rural",7,"7. Benue","1. North Central"
70126,3,1.632,7248.1708984375,"Rural",7,"7. Benue","1. North Central"
70127,4,1.15,7248.1708984375,"Rural",7,"7. Benue","1. North Central"
70128,3,0.3865,7248.1708984375,"Rural",7,"7. Benue","1. North Central"
70129,3,0.468,7248.1708984375,"Rural",7,"7. Benue","1. North Central"
70130,3,0.672,7248.1708984375,"Rural",7,"7. Benue","1. North Central"
70131,2,0.576,1275.85314941406,"Rural",7,"7. Benue","1. North Central"
70132,2,0.912,1275.85314941406,"Rural",7,"7. Benue","1. North Central"
70133,4,3.52,1275.85314941406,"Rural",7,"7. Benue","1. North Central"
70134,5,1.51,1275.85314941406,"Rural",7,"7. Benue","1. North Central"
70135,3,0.161,1275.85314941406,"Rural",7,"7. Benue","1. North Central"
70136,3,0.538,1275.85314941406,"Rural",7,"7. Benue","1. North Central"
70137,3,1.68,1275.85314941406,"Rural",7,"7. Benue","1. North Central"
70139,4,0.5795,1275.85314941406,"Rural",7,"7. Benue","1. North Central"
70140,5,0.951,1275.85314941406,"Rural",7,"7. Benue","1. North Central"
70151,1,0.405,5406.3671875,"Rural",7,"7. Benue","1. North Central"
70152,2,1.04636,5406.3671875,"Rural",25,"25. Nasarawa","1. North Central"
70154,1,0.81,5406.3671875,"Rural",7,"7. Benue","1. North Central"
70155,1,0.81,5406.3671875,"Rural",7,"7. Benue","1. North Central"
70156,2,0.81,5406.3671875,"Rural",7,"7. Benue","1. North Central"
70157,2,0.06,5406.3671875,"Rural",7,"7. Benue","1. North Central"
70158,1,0.005,5406.3671875,"Rural",7,"7. Benue","1. North Central"
70159,2,0.405,5406.3671875,"Rural",7,"7. Benue","1. North Central"
70160,2,0.1671,5406.3671875,"Rural",7,"7. Benue","1. North Central"
79002,2,1.6,5841.857421875,"Rural",7,"7. Benue","1. North Central"
79004,2,0.768,5841.857421875,"Rural",7,"7. Benue","1. North Central"
79005,5,0.821,5841.857421875,"Rural",7,"7. Benue","1. North Central"
79006,3,0.172,5841.857421875,"Rural",7,"7. Benue","1. North Central"
79007,2,1.6,5841.857421875,"Rural",7,"7. Benue","1. North Central"
79008,3,1.6,5841.857421875,"Rural",7,"7. Benue","1. North Central"
79009,2,0.072,5841.857421875,"Rural",7,"7. Benue","1. North Central"
79010,3,0.435,5841.857421875,"Rural",7,"7. Benue","1. North Central"
79011,4,0.48,5841.857421875,"Rural",7,"7. Benue","1. North Central"
79012,1,0.06,5841.857421875,"Rural",7,"7. Benue","1. North Central"
79014,3,0.708,4422.14697265625,"Rural",7,"7. Benue","1. North Central"
79015,3,3.39,4422.14697265625,"Rural",7,"7. Benue","1. North Central"
79016,3,1.08,4422.14697265625,"Rural",7,"7. Benue","1. North Central"
79017,4,0.484,4422.14697265625,"Rural",7,"7. Benue","1. North Central"
79018,5,1.0802,4422.14697265625,"Rural",7,"7. Benue","1. North Central"
79019,7,1.829,4422.14697265625,"Rural",7,"7. Benue","1. North Central"
79020,4,1.0235,4422.14697265625,"Rural",7,"7. Benue","1. North Central"
79021,4,1.251,4422.14697265625,"Rural",7,"7. Benue","1. North Central"
79023,6,1.995,4422.14697265625,"Rural",7,"7. Benue","1. North Central"
79024,5,1.444,4422.14697265625,"Rural",7,"7. Benue","1. North Central"
79025,3,4,8276.5126953125,"Rural",7,"7. Benue","1. North Central"
79026,5,7.54,8276.5126953125,"Rural",7,"7. Benue","1. North Central"
79028,3,1.354,8276.5126953125,"Rural",7,"7. Benue","1. North Central"
79029,2,3,8276.5126953125,"Rural",7,"7. Benue","1. North Central"
79030,4,8.0072,8276.5126953125,"Rural",7,"7. Benue","1. North Central"
79032,2,1.385,8276.5126953125,"Rural",7,"7. Benue","1. North Central"
79033,4,3.1145,8276.5126953125,"Rural",7,"7. Benue","1. North Central"
79034,2,0.684,8276.5126953125,"Rural",7,"7. Benue","1. North Central"
79035,4,6.412,8276.5126953125,"Rural",7,"7. Benue","1. North Central"
79036,2,0.886,8276.5126953125,"Rural",7,"7. Benue","1. North Central"
79038,5,2.025,3181.23291015625,"Urbain",7,"7. Benue","1. North Central"
79039,5,7.467,3181.23291015625,"Urbain",7,"7. Benue","1. North Central"
79040,2,6.99,3181.23291015625,"Urbain",7,"7. Benue","1. North Central"
79042,3,0.6586,3181.23291015625,"Urbain",7,"7. Benue","1. North Central"
79043,2,2,3181.23291015625,"Urbain",7,"7. Benue","1. North Central"
79045,1,0.01,3181.23291015625,"Urbain",7,"7. Benue","1. North Central"
79046,1,1,3181.23291015625,"Urbain",7,"7. Benue","1. North Central"
79047,2,0.306,3181.23291015625,"Urbain",7,"7. Benue","1. North Central"
79055,1,0.005,4352.06591796875,"Urbain",7,"7. Benue","1. North Central"
79056,1,0.01,4352.06591796875,"Urbain",7,"7. Benue","1. North Central"
79057,1,0.01,4352.06591796875,"Urbain",7,"7. Benue","1. North Central"
79061,4,1.443,2519.57006835938,"Rural",7,"7. Benue","1. North Central"
79062,4,1.056,2519.57006835938,"Rural",7,"7. Benue","1. North Central"
79064,4,1.8,2519.57006835938,"Rural",7,"7. Benue","1. North Central"
79065,3,1.728,2519.57006835938,"Rural",7,"7. Benue","1. North Central"
79066,3,0.768,2519.57006835938,"Rural",7,"7. Benue","1. North Central"
79067,4,0.773,2519.57006835938,"Rural",7,"7. Benue","1. North Central"
79068,2,1.8,2519.57006835938,"Rural",7,"7. Benue","1. North Central"
79069,2,1.344,2519.57006835938,"Rural",7,"7. Benue","1. North Central"
79070,3,5.1,2519.57006835938,"Rural",7,"7. Benue","1. North Central"
79072,1,1.2,2519.57006835938,"Rural",7,"7. Benue","1. North Central"
79073,1,0.03,3060.81518554688,"Rural",7,"7. Benue","1. North Central"
79074,3,0.09,3060.81518554688,"Rural",7,"7. Benue","1. North Central"
79075,4,2.6,3060.81518554688,"Rural",7,"7. Benue","1. North Central"
79077,3,1.6,3060.81518554688,"Rural",7,"7. Benue","1. North Central"
79078,3,0.305,3060.81518554688,"Rural",7,"7. Benue","1. North Central"
79080,4,6.002,3060.81518554688,"Rural",7,"7. Benue","1. North Central"
79081,3,0.341,3060.81518554688,"Rural",7,"7. Benue","1. North Central"
79082,4,0.435,3060.81518554688,"Rural",7,"7. Benue","1. North Central"
79083,6,0.1944,3060.81518554688,"Rural",7,"7. Benue","1. North Central"
79084,3,0.08,3060.81518554688,"Rural",7,"7. Benue","1. North Central"
79085,4,1.712,11633.9990234375,"Rural",7,"7. Benue","1. North Central"
79087,2,0.288,11633.9990234375,"Rural",7,"7. Benue","1. North Central"
79088,1,0.003,11633.9990234375,"Rural",7,"7. Benue","1. North Central"
79090,2,0.816,11633.9990234375,"Rural",7,"7. Benue","1. North Central"
79091,2,0.528,11633.9990234375,"Rural",7,"7. Benue","1. North Central"
79092,4,0.485,11633.9990234375,"Rural",7,"7. Benue","1. North Central"
79093,4,0.312,11633.9990234375,"Rural",7,"7. Benue","1. North Central"
79094,4,0.533,11633.9990234375,"Rural",7,"7. Benue","1. North Central"
79095,4,0.915,11633.9990234375,"Rural",7,"7. Benue","1. North Central"
79096,4,1.21,11633.9990234375,"Rural",7,"7. Benue","1. North Central"
79097,2,2,1136.62512207031,"Rural",7,"7. Benue","1. North Central"
79098,3,0.252,1136.62512207031,"Rural",7,"7. Benue","1. North Central"
79099,3,4,1136.62512207031,"Rural",7,"7. Benue","1. North Central"
79101,3,2.8,1136.62512207031,"Rural",7,"7. Benue","1. North Central"
79102,4,0.696,1136.62512207031,"Rural",7,"7. Benue","1. North Central"
79104,2,0.18,1136.62512207031,"Rural",7,"7. Benue","1. North Central"
79105,4,0.548,1136.62512207031,"Rural",7,"7. Benue","1. North Central"
79106,4,0.48,1136.62512207031,"Rural",7,"7. Benue","1. North Central"
79107,5,0.341,1136.62512207031,"Rural",7,"7. Benue","1. North Central"
79108,3,4,1136.62512207031,"Rural",7,"7. Benue","1. North Central"
79109,3,4.8,6783.75,"Rural",7,"7. Benue","1. North Central"
79110,3,3.2,6783.75,"Rural",7,"7. Benue","1. North Central"
79111,3,2.4,6783.75,"Rural",7,"7. Benue","1. North Central"
79112,4,1.301,6783.75,"Rural",7,"7. Benue","1. North Central"
79113,5,3.228,6783.75,"Rural",7,"7. Benue","1. North Central"
79114,4,0.725,6783.75,"Rural",7,"7. Benue","1. North Central"
79116,5,0.627,6783.75,"Rural",7,"7. Benue","1. North Central"
79117,5,1.923,6783.75,"Rural",7,"7. Benue","1. North Central"
79119,5,0.615,6783.75,"Rural",7,"7. Benue","1. North Central"
79120,5,0.543,6783.75,"Rural",7,"7. Benue","1. North Central"
79121,2,1.155,5110.3046875,"Rural",7,"7. Benue","1. North Central"
79122,2,1.24,5110.3046875,"Rural",7,"7. Benue","1. North Central"
79123,2,0.18,5110.3046875,"Rural",7,"7. Benue","1. North Central"
79124,2,1.17,5110.3046875,"Rural",7,"7. Benue","1. North Central"
79125,2,0.375,5110.3046875,"Rural",7,"7. Benue","1. North Central"
79127,2,1.41,5110.3046875,"Rural",7,"7. Benue","1. North Central"
79128,2,16.32,5110.3046875,"Rural",7,"7. Benue","1. North Central"
79129,2,0.7074,5110.3046875,"Rural",7,"7. Benue","1. North Central"
79131,2,0.924,5110.3046875,"Rural",7,"7. Benue","1. North Central"
79132,2,1.044,5110.3046875,"Rural",7,"7. Benue","1. North Central"
79133,4,2.062,3070.95922851562,"Rural",7,"7. Benue","1. North Central"
79134,3,0.792,3070.95922851562,"Rural",7,"7. Benue","1. North Central"
79136,3,0.342,3070.95922851562,"Rural",7,"7. Benue","1. North Central"
79137,3,0.174,3070.95922851562,"Rural",7,"7. Benue","1. North Central"
79138,3,1.282,3070.95922851562,"Rural",7,"7. Benue","1. North Central"
79139,3,2.042,3070.95922851562,"Rural",7,"7. Benue","1. North Central"
79140,1,0.036,3070.95922851562,"Rural",7,"7. Benue","1. North Central"
79141,3,1.938,3070.95922851562,"Rural",7,"7. Benue","1. North Central"
79142,2,0.945,3070.95922851562,"Rural",7,"7. Benue","1. North Central"
79143,3,1.3,3070.95922851562,"Rural",7,"7. Benue","1. North Central"
80011,3,2.9,1350.86767578125,"Urbain",8,"8. Borno","2. North East"
80012,2,1.4,1350.86767578125,"Urbain",8,"8. Borno","2. North East"
80013,3,2.4,1350.86767578125,"Urbain",8,"8. Borno","2. North East"
80014,3,1.825,1350.86767578125,"Urbain",8,"8. Borno","2. North East"
80015,2,1.2,1350.86767578125,"Urbain",8,"8. Borno","2. North East"
80016,4,2.475,1350.86767578125,"Urbain",8,"8. Borno","2. North East"
80017,2,4.025,1350.86767578125,"Urbain",8,"8. Borno","2. North East"
80018,3,2.025,1350.86767578125,"Urbain",8,"8. Borno","2. North East"
80019,2,1,1350.86767578125,"Urbain",8,"8. Borno","2. North East"
80020,3,2.4,1350.86767578125,"Urbain",8,"8. Borno","2. North East"
80091,2,0.825,4148.8955078125,"Rural",8,"8. Borno","2. North East"
80092,2,0.425,4148.8955078125,"Rural",8,"8. Borno","2. North East"
80095,2,0.825,4148.8955078125,"Rural",8,"8. Borno","2. North East"
80097,2,2.8,4148.8955078125,"Rural",8,"8. Borno","2. North East"
80098,3,3.8,4148.8955078125,"Rural",8,"8. Borno","2. North East"
80099,1,0.8,4148.8955078125,"Rural",8,"8. Borno","2. North East"
80100,3,1.8,4148.8955078125,"Rural",8,"8. Borno","2. North East"
80101,3,2,1773.791015625,"Rural",8,"8. Borno","2. North East"
80102,6,2.425,1773.791015625,"Rural",8,"8. Borno","2. North East"
80103,4,1.6,1773.791015625,"Rural",8,"8. Borno","2. North East"
80104,7,8,1773.791015625,"Rural",8,"8. Borno","2. North East"
80105,3,1.625,1773.791015625,"Rural",8,"8. Borno","2. North East"
80106,3,1.2,1773.791015625,"Rural",8,"8. Borno","2. North East"
80107,11,15.7,1773.791015625,"Rural",8,"8. Borno","2. North East"
80108,3,2.2,1773.791015625,"Rural",8,"8. Borno","2. North East"
80109,6,2.25,1773.791015625,"Rural",8,"8. Borno","2. North East"
80110,4,1.6,1773.791015625,"Rural",8,"8. Borno","2. North East"
89001,1,0.025,1681.97998046875,"Urbain",8,"8. Borno","2. North East"
89003,2,4.8,1681.97998046875,"Urbain",8,"8. Borno","2. North East"
89005,6,10.425,1681.97998046875,"Urbain",8,"8. Borno","2. North East"
89006,1,0.025,1681.97998046875,"Urbain",8,"8. Borno","2. North East"
89007,2,4,1681.97998046875,"Urbain",8,"8. Borno","2. North East"
89009,1,0.8,1681.97998046875,"Urbain",8,"8. Borno","2. North East"
89015,2,0.25,23118.7421875,"Urbain",8,"8. Borno","2. North East"
89016,8,13.75,23118.7421875,"Urbain",8,"8. Borno","2. North East"
89017,1,0.8,23118.7421875,"Urbain",8,"8. Borno","2. North East"
89020,2,1.6,23118.7421875,"Urbain",8,"8. Borno","2. North East"
89021,1,4,23118.7421875,"Urbain",8,"8. Borno","2. North East"
89022,3,2.6,23118.7421875,"Urbain",8,"8. Borno","2. North East"
89023,2,3.2,23118.7421875,"Urbain",8,"8. Borno","2. North East"
89024,2,3.6,23118.7421875,"Urbain",8,"8. Borno","2. North East"
89028,2,2,23118.7421875,"Urbain",8,"8. Borno","2. North East"
90002,1,1,15168.072265625,"Urbain",9,"9. Cross River","5. South South"
90006,1,0.0168,NA,"Urbain",9,"9. Cross River","5. South South"
90007,7,0.215,15168.072265625,"Rural",3,"3. Akwa Ibom","5. South South"
90021,2,0.07,2719.908203125,"Urbain",9,"9. Cross River","5. South South"
90022,1,0.4,2719.908203125,"Urbain",9,"9. Cross River","5. South South"
90025,3,0.7445,2719.908203125,"Urbain",9,"9. Cross River","5. South South"
90027,3,1.2,2719.908203125,"Urbain",9,"9. Cross River","5. South South"
90028,3,1.6,2719.908203125,"Urbain",9,"9. Cross River","5. South South"
90029,1,0.4,2719.908203125,"Urbain",9,"9. Cross River","5. South South"
90041,2,0.0735,4589.47998046875,"Rural",9,"9. Cross River","5. South South"
90043,2,0.633,4589.47998046875,"Rural",9,"9. Cross River","5. South South"
90044,3,1.323,4589.47998046875,"Rural",9,"9. Cross River","5. South South"
90045,1,0.21,NA,"Rural",9,"9. Cross River","5. South South"
90047,2,0.945,4589.47998046875,"Rural",9,"9. Cross River","5. South South"
90048,3,0.189,4589.47998046875,"Rural",9,"9. Cross River","5. South South"
90091,3,0.314,1517.93371582031,"Rural",9,"9. Cross River","5. South South"
