hhid,region,etat,lga,zone_residence,ea,cluster,strate,wt_wave4,identifiant_parcelle,superficie_declaree,superficie_gps_m2,superficie_parcelle,unite_superficie,mode_acquisition,superficie_ha_standard,superficie_ha_heaps,superficie_ha_ridges,superficie_ha_stands,area_ha,area_gps_ha,diff_ha,sous_estime,outlier,area_ha_propre
110115,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,3,303.41,NA,180,1,Héritage,NA,0.0342,NA,NA,0.0342,NA,NA,NA,FALSE,0.0342
110116,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,1,NA,688.84998,2020,1,Héritage,NA,0.38380000000000003,NA,NA,0.38380000000000003,0.068884998,-0.314915002,FALSE,FALSE,0.38380000000000003
110116,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,2,416.25,NA,250,1,Héritage,NA,0.0475,NA,NA,0.0475,NA,NA,NA,FALSE,0.0475
110116,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,3,408.34,NA,1300,1,Héritage,NA,0.24700000000000003,NA,NA,0.24700000000000003,NA,NA,NA,FALSE,0.24700000000000003
110117,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,1,NA,854.01001,600,1,Héritage,NA,0.114,NA,NA,0.114,0.08540100099999999,-0.028598999000000014,FALSE,FALSE,0.114
110117,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,2,NA,992.98999,2000,1,Héritage,NA,0.38,NA,NA,0.38,0.099298999,-0.280701001,FALSE,FALSE,0.38
110117,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,3,NA,NA,150,3,Héritage,NA,NA,NA,0.006,0.006,NA,NA,NA,FALSE,0.006
110118,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,1,NA,566.21997,230,1,Héritage,NA,0.0437,NA,NA,0.0437,0.056621997,0.012921996999999998,TRUE,FALSE,0.0437
110118,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,2,NA,464.12,120,1,Héritage,NA,0.0228,NA,NA,0.0228,0.046412,0.023612,TRUE,FALSE,0.0228
110118,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,3,NA,401.39999,100,1,Héritage,NA,0.019,NA,NA,0.019,0.040139999,0.021139999000000003,TRUE,FALSE,0.019
110118,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,4,NA,NA,100,7,Héritage,0.01,NA,NA,NA,0.01,NA,NA,NA,FALSE,0.01
110119,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,1,84.77,65.480003,50,1,Héritage,NA,0.0095,NA,NA,0.0095,0.0065480003,-0.0029519997,FALSE,FALSE,0.0095
110119,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,2,NA,344.37,100,1,Métayage,NA,0.019,NA,NA,0.019,0.034437,0.015437000000000003,TRUE,FALSE,0.019
110119,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,3,491.45,270.78,100,1,Location,NA,0.019,NA,NA,0.019,0.027077999999999998,0.008077999999999998,TRUE,FALSE,0.019
110120,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,1,NA,312.73999,200,1,Héritage,NA,0.038,NA,NA,0.038,0.031273999,-0.006726001000000002,FALSE,FALSE,0.038
110120,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,2,161.95,89.019997,100,1,Héritage,NA,0.019,NA,NA,0.019,0.0089019997,-0.0100980003,FALSE,FALSE,0.019
110120,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,3,94.86,134.03999,150,1,Héritage,NA,0.0285,NA,NA,0.0285,0.013403998999999998,-0.015096001000000003,FALSE,FALSE,0.0285
110120,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,4,94.92,86.040001,100,1,Héritage,NA,0.019,NA,NA,0.019,0.0086040001,-0.0103959999,FALSE,FALSE,0.019
110120,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,5,NA,NA,120,7,Héritage,0.012,NA,NA,NA,0.012,NA,NA,NA,FALSE,0.012
110121,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,1,NA,NA,100,1,Héritage,NA,0.019,NA,NA,0.019,NA,NA,NA,FALSE,0.019
110121,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,2,NA,1663.5,50,1,Héritage,NA,0.0095,NA,NA,0.0095,0.16635,0.15685,TRUE,FALSE,0.0095
110122,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,1,NA,NA,130,1,Héritage,NA,0.0247,NA,NA,0.0247,NA,NA,NA,FALSE,0.0247
110122,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,2,NA,NA,200,1,Héritage,NA,0.038,NA,NA,0.038,NA,NA,NA,FALSE,0.038
110123,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,1,NA,934.79999,200,1,Location,NA,0.038,NA,NA,0.038,0.093479999,0.055479998999999995,TRUE,FALSE,0.038
110123,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,2,2187.7,NA,300,1,Héritage,NA,0.057,NA,NA,0.057,NA,NA,NA,FALSE,0.057
110123,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,3,2325.8,NA,1,5,Héritage,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
110123,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,4,NA,1239.1,300,1,Location,NA,0.057,NA,NA,0.057,0.12390999999999999,0.06691,TRUE,FALSE,0.057
110123,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,5,NA,1058.3,200,1,Location,NA,0.038,NA,NA,0.038,0.10583,0.06783,TRUE,FALSE,0.038
110123,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,6,NA,NA,300,1,Location,NA,0.057,NA,NA,0.057,NA,NA,NA,FALSE,0.057
110124,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,1,NA,639.21002,600,1,Héritage,NA,0.114,NA,NA,0.114,0.063921002,-0.050078998,FALSE,FALSE,0.114
110125,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,1,NA,831.06,300,1,Héritage,NA,0.057,NA,NA,0.057,0.083106,0.026105999999999997,TRUE,FALSE,0.057
110126,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,1,NA,1445.9,200,1,Héritage,NA,0.038,NA,NA,0.038,0.14459,0.10658999999999999,TRUE,FALSE,0.038
110127,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,1,NA,605.88,500,1,Location,NA,0.095,NA,NA,0.095,0.060588,-0.034412,FALSE,FALSE,0.095
110127,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,2,6778.8,NA,1500,1,Location,NA,0.28500000000000003,NA,NA,0.28500000000000003,NA,NA,NA,FALSE,0.28500000000000003
110127,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,3,NA,1734.7,1,5,Location,0.404686,NA,NA,NA,0.404686,0.17347,-0.23121599999999998,FALSE,FALSE,0.404686
110128,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,1,NA,4356.1001,2000,1,Location,NA,0.38,NA,NA,0.38,0.43561001,0.05561000999999999,TRUE,FALSE,0.38
110128,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,2,NA,1563.3,2000,1,Location,NA,0.38,NA,NA,0.38,0.15633,-0.22367,FALSE,FALSE,0.38
110128,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,3,NA,3569.3,1,5,Héritage,0.404686,NA,NA,NA,0.404686,0.35693,-0.047755999999999965,FALSE,FALSE,0.404686
110129,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,1,NA,4749.8999,1000,1,Héritage,NA,0.19,NA,NA,0.19,0.47498999000000003,0.28498999,TRUE,FALSE,0.19
110129,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,2,NA,3362.6001,600,1,Location,NA,0.114,NA,NA,0.114,0.33626001,0.22226001,TRUE,FALSE,0.114
110129,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,3,NA,3870,800,1,Héritage,NA,0.152,NA,NA,0.152,0.387,0.23500000000000001,TRUE,FALSE,0.152
110129,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,4,NA,NA,100,7,Héritage,0.01,NA,NA,NA,0.01,NA,NA,NA,FALSE,0.01
110130,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,1,1539.91,407.23999,500,1,Héritage,NA,0.095,NA,NA,0.095,0.040723999,-0.054276001000000004,FALSE,FALSE,0.095
110130,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,2,NA,1339.7,300,1,Héritage,NA,0.057,NA,NA,0.057,0.13397,0.07697000000000001,TRUE,FALSE,0.057
110130,South East,Ebonyi,1102,Rural,936,1102-936,4,3255.982177734375,3,NA,NA,80,7,Héritage,0.008,NA,NA,NA,0.008,NA,NA,NA,FALSE,0.008
110131,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,1,NA,641.41998,100,1,Héritage,NA,0.019,NA,NA,0.019,0.064141998,0.045141998,TRUE,FALSE,0.019
110131,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,2,NA,998.97998,150,1,Héritage,NA,0.0285,NA,NA,0.0285,0.099897998,0.071397998,TRUE,FALSE,0.0285
110131,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,3,NA,556.08002,120,1,Héritage,NA,0.0228,NA,NA,0.0228,0.055608002,0.032808001999999996,TRUE,FALSE,0.0228
110132,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,1,NA,1642.2,250,1,Héritage,NA,0.0475,NA,NA,0.0475,0.16422,0.11672,TRUE,FALSE,0.0475
110132,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,2,NA,3955.7,280,1,Héritage,NA,0.053200000000000004,NA,NA,0.053200000000000004,0.39557,0.34236999999999995,TRUE,FALSE,0.053200000000000004
110132,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,3,NA,5244.1001,1,5,Héritage,0.404686,NA,NA,NA,0.404686,0.52441001,0.11972400999999999,TRUE,FALSE,0.404686
110133,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,1,NA,1220.6,200,1,Héritage,NA,0.038,NA,NA,0.038,0.12205999999999999,0.08406,TRUE,FALSE,0.038
110133,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,2,NA,777.16998,160,1,Héritage,NA,0.030400000000000003,NA,NA,0.030400000000000003,0.077716998,0.04731699799999999,TRUE,FALSE,0.030400000000000003
110134,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,1,NA,2824.5,250,1,Héritage,NA,0.0475,NA,NA,0.0475,0.28245,0.23495,TRUE,FALSE,0.0475
110134,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,2,NA,417.29001,80,1,Héritage,NA,0.015200000000000002,NA,NA,0.015200000000000002,0.041729001,0.026529001,TRUE,FALSE,0.015200000000000002
110135,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,1,NA,2097.1001,1500,1,Héritage,NA,0.28500000000000003,NA,NA,0.28500000000000003,0.20971001,-0.07528999000000003,FALSE,FALSE,0.28500000000000003
110135,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,2,NA,507.70999,400,1,Héritage,NA,0.076,NA,NA,0.076,0.050770999,-0.025229001,FALSE,FALSE,0.076
110136,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,1,NA,2366.5,1600,1,Héritage,NA,0.304,NA,NA,0.304,0.23665,-0.06735,FALSE,FALSE,0.304
110136,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,2,NA,3055.3,2200,1,Héritage,NA,0.41800000000000004,NA,NA,0.41800000000000004,0.30553,-0.11247000000000001,FALSE,FALSE,0.41800000000000004
110137,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,1,NA,233.56,800,1,Héritage,NA,0.152,NA,NA,0.152,0.023356000000000002,-0.12864399999999998,FALSE,FALSE,0.152
110137,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,2,NA,962.90997,900,1,Héritage,NA,0.171,NA,NA,0.171,0.096290997,-0.07470900300000001,FALSE,FALSE,0.171
110138,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,1,NA,5948.7998,4000,1,Héritage,NA,0.76,NA,NA,0.76,0.59487998,-0.16512002000000003,FALSE,FALSE,0.76
110138,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,2,NA,8119.5,2,5,Héritage,0.809372,NA,NA,NA,0.809372,0.81195,0.002577999999999969,TRUE,FALSE,0.809372
110138,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,3,NA,7168.7998,2,5,Héritage,0.809372,NA,NA,NA,0.809372,0.71687998,-0.09249202000000001,FALSE,FALSE,0.809372
110139,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,1,9604.7,2898.2,1050,1,Héritage,NA,0.1995,NA,NA,0.1995,0.28981999999999997,0.09031999999999996,TRUE,FALSE,0.1995
110139,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,2,NA,1941.1,1500,1,Héritage,NA,0.28500000000000003,NA,NA,0.28500000000000003,0.19411,-0.09089000000000003,FALSE,FALSE,0.28500000000000003
110140,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,1,NA,1172.7,200,1,Héritage,NA,0.038,NA,NA,0.038,0.11727,0.07927000000000001,TRUE,FALSE,0.038
110140,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,2,NA,1073.3,150,1,Héritage,NA,0.0285,NA,NA,0.0285,0.10733,0.07883,TRUE,FALSE,0.0285
110140,South East,Ebonyi,1101,Rural,154,1101-154,4,2955.91015625,3,NA,4504.1001,500,1,Héritage,NA,0.095,NA,NA,0.095,0.45041000999999997,0.35541000999999994,TRUE,FALSE,0.095
119001,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,1,NA,2307.7,250,1,Propriété pleine,NA,0.0475,NA,NA,0.0475,0.23076999999999998,0.18327,TRUE,FALSE,0.0475
119001,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,2,NA,1180.4,180,1,Propriété pleine,NA,0.0342,NA,NA,0.0342,0.11804,0.08384,TRUE,FALSE,0.0342
119001,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,3,NA,1304.2,200,1,Propriété pleine,NA,0.038,NA,NA,0.038,0.13042,0.09242,TRUE,FALSE,0.038
119002,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,1,NA,1160.1,200,1,Propriété pleine,NA,0.038,NA,NA,0.038,0.11600999999999999,0.07801,TRUE,FALSE,0.038
119002,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,2,NA,984.17999,60,1,Propriété pleine,NA,0.0114,NA,NA,0.0114,0.09841799899999999,0.08701799899999998,TRUE,FALSE,0.0114
119003,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,1,NA,962.91998,150,1,Héritage,NA,0.0285,NA,NA,0.0285,0.096291998,0.067791998,TRUE,FALSE,0.0285
119003,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,2,NA,956.58002,200,1,Héritage,NA,0.038,NA,NA,0.038,0.095658002,0.05765800200000001,TRUE,FALSE,0.038
119003,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,3,NA,NA,300,1,Héritage,NA,0.057,NA,NA,0.057,NA,NA,NA,FALSE,0.057
119005,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,1,2066.3,NA,250,1,Héritage,NA,0.0475,NA,NA,0.0475,NA,NA,NA,FALSE,0.0475
119005,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,2,NA,294.51001,50,1,Héritage,NA,0.0095,NA,NA,0.0095,0.029451001,0.019951001000000003,TRUE,FALSE,0.0095
119005,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,3,NA,NA,300,1,Héritage,NA,0.057,NA,NA,0.057,NA,NA,NA,FALSE,0.057
119005,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,4,NA,570.34998,150,1,Héritage,NA,0.0285,NA,NA,0.0285,0.057034997999999996,0.028534997999999995,TRUE,FALSE,0.0285
119006,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,1,969.08,NA,1100,1,Héritage,NA,0.20900000000000002,NA,NA,0.20900000000000002,NA,NA,NA,FALSE,0.20900000000000002
119006,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,2,NA,1207.2,450,1,Héritage,NA,0.0855,NA,NA,0.0855,0.12072000000000001,0.03522,TRUE,FALSE,0.0855
119006,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,3,NA,1828.5,2500,1,Héritage,NA,0.47500000000000003,NA,NA,0.47500000000000003,0.18285,-0.29215,FALSE,FALSE,0.47500000000000003
119008,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,4,NA,975.03003,750,1,Héritage,NA,0.14250000000000002,NA,NA,0.14250000000000002,0.097503003,-0.04499699700000001,FALSE,FALSE,0.14250000000000002
119008,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,5,NA,321.84,200,1,Location,NA,0.038,NA,NA,0.038,0.032184,-0.005816000000000002,FALSE,FALSE,0.038
119009,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,1,NA,189.5,120,1,Héritage,NA,0.0228,NA,NA,0.0228,0.01895,-0.0038499999999999993,FALSE,FALSE,0.0228
119009,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,4,NA,1691.3,1250,1,Héritage,NA,0.23750000000000002,NA,NA,0.23750000000000002,0.16913,-0.06837000000000001,FALSE,FALSE,0.23750000000000002
119010,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,1,NA,1576.1,400,1,Héritage,NA,0.076,NA,NA,0.076,0.15761,0.08161,TRUE,FALSE,0.076
119010,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,2,NA,1253.8,200,1,Héritage,NA,0.038,NA,NA,0.038,0.12538,0.08737999999999999,TRUE,FALSE,0.038
119010,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,3,NA,1329.9,350,1,Location,NA,0.0665,NA,NA,0.0665,0.13299,0.06649,TRUE,FALSE,0.0665
119010,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,4,NA,NA,800,7,Héritage,0.08,NA,NA,NA,0.08,NA,NA,NA,FALSE,0.08
119011,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,1,NA,1834.9,600,1,Héritage,NA,0.114,NA,NA,0.114,0.18349000000000001,0.06949000000000001,TRUE,FALSE,0.114
119011,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,2,NA,301.29001,100,1,Location,NA,0.019,NA,NA,0.019,0.030129001,0.011129001,TRUE,FALSE,0.019
119011,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,3,1147.1,215.7,500,1,Location,NA,0.095,NA,NA,0.095,0.02157,-0.07343,FALSE,FALSE,0.095
119011,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,4,NA,NA,100,7,Héritage,0.01,NA,NA,NA,0.01,NA,NA,NA,FALSE,0.01
119012,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,1,NA,1083.2,200,1,Héritage,NA,0.038,NA,NA,0.038,0.10832,0.07032,TRUE,FALSE,0.038
119012,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,2,NA,104.36,60,1,Héritage,NA,0.0114,NA,NA,0.0114,0.010435999999999999,-9.640000000000013e-4,FALSE,FALSE,0.0114
119012,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,3,871.19,NA,200,7,Héritage,0.02,NA,NA,NA,0.02,NA,NA,NA,FALSE,0.02
119012,South East,Ebonyi,1104,Rural,914,1104-914,4,3489.900634765625,4,NA,NA,600,7,Héritage,0.06,NA,NA,NA,0.06,NA,NA,NA,FALSE,0.06
119013,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,1,NA,2372.8999,300,1,Héritage,NA,0.057,NA,NA,0.057,0.23728998999999998,0.18028998999999998,TRUE,FALSE,0.057
119013,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,2,NA,361.84,130,1,Héritage,NA,0.0247,NA,NA,0.0247,0.036184,0.011484000000000001,TRUE,FALSE,0.0247
119013,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,3,NA,1943.4,400,1,Héritage,NA,0.076,NA,NA,0.076,0.19434,0.11834000000000001,TRUE,FALSE,0.076
119014,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,1,NA,1387,300,1,Héritage,NA,0.057,NA,NA,0.057,0.1387,0.0817,TRUE,FALSE,0.057
119014,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,2,NA,NA,270,1,Héritage,NA,0.051300000000000005,NA,NA,0.051300000000000005,NA,NA,NA,FALSE,0.051300000000000005
119014,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,4,NA,NA,300,1,Héritage,NA,0.057,NA,NA,0.057,NA,NA,NA,FALSE,0.057
119014,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,5,NA,NA,250,1,Héritage,NA,0.0475,NA,NA,0.0475,NA,NA,NA,FALSE,0.0475
119015,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,1,NA,5218.3999,500,1,Héritage,NA,0.095,NA,NA,0.095,0.52183999,0.42683999000000006,TRUE,FALSE,0.095
119015,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,2,NA,1464.9,1200,1,Héritage,NA,0.228,NA,NA,0.228,0.14649,-0.08151,FALSE,FALSE,0.228
119016,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,1,NA,492.72,160,1,Héritage,NA,0.030400000000000003,NA,NA,0.030400000000000003,0.049272,0.018872,TRUE,FALSE,0.030400000000000003
119017,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,1,NA,1060,240,1,Héritage,NA,0.0456,NA,NA,0.0456,0.106,0.060399999999999995,TRUE,FALSE,0.0456
119017,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,2,NA,1248.1,800,1,Héritage,NA,0.152,NA,NA,0.152,0.12480999999999999,-0.027190000000000006,FALSE,FALSE,0.152
119019,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,1,NA,609.75,1000,1,Héritage,NA,0.19,NA,NA,0.19,0.060975,-0.129025,FALSE,FALSE,0.19
119019,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,2,NA,219.89,100,1,Héritage,NA,0.019,NA,NA,0.019,0.021988999999999998,0.0029889999999999986,TRUE,FALSE,0.019
119019,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,3,NA,278.75,500,1,Héritage,NA,0.095,NA,NA,0.095,0.027875,-0.067125,FALSE,FALSE,0.095
119020,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,1,NA,832.75,400,1,Héritage,NA,0.076,NA,NA,0.076,0.083275,0.007275000000000004,TRUE,FALSE,0.076
119021,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,1,NA,742.53003,550,1,Location,NA,0.10450000000000001,NA,NA,0.10450000000000001,0.074253003,-0.03024699700000001,FALSE,FALSE,0.10450000000000001
119021,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,2,NA,1287.2,900,1,Héritage,NA,0.171,NA,NA,0.171,0.12872,-0.04228000000000001,FALSE,FALSE,0.171
119021,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,3,NA,892.37,700,1,Héritage,NA,0.133,NA,NA,0.133,0.089237,-0.04376300000000001,FALSE,FALSE,0.133
119021,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,4,NA,932.5,750,1,Héritage,NA,0.14250000000000002,NA,NA,0.14250000000000002,0.09325,-0.049250000000000016,FALSE,FALSE,0.14250000000000002
119022,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,1,NA,1135.1,850,1,Héritage,NA,0.1615,NA,NA,0.1615,0.11350999999999999,-0.04799000000000002,FALSE,FALSE,0.1615
119023,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,1,NA,1480.9,400,1,Héritage,NA,0.076,NA,NA,0.076,0.14809,0.07209,TRUE,FALSE,0.076
119023,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,2,NA,331.89001,200,1,Héritage,NA,0.038,NA,NA,0.038,0.033189001,-0.004810998999999996,FALSE,FALSE,0.038
119023,South East,Ebonyi,1104,Rural,1610,1104-1610,4,3884.06005859375,3,NA,866.71997,300,1,Héritage,NA,0.057,NA,NA,0.057,0.086671997,0.029671997,TRUE,FALSE,0.057
119025,South East,Ebonyi,1105,Rural,1092,1105-1092,4,2601.310302734375,1,NA,1337.8,350,1,Héritage,NA,0.0665,NA,NA,0.0665,0.13377999999999998,0.06727999999999998,TRUE,FALSE,0.0665
119025,South East,Ebonyi,1105,Rural,1092,1105-1092,4,2601.310302734375,2,987.45,826.16998,380,1,Héritage,NA,0.0722,NA,NA,0.0722,0.082616998,0.010416997999999997,TRUE,FALSE,0.0722
119025,South East,Ebonyi,1105,Rural,1092,1105-1092,4,2601.310302734375,3,1175.3,NA,460,1,Héritage,NA,0.0874,NA,NA,0.0874,NA,NA,NA,FALSE,0.0874
119026,South East,Ebonyi,1105,Rural,1092,1105-1092,4,2601.310302734375,1,NA,254.56,300,1,Héritage,NA,0.057,NA,NA,0.057,0.025456,-0.031544,FALSE,FALSE,0.057
119026,South East,Ebonyi,1105,Rural,1092,1105-1092,4,2601.310302734375,2,NA,715.13,650,1,Héritage,NA,0.12350000000000001,NA,NA,0.12350000000000001,0.071513,-0.05198700000000002,FALSE,FALSE,0.12350000000000001
119026,South East,Ebonyi,1105,Rural,1092,1105-1092,4,2601.310302734375,3,NA,1079.7,800,1,Héritage,NA,0.152,NA,NA,0.152,0.10797000000000001,-0.044029999999999986,FALSE,FALSE,0.152
119026,South East,Ebonyi,1105,Rural,1092,1105-1092,4,2601.310302734375,4,1279.1,NA,800,1,Héritage,NA,0.152,NA,NA,0.152,NA,NA,NA,FALSE,0.152
119027,South East,Ebonyi,1105,Rural,1092,1105-1092,4,2601.310302734375,1,1534.5,NA,250,1,Héritage,NA,0.0475,NA,NA,0.0475,NA,NA,NA,FALSE,0.0475
119027,South East,Ebonyi,1105,Rural,1092,1105-1092,4,2601.310302734375,2,NA,637.46997,150,1,Héritage,NA,0.0285,NA,NA,0.0285,0.063746997,0.035246997,TRUE,FALSE,0.0285
119027,South East,Ebonyi,1105,Rural,1092,1105-1092,4,2601.310302734375,3,NA,NA,1,5,Héritage,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
119028,South East,Ebonyi,1105,Rural,1092,1105-1092,4,2601.310302734375,1,NA,172.09,50,1,Héritage,NA,0.0095,NA,NA,0.0095,0.017209000000000002,0.007709000000000002,TRUE,FALSE,0.0095
