"identifiant_menage","superficie_totale_ha","superficie_gps_totale_ha","nb_parcelles","nb_parcelles_valides","region","etat","zone_residence","lga","strate","poids_menage"
279125,0,0,1,0,6,27,1,2720,6,11281.39453125
280031,0.5,0,1,1,6,27,1,2703,6,630.587097167969
280033,0,0,1,0,6,24,1,2420,6,630.587097167969
280036,0,0,1,0,6,28,1,2804,6,630.587097167969
280037,0.607029,0,3,3,6,28,1,2806,6,630.587097167969
280038,0,0,1,0,6,28,1,2804,6,630.587097167969
280039,0,0,1,0,6,28,1,2804,6,630.587097167969
280081,1.066,0.41825,3,3,6,28,1,2814,6,973.899291992188
280082,4.04686,0,1,1,6,28,1,2814,6,973.899291992188
280083,0,0,1,0,6,28,1,2814,6,973.899291992188
280084,0.1476,0,1,1,6,28,1,2814,6,973.899291992188
280085,0,0,1,0,6,28,1,2814,6,973.899291992188
280086,3.756058,3.2002,2,2,6,28,1,2814,6,973.899291992188
280087,0,0,1,0,6,28,1,2814,6,973.899291992188
280088,1.547372,0.1309,3,3,6,28,1,2814,6,973.899291992188
280089,0.3642174,0,2,2,6,28,1,2814,6,973.899291992188
280090,0.06,0,1,1,6,28,1,2814,6,973.899291992188
280111,0.404686,0.38217,1,1,6,28,2,2813,6,7006.6630859375
280112,3.292802,0,3,3,6,28,2,2813,6,7006.6630859375
280113,2.218744,0,4,4,6,28,2,2813,6,7006.6630859375
280114,2.7768648,0,4,4,6,28,2,2813,6,7006.6630859375
280115,1.435,0,2,2,6,28,2,2813,6,7006.6630859375
280116,4.1492,0.50386001,3,3,6,28,2,2813,6,7006.6630859375
280117,3.55,0.77407002,4,4,6,28,2,2813,6,7006.6630859375
280118,4.106,1.7913,4,4,6,28,2,2813,6,7006.6630859375
280119,3.69,0,3,3,6,28,2,2813,6,7006.6630859375
280120,0.615,0,2,2,6,28,2,2813,6,7006.6630859375
289001,1.618744,0,2,2,6,28,1,2801,6,2252.5771484375
289002,0,0,1,0,6,28,1,2801,6,2252.5771484375
289003,0,0,1,0,6,28,1,2801,6,2252.5771484375
289005,0.048,0.064677002,1,1,6,28,1,2801,6,2252.5771484375
289006,0,0,1,0,6,28,1,2801,6,2252.5771484375
289007,0.7119,0,3,3,6,28,1,2801,6,2252.5771484375
289008,0,0,1,0,6,28,1,2801,6,2252.5771484375
289009,0.369,0,2,2,6,28,1,2801,6,2252.5771484375
289010,0,0,1,0,6,28,1,2801,6,2252.5771484375
289011,0,0,1,0,6,28,1,2801,6,2252.5771484375
289014,2.078,0.6185,3,3,6,28,2,2805,6,23366.357421875
289015,0.048,0,1,1,6,28,2,2805,6,23366.357421875
289016,2.532,1.162820981,3,3,6,28,2,2805,6,23366.357421875
289017,0.06,0,1,1,6,28,2,2805,6,23366.357421875
289019,0.572686,0.1702,3,3,6,28,2,2805,6,23366.357421875
289020,1.024686,0.79797,4,4,6,28,2,2805,6,23366.357421875
289021,0,0,1,0,6,28,2,2805,6,23366.357421875
289022,0,0,1,0,6,28,2,2805,6,23366.357421875
289025,2.12,0,3,3,6,28,2,2808,6,2431.38745117188
289026,2.02343,0,2,2,6,28,2,2808,6,2431.38745117188
289027,0.458,0.0493,2,2,6,28,2,2808,6,2431.38745117188
289028,4.938232,0.79143999,3,3,6,28,2,2808,6,2431.38745117188
289030,2.02343,2.084,2,2,6,28,2,2808,6,2431.38745117188
289031,0,0,1,0,6,28,2,2808,6,2431.38745117188
289032,5.76,1.29862,3,3,6,28,2,2808,6,2431.38745117188
289034,1.085,0.9964,2,2,6,28,2,2808,6,2431.38745117188
289035,1.372,0.185530002,3,3,6,28,2,2808,6,2431.38745117188
289036,0.024,0,1,1,6,28,2,2808,6,2431.38745117188
289037,1.668744,0,3,3,6,28,2,2811,6,5554.2099609375
289038,0.809372,0,1,1,6,28,2,2811,6,5554.2099609375
289040,6.474976,0,2,2,6,29,1,2901,6,5554.2099609375
289041,0,0,1,0,6,29,1,2929,6,5554.2099609375
289042,11.001836,0,6,6,6,28,2,2811,6,5554.2099609375
289043,9.307778,1.87842998,5,5,6,28,2,2811,6,5554.2099609375
289044,1.59,0,3,3,6,28,2,2811,6,5554.2099609375
289046,1.9445,0.089591998,3,3,6,28,2,2811,6,5554.2099609375
289047,0.1095,0,2,2,6,28,2,2811,6,5554.2099609375
289048,1.104,0,3,3,6,28,2,2811,6,5554.2099609375
289049,0,0,1,0,6,28,1,2814,6,5429.732421875
289050,0,0,1,0,6,28,1,2814,6,5429.732421875
289051,0.404686,0,1,1,6,28,1,2814,6,5429.732421875
289052,0,0,1,0,6,28,1,2814,6,5429.732421875
289053,0.205,0.21768999,1,1,6,28,1,2814,6,5429.732421875
289054,1.214058,0.16748,2,2,6,28,1,2814,6,5429.732421875
289055,0,0,1,0,6,28,1,2814,6,5429.732421875
289056,0.008,0,1,1,6,28,1,2814,6,5429.732421875
289058,0,0,1,0,6,28,1,2814,6,5429.732421875
289059,0.8656,0.222460001,2,2,6,28,1,2814,6,5429.732421875
289061,0,0,1,0,6,28,2,2815,6,13080.6123046875
289062,2.596116,0.54274,3,3,6,28,2,2815,6,13080.6123046875
289063,5.260918,1.10083,3,3,6,28,2,2815,6,13080.6123046875
289064,0,0,1,0,6,28,2,2815,6,13080.6123046875
289065,8.607029,1.91417,4,4,6,28,2,2815,6,13080.6123046875
289066,2.233744,2.43902998,3,3,6,28,2,2815,6,13080.6123046875
289067,3.045773,0.2056,4,4,6,28,2,2815,6,13080.6123046875
289068,0.809372,1.0402,1,1,6,28,2,2815,6,13080.6123046875
289071,0.2,0,1,1,4,11,2,1105,6,13080.6123046875
289072,1.0865,0.625718012,3,3,6,28,2,2815,6,13080.6123046875
289073,0.404686,0,1,1,6,28,1,2816,6,42005.0859375
289074,0,0,1,0,6,28,1,2816,6,42005.0859375
289077,0,0,1,0,6,28,1,2816,6,42005.0859375
289080,0,0,1,0,6,28,1,2816,6,42005.0859375
289081,0.1145,0,2,2,6,28,1,2816,6,42005.0859375
289082,0,0,1,0,6,28,1,2816,6,42005.0859375
289083,1.376,0,2,2,6,28,1,2816,6,42005.0859375
289084,0.12,0,1,1,6,28,1,2816,6,42005.0859375
289088,2.428116,0.44432,3,3,6,28,2,2805,6,23366.357421875
289097,0.492,0,1,1,6,28,1,2816,6,42005.0859375
289098,0,0,1,0,6,28,1,2816,6,42005.0859375
289102,0.424,0.1748,2,2,6,28,2,2805,6,23366.357421875
290001,0,0,1,0,6,29,1,2930,6,3098.01416015625
290002,0,0,1,0,6,29,1,2930,6,3098.01416015625
290003,0.008,0.45289,3,3,6,29,1,2930,6,3098.01416015625
290005,0,0,1,0,6,29,1,2930,6,3098.01416015625
290006,0.05,0,1,1,6,29,1,2930,6,3098.01416015625
290007,2.104058,0,5,5,6,29,1,2930,6,3098.01416015625
290008,0,0,1,0,6,29,1,2930,6,3098.01416015625
290009,0.09,0.043192999,2,2,6,29,1,2930,6,3098.01416015625
290010,0,0,1,0,6,29,1,2930,6,3098.01416015625
290031,0.404686,0,1,1,6,29,1,2930,6,916.797912597656
290032,0,0,1,0,6,29,1,2930,6,916.797912597656
290033,0,0,1,0,6,29,1,2930,6,916.797912597656
290034,1.764744,0.0636,3,3,6,29,1,2930,6,916.797912597656
290035,0.607029,0,1,1,6,29,1,2930,6,916.797912597656
290036,0,0,1,0,6,29,1,2930,6,916.797912597656
290037,0.045,0,1,1,6,29,1,2930,6,916.797912597656
290038,0.05,0,1,1,6,29,1,2930,6,916.797912597656
290039,0.003,0.042001999,1,1,6,29,1,2930,6,916.797912597656
290040,0,0,1,0,6,29,1,2930,6,916.797912597656
290042,0.3687488,0,3,3,6,29,2,2909,6,3796.9150390625
290043,2.428116,0,2,2,6,29,2,2909,6,3796.9150390625
290045,1.618744,0,1,1,6,29,2,2909,6,3796.9150390625
290046,0.494686,0.086035999,2,2,6,29,2,2909,6,3796.9150390625
290047,0.0675,0,2,2,6,29,2,2909,6,3796.9150390625
290048,0,0,1,0,6,29,2,2909,6,3796.9150390625
290049,0,0,1,0,6,29,2,2909,6,3796.9150390625
290050,1.618744,0,2,2,6,29,2,2909,6,3796.9150390625
290071,0,0,1,0,6,29,1,2905,6,3504.13208007812
290072,0,0,1,0,6,29,1,2905,6,3504.13208007812
290073,0.045,0,1,1,6,29,1,2905,6,3504.13208007812
290074,0,0,1,0,6,29,1,2905,6,3504.13208007812
290075,0,0,1,0,6,28,1,2806,6,3504.13208007812
290077,0,0,1,0,6,29,1,2905,6,3504.13208007812
290078,0.5,0,1,1,6,29,1,2905,6,3504.13208007812
290080,4.451546,0.416284998,4,4,6,29,1,2905,6,3504.13208007812
290081,0,0,1,0,6,29,1,2910,6,1262.13806152344
290082,0,0,1,0,6,29,1,2910,6,1262.13806152344
290083,0.514,0.297156998,3,3,6,29,1,2910,6,1262.13806152344
290084,0.5,0,1,1,6,29,1,2910,6,1262.13806152344
290085,0,0,1,0,6,29,1,2910,6,1262.13806152344
290086,0.5,0,1,1,6,29,1,2910,6,1262.13806152344
290087,0.56,0,1,1,6,29,1,2910,6,1262.13806152344
290088,1.5,0,2,2,6,29,1,2910,6,1262.13806152344
290089,0,0,1,0,6,29,1,2910,6,1262.13806152344
290090,2.12343,0,4,4,6,29,1,2910,6,1262.13806152344
290171,2.02343,0,1,1,6,29,2,2920,6,973.142211914062
290172,0,0,1,0,6,29,2,2920,6,NA
290173,5.703261,1.07363,5,5,6,29,2,2920,6,973.142211914062
290176,3.919831,1.82230002,4,4,6,29,2,2920,6,973.142211914062
290177,3.237488,1.00411001,4,4,6,29,2,2920,6,973.142211914062
290178,2.475773,0.86171999,6,6,6,29,2,2920,6,973.142211914062
290179,5.153889,2.29737002,8,8,6,29,2,2920,6,973.142211914062
290180,13.961667,3.27559998,9,9,6,29,2,2920,6,973.142211914062
299001,3.352802,0.110394998,6,6,6,29,1,2915,6,2852.76586914062
299004,0.045,0,1,1,6,29,1,2915,6,2852.76586914062
299005,1.720058,3.7517,4,4,6,29,1,2915,6,2852.76586914062
299006,0.1125,0.72686299,4,4,6,29,1,2915,6,2852.76586914062
299007,0.5,0,1,1,6,29,1,2915,6,2852.76586914062
299008,1.464538,1.43615002,5,5,6,29,1,2915,6,2852.76586914062
299009,0.25,0,1,1,6,29,1,2915,6,2852.76586914062
299010,0,0,1,0,6,29,1,2915,6,2852.76586914062
299011,0.12,0,1,1,6,29,1,2915,6,2852.76586914062
299012,0.904686,1.1253,2,2,6,29,1,2915,6,2852.76586914062
299013,0.404686,0.37675,1,1,6,29,1,2918,6,13865.599609375
299014,2.04843,1.60948,5,5,6,29,1,2918,6,13865.599609375
299015,0.607029,0.4992,1,1,6,29,1,2918,6,13865.599609375
299018,1.461401,0.66288,3,3,6,29,1,2918,6,13865.599609375
299020,1.618744,0,1,1,6,29,1,2918,6,13865.599609375
299022,10.16715,2.47621704,8,8,6,29,1,2918,6,13865.599609375
299023,0,0,1,0,6,29,1,2918,6,13865.599609375
299024,0,0,1,0,6,29,1,2918,6,13865.599609375
299025,0.045,0,1,1,6,29,1,2928,6,3001.70556640625
299027,1.214058,0,2,2,6,29,1,2928,6,3001.70556640625
299028,0.449686,0,2,2,6,29,1,2928,6,3001.70556640625
299029,0,0,1,0,6,29,1,2928,6,3001.70556640625
299030,0.504686,0.61957002,2,2,6,29,1,2928,6,3001.70556640625
299032,0.652029,0.63642002,3,3,6,29,1,2928,6,3001.70556640625
299033,2.3269445,0,4,4,6,29,1,2928,6,3001.70556640625
299034,0,0,1,0,6,29,1,2928,6,3001.70556640625
299035,6.924662,3.0848,4,4,6,29,1,2928,6,3001.70556640625
299036,0.141,0,2,2,6,29,1,2928,6,3001.70556640625
300011,0.065,0,1,1,6,30,1,3007,6,6430.693359375
300012,0,0,1,0,6,30,1,3007,6,6430.693359375
300013,3.237488,0,2,2,6,30,1,3007,6,6430.693359375
300014,0.056,0,1,1,6,30,1,3020,6,6430.693359375
300016,0,0,1,0,6,30,1,3007,6,6430.693359375
300017,0,0,1,0,6,30,1,3007,6,6430.693359375
300018,1.618744,0,1,1,6,30,1,3007,6,6430.693359375
300019,0.404686,0,1,1,6,30,1,3007,6,6430.693359375
300020,0,0,1,0,6,30,1,3021,6,6430.693359375
300035,0,0,1,0,6,30,1,3012,6,7897.42041015625
300036,2.838802,3.02338999,3,3,6,30,2,3012,6,7897.42041015625
300037,1.618744,2.09818,3,3,6,30,2,3012,6,7897.42041015625
300038,2.630459,3.09386001,3,3,6,30,2,3012,6,7897.42041015625
300040,5.260918,0,2,2,6,30,1,3012,6,7897.42041015625
300092,0.024,0,1,1,6,30,1,3005,6,573.24658203125
300093,0.02,0,1,1,1,37,1,3706,6,573.24658203125
300094,0.00305,0,1,1,6,30,1,3005,6,573.24658203125
300095,0.018,0,1,1,6,30,1,3005,6,573.24658203125
300096,0.00366,0,1,1,6,30,1,3005,6,573.24658203125
300098,0.72,0,1,1,6,30,1,3005,6,573.24658203125
300099,0,0,1,0,6,30,1,3005,6,573.24658203125
300100,0,0,1,0,6,30,1,3005,6,573.24658203125
300131,5e-05,0,1,1,6,30,1,3002,6,7298.88232421875
300135,0,0,1,0,6,30,1,3002,6,7298.88232421875
300136,0.32,0,3,3,6,30,2,3002,6,7298.88232421875
300137,0.054,0,1,1,6,30,1,3002,6,7298.88232421875
300138,0,0,1,0,6,30,1,3002,6,7298.88232421875
300139,0,0,1,0,6,30,1,3002,6,7298.88232421875
300140,0,0,1,0,6,30,1,3021,6,7298.88232421875
300141,0.064,0,1,1,6,30,1,3002,6,3212.08081054688
300142,1.844686,0,2,2,6,30,1,3002,6,3212.08081054688
300143,0.045,0,1,1,6,30,1,3002,6,3212.08081054688
300144,0,0,1,0,6,30,1,3002,6,3212.08081054688
300145,0.035,0,1,1,6,30,1,3002,6,3212.08081054688
300146,0.675429,0,2,2,6,30,1,3002,6,3212.08081054688
300147,0.72,0,1,1,6,30,1,3002,6,3212.08081054688
300148,0,0,1,0,6,30,1,3002,6,3212.08081054688
300149,0,0,1,0,6,30,1,3002,6,3212.08081054688
300171,1.214058,0,2,2,6,30,2,3023,6,4094.75366210938
300172,0.416986,0,3,3,6,30,2,3023,6,4094.75366210938
300173,0.00366,0,1,1,6,30,2,3023,6,4094.75366210938
300174,0,0,1,0,6,30,1,3029,6,4094.75366210938
300175,0.5046,0,3,3,6,30,2,3023,6,4094.75366210938
300176,0.05125,0.44265,2,2,6,30,2,3023,6,4094.75366210938
300177,1.214058,0.67686002,2,2,6,30,2,3023,6,4094.75366210938
300178,2.524116,0,4,4,6,30,2,3023,6,4094.75366210938
300180,1.226058,1.23572998,3,3,6,30,2,3023,6,4094.75366210938
309001,0.406516,0.011546,2,2,6,30,1,3005,6,12500.830078125
309002,0,0,1,0,6,30,1,3005,6,NA
309003,0.00366,0,1,1,6,30,1,3005,6,12500.830078125
309005,0.6,0,1,1,6,30,1,3005,6,12500.830078125
309006,7.56,0,1,1,6,30,1,3005,6,12500.830078125
309007,0.0325,0,1,1,6,30,1,3005,6,12500.830078125
309008,0.056,0,1,1,6,30,1,3005,6,12500.830078125
309009,0,0,1,0,6,30,1,3005,6,12500.830078125
309010,0.072,0,1,1,6,30,1,3005,6,12500.830078125
309013,0.72,0,1,1,6,30,1,3006,6,8778.25390625
309014,0,0,1,0,6,30,1,3006,6,8778.25390625
309016,0,0,1,0,6,30,1,3006,6,8778.25390625
309017,0,0,1,0,6,30,1,3006,6,8778.25390625
309018,0,0,1,0,6,30,1,3006,6,8778.25390625
309019,0,0,1,0,6,30,1,3006,6,8778.25390625
309021,0.012,0,1,1,6,30,1,3006,6,8778.25390625
309022,0.821372,0,2,2,6,30,1,3006,6,8778.25390625
309023,0,0,1,0,6,30,1,3006,6,8778.25390625
309024,0,0,1,0,6,30,1,3006,6,8778.25390625
309025,0.410686,0.68367002,2,2,6,30,2,3011,6,9047.970703125
309027,1.416401,2.3032,2,2,6,30,2,3011,6,9047.970703125
309028,0.607029,1.1379,2,2,6,30,2,3011,6,9047.970703125
309029,0.607029,0.25033,2,2,6,30,2,3011,6,9047.970703125
309031,0,0,1,0,6,30,2,3011,6,9047.970703125
309032,1.011715,1.3938,1,1,6,30,2,3011,6,9047.970703125
309033,2.328273,2.29891999,4,4,6,30,2,3011,6,9047.970703125
309035,1.618744,0,2,2,6,30,2,3011,6,9047.970703125
309036,0.809372,0,1,1,6,30,2,3011,6,9047.970703125
309037,3.439831,0,3,3,6,30,1,3013,6,15864.384765625
309039,0.03,0,1,1,6,30,1,3013,6,15864.384765625
309040,0,0,1,0,6,30,1,3013,6,NA
309041,0,0,1,0,6,30,1,3013,6,15864.384765625
309042,3.844517,0,3,3,6,30,1,3013,6,15864.384765625
309043,1.618744,0,1,1,6,30,1,3013,6,15864.384765625
309044,0.809372,0,1,1,6,30,1,3013,6,15864.384765625
309046,0,0,1,0,6,30,1,3013,6,15864.384765625
309047,1.011715,0,2,2,6,30,1,3013,6,15864.384765625
309048,0,0,1,0,6,30,1,3013,6,15864.384765625
309049,3.439831,4.1527,2,2,6,30,2,3015,6,6785.61572265625
309050,2.428116,6.1819,2,2,6,30,2,3015,6,6785.61572265625
309052,1.309372,1.17231001,3,3,6,30,2,3015,6,6785.61572265625
309053,1.169372,1.6003,2,2,6,30,2,3015,6,6785.61572265625
309055,0,0,1,0,6,30,2,3015,6,6785.61572265625
309056,1.978744,0.38028999,3,3,6,30,2,3015,6,6785.61572265625
309057,1.416401,1.6381,1,1,6,30,2,3015,6,6785.61572265625
309058,1.214058,1.4849,1,1,6,30,2,3015,6,6785.61572265625
309059,3.107029,1.9934,3,3,6,30,2,3015,6,6785.61572265625
309060,0.809372,0.75386001,1,1,6,30,2,3015,6,6785.61572265625
309061,5.260918,0,3,3,6,30,2,3016,6,19488.6171875
309062,0.548686,0.4645,2,2,6,30,2,3016,6,19488.6171875
309063,1.618744,0,2,2,6,30,2,3016,6,19488.6171875
309064,2.02343,0,2,2,6,30,2,3016,6,19488.6171875
309065,3.237488,0,3,3,6,30,2,3016,6,19488.6171875
309067,2.02343,1.01805,2,2,6,30,2,3016,6,19488.6171875
309068,1.618744,4.3671,2,2,6,30,2,3016,6,19488.6171875
309069,1.011715,0,2,2,6,30,2,3016,6,19488.6171875
309070,2.428116,1.73377998,3,3,6,30,2,3016,6,19488.6171875
309071,2.52343,0.51133,4,4,6,30,2,3016,6,19488.6171875
309073,0,0,1,0,6,30,2,3020,6,5115.849609375
309074,0,0,1,0,6,30,2,3020,6,5115.849609375
309075,0,0,1,0,6,30,2,3020,6,5115.849609375
309076,0,0,1,0,6,30,2,3020,6,5115.849609375
309077,0,0,1,0,6,30,2,3020,6,5115.849609375
309079,0,0,1,0,6,30,2,3020,6,NA
309081,0,0,1,0,6,30,2,3020,6,5115.849609375
309082,0.72,0,1,1,6,30,2,3020,6,5115.849609375
309083,0.057,0,1,1,6,30,2,3020,6,5115.849609375
309084,0.104,0.064109998,2,2,6,30,2,3020,6,5115.849609375
309085,0,0,1,0,6,30,2,3021,6,3903.0849609375
309086,0.5,0,1,1,6,30,2,3021,6,3903.0849609375
309087,1.214058,1.07802002,2,2,6,30,2,3021,6,3903.0849609375
309088,0,0,1,0,6,30,2,3021,6,3903.0849609375
309091,0.00366,0,1,1,6,30,2,3006,6,3903.0849609375
309092,0,0,1,0,6,30,2,3021,6,3903.0849609375
309093,1.618744,1.19826001,2,2,6,30,2,3021,6,3903.0849609375
309094,0.00366,0,1,1,6,30,2,3021,6,3903.0849609375
309095,0,0,1,0,6,30,2,3021,6,3903.0849609375
309096,1.978744,0,2,2,6,30,2,3021,6,3903.0849609375
309097,1.730744,0,2,2,6,30,1,3026,6,23912.244140625
309098,0.028,0,1,1,6,30,1,3026,6,23912.244140625
309099,0,0,1,0,6,30,1,3026,6,23912.244140625
309101,0,0,1,0,6,30,1,3026,6,23912.244140625
309103,0.827372,0,2,2,6,30,1,3026,6,23912.244140625
309104,0,0,1,0,6,30,1,3026,6,23912.244140625
309105,0,0,1,0,6,30,1,3026,6,23912.244140625
309108,0.018,0,1,1,6,30,1,3026,6,23912.244140625
309109,2.428116,0,3,3,6,30,2,3028,6,2047.58349609375
309112,2.428116,0,2,2,6,30,2,3028,6,2047.58349609375
309113,0.809372,2.5996,2,2,6,30,2,3028,6,2047.58349609375
309114,0,0,1,0,6,30,2,3028,6,2047.58349609375
309115,5.253889,8.3719,5,5,6,30,2,3028,6,2047.58349609375
309116,0,0,1,0,6,30,2,3028,6,2047.58349609375
309117,4.28686,3.64513,3,3,6,30,2,3028,6,2047.58349609375
309118,0.00366,0,1,1,1,23,1,2308,6,2047.58349609375
309119,0.404686,0.33387,1,1,6,30,2,3021,6,2047.58349609375
309120,0,0,1,0,6,30,2,3028,6,NA
309121,0,0,1,0,6,30,1,3005,6,12500.830078125
309126,2.246273,3.23504004,3,3,6,30,2,3011,6,9047.970703125
309137,0,0,1,0,6,30,1,3026,6,23912.244140625
309138,0,0,1,0,6,30,1,3026,6,23912.244140625
310071,5.867947,2.31704001,10,10,1,31,2,3109,1,5362.8955078125
310072,3.642174,0.96687,3,3,1,31,2,3109,1,5362.8955078125
310073,4.653889,1.94424701,5,5,1,31,2,3109,1,5362.8955078125
310074,3.642174,2.60088999,7,7,1,31,2,3109,1,5362.8955078125
310075,0.809372,0.59338999,2,2,1,31,2,3109,1,5362.8955078125
310076,5.867947,2.06722002,6,6,1,31,2,3109,1,5362.8955078125
310077,3.844517,2.47309,9,9,1,31,2,3109,1,5362.8955078125
310078,1.416401,2.967703999,4,4,1,31,2,3109,1,5362.8955078125
310079,2.02343,1.55054004,5,5,1,31,2,3109,1,5362.8955078125
310080,1.416521,2.14497995,5,5,1,31,2,3109,1,5362.8955078125
310081,1.416401,2.69858003,3,3,1,31,2,3112,1,4994.314453125
310082,2.02343,2.49457998,2,2,1,31,2,3112,1,4994.314453125
310083,2.428116,2.23727998,2,2,1,31,2,3112,1,4994.314453125
310084,2.832802,1.30045,2,2,1,31,2,3112,1,4994.314453125
310085,3.035145,0.67819999,5,5,1,31,2,3112,1,4994.314453125
310086,2.428116,1.99969001,5,5,1,31,2,3112,1,4994.314453125
310087,4.957632,1.25411599,6,6,1,31,2,3112,1,4994.314453125
310088,2.08343,0.499267001,5,5,1,31,2,3112,1,4994.314453125
310089,5.500918,1.11003,7,7,1,31,2,3112,1,4994.314453125
310090,3.642174,4.62085003,7,7,1,31,2,3112,1,4994.314453125
310091,5.260918,2.02013,2,2,1,31,2,3116,1,7158.82861328125
310092,8.903092,8.4167,2,2,1,31,2,3116,1,7158.82861328125
310093,2.02343,1.604979992,4,4,1,31,2,3116,1,7158.82861328125
310094,4.04686,2.899199991,4,4,1,31,2,3116,1,7158.82861328125
310095,2.630459,3.29040005,7,7,1,31,2,3116,1,7158.82861328125
310096,0.809372,0.55592001,2,2,1,31,2,3116,1,7158.82861328125
310097,2.630459,1.66264801,5,5,1,31,2,3116,1,7158.82861328125
310098,0.324,0.087573999,1,1,1,31,2,3116,1,7158.82861328125
310099,1.821087,2.1268,3,3,1,31,2,3116,1,7158.82861328125
310100,3.035459,1.425635989,4,4,1,31,2,3116,1,7158.82861328125
319001,1.376058,1.24153004,4,4,1,31,2,3102,1,12889.7216796875
319002,6.448918,2.92301,12,12,1,31,2,3102,1,12889.7216796875
319004,7.287048,2.13134999,7,7,1,31,2,3102,1,12889.7216796875
319005,6,1.31529998,2,2,1,31,2,3102,1,12889.7216796875
319006,1.9305,1.532120977,6,6,1,31,2,3102,1,12889.7216796875
319007,3.921144,2.868891967,6,6,1,31,2,3102,1,12889.7216796875
319008,1.642744,2.63774002,3,3,1,31,2,3102,1,12889.7216796875
319009,3.035145,4.75375,5,5,1,31,2,3102,1,12889.7216796875
319010,2.832802,2.223127988,7,7,1,31,2,3102,1,12889.7216796875
319012,1.4175,3.05506003,5,5,1,31,2,3102,1,12889.7216796875
319025,0.809372,0.37433999,1,1,1,31,2,3110,1,16607.6953125
319026,2.832802,2.59038999,6,6,1,31,2,3110,1,16607.6953125
319027,1.821087,1.64982,3,3,1,31,2,3110,1,16607.6953125
319029,3.642174,2.5529960099,9,9,1,31,2,3110,1,16607.6953125
319030,2.428116,2.41858997,5,5,1,31,2,3110,1,16607.6953125
319031,10.71715,3.53783999,4,4,1,31,2,3110,1,16607.6953125
319032,12.14058,3.30192998,3,3,1,31,2,3110,1,16607.6953125
319033,7.689034,2.01799004,3,3,1,31,2,3110,1,16607.6953125
319034,4.249203,1.75910999,4,4,1,31,2,3110,1,16607.6953125
319036,3.273488,2.011380999,7,7,1,31,2,3110,1,16607.6953125
319037,3.642174,0,3,3,1,31,2,3111,1,23101.455078125
319038,2.404686,0.84004998,2,2,1,31,2,3111,1,23101.455078125
319039,0.202343,0,1,1,1,31,2,3111,1,23101.455078125
319040,1.618744,6.77905,4,4,1,31,2,3111,1,23101.455078125
319041,4.428116,0,4,4,1,31,2,3111,1,23101.455078125
319042,3.6,0.28793999,3,3,1,31,2,3111,1,23101.455078125
319043,0,0,1,0,1,31,2,3111,1,23101.455078125
319044,0.81,0,2,2,1,31,2,3111,1,23101.455078125
319048,1.62,0.12178,2,2,1,31,2,3111,1,23101.455078125
319049,6.677319,0.202736,9,9,1,31,2,3113,1,6023.06689453125
319050,3.237488,0.629015011,6,6,1,31,2,3113,1,6023.06689453125
319051,2.832802,0.432121003,7,7,1,31,2,3113,1,6023.06689453125
319052,0.620686,0.117939002,3,3,1,31,2,3113,1,6023.06689453125
319054,0.081,0.026317999,1,1,1,31,2,3113,1,6023.06689453125
319056,0.499186,0.50641401,3,3,1,31,2,3113,1,6023.06689453125
319057,1.618744,0.90125999,4,4,1,31,2,3113,1,6023.06689453125
319058,1.618744,0.35283,3,3,1,31,2,3113,1,6023.06689453125
319059,3.809372,0.705942001,5,5,1,31,2,3113,1,6023.06689453125
319060,3.696174,0.462847998,10,10,1,31,2,3113,1,6023.06689453125
319061,5.642174,5.99354995,4,4,1,31,2,3117,1,12154.69140625
319062,4.04686,1.42635,3,3,1,31,2,3117,1,12154.69140625
319063,10.298406,8.197,5,5,1,31,2,3117,1,12154.69140625
319064,1.618744,3.10835,3,3,1,31,2,3117,1,12154.69140625
319065,3.417488,2.72425,6,6,1,31,2,3117,1,12154.69140625
319069,7.44,3.47178008,4,4,1,31,2,3117,1,12154.69140625
319070,3.642174,3.973443048,10,10,1,31,2,3117,1,12154.69140625
319071,0.404686,0.049512,1,1,1,31,2,3117,1,12154.69140625
319072,4.653889,4.896402,9,9,1,31,2,3117,1,12154.69140625
319079,2,0,2,2,1,31,2,3111,1,23101.455078125
319083,2.832802,1.26721003,3,3,1,31,2,3117,1,12154.69140625
320001,0.095687,0,1,1,5,32,1,3215,5,1700.39904785156
320002,0.042,0,1,1,5,32,1,3215,5,1700.39904785156
320007,0,0,1,0,4,14,1,1404,5,1700.39904785156
320008,0,0,1,0,5,32,1,3215,5,NA
320009,0.15,0,1,1,5,6,1,608,5,1700.39904785156
320010,0.209,0,1,1,4,16,1,1625,5,1700.39904785156
320051,0.056064,0.162479999,4,4,5,32,2,3213,5,6945.765625
320052,0.2103,0.82133999,5,5,5,32,2,3213,5,6945.765625
320053,0,0,1,0,5,32,2,3213,5,NA
320054,0.1008,0,2,2,5,32,1,3215,5,2193.76806640625
320055,0.956,0.05718,4,4,5,32,1,3215,5,2193.76806640625
320056,0.035,0,1,1,5,6,2,3215,5,2193.76806640625
320057,0.03,0,1,1,5,32,1,3215,5,2193.76806640625
320061,0.015,0,1,1,5,6,1,608,5,2193.76806640625
320063,0,0,1,0,5,10,1,1019,5,2193.76806640625
320074,0.1914,0.053215001,3,3,5,32,2,3206,5,5439.81640625
320075,0,0,1,0,5,32,1,3215,5,5439.81640625
320076,0.403,0.090924997,3,3,5,32,2,3206,5,5439.81640625
