"hhid","plotid","wave","state","zone","sector","lga","area_ha","area_declared_ha","area_gps_ha"
30107,2,4,3,5,1,301,NA,NA,NA
30108,1,4,3,5,1,301,NA,NA,NA
30108,2,4,3,5,1,301,NA,NA,NA
30109,1,4,3,5,1,301,0.20665,NA,0.20665
30109,2,4,3,5,1,301,NA,NA,NA
30110,1,4,3,5,1,301,NA,NA,NA
30110,2,4,3,5,1,301,0.23082,NA,0.23082
30110,3,4,3,5,1,301,NA,NA,NA
30121,1,4,3,5,2,305,0.020512,NA,0.020512
30121,2,4,3,5,2,305,0.020079,0.020079,NA
30121,3,4,3,5,2,305,0.017912,NA,0.017912
30122,1,4,3,5,2,305,0.033045999,NA,0.033045999
30122,2,4,3,5,2,305,0.050278,NA,0.050278
30122,3,4,3,5,2,305,0.074735999,NA,0.074735999
30123,1,4,3,5,2,305,0.070987,NA,0.070987
30123,2,4,3,5,2,305,0.023539999,NA,0.023539999
30123,3,4,3,5,2,305,0.025928,NA,0.025928
30124,1,4,3,5,2,305,NA,NA,NA
30124,2,4,3,5,2,305,0.0098540001,NA,0.0098540001
30124,3,4,3,5,2,305,NA,NA,NA
30125,1,4,3,5,2,305,0.067152002,NA,0.067152002
30125,2,4,3,5,2,305,0.026217,0.026217,NA
30126,1,4,3,5,2,305,0.038954999,NA,0.038954999
30126,2,4,3,5,2,305,NA,NA,NA
30127,1,4,3,5,2,305,NA,NA,NA
30127,2,4,3,5,2,305,0.016110001,NA,0.016110001
30127,3,4,3,5,2,305,0.025673001,NA,0.025673001
30128,1,4,3,5,2,305,NA,NA,NA
30128,2,4,3,5,2,305,0.044084,NA,0.044084
30128,3,4,3,5,2,305,0.17347,NA,0.17347
30128,4,4,3,5,2,305,NA,NA,NA
30128,5,4,3,5,2,305,0.055341998,NA,0.055341998
30129,1,4,3,5,2,305,0.048187,NA,0.048187
30130,2,4,3,5,2,305,NA,NA,NA
30130,3,4,3,5,2,305,0.065251001,NA,0.065251001
30131,1,4,3,5,2,312,0.016802,NA,0.016802
30132,1,4,3,5,2,312,0.082904999,NA,0.082904999
30132,2,4,3,5,2,312,0.040889999,NA,0.040889999
30133,1,4,3,5,2,312,0.034216,NA,0.034216
30133,2,4,3,5,2,312,0.050832001,NA,0.050832001
30133,3,4,3,5,2,312,0.082271002,NA,0.082271002
30133,4,4,3,5,2,312,0.064959003,NA,0.064959003
30133,5,4,3,5,2,312,NA,NA,NA
30133,6,4,3,5,2,312,NA,NA,NA
30134,1,4,3,5,2,312,0.034278,NA,0.034278
30134,2,4,3,5,2,312,0.12531,0.12531,NA
30134,3,4,3,5,2,312,0.027256,0.027256,NA
30135,1,4,3,5,2,312,0.045278,0.045278,NA
30135,2,4,3,5,2,312,0.092019,NA,0.092019
30135,3,4,3,5,2,312,0.10678,NA,0.10678
30137,1,4,3,5,2,312,NA,NA,NA
30137,2,4,3,5,2,312,NA,NA,NA
30137,3,4,3,5,2,312,0.036573,0.036573,NA
30138,1,4,3,5,2,312,0.060942999,NA,0.060942999
30138,2,4,3,5,2,312,0.026206,NA,0.026206
30138,3,4,3,5,2,312,NA,NA,NA
30138,4,4,3,5,2,312,NA,NA,NA
30139,1,4,3,5,2,312,0.053758002,NA,0.053758002
30139,2,4,3,5,2,312,NA,NA,NA
30139,3,4,3,5,2,312,NA,NA,NA
30139,4,4,3,5,2,312,NA,NA,NA
30140,1,4,3,5,2,312,0.042717999,NA,0.042717999
30140,2,4,3,5,2,312,0.043960999,NA,0.043960999
30140,3,4,3,5,2,312,0.11513,0.11513,NA
30140,4,4,3,5,2,312,NA,NA,NA
30140,5,4,3,5,2,312,NA,NA,NA
30140,6,4,3,5,2,312,NA,NA,NA
30140,7,4,3,5,2,312,NA,NA,NA
30140,8,4,3,5,2,312,NA,NA,NA
39003,1,4,3,5,2,302,NA,NA,NA
39003,2,4,3,5,2,302,NA,NA,NA
39004,1,4,3,5,2,302,NA,NA,NA
39004,2,4,3,5,2,302,NA,NA,NA
39004,3,4,3,5,2,302,NA,NA,NA
39005,1,4,3,5,2,302,NA,NA,NA
39005,2,4,3,5,2,302,NA,NA,NA
39005,3,4,3,5,2,302,NA,NA,NA
39006,1,4,3,5,2,302,NA,NA,NA
39007,1,4,3,5,2,302,NA,NA,NA
39007,2,4,3,5,2,302,NA,NA,NA
39007,3,4,3,5,2,302,NA,NA,NA
39009,1,4,3,5,2,302,NA,NA,NA
39009,2,4,3,5,2,302,NA,NA,NA
39009,3,4,3,5,2,302,NA,NA,NA
39010,1,4,3,5,2,302,NA,NA,NA
39010,2,4,3,5,2,302,NA,NA,NA
39012,1,4,3,5,2,305,NA,NA,NA
39012,2,4,3,5,2,305,0.13837,0.13837,NA
39012,3,4,3,5,2,305,0.070386,0.070386,NA
39012,4,4,3,5,2,305,0.037227,0.037227,NA
39012,5,4,3,5,2,305,0.066472,0.066472,NA
39013,1,4,3,5,2,305,0.039881,NA,0.039881
39013,2,4,3,5,2,305,0.052538,0.052538,NA
39013,3,4,3,5,2,305,0.18459,0.18459,NA
39013,4,4,3,5,2,305,0.054023999,NA,0.054023999
39013,5,4,3,5,2,305,NA,NA,NA
39014,1,4,3,5,2,305,0.049845999,NA,0.049845999
39014,2,4,3,5,2,305,0.058303003,NA,0.058303003
39014,3,4,3,5,2,305,0.090163,NA,0.090163
39014,4,4,3,5,2,305,NA,NA,NA
39014,5,4,3,5,2,305,NA,NA,NA
39016,1,4,3,5,2,305,0.0086669998,NA,0.0086669998
39016,2,4,3,5,2,305,0.065726001,NA,0.065726001
39017,1,4,3,5,2,305,0.016656,NA,0.016656
39017,2,4,3,5,2,305,NA,NA,NA
39017,3,4,3,5,2,305,NA,NA,NA
39017,4,4,3,5,2,305,NA,NA,NA
39017,5,4,3,5,2,305,NA,NA,NA
39017,6,4,3,5,2,305,NA,NA,NA
39017,7,4,3,5,2,305,0.048163,NA,0.048163
39018,1,4,3,5,2,305,0.037356,NA,0.037356
39018,2,4,3,5,2,305,0.038598999,NA,0.038598999
39018,3,4,3,5,2,305,NA,NA,NA
39018,4,4,3,5,2,305,NA,NA,NA
39020,1,4,3,5,2,305,0.0097139999,NA,0.0097139999
39020,2,4,3,5,2,305,0.089084003,NA,0.089084003
39021,1,4,3,5,2,305,0.025377,NA,0.025377
39021,2,4,3,5,2,305,NA,NA,NA
39021,3,4,3,5,2,305,0.023274001,NA,0.023274001
39021,4,4,3,5,2,305,NA,NA,NA
39022,1,4,3,5,2,305,NA,NA,NA
39022,2,4,3,5,2,305,0.047322,NA,0.047322
39022,3,4,3,5,2,305,NA,NA,NA
39023,1,4,3,5,2,308,NA,NA,NA
39023,2,4,3,5,2,308,0.07967,0.07967,NA
39023,3,4,3,5,2,308,NA,NA,NA
39025,1,4,3,5,2,308,NA,NA,NA
39028,1,4,3,5,2,308,NA,NA,NA
39028,2,4,3,5,2,308,NA,NA,NA
39028,3,4,3,5,2,308,NA,NA,NA
39028,4,4,3,5,2,308,NA,NA,NA
39029,1,4,3,5,2,308,NA,NA,NA
39031,1,4,3,5,2,308,NA,NA,NA
39031,2,4,3,5,2,308,NA,NA,NA
39036,1,4,3,5,2,309,0.035217001,NA,0.035217001
39036,2,4,3,5,2,309,NA,NA,NA
39037,2,4,3,5,2,309,0.3003,NA,0.3003
39037,3,4,3,5,2,309,0.10921,NA,0.10921
39037,4,4,3,5,2,309,0.073763,NA,0.073763
39039,1,4,3,5,2,309,0.0065620003,NA,0.0065620003
39039,2,4,3,5,2,309,0.035925,0.014665,0.035925
39040,1,4,3,5,2,309,0.064665997,NA,0.064665997
39040,2,4,3,5,2,309,0.15382,0.15382,NA
39040,3,4,3,5,2,309,NA,NA,NA
39041,1,4,3,5,2,309,0.15011,NA,0.15011
39041,2,4,3,5,2,309,NA,NA,NA
39041,3,4,3,5,2,309,0.014066,0.014066,NA
39042,1,4,3,5,2,309,0.21213,NA,0.21213
39043,1,4,3,5,2,309,0.086109003,NA,0.086109003
39043,2,4,3,5,2,309,NA,NA,NA
39043,3,4,3,5,2,309,NA,NA,NA
39044,1,4,3,5,2,309,0.11406,NA,0.11406
39044,2,4,3,5,2,309,0.020025,NA,0.020025
39044,3,4,3,5,2,309,0.063916998,NA,0.063916998
39044,4,4,3,5,2,309,0.049126001,NA,0.049126001
39044,5,4,3,5,2,309,0.10188,NA,0.10188
39044,6,4,3,5,2,309,0.27188,NA,0.27188
39044,7,4,3,5,2,309,NA,NA,NA
39044,8,4,3,5,2,309,NA,NA,NA
39045,1,4,3,5,2,309,0.039657999,NA,0.039657999
39045,2,4,3,5,2,309,0.017695,0.032756,0.017695
39045,5,4,3,5,2,309,0.033846,0.033846,NA
39045,6,4,3,5,2,309,NA,NA,NA
39045,7,4,3,5,2,309,NA,NA,NA
39048,1,4,3,5,2,316,0.023497,0.023497,NA
39048,2,4,3,5,2,316,NA,NA,NA
39048,3,4,3,5,2,316,NA,NA,NA
39053,1,4,3,5,2,316,NA,NA,NA
39054,1,4,3,5,2,316,NA,NA,NA
39057,1,4,3,5,2,316,0.015156,NA,0.015156
39059,3,4,3,5,2,317,NA,NA,NA
39059,4,4,3,5,2,317,0.029887,0.029887,NA
39059,5,4,3,5,2,317,0.021795,NA,0.021795
39061,1,4,3,5,2,317,NA,NA,NA
39061,2,4,3,5,2,317,0.031604999,NA,0.031604999
39061,3,4,3,5,2,317,0.035154,0.035154,NA
39061,4,4,3,5,2,317,NA,NA,NA
39061,5,4,3,5,2,317,NA,NA,NA
39064,1,4,3,5,2,317,NA,NA,NA
39064,2,4,3,5,2,317,0.059464001,NA,0.059464001
39064,3,4,3,5,2,317,0.062398,0.062398,NA
39064,4,4,3,5,2,317,NA,NA,NA
39064,5,4,3,5,2,317,0.062467999,NA,0.062467999
39066,1,4,3,5,2,317,0.14986,NA,0.14986
39066,2,4,3,5,2,317,NA,NA,NA
39066,3,4,3,5,2,317,0.056853998,NA,0.056853998
39068,1,4,3,5,1,323,NA,NA,NA
39069,1,4,3,5,2,317,0.030592,0.030592,NA
39069,2,4,3,5,2,317,NA,NA,NA
39069,3,4,3,5,2,317,NA,NA,NA
39070,1,4,3,5,2,317,0.033393,0.033393,NA
39070,2,4,3,5,2,317,NA,NA,NA
39070,3,4,3,5,2,317,NA,NA,NA
39071,1,4,3,5,2,318,0.18574,NA,0.18574
39071,2,4,3,5,2,318,0.026084,NA,0.026084
39071,3,4,3,5,2,318,0.090984003,NA,0.090984003
39071,4,4,3,5,2,318,0.073638,0.073638,NA
39071,5,4,3,5,2,318,0.1008,0.1008,NA
39071,6,4,3,5,2,318,NA,NA,NA
39071,7,4,3,5,2,318,NA,NA,NA
39071,8,4,3,5,2,318,NA,NA,NA
39072,1,4,3,5,2,318,0.11515,NA,0.11515
39072,2,4,3,5,2,318,NA,NA,NA
39072,3,4,3,5,2,318,0.022960001,NA,0.022960001
39072,4,4,3,5,2,318,NA,NA,NA
39074,1,4,3,5,2,318,0.043685001,NA,0.043685001
39074,2,4,3,5,2,318,0.02924,0.02924,NA
39074,3,4,3,5,2,318,0.013783,0.11728,0.013783
39074,4,4,3,5,2,318,0.094870001,NA,0.094870001
39077,1,4,3,5,2,318,0.036927,0.036927,NA
39077,2,4,3,5,2,318,0.046459,NA,0.046459
39077,3,4,3,5,2,318,0.022141,0.060434,0.022141
39078,1,4,3,5,2,318,NA,NA,NA
39079,1,4,3,5,2,318,0.018289,NA,0.018289
39079,2,4,3,5,2,318,NA,NA,NA
39079,3,4,3,5,2,318,0.067679999,NA,0.067679999
39079,4,4,3,5,2,318,0.052312,NA,0.052312
39079,5,4,3,5,2,318,0.10153,NA,0.10153
39079,6,4,3,5,2,318,NA,NA,NA
39079,7,4,3,5,2,318,NA,NA,NA
39079,8,4,3,5,2,318,NA,NA,NA
39079,9,4,3,5,2,318,NA,NA,NA
39080,1,4,3,5,2,318,NA,NA,NA
39080,2,4,3,5,2,318,NA,NA,NA
39080,3,4,3,5,2,318,0.034947,NA,0.034947
39080,4,4,3,5,2,318,NA,NA,NA
39080,5,4,3,5,2,318,0.058308,0.058308,NA
39080,6,4,3,5,2,318,0.064311,0.064311,NA
39081,1,4,3,5,2,318,0.066856,NA,0.066856
39081,2,4,3,5,2,318,0.046256,NA,0.046256
39081,3,4,3,5,2,318,0.022657001,NA,0.022657001
39081,4,4,3,5,2,318,0.031281,NA,0.031281
39081,5,4,3,5,2,318,NA,NA,NA
39081,6,4,3,5,2,318,NA,NA,NA
39081,7,4,3,5,2,318,NA,NA,NA
39082,1,4,3,5,2,318,0.058345001,NA,0.058345001
39082,2,4,3,5,2,318,NA,NA,NA
39082,3,4,3,5,2,318,0.19349,0.19349,NA
39083,1,4,3,5,2,304,0.028098999,NA,0.028098999
39083,2,4,3,5,2,304,0.023646001,NA,0.023646001
39084,1,4,3,5,2,304,NA,NA,NA
39084,2,4,3,5,2,304,NA,NA,NA
39084,3,4,3,5,2,304,NA,NA,NA
39084,4,4,3,5,2,304,NA,NA,NA
39084,5,4,3,5,2,304,NA,NA,NA
39084,6,4,3,5,2,304,NA,NA,NA
39084,7,4,3,5,2,304,NA,NA,NA
39087,1,4,3,5,2,304,0.40823,NA,0.40823
39087,2,4,3,5,2,304,NA,NA,NA
39087,3,4,3,5,2,304,NA,NA,NA
39087,4,4,3,5,2,304,NA,NA,NA
39087,5,4,3,5,2,304,NA,NA,NA
39087,6,4,3,5,2,304,NA,NA,NA
39087,7,4,3,5,2,304,NA,NA,NA
39088,1,4,3,5,2,304,NA,NA,NA
39088,2,4,3,5,2,304,NA,NA,NA
39088,4,4,3,5,2,304,NA,NA,NA
39088,5,4,3,5,2,304,0.038596,0.038596,NA
39088,6,4,3,5,2,304,NA,NA,NA
39089,1,4,3,5,2,304,NA,NA,NA
39089,2,4,3,5,2,304,NA,NA,NA
39089,3,4,3,5,2,304,0.032198,0.032198,NA
39089,6,4,3,5,2,304,NA,NA,NA
39089,7,4,3,5,2,304,NA,NA,NA
39089,8,4,3,5,2,304,NA,NA,NA
39089,9,4,3,5,2,304,NA,NA,NA
39089,10,4,3,5,2,304,NA,NA,NA
39089,11,4,3,5,2,304,NA,NA,NA
39089,12,4,3,5,2,304,NA,NA,NA
39090,1,4,3,5,2,304,0.017503,0.042355,0.017503
39090,2,4,3,5,2,304,0.042013,NA,0.042013
39090,3,4,3,5,2,304,0.027876,0.027876,NA
39090,4,4,3,5,2,304,0.008985,0.008985,NA
39090,5,4,3,5,2,304,0.029767999,0.021191,0.029767999
39090,6,4,3,5,2,304,0.032417001,NA,0.032417001
39090,7,4,3,5,2,304,0.057463,0.058376,0.057463
39090,8,4,3,5,2,304,NA,NA,NA
39091,1,4,3,5,2,304,0.037942001,NA,0.037942001
39091,2,4,3,5,2,304,0.042604999,NA,0.042604999
39092,1,4,3,5,2,304,0.050301999,NA,0.050301999
39093,1,4,3,5,2,304,NA,NA,NA
39093,2,4,3,5,2,304,0.11185,0.11185,NA
39093,3,4,3,5,2,304,NA,NA,NA
39093,4,4,3,5,2,304,NA,NA,NA
39096,1,4,3,5,2,304,NA,NA,NA
39096,2,4,3,5,2,304,NA,NA,NA
39096,3,4,3,5,2,304,0.23423999,NA,0.23423999
39098,1,4,3,5,2,304,0.047520001,NA,0.047520001
39098,2,4,3,5,2,304,0.088997,0.088997,NA
39101,1,4,3,5,2,304,NA,NA,NA
39101,2,4,3,5,2,304,NA,NA,NA
39101,3,4,3,5,2,304,0.072359,0.072359,NA
39101,4,4,3,5,2,304,NA,NA,NA
39102,1,4,3,5,2,304,0.14957,0.14957,NA
39102,6,4,3,5,2,304,NA,NA,NA
39102,8,4,3,5,2,304,NA,NA,NA
39102,9,4,3,5,2,304,0.061176,0.061176,NA
39102,10,4,3,5,2,304,0.046579,0.046579,NA
39102,11,4,3,5,2,304,0.071327,0.071327,NA
39102,12,4,3,5,2,304,NA,NA,NA
39102,13,4,3,5,2,304,NA,NA,NA
39103,1,4,3,5,2,304,0.022633,NA,0.022633
39103,2,4,3,5,2,304,0.026878,NA,0.026878
39103,3,4,3,5,2,304,0.075685999,NA,0.075685999
39103,4,4,3,5,2,304,0.075270001,NA,0.075270001
39103,5,4,3,5,2,304,0.052040002,NA,0.052040002
39103,6,4,3,5,2,304,0.040238,NA,0.040238
39103,7,4,3,5,2,304,0.015567999,NA,0.015567999
39103,8,4,3,5,2,304,NA,NA,NA
39103,9,4,3,5,2,304,NA,NA,NA
39103,10,4,3,5,2,304,NA,NA,NA
39103,11,4,3,5,2,304,NA,NA,NA
39103,12,4,3,5,2,304,NA,NA,NA
39103,13,4,3,5,2,304,NA,NA,NA
39104,1,4,3,5,2,304,0.014417,NA,0.014417
39105,1,4,3,5,2,304,NA,NA,NA
39105,2,4,3,5,2,304,NA,NA,NA
39105,3,4,3,5,2,304,0.079325,NA,0.079325
39105,4,4,3,5,2,304,NA,NA,NA
39105,5,4,3,5,2,304,0.028191,0.028191,NA
39105,6,4,3,5,2,304,NA,NA,NA
39105,7,4,3,5,2,304,NA,NA,NA
39105,8,4,3,5,2,304,0.026335999,NA,0.026335999
39105,9,4,3,5,2,304,NA,NA,NA
39105,10,4,3,5,2,304,NA,NA,NA
39106,1,4,3,5,2,304,0.033238,NA,0.033238
39106,2,4,3,5,2,304,0.032510001,NA,0.032510001
39106,3,4,3,5,2,304,0.021466,0.021466,NA
39106,4,4,3,5,2,304,0.033542,0.033542,NA
39106,5,4,3,5,2,304,NA,NA,NA
39107,1,4,3,5,2,320,0.033925,NA,0.033925
39107,2,4,3,5,2,320,0.036295001,NA,0.036295001
39107,3,4,3,5,2,320,0.035138,0.035138,NA
39107,4,4,3,5,2,320,NA,NA,NA
39108,1,4,3,5,2,320,0.08408,0.08408,NA
39108,2,4,3,5,2,320,0.039804001,NA,0.039804001
39108,3,4,3,5,2,320,0.1169,0.1169,NA
39108,4,4,3,5,2,320,NA,NA,NA
39110,1,4,3,5,2,320,0.076532001,NA,0.076532001
39110,2,4,3,5,2,320,0.011777,0.046206,0.011777
39111,1,4,3,5,2,320,NA,NA,NA
39112,1,4,3,5,2,320,0.049806,NA,0.049806
39112,2,4,3,5,2,320,NA,NA,NA
39112,3,4,3,5,2,320,NA,NA,NA
39112,4,4,3,5,2,320,NA,NA,NA
39112,5,4,3,5,2,320,NA,NA,NA
39114,1,4,3,5,2,320,0.0095910004,NA,0.0095910004
39114,2,4,3,5,2,320,0.031948001,NA,0.031948001
39114,3,4,3,5,2,320,0.025707999,NA,0.025707999
39114,4,4,3,5,2,320,NA,NA,NA
39114,5,4,3,5,2,320,NA,NA,NA
39114,6,4,3,5,2,320,NA,NA,NA
39115,1,4,3,5,2,320,NA,NA,NA
39115,2,4,3,5,2,320,0.030216,NA,0.030216
39116,1,4,3,5,2,320,0.063084,0.063084,NA
39116,2,4,3,5,2,320,0.19706,0.19706,NA
39116,3,4,3,5,2,320,0.04,NA,0.04
39116,4,4,3,5,2,320,0.065754,0.065754,NA
39118,1,4,3,5,2,320,0.18836,NA,0.18836
39118,2,4,3,5,2,320,NA,NA,NA
39118,3,4,3,5,2,320,NA,NA,NA
39119,1,4,3,5,2,323,0.024598,NA,0.024598
39120,1,4,3,5,2,323,0.040516,0.040516,NA
39120,2,4,3,5,2,323,NA,NA,NA
39120,3,4,3,5,2,323,NA,NA,NA
39121,1,4,3,5,2,323,NA,NA,NA
39121,2,4,3,5,2,323,NA,NA,NA
39121,3,4,3,5,2,323,NA,NA,NA
39121,4,4,3,5,2,323,NA,NA,NA
39123,1,4,3,5,2,323,NA,NA,NA
39125,1,4,3,5,2,323,NA,NA,NA
39125,2,4,3,5,2,323,NA,NA,NA
39125,3,4,3,5,2,323,NA,NA,NA
39125,4,4,3,5,2,323,NA,NA,NA
39126,1,4,3,5,2,323,NA,NA,NA
39126,2,4,3,5,2,323,NA,NA,NA
39127,1,4,3,5,2,323,0.043310001,NA,0.043310001
39127,2,4,3,5,2,323,0.061278998,NA,0.061278998
39128,1,4,3,5,2,323,0.004975,NA,0.004975
39128,2,4,3,5,2,323,0.011158,0.011158,NA
39128,3,4,3,5,2,323,0.027926999,NA,0.027926999
39128,4,4,3,5,2,323,NA,NA,NA
39130,1,4,3,5,2,323,0.015013,NA,0.015013
39130,3,4,3,5,2,323,NA,NA,NA
39130,4,4,3,5,2,323,0.016164,NA,0.016164
39132,1,4,3,5,2,326,0.21825,NA,0.21825
39132,2,4,3,5,2,326,0.13075,NA,0.13075
39132,3,4,3,5,2,326,0.020517,NA,0.020517
39133,1,4,3,5,2,326,0.053109003,NA,0.053109003
39133,2,4,3,5,2,326,0.062079999,NA,0.062079999
39135,1,4,3,5,2,326,0.13706,NA,0.13706
39135,2,4,3,5,2,326,0.055198999,NA,0.055198999
39136,2,4,3,5,2,326,0.0034830002,NA,0.0034830002
39136,3,4,3,5,2,326,0.061325,NA,0.061325
39136,4,4,3,5,2,326,0.060194,NA,0.060194
39136,5,4,3,5,2,326,NA,NA,NA
39137,1,4,3,5,2,326,0.05296,0.05296,NA
39137,3,4,3,5,2,326,0.059535999,NA,0.059535999
39137,4,4,3,5,2,326,NA,NA,NA
39137,5,4,3,5,2,326,0.058828998,NA,0.058828998
39137,6,4,3,5,2,326,0.020889,NA,0.020889
39137,7,4,3,5,2,326,0.031297,NA,0.031297
39138,1,4,3,5,2,326,0.098677002,NA,0.098677002
39138,2,4,3,5,2,326,0.071565997,NA,0.071565997
39138,3,4,3,5,2,326,0.047760999,NA,0.047760999
39138,5,4,3,5,2,326,0.12278,NA,0.12278
39139,1,4,3,5,2,326,0.080483002,NA,0.080483002
39139,2,4,3,5,2,326,0.093602002,NA,0.093602002
39139,3,4,3,5,2,326,0.10095,NA,0.10095
39139,4,4,3,5,2,326,0.065809998,NA,0.065809998
39140,1,4,3,5,2,326,0.27963999,NA,0.27963999
39140,2,4,3,5,2,326,0.24388999,NA,0.24388999
39140,3,4,3,5,2,326,0.078210999,NA,0.078210999
39140,4,4,3,5,2,326,0.086207001,NA,0.086207001
39140,5,4,3,5,2,326,0.054459998,NA,0.054459998
39140,6,4,3,5,2,326,NA,NA,NA
39141,1,4,3,5,2,326,0.035376999,NA,0.035376999
39142,2,4,3,5,2,326,0.038573999,NA,0.038573999
39142,3,4,3,5,2,326,NA,NA,NA
39142,4,4,3,5,2,326,0.014598,NA,0.014598
39142,5,4,3,5,2,326,NA,NA,NA
39143,1,4,3,5,2,320,0.011018,NA,0.011018
39144,1,4,3,5,2,327,0.027478,NA,0.027478
39144,2,4,3,5,2,327,0.026035999,NA,0.026035999
39144,3,4,3,5,2,327,NA,NA,NA
39146,3,4,3,5,2,327,0.019776,0.019776,NA
39146,5,4,3,5,2,327,NA,NA,NA
39146,6,4,3,5,2,327,0.016739999,NA,0.016739999
39146,7,4,3,5,2,327,0.020755,0.020755,NA
39146,8,4,3,5,2,327,0.025645,0.025645,NA
39146,9,4,3,5,2,327,0.020434,0.020434,NA
39146,10,4,3,5,2,327,0.070658,0.070658,NA
39146,11,4,3,5,2,327,0.075215,0.075215,NA
39147,1,4,3,5,2,327,0.043111,0.043111,NA
39147,2,4,3,5,2,327,0.03125,0.03125,NA
39149,1,4,3,5,2,327,0.037085001,NA,0.037085001
39149,2,4,3,5,2,327,0.058740002,NA,0.058740002
39149,3,4,3,5,2,327,0.077415,0.077415,NA
39150,2,4,3,5,2,327,0.038726001,NA,0.038726001
39150,3,4,3,5,2,327,0.20479,NA,0.20479
39151,1,4,3,5,2,327,NA,NA,NA
39151,2,4,3,5,2,327,NA,NA,NA
39151,3,4,3,5,2,327,0.029412,NA,0.029412
39151,4,4,3,5,2,327,0.050091,NA,0.050091
39151,5,4,3,5,2,327,0.064869,NA,0.064869
39152,1,4,3,5,2,327,0.017960001,0.015567,0.017960001
39152,4,4,3,5,2,327,0.033354999,NA,0.033354999
39152,5,4,3,5,2,327,NA,NA,NA
39153,1,4,3,5,2,327,0.063413,NA,0.063413
39153,2,4,3,5,2,327,0.040454001,NA,0.040454001
39153,3,4,3,5,2,327,NA,NA,NA
39153,4,4,3,5,2,327,NA,NA,NA
39153,5,4,3,5,2,327,0.026654001,NA,0.026654001
39154,1,4,3,5,2,327,0.044284,0.044284,NA
39154,2,4,3,5,2,327,0.038075,NA,0.038075
39154,3,4,3,5,2,327,NA,NA,NA
39155,1,4,3,5,2,327,0.039384,NA,0.039384
39155,2,4,3,5,2,327,NA,NA,NA
39155,3,4,3,5,2,327,NA,NA,NA
39155,4,4,3,5,2,327,0.015148,0.015148,NA
39156,1,4,3,5,2,327,0.037182001,NA,0.037182001
39156,2,4,3,5,2,327,0.035739999,NA,0.035739999
39156,3,4,3,5,2,327,0.046379001,NA,0.046379001
39156,4,4,3,5,2,327,0.02431,0.02431,NA
39156,5,4,3,5,2,327,NA,NA,NA
39156,6,4,3,5,2,327,0.030769,NA,0.030769
39157,1,4,3,5,2,327,0.031267001,NA,0.031267001
39158,1,4,3,5,2,327,0.035478,NA,0.035478
39158,2,4,3,5,2,327,NA,NA,NA
39159,1,4,3,5,2,327,0.12676,0.12676,NA
39159,2,4,3,5,2,327,0.057921,0.057921,NA
39159,3,4,3,5,2,327,0.0073889999,NA,0.0073889999
39159,4,4,3,5,2,327,0.020859,0.020859,NA
39160,1,4,3,5,2,327,0.093537,NA,0.093537
