"hhid","plotid","wave","state","zone","sector","lga","area_ha","area_declared_ha","area_gps_ha"
129079,1,4,12,5,1,1209,0.130409,NA,0.130409
129079,2,4,12,5,1,1209,NA,NA,NA
129079,3,4,12,5,1,1209,NA,NA,NA
129080,1,4,12,5,1,1209,0.23622,NA,0.23622
129083,1,4,12,5,1,1209,0.12217,NA,0.12217
129088,1,4,12,5,1,1211,NA,NA,NA
129094,1,4,12,5,1,1211,NA,NA,NA
129094,2,4,12,5,1,1211,NA,NA,NA
129096,1,4,12,5,1,1211,NA,NA,NA
129098,1,4,12,5,1,1211,NA,NA,NA
129099,1,4,12,5,1,1211,NA,NA,NA
129101,1,4,12,5,1,1211,NA,NA,NA
129101,2,4,12,5,1,1211,NA,NA,NA
129106,1,4,12,5,1,1211,0.10877,0.10877,NA
129108,1,4,12,5,1,1211,NA,NA,NA
129108,2,4,12,5,1,1211,NA,NA,NA
129109,1,4,12,5,1,1212,NA,NA,NA
129110,1,4,12,5,1,1212,NA,NA,NA
129112,1,4,12,5,1,1212,NA,NA,NA
129117,1,4,12,5,1,1212,NA,NA,NA
129122,1,4,12,5,2,1215,NA,NA,NA
129122,2,4,12,5,2,1215,0.32783999,NA,0.32783999
129124,1,4,12,5,2,1215,NA,NA,NA
129127,1,4,12,5,2,1215,0.56995,NA,0.56995
129128,1,4,12,5,2,1215,0.9066,NA,0.9066
129131,1,4,12,5,2,1215,0.30673,NA,0.30673
129131,2,4,12,5,2,1215,0.48013999,NA,0.48013999
129131,3,4,12,5,2,1215,NA,NA,NA
129131,5,4,12,5,2,1215,NA,NA,NA
129136,1,4,12,5,1,1216,0.51135,NA,0.51135
129136,2,4,12,5,1,1216,0.61312,0.61312,NA
129136,3,4,12,5,1,1216,0.48082,0.48082,NA
129137,1,4,12,5,1,1216,0.34993,NA,0.34993
129137,2,4,12,5,1,1216,0.7869,NA,0.7869
129141,1,4,12,5,1,1216,0.19927,NA,0.19927
129142,1,4,12,5,1,1216,0.45682998,NA,0.45682998
129142,2,4,12,5,1,1216,1.1117,NA,1.1117
129143,1,4,12,5,1,1216,0.46842998,NA,0.46842998
129145,1,4,12,5,1,1218,0.20496001,NA,0.20496001
129145,2,4,12,5,1,1218,0.72897002,NA,0.72897002
129145,3,4,12,5,1,1218,0.77327998,NA,0.77327998
129145,4,4,12,5,1,1218,0.63876001,NA,0.63876001
129146,1,4,12,5,1,1218,0.24201001,NA,0.24201001
129146,2,4,12,5,1,1218,0.17666,NA,0.17666
129146,3,4,12,5,1,1218,NA,NA,NA
129147,1,4,12,5,1,1218,4.9393,NA,4.9393
129147,2,4,12,5,1,1218,0.4567,0.4567,NA
129147,3,4,12,5,1,1218,0.25706,0.25706,NA
129147,4,4,12,5,1,1218,NA,NA,NA
129152,1,4,12,5,1,1218,NA,NA,NA
129154,1,4,12,5,1,1218,0.68913999,NA,0.68913999
129154,2,4,12,5,1,1218,0.14173,NA,0.14173
129156,1,4,12,5,1,1218,1.0212,NA,1.0212
129168,1,4,12,5,1,1209,0.13332,NA,0.13332
129168,2,4,12,5,1,1209,0.034717001,NA,0.034717001
129176,1,4,12,5,1,1212,NA,NA,NA
129180,1,4,12,5,1,1216,0.2452,0.2452,NA
129180,2,4,12,5,1,1216,NA,NA,NA
129182,1,4,12,5,1,1218,0.28713,NA,0.28713
130021,1,4,13,6,1,1307,0.30841001,NA,0.30841001
130021,2,4,13,6,1,1307,0.1591,NA,0.1591
130021,3,4,13,6,1,1307,NA,NA,NA
130023,1,4,13,6,2,1307,NA,NA,NA
130025,1,4,13,6,1,1307,0.18248,NA,0.18248
130025,2,4,13,6,1,1307,2.1583,NA,2.1583
130025,3,4,13,6,1,1307,NA,NA,NA
130025,4,4,13,6,1,1307,0.15121,NA,0.15121
130025,5,4,13,6,1,1307,0.068408002,NA,0.068408002
130026,1,4,13,6,1,1307,0.094484003,NA,0.094484003
130026,2,4,13,6,1,1307,NA,NA,NA
130027,1,4,13,6,1,1307,0.12868,NA,0.12868
130027,2,4,13,6,1,1307,0.077647998,NA,0.077647998
130029,1,4,13,6,1,1307,0.40236001,NA,0.40236001
130029,2,4,13,6,1,1307,NA,NA,NA
130032,1,4,13,6,1,1303,NA,NA,NA
130032,2,4,13,6,1,1303,NA,NA,NA
130033,1,4,13,6,1,1303,NA,NA,NA
130033,2,4,13,6,1,1303,0.059341998,NA,0.059341998
130034,1,4,13,6,1,1303,NA,NA,NA
130034,2,4,13,6,1,1303,NA,NA,NA
130034,3,4,13,6,1,1303,NA,NA,NA
130038,1,4,13,6,1,1303,NA,NA,NA
130038,2,4,13,6,1,1303,NA,NA,NA
130051,1,4,13,6,2,1309,1.63574,NA,1.63574
130051,2,4,13,6,2,1309,0.16831,NA,0.16831
130052,1,4,13,6,2,1309,0.26271001,NA,0.26271001
130052,2,4,13,6,2,1309,0.11607,NA,0.11607
130053,1,4,13,6,2,1309,1.45672,NA,1.45672
130054,1,4,13,6,2,1309,0.95345,NA,0.95345
130055,1,4,13,6,2,1309,1.86476,NA,1.86476
130055,2,4,13,6,2,1309,NA,NA,NA
130056,1,4,13,6,2,1309,0.2877,NA,0.2877
130056,2,4,13,6,2,1309,NA,NA,NA
130057,2,4,13,6,2,1309,NA,NA,NA
130057,3,4,13,6,2,1309,1.68436,NA,1.68436
130059,1,4,13,6,1,1309,1.86546,NA,1.86546
130059,2,4,13,6,1,1309,NA,NA,NA
130060,1,4,13,6,2,1309,0.15721,NA,0.15721
139010,1,4,13,6,1,1301,NA,NA,NA
139011,1,4,13,6,1,1301,NA,NA,NA
139012,1,4,13,6,1,1301,NA,NA,NA
139013,1,4,13,6,1,1303,0.041269,NA,0.041269
139013,3,4,13,6,1,1303,0.26328999,NA,0.26328999
139013,4,4,13,6,1,1303,0.36113,NA,0.36113
139013,5,4,13,6,1,1303,NA,NA,NA
139015,1,4,13,6,1,1303,NA,NA,NA
139015,2,4,13,6,1,1303,0.34367,NA,0.34367
139015,3,4,13,6,1,1303,NA,NA,NA
139018,1,4,13,6,1,1303,NA,NA,NA
139020,1,4,13,6,1,1303,NA,NA,NA
139021,1,4,13,6,1,1303,0.28108,NA,0.28108
139021,2,4,13,6,1,1303,0.3593,NA,0.3593
139021,3,4,13,6,1,1303,NA,NA,NA
139022,1,4,13,6,1,1303,1.5262,NA,1.5262
139022,2,4,13,6,1,1303,0.31603,NA,0.31603
139022,4,4,13,6,1,1303,NA,NA,NA
139023,1,4,13,6,1,1303,NA,NA,NA
139024,1,4,13,6,1,1303,0.25301001,NA,0.25301001
139025,2,4,13,6,1,1306,0.32165,NA,0.32165
139025,3,4,13,6,1,1306,0.11863,NA,0.11863
139026,1,4,13,6,1,1306,0.23846001,NA,0.23846001
139029,1,4,13,6,1,1306,0.45003999,NA,0.45003999
139030,1,4,13,6,1,1306,0.18598,NA,0.18598
139030,2,4,13,6,1,1306,0.13822,NA,0.13822
139031,1,4,13,6,1,1306,0.41717998,NA,0.41717998
139033,1,4,13,6,1,1306,0.16475,NA,0.16475
139033,2,4,13,6,1,1306,0.24327,NA,0.24327
139034,1,4,13,6,1,1306,0.6,NA,0.6
139034,2,4,13,6,1,1306,0.84415,NA,0.84415
139035,1,4,13,6,1,1306,0.76927002,NA,0.76927002
139036,1,4,13,6,1,1306,0.21866001,NA,0.21866001
139036,2,4,13,6,1,1306,0.1188,NA,0.1188
139037,1,4,13,6,1,1306,0.26618,NA,0.26618
139038,1,4,13,6,1,1306,0.18195,NA,0.18195
139038,2,4,13,6,1,1306,0.34072,NA,0.34072
139038,3,4,13,6,1,1306,0.81697998,NA,0.81697998
139039,1,4,13,6,1,1306,NA,NA,NA
139041,1,4,13,6,1,1306,0.029666,NA,0.029666
139043,1,4,13,6,1,1306,0.69288999,NA,0.69288999
139046,1,4,13,6,1,1306,0.98697998,NA,0.98697998
139046,2,4,13,6,1,1306,0.60786001,NA,0.60786001
139047,1,4,13,6,1,1306,0.22952,NA,0.22952
139048,1,4,13,6,1,1307,0.1205,NA,0.1205
139048,2,4,13,6,1,1307,0.11786,NA,0.11786
139049,1,4,13,6,1,1307,0.33153999,NA,0.33153999
139050,1,4,13,6,1,1307,NA,NA,NA
139052,1,4,13,6,1,1307,0.58935,NA,0.58935
139053,1,4,13,6,1,1307,NA,NA,NA
139054,1,4,13,6,1,1307,0.23646001,NA,0.23646001
139054,2,4,13,6,1,1307,0.97085996,NA,0.97085996
139055,1,4,13,6,1,1307,0.098921997,NA,0.098921997
139055,2,4,13,6,1,1307,0.37678999,NA,0.37678999
139057,1,4,13,6,1,1307,0.027294,NA,0.027294
139058,1,4,13,6,1,1307,1.1265,NA,1.1265
139061,1,4,13,6,1,1307,0.19066,NA,0.19066
139062,1,4,13,6,1,1307,0.18981,NA,0.18981
139062,2,4,13,6,1,1307,0.18682,NA,0.18682
139063,1,4,13,6,1,1307,0.37716001,NA,0.37716001
139068,1,4,13,6,1,1307,1.0337,NA,1.0337
139068,3,4,13,6,1,1307,0.43438999,NA,0.43438999
139069,1,4,13,6,1,1307,0.16136,NA,0.16136
139070,1,4,13,6,1,1307,0.084098999,NA,0.084098999
139071,1,4,13,6,1,1307,0.16304,NA,0.16304
139072,1,4,13,6,1,1308,0.61325,NA,0.61325
139073,1,4,13,6,1,1308,1.2407,NA,1.2407
139074,1,4,13,6,1,1308,0.27908999,NA,0.27908999
139075,1,4,13,6,1,1308,0.23583999,NA,0.23583999
139075,2,4,13,6,1,1308,NA,NA,NA
139078,1,4,13,6,1,1308,0.15253,NA,0.15253
139078,2,4,13,6,1,1308,NA,NA,NA
139078,3,4,13,6,1,1308,0.13283,NA,0.13283
139079,1,4,13,6,1,1308,0.63953999,NA,0.63953999
139082,1,4,13,6,1,1308,0.28663,NA,0.28663
139083,1,4,13,6,1,1308,NA,NA,NA
139086,1,4,13,6,1,1311,0.15886,NA,0.15886
139086,2,4,13,6,1,1311,0.11694,NA,0.11694
139086,3,4,13,6,1,1311,0.20427,NA,0.20427
139086,4,4,13,6,1,1311,NA,NA,NA
139089,1,4,13,6,1,1311,1.7377,NA,1.7377
139089,2,4,13,6,1,1311,NA,NA,NA
139090,1,4,13,6,1,1311,0.15963,NA,0.15963
139092,1,4,13,6,1,1311,NA,NA,NA
139093,1,4,13,6,1,1311,NA,NA,NA
139093,2,4,13,6,1,1311,NA,NA,NA
139095,1,4,13,6,1,1311,0.32258999,NA,0.32258999
139096,1,4,13,6,1,1312,NA,NA,NA
139096,2,4,13,6,1,1312,0.25556001,NA,0.25556001
139096,3,4,13,6,1,1312,NA,NA,NA
139098,1,4,13,6,1,1312,0.18785,NA,0.18785
139098,2,4,13,6,1,1312,NA,NA,NA
139098,3,4,13,6,1,1312,0.15856,NA,0.15856
139098,4,4,13,6,1,1312,0.082828003,NA,0.082828003
139099,1,4,13,6,1,1312,0.18286,NA,0.18286
139099,2,4,13,6,1,1312,NA,NA,NA
139102,1,4,13,6,1,1312,0.37898999,NA,0.37898999
139102,3,4,13,6,1,1312,0.15168,NA,0.15168
139102,4,4,13,6,1,1312,NA,NA,NA
139103,1,4,13,6,1,1312,0.20088,NA,0.20088
139103,2,4,13,6,1,1312,0.28822,NA,0.28822
139103,3,4,13,6,1,1312,NA,NA,NA
139104,1,4,13,6,1,1312,0.1494,NA,0.1494
139104,3,4,13,6,1,1312,0.043629001,NA,0.043629001
139104,4,4,13,6,1,1312,0.053647998,NA,0.053647998
139104,5,4,13,6,1,1312,0.018189999,NA,0.018189999
139105,1,4,13,6,1,1312,0.11212,NA,0.11212
139106,1,4,13,6,1,1312,0.69341001,NA,0.69341001
139107,1,4,13,6,1,1312,0.069884003,NA,0.069884003
139112,1,4,13,6,1,1315,0.15788,NA,0.15788
139113,1,4,13,6,1,1315,0.10676,NA,0.10676
139114,1,4,13,6,1,1315,0.15947,NA,0.15947
139116,2,4,13,6,1,1315,0.55312998,NA,0.55312998
139116,3,4,13,6,1,1315,0.70058999,NA,0.70058999
139116,4,4,13,6,1,1315,NA,NA,NA
139119,1,4,13,6,1,1316,NA,NA,NA
139119,2,4,13,6,1,1316,0.11567,NA,0.11567
139119,3,4,13,6,1,1316,0.96342002,NA,0.96342002
139121,3,4,13,6,1,1316,0.95605996,NA,0.95605996
139121,4,4,13,6,1,1316,0.1726,NA,0.1726
139121,5,4,13,6,1,1316,0.70128999,NA,0.70128999
139121,6,4,13,6,1,1316,0.13319,NA,0.13319
139121,7,4,13,6,1,1316,NA,NA,NA
139123,1,4,13,6,1,1316,0.49016001,NA,0.49016001
139123,2,4,13,6,1,1316,0.19761,NA,0.19761
139123,3,4,13,6,1,1316,0.97052002,NA,0.97052002
139124,1,4,13,6,1,1316,0.24867,NA,0.24867
139124,2,4,13,6,1,1316,0.21105,NA,0.21105
139124,3,4,13,6,1,1316,0.39328,NA,0.39328
139125,1,4,13,6,1,1316,0.91879004,NA,0.91879004
139125,2,4,13,6,1,1316,0.22751001,NA,0.22751001
139127,1,4,13,6,1,1316,0.56206001,NA,0.56206001
139130,1,4,13,6,1,1316,2.9173,NA,2.9173
139144,1,4,13,6,1,1312,0.53972998,NA,0.53972998
139148,1,4,13,6,1,1310,NA,NA,NA
139150,1,4,13,6,1,1310,NA,NA,NA
139150,2,4,13,6,1,1310,0.22415,NA,0.22415
139150,3,4,13,6,1,1310,0.96482002,NA,0.96482002
139151,1,4,13,6,1,1310,NA,NA,NA
139152,1,4,13,6,1,1310,NA,NA,NA
139152,2,4,13,6,1,1310,0.16271,0.16271,NA
139153,1,4,13,6,1,1310,0.12335,NA,0.12335
139153,2,4,13,6,1,1310,0.18436,0.3277,0.18436
139153,3,4,13,6,1,1310,NA,NA,NA
139155,1,4,13,6,1,1310,NA,NA,NA
139156,1,4,13,6,1,1310,NA,NA,NA
140001,1,4,14,4,2,1401,0.0099709999,NA,0.0099709999
140001,2,4,14,4,2,1401,NA,NA,NA
140001,3,4,14,4,2,1401,NA,NA,NA
140001,4,4,14,4,2,1401,0.094309998,NA,0.094309998
140001,5,4,14,4,2,1401,NA,NA,NA
140003,1,4,14,4,2,1401,NA,NA,NA
140003,2,4,14,4,2,1401,0.1583,NA,0.1583
140003,3,4,14,4,2,1401,0.098616,0.098616,NA
140003,4,4,14,4,2,1401,0.26688,0.26688,NA
140004,1,4,14,4,2,1401,NA,NA,NA
140004,2,4,14,4,2,1401,NA,NA,NA
140004,3,4,14,4,2,1401,0.13676,NA,0.13676
140004,4,4,14,4,2,1401,0.17718,NA,0.17718
140004,5,4,14,4,2,1401,NA,NA,NA
140006,1,4,14,4,2,1401,NA,NA,NA
140006,2,4,14,4,2,1401,NA,NA,NA
140006,3,4,14,4,2,1401,NA,NA,NA
140007,1,4,14,4,2,1401,0.0083519997,NA,0.0083519997
140007,2,4,14,4,2,1401,NA,NA,NA
140007,3,4,14,4,2,1401,NA,NA,NA
140007,4,4,14,4,2,1401,NA,NA,NA
140009,1,4,14,4,2,1401,0.11928,0.11928,NA
140009,2,4,14,4,2,1401,NA,NA,NA
140009,3,4,14,4,2,1401,0.14273,0.14273,NA
140010,1,4,14,4,2,1401,0.0075010002,NA,0.0075010002
140010,2,4,14,4,2,1401,0.0050169998,NA,0.0050169998
140023,1,4,14,4,2,1408,0.054925,NA,0.054925
140023,2,4,14,4,2,1408,0.013125999,NA,0.013125999
140023,3,4,14,4,2,1408,0.020333,NA,0.020333
140023,4,4,14,4,2,1408,0.069995001,NA,0.069995001
140024,1,4,14,4,2,1408,0.058215002,NA,0.058215002
140025,1,4,14,4,2,1408,0.019419,NA,0.019419
140025,2,4,14,4,2,1408,0.013921001,NA,0.013921001
140026,1,4,14,4,2,1408,0.010397,0.015489,0.010397
140026,2,4,14,4,2,1408,0.013572,NA,0.013572
140026,3,4,14,4,2,1408,NA,NA,NA
140027,1,4,14,4,2,1408,0.020499001,0.020096,0.020499001
140027,2,4,14,4,2,1408,0.025560001,NA,0.025560001
140030,1,4,14,4,2,1408,0.079662,NA,0.079662
140030,2,4,14,4,2,1408,0.029606,NA,0.029606
140030,3,4,14,4,2,1408,0.029832999,NA,0.029832999
140030,4,4,14,4,2,1408,0.0087339996,NA,0.0087339996
140062,1,4,14,4,2,1406,0.023912,0.034616,0.023912
140063,1,4,14,4,2,1406,0.0073279999,0.011631,0.0073279999
140063,2,4,14,4,2,1406,0.17876,0.17876,NA
140065,1,4,14,4,2,1406,0.037987,NA,0.037987
140065,2,4,14,4,2,1406,0.033961,0.033961,NA
140065,3,4,14,4,2,1406,0.036223999,NA,0.036223999
140065,4,4,14,4,2,1406,0.037687,0.037687,NA
140066,1,4,14,4,2,1406,0.044317001,NA,0.044317001
140066,2,4,14,4,2,1406,0.024253999,NA,0.024253999
140066,3,4,14,4,2,1406,0.033117999,NA,0.033117999
140066,4,4,14,4,2,1406,NA,NA,NA
140067,1,4,14,4,2,1406,0.18319,0.18319,NA
140067,2,4,14,4,2,1406,0.12638,0.12638,NA
140068,1,4,14,4,2,1406,0.039929999,0.032621,0.039929999
140069,1,4,14,4,2,1406,0.061494,0.061494,NA
140069,2,4,14,4,2,1406,0.058716998,NA,0.058716998
140069,3,4,14,4,2,1406,0.060856,0.062901,0.060856
140070,1,4,14,4,2,1406,0.060270001,NA,0.060270001
140070,2,4,14,4,2,1406,0.078495001,NA,0.078495001
140072,1,4,14,4,2,1413,0.011789,NA,0.011789
140072,2,4,14,4,2,1413,0.072066998,NA,0.072066998
140072,3,4,14,4,2,1413,NA,NA,NA
140072,4,4,14,4,2,1413,0.033575,NA,0.033575
140073,1,4,14,4,2,1413,NA,NA,NA
140073,2,4,14,4,2,1413,NA,NA,NA
140074,1,4,14,4,2,1413,0.013233,NA,0.013233
140074,2,4,14,4,2,1413,0.011144,0.033838,0.011144
140075,1,4,14,4,2,1413,0.027203,NA,0.027203
140076,1,4,14,4,2,1413,0.040410001,0.037896,0.040410001
140078,1,4,14,4,2,1413,0.16939,NA,0.16939
140078,2,4,14,4,2,1413,0.0025719999,NA,0.0025719999
140079,1,4,14,4,2,1413,0.053173999,NA,0.053173999
140079,2,4,14,4,2,1413,0.1062,NA,0.1062
140080,1,4,14,4,2,1413,0.017382001,NA,0.017382001
140080,2,4,14,4,2,1413,0.017222,NA,0.017222
140082,1,4,14,4,2,1410,0.016621001,NA,0.016621001
140083,1,4,14,4,2,1410,0.0026219999,NA,0.0026219999
140083,2,4,14,4,2,1410,0.015523,NA,0.015523
140084,1,4,14,4,2,1410,0.25625,NA,0.25625
140084,2,4,14,4,2,1410,0.13753,NA,0.13753
140084,3,4,14,4,2,1410,NA,NA,NA
140084,4,4,14,4,2,1410,0.3328,NA,0.3328
140085,1,4,14,4,2,1410,0.057926001,NA,0.057926001
140085,2,4,14,4,2,1410,0.0066709999,0.011759,0.0066709999
140086,1,4,14,4,2,1410,NA,NA,NA
140086,2,4,14,4,2,1410,NA,NA,NA
140086,3,4,14,4,2,1410,0.0099510002,NA,0.0099510002
140086,4,4,14,4,2,1410,0.094762,NA,0.094762
140087,1,4,14,4,2,1410,0.032260001,NA,0.032260001
140087,2,4,14,4,2,1410,0.083917999,NA,0.083917999
140089,1,4,14,4,2,1410,NA,NA,NA
140089,2,4,14,4,2,1410,NA,NA,NA
140089,3,4,14,4,2,1410,0.023609,NA,0.023609
140089,4,4,14,4,2,1410,0.022837,NA,0.022837
140089,5,4,14,4,2,1410,0.0038209999,NA,0.0038209999
140090,1,4,14,4,2,1410,0.015971001,NA,0.015971001
140090,2,4,14,4,2,1410,0.0074169998,0.18743,0.0074169998
140090,3,4,14,4,2,1410,NA,NA,NA
140090,4,4,14,4,2,1410,NA,NA,NA
140090,5,4,14,4,2,1410,0.010247,0.02388,0.010247
140090,6,4,14,4,2,1410,NA,NA,NA
140090,7,4,14,4,2,1410,0.01001,NA,0.01001
140121,1,4,14,4,2,1416,0.01124,NA,0.01124
140121,2,4,14,4,2,1416,0.038239001,NA,0.038239001
140122,1,4,14,4,2,1416,0.024642999,NA,0.024642999
140122,2,4,14,4,2,1416,NA,NA,NA
140122,3,4,14,4,2,1416,NA,NA,NA
140123,1,4,14,4,2,1416,NA,NA,NA
140123,2,4,14,4,2,1416,NA,NA,NA
140123,3,4,14,4,2,1416,0.0096,NA,0.0096
140124,1,4,14,4,2,1416,0.042906,NA,0.042906
140124,2,4,14,4,2,1416,0.053171002,NA,0.053171002
140125,1,4,14,4,2,1416,0.0066440002,NA,0.0066440002
140125,2,4,14,4,2,1416,NA,NA,NA
140126,1,4,14,4,2,1416,0.041839001,NA,0.041839001
140126,2,4,14,4,2,1416,0.028335999,NA,0.028335999
140126,3,4,14,4,2,1416,0.039395999,NA,0.039395999
140127,1,4,14,4,2,1416,0.015306,NA,0.015306
140127,2,4,14,4,2,1416,NA,NA,NA
140127,3,4,14,4,2,1416,NA,NA,NA
140129,1,4,14,4,2,1416,0.027332999,NA,0.027332999
140130,1,4,14,4,2,1416,NA,NA,NA
140130,2,4,14,4,2,1416,NA,NA,NA
149001,1,4,14,4,2,1401,NA,NA,NA
149002,1,4,14,4,2,1401,0.039444,0.039444,NA
149006,1,4,14,4,2,1401,NA,NA,NA
149007,1,4,14,4,2,1401,0.011663,NA,0.011663
149008,1,4,14,4,2,1401,0.025935999,0.049567,0.025935999
149008,2,4,14,4,2,1401,0.023162,0.017183,0.023162
149011,1,4,14,4,2,1401,0.065031,NA,0.065031
149011,2,4,14,4,2,1401,0.14183,NA,0.14183
149011,3,4,14,4,2,1401,0.031651001,NA,0.031651001
149012,1,4,14,4,2,1401,0.052610999,NA,0.052610999
149013,1,4,14,4,2,1401,0.053359998,NA,0.053359998
149013,2,4,14,4,2,1401,0.021992,NA,0.021992
149013,3,4,14,4,2,1401,0.16229,NA,0.16229
149013,4,4,14,4,2,1401,0.15687,NA,0.15687
149013,5,4,14,4,2,1401,0.057381,NA,0.057381
149013,6,4,14,4,2,1401,NA,NA,NA
149015,1,4,14,4,2,1401,0.097078998,NA,0.097078998
149015,2,4,14,4,2,1401,0.032397,0.13948,0.032397
149015,3,4,14,4,2,1401,0.12537,NA,0.12537
149015,4,4,14,4,2,1401,0.055651001,NA,0.055651001
149016,1,4,14,4,2,1401,0.025235001,NA,0.025235001
149016,2,4,14,4,2,1401,0.1373,NA,0.1373
149016,3,4,14,4,2,1401,NA,NA,NA
149016,4,4,14,4,2,1401,0.035098999,NA,0.035098999
149016,5,4,14,4,2,1401,0.053953998,NA,0.053953998
149017,1,4,14,4,2,1401,0.066994,NA,0.066994
149017,2,4,14,4,2,1401,0.028617999,NA,0.028617999
149017,3,4,14,4,2,1401,NA,NA,NA
149017,4,4,14,4,2,1401,0.12242,NA,0.12242
149018,1,4,14,4,2,1401,0.052648999,NA,0.052648999
149018,2,4,14,4,2,1401,NA,NA,NA
149018,3,4,14,4,2,1401,0.11398,NA,0.11398
149018,4,4,14,4,2,1401,0.013071001,NA,0.013071001
149018,5,4,14,4,2,1401,0.078203998,NA,0.078203998
149019,1,4,14,4,2,1401,0.014471001,0.023277,0.014471001
149019,2,4,14,4,2,1401,0.005141,NA,0.005141
149019,3,4,14,4,2,1401,NA,NA,NA
149019,4,4,14,4,2,1401,0.077756,NA,0.077756
149019,5,4,14,4,2,1401,0.047629999,NA,0.047629999
149020,1,4,14,4,2,1401,NA,NA,NA
149020,2,4,14,4,2,1401,0.036237,0.048653,0.036237
149020,3,4,14,4,2,1401,0.19564,NA,0.19564
149020,4,4,14,4,2,1401,0.074242999,NA,0.074242999
149020,5,4,14,4,2,1401,0.051707001,NA,0.051707001
149021,1,4,14,4,2,1401,0.074382001,NA,0.074382001
149021,2,4,14,4,2,1401,0.28308999,NA,0.28308999
149021,3,4,14,4,2,1401,0.063083002,NA,0.063083002
149021,4,4,14,4,2,1401,0.12048,NA,0.12048
149021,5,4,14,4,2,1401,NA,NA,NA
149022,1,4,14,4,2,1401,0.064729999,NA,0.064729999
149022,2,4,14,4,2,1401,0.13965,NA,0.13965
149022,3,4,14,4,2,1401,0.086584998,NA,0.086584998
149022,4,4,14,4,2,1401,0.10052,NA,0.10052
149023,1,4,14,4,2,1401,0.068426001,NA,0.068426001
149023,2,4,14,4,2,1401,0.174691,NA,0.174691
149023,3,4,14,4,2,1401,0.047363,NA,0.047363
149023,4,4,14,4,2,1401,0.20371,NA,0.20371
149023,5,4,14,4,2,1401,0.047525,NA,0.047525
149025,1,4,14,4,2,1402,NA,NA,NA
149026,1,4,14,4,2,1402,0.050853,NA,0.050853
149026,2,4,14,4,2,1402,NA,NA,NA
149026,3,4,14,4,2,1402,NA,NA,NA
149028,1,4,14,4,2,1402,NA,NA,NA
149028,2,4,14,4,2,1402,NA,NA,NA
149028,3,4,14,4,2,1402,NA,NA,NA
149028,4,4,14,4,2,1402,NA,NA,NA
149028,5,4,14,4,2,1402,NA,NA,NA
149030,1,4,14,4,2,1402,0.094779999,NA,0.094779999
149030,2,4,14,4,2,1402,NA,NA,NA
149030,3,4,14,4,2,1402,NA,NA,NA
149031,1,4,14,4,2,1402,NA,NA,NA
149031,2,4,14,4,2,1402,0.24628999,NA,0.24628999
149031,3,4,14,4,2,1402,NA,NA,NA
149032,1,4,14,4,2,1402,0.29873,NA,0.29873
149032,2,4,14,4,2,1402,NA,NA,NA
149032,3,4,14,4,2,1402,NA,NA,NA
149032,4,4,14,4,2,1402,NA,NA,NA
149032,5,4,14,4,2,1402,NA,NA,NA
149033,1,4,14,4,2,1402,0.020967,NA,0.020967
149033,2,4,14,4,2,1402,NA,NA,NA
149034,1,4,14,4,2,1402,NA,NA,NA
149034,2,4,14,4,2,1402,0.013453,NA,0.013453
149036,1,4,14,4,2,1402,0.0030780001,NA,0.0030780001
149036,2,4,14,4,2,1402,NA,NA,NA
149036,3,4,14,4,2,1402,NA,NA,NA
149036,4,4,14,4,2,1402,NA,NA,NA
149037,1,4,14,4,1,1403,NA,NA,NA
149038,2,4,14,4,1,1403,0.057628003,NA,0.057628003
149038,3,4,14,4,1,1403,0.0033310001,0.029743,0.0033310001
149038,4,4,14,4,1,1403,NA,NA,NA
149040,1,4,14,4,1,1403,NA,NA,NA
149047,1,4,14,4,1,1403,0.087738,NA,0.087738
149049,1,4,14,4,2,1403,0.30805,NA,0.30805
149049,2,4,14,4,2,1403,0.51702002,NA,0.51702002
149051,1,4,14,4,2,1403,0.59063999,NA,0.59063999
149051,2,4,14,4,2,1403,0.45968999,NA,0.45968999
149051,3,4,14,4,2,1403,NA,NA,NA
149054,1,4,14,4,2,1403,0.11112,NA,0.11112
149054,2,4,14,4,2,1403,NA,NA,NA
149054,3,4,14,4,2,1403,0.081545001,NA,0.081545001
149055,1,4,14,4,2,1403,0.87767002,NA,0.87767002
149055,2,4,14,4,2,1403,0.29838999,NA,0.29838999
149055,3,4,14,4,2,1403,0.31951001,NA,0.31951001
149056,1,4,14,4,2,1403,NA,NA,NA
149056,2,4,14,4,2,1403,0.19919,NA,0.19919
149056,3,4,14,4,2,1403,0.12819,NA,0.12819
149056,4,4,14,4,2,1403,0.3518,NA,0.3518
149057,1,4,14,4,2,1403,NA,NA,NA
149059,1,4,14,4,2,1403,0.083051001,NA,0.083051001
149059,2,4,14,4,2,1403,0.043934,NA,0.043934
149060,1,4,14,4,2,1403,NA,NA,NA
149061,1,4,14,4,1,1403,NA,NA,NA
149062,1,4,14,4,1,1403,0.028851001,NA,0.028851001
149062,2,4,14,4,1,1403,0.0029280001,0.033548,0.0029280001
149062,3,4,14,4,1,1403,NA,NA,NA
149072,1,4,14,4,1,1403,0.35563,NA,0.35563
149074,1,4,14,4,1,1405,0.017406,NA,0.017406
149076,1,4,14,4,1,1405,0.065627002,NA,0.065627002
149076,2,4,14,4,1,1405,0.12704,NA,0.12704
149076,3,4,14,4,1,1405,0.042425,NA,0.042425
149077,1,4,14,4,1,1405,NA,NA,NA
