hhid,total_area_ha,total_area_gps_ha,n_plots,n_plots_valides,region,etat,zone_residence,strate,wt_wave4
70135,0.161,0.33769000000000005,3,3,North Central,Benue,Rural,1,1275.8531494140625
70136,0.538,0.413890009,3,3,North Central,Benue,Rural,1,1275.8531494140625
70137,1.6800000000000002,1.01665002,3,3,North Central,Benue,Rural,1,1275.8531494140625
70139,0.5795,0.77802,4,4,North Central,Benue,Rural,1,1275.8531494140625
70140,0.9510000000000001,0.44156199700000004,5,5,North Central,Benue,Rural,1,1275.8531494140625
70151,0.405,0,1,1,North Central,Benue,Rural,1,5406.3671875
70152,1.04636,0.95784004,2,2,North Central,Lagos,Rural,1,5406.3671875
70153,NA,0,1,0,North Central,Benue,Rural,1,5406.3671875
70154,0.81,0,1,1,North Central,Benue,Rural,1,5406.3671875
70155,0.81,0,1,1,North Central,Benue,Rural,1,5406.3671875
70156,0.81,0,2,2,North Central,Benue,Rural,1,5406.3671875
70157,0.060000000000000005,0,2,2,North Central,Benue,Rural,1,5406.3671875
70158,0.005,0,1,1,North Central,Benue,Rural,1,5406.3671875
70159,0.405,0,2,2,North Central,Benue,Rural,1,5406.3671875
70160,0.1671,0,2,2,North Central,Benue,Rural,1,5406.3671875
79002,1.618744,0,2,2,North Central,Benue,Rural,1,5841.857421875
79004,0.768,0.44577999999999995,2,2,North Central,Benue,Rural,1,5841.857421875
79005,0.8210000000000001,0,5,5,North Central,Benue,Rural,1,5841.857421875
79006,0.17200000000000001,0.75047,3,3,North Central,Benue,Rural,1,5841.857421875
79007,1.618744,0.73405,2,2,North Central,Benue,Rural,1,5841.857421875
79008,1.618744,2.0808799799999997,3,3,North Central,Benue,Rural,1,5841.857421875
79009,0.07200000000000001,0.125629999,2,2,North Central,Benue,Rural,1,5841.857421875
79010,0.435,0.60645002,3,3,North Central,Benue,Rural,1,5841.857421875
79011,0.48000000000000004,1.02546001,4,4,North Central,Benue,Rural,1,5841.857421875
79012,0.060000000000000005,0.046860999,1,1,North Central,Benue,Rural,1,5841.857421875
79014,0.7080000000000001,0.670381988,3,3,North Central,Benue,Rural,1,4422.14697265625
79015,3.39,1.7706499999999998,3,3,North Central,Benue,Rural,1,4422.14697265625
79016,1.08,1.2035200000000001,3,3,North Central,Benue,Rural,1,4422.14697265625
79017,0.48400000000000004,0.90338001,4,4,North Central,Benue,Rural,1,4422.14697265625
79018,1.0802,0.864770032,5,5,North Central,Benue,Rural,1,4422.14697265625
79019,1.8290000000000002,3.63657003,7,7,North Central,Benue,Rural,1,4422.14697265625
79020,1.0235,1.161612,4,4,North Central,Benue,Rural,1,4422.14697265625
79021,1.2510000000000001,1.34219998,4,4,North Central,Benue,Rural,1,4422.14697265625
79023,1.995,1.453225019,6,6,North Central,Benue,Rural,1,4422.14697265625
79024,1.4440000000000002,1.166659979,5,5,North Central,Benue,Rural,1,4422.14697265625
79025,4,2.23465001,3,3,North Central,Benue,Rural,1,8276.5126953125
79026,7.54,6.0835,5,5,North Central,Benue,Rural,1,8276.5126953125
79028,1.358686,3.12528999,3,3,North Central,Benue,Rural,1,8276.5126953125
79029,3,1.29713999,2,2,North Central,Benue,Rural,1,8276.5126953125
79030,8.0072,3.64101997,4,4,North Central,Benue,Rural,1,8276.5126953125
79032,1.385,0.6781600099999999,2,2,North Central,Benue,Rural,1,8276.5126953125
79033,3.1145,0.27691001,4,4,North Central,Benue,Rural,1,8276.5126953125
79034,0.684,1.273253003,2,2,North Central,Benue,Rural,1,8276.5126953125
79035,6.421372,7.93652,4,4,North Central,Benue,Rural,1,8276.5126953125
79036,0.8906860000000001,1.9262299999999999,2,2,North Central,Benue,Rural,1,8276.5126953125
79037,NA,0,1,0,North Central,Benue,Urbain,1,NA
79038,2.0250000000000004,1.3389100100000002,5,5,North Central,Benue,Urbain,1,3181.23291015625
79039,7.467,3.1239799600000002,5,5,North Central,Benue,Urbain,1,3181.23291015625
79040,6.99,0.09048099999999999,2,2,North Central,Benue,Urbain,1,3181.23291015625
79041,NA,0,1,0,North Central,Benue,Urbain,1,3181.23291015625
79042,0.663286,1.46346001,3,3,North Central,Benue,Urbain,1,3181.23291015625
79043,2,0.479058,2,2,North Central,Benue,Urbain,1,3181.23291015625
79045,0.01,0,1,1,North Central,Benue,Rural,1,3181.23291015625
79046,1,0,1,1,North Central,Benue,Urbain,1,3181.23291015625
79047,0.30600000000000005,0.43715,2,2,North Central,Benue,Urbain,1,3181.23291015625
79051,NA,0,1,0,South West,Kwara,Urbain,1,4352.06591796875
79052,NA,0,1,0,North Central,Benue,Urbain,1,4352.06591796875
79053,NA,0,1,0,North Central,Benue,Urbain,1,4352.06591796875
79054,NA,0,1,0,North Central,Benue,Urbain,1,4352.06591796875
79055,0.005,0,1,1,North Central,Benue,Urbain,1,4352.06591796875
79056,0.01,0,1,1,North Central,Benue,Urbain,1,4352.06591796875
79057,0.01,0,1,1,North Central,Benue,Urbain,1,4352.06591796875
79058,NA,0,1,0,North Central,Benue,Urbain,1,4352.06591796875
79059,NA,0,1,0,North Central,Benue,Urbain,1,4352.06591796875
79060,NA,0,1,0,North Central,Benue,Urbain,1,NA
79061,1.443,1.01207,4,4,North Central,Benue,Rural,1,2519.570068359375
79062,1.056,0.95667,4,4,North Central,Benue,Rural,1,2519.570068359375
79064,1.8,1.7092900100000001,4,4,North Central,Benue,Rural,1,2519.570068359375
79065,1.7280000000000002,1.83461001,3,3,North Central,Benue,Rural,1,2519.570068359375
79066,0.7680000000000001,0.394789001,3,3,North Central,Benue,Rural,1,2519.570068359375
79067,0.773,0.598380009,4,4,North Central,Benue,Rural,1,2519.570068359375
79068,1.8140580000000002,0.927406957,2,2,North Central,Benue,Rural,1,2519.570068359375
79069,1.344,1.20636001,2,2,North Central,Benue,Rural,1,2519.570068359375
79070,5.1,3.0376,3,3,North Central,Benue,Rural,1,2519.570068359375
79072,1.2,0.90626001,2,1,North Central,Benue,Rural,1,2519.570068359375
79073,0.030000000000000002,0.29217,1,1,North Central,Benue,Rural,1,3060.815185546875
79074,0.09000000000000001,0.64798,3,3,North Central,Benue,Rural,1,3060.815185546875
79075,2.630459,3.21896001,4,4,North Central,Benue,Rural,1,3060.815185546875
79077,1.618744,0.46738,3,3,North Central,Benue,Rural,1,3060.815185546875
79078,0.30500000000000005,1.02660998,3,3,North Central,Benue,Rural,1,3060.815185546875
79080,6.002,2.15798003,4,4,North Central,Benue,Rural,1,3060.815185546875
79081,0.341,0.9228199699999999,3,3,North Central,Benue,Rural,1,3060.815185546875
79082,0.435,0.52794,4,4,North Central,Benue,Rural,1,3060.815185546875
79083,0.19440000000000002,1.21223001,6,6,North Central,Benue,Rural,1,3060.815185546875
79084,0.08,0.27052,3,3,North Central,Benue,Rural,1,3060.815185546875
79085,1.721372,0.34463600000000005,4,4,North Central,Benue,Rural,1,11633.9990234375
79087,0.28800000000000003,0.235592998,2,2,North Central,Benue,Rural,1,11633.9990234375
79088,0.003,0,1,1,North Central,Benue,Rural,1,11633.9990234375
79090,0.816,0.597709991,2,2,North Central,Benue,Rural,1,11633.9990234375
79091,0.528,0.399303999,2,2,North Central,Benue,Rural,1,11633.9990234375
79092,0.48500000000000004,0.297600001,4,4,North Central,Benue,Rural,1,11633.9990234375
79093,0.312,0.414899998,4,4,North Central,Benue,Rural,1,11633.9990234375
79094,0.533,0.41716999899999996,4,4,North Central,Benue,Rural,1,11633.9990234375
79095,0.915,1.5656799989999999,4,4,North Central,Benue,Rural,1,11633.9990234375
79096,1.21,1.1683830080000002,4,4,North Central,Benue,Rural,1,11633.9990234375
79097,2.02343,2.202539001,2,2,North Central,Benue,Rural,1,1136.6251220703125
79098,0.252,0.202713001,3,3,North Central,Benue,Rural,1,1136.6251220703125
79099,4.04686,0.545466002,3,3,North Central,Benue,Rural,1,1136.6251220703125
79101,2.832802,0.49985999999999997,3,3,North Central,Benue,Rural,1,1136.6251220703125
79102,0.6960000000000001,0.271203998,4,4,North Central,Benue,Rural,1,1136.6251220703125
79104,0.18,0.14315,2,2,North Central,Benue,Rural,1,1136.6251220703125
79105,0.548,0.33706001,4,4,North Central,Benue,Rural,1,1136.6251220703125
79106,0.48000000000000004,0.273829998,4,4,North Central,Benue,Rural,1,1136.6251220703125
79107,0.341,0.392459996,5,5,North Central,Benue,Rural,1,1136.6251220703125
79108,4.04686,0.6674100000000001,3,3,North Central,Benue,Rural,1,1136.6251220703125
79109,4.856232,1.14725,3,3,North Central,Benue,Rural,1,6783.75
79110,3.237488,1.08178999,3,3,North Central,Benue,Rural,1,6783.75
79111,2.428116,1.06063001,3,3,North Central,Benue,Rural,1,6783.75
79112,1.3010000000000002,0.706219999,4,4,North Central,Benue,Rural,1,6783.75
79113,3.228,2.04944003,5,5,North Central,Benue,Rural,1,6783.75
79114,0.725,0.57296001,4,4,North Central,Benue,Rural,1,6783.75
79116,0.627,0.442209001,5,5,North Central,Benue,Rural,1,6783.75
79117,1.923,0.6822859889999999,5,5,North Central,Benue,Rural,1,6783.75
79119,0.615,0.546799998,5,5,North Central,Benue,Rural,1,6783.75
79120,0.543,0.339735998,5,5,North Central,Benue,Rural,1,6783.75
79121,1.155,1.31871001,2,2,North Central,Benue,Rural,1,5110.3046875
79122,1.244686,0.9996700199999999,2,2,North Central,Benue,Rural,1,5110.3046875
79123,0.18000000000000002,0.47545000000000004,2,2,North Central,Benue,Rural,1,5110.3046875
79124,1.17,1.4542300300000002,2,2,North Central,Benue,Rural,1,5110.3046875
79125,0.375,0.62367001,2,2,North Central,Benue,Rural,1,5110.3046875
79127,1.4100000000000001,3.775,2,2,North Central,Benue,Rural,1,5110.3046875
79128,16.32,0.72707002,2,2,North Central,Benue,Rural,1,5110.3046875
79129,0.7074,0.7898800099999999,2,2,North Central,Benue,Rural,1,5110.3046875
79131,0.9239999999999999,1.28445,2,2,North Central,Benue,Rural,1,5110.3046875
79132,1.044,1.51201001,2,2,North Central,Benue,Rural,1,5110.3046875
79133,2.0620000000000003,1.60452002,4,4,North Central,Benue,Rural,1,3070.959228515625
79134,0.792,0.6503399999999999,3,3,North Central,Benue,Rural,1,3070.959228515625
79136,0.342,0.46013598,3,3,North Central,Benue,Rural,1,3070.959228515625
79137,0.17400000000000002,0.95823999,3,3,North Central,Benue,Rural,1,3070.959228515625
79138,1.282,0.5769,3,3,North Central,Benue,Rural,1,3070.959228515625
79139,2.042,0.6550400000000001,3,3,North Central,Benue,Rural,1,3070.959228515625
79140,0.036000000000000004,0.50541001,1,1,North Central,Benue,Rural,1,3070.959228515625
79141,1.9380000000000002,0.69729,3,3,North Central,Benue,Rural,1,3070.959228515625
79142,0.9450000000000001,0.182789999,2,2,North Central,Benue,Rural,1,3070.959228515625
79143,1.304686,0.74568,3,3,North Central,Benue,Rural,1,3070.959228515625
80011,2.928116,0,3,3,North East,Borno,Urbain,2,1350.86767578125
80012,1.416401,0,2,2,North East,Borno,Urbain,2,1350.86767578125
80013,2.428116,0,3,3,North East,Borno,Urbain,2,1350.86767578125
80014,1.834372,0,3,3,North East,Borno,Urbain,2,1350.86767578125
80015,1.214058,0,2,2,North East,Borno,Urbain,2,1350.86767578125
80016,2.493744,0,4,4,North East,Borno,Urbain,2,1350.86767578125
80017,4.07186,0,2,2,North East,Borno,Urbain,2,1350.86767578125
80018,2.0484299999999998,0,3,3,North East,Borno,Urbain,2,1350.86767578125
80019,1.011715,0,2,2,North East,Borno,Urbain,2,1350.86767578125
80020,2.428116,0,3,3,North East,Borno,Urbain,2,1350.86767578125
80091,0.834372,0,2,2,North East,Borno,Rural,2,4148.8955078125
80092,0.429686,0,2,2,North East,Borno,Rural,2,4148.8955078125
80093,NA,0,1,0,North East,Borno,Rural,2,NA
80095,0.834372,0,2,2,North East,Borno,Rural,2,4148.8955078125
80097,2.832802,0,2,2,North East,Borno,Rural,2,4148.8955078125
80098,3.8445169999999997,0,3,3,North East,Borno,Rural,2,4148.8955078125
80099,0.809372,0,1,1,North East,Borno,Rural,2,4148.8955078125
80100,1.821087,0,3,3,North East,Borno,Rural,2,4148.8955078125
80101,2.0234300000000003,0.378332,3,3,North East,Borno,Rural,2,1773.791015625
80102,2.453116,4.13688999,6,6,North East,Borno,Rural,2,1773.791015625
80103,1.618744,1.79834004,4,4,North East,Borno,Rural,2,1773.791015625
80104,8.093720000000001,0.58810999,7,7,North East,Borno,Rural,2,1773.791015625
80105,1.643744,0.99405002,3,3,North East,Borno,Rural,2,1773.791015625
80106,1.214058,1.3535800299999998,3,3,North East,Borno,Rural,2,1773.791015625
80107,15.878067999999999,3.01954001,11,11,North East,Borno,Rural,2,1773.791015625
80108,2.2257730000000002,1.02809001,3,3,North East,Borno,Rural,2,1773.791015625
80109,2.27343,1.2840309810000001,6,6,North East,Borno,Rural,2,1773.791015625
80110,1.618744,2.22420299,4,4,North East,Borno,Rural,2,1773.791015625
89001,0.025,0,1,1,North East,Borno,Urbain,2,1681.97998046875
89002,NA,0,1,0,North East,Borno,Urbain,2,1681.97998046875
89003,4.856232,0,2,2,North East,Borno,Urbain,2,1681.97998046875
89004,NA,0,1,0,North East,Borno,Urbain,2,1681.97998046875
89005,10.546836,3.85891001,6,6,North East,Borno,Urbain,2,1681.97998046875
89006,0.025,0,1,1,North East,Borno,Urbain,2,1681.97998046875
89007,4.04686,2.1129,2,2,North East,Borno,Urbain,2,1681.97998046875
89009,0.809372,0.55332998,1,1,North East,Borno,Urbain,2,1681.97998046875
89010,NA,0,1,0,North East,Borno,Urbain,2,1681.97998046875
89011,NA,0,1,0,North East,Borno,Urbain,2,1681.97998046875
89015,0.25,0.118510998,2,2,North East,Borno,Urbain,2,23118.7421875
89016,13.82029,0.240182999,8,8,North East,Borno,Urbain,2,23118.7421875
89017,0.809372,0,1,1,North East,Borno,Urbain,2,23118.7421875
89019,NA,0,1,0,North East,Borno,Urbain,2,23118.7421875
89020,1.618744,0,2,2,North East,Borno,Urbain,2,23118.7421875
89021,4.04686,0,1,1,North East,Borno,Urbain,2,23118.7421875
89022,2.630459,0,3,3,North East,Borno,Urbain,2,23118.7421875
89023,3.237488,0,2,2,North East,Borno,Urbain,2,23118.7421875
89024,3.642174,0,2,2,North East,Borno,Urbain,2,23118.7421875
89028,2.0234300000000003,0,2,2,North East,Borno,Urbain,2,23118.7421875
90001,NA,0,1,0,South South,Cross River,Urbain,5,15168.072265625
90002,1,0,1,1,South South,Cross River,Urbain,5,15168.072265625
90003,NA,0,1,0,South South,Cross River,Urbain,5,15168.072265625
90004,NA,0,1,0,South South,Cross River,Urbain,5,15168.072265625
90005,NA,0,1,0,South South,Cross River,Urbain,5,15168.072265625
90006,NA,0,1,0,South South,Cross River,Urbain,5,NA
90007,0.215,0.043746998999999995,7,7,South South,Akwa Ibom,Rural,5,15168.072265625
90009,NA,0,1,0,South South,Cross River,Urbain,5,15168.072265625
90010,NA,0,1,0,South South,Cross River,Urbain,5,15168.072265625
90021,0.06999999999999999,0.192388003,2,2,South South,Cross River,Urbain,5,2719.908203125
90022,0.404686,1.025,1,1,South South,Cross River,Urbain,5,2719.908203125
90025,0.7491859999999999,0.47001000000000004,3,3,South South,Cross River,Urbain,5,2719.908203125
90026,NA,0,1,0,South South,Cross River,Urbain,5,2719.908203125
90027,1.214058,2.2933500000000002,3,3,South South,Cross River,Urbain,5,2719.908203125
90028,1.618744,0.8344799800000001,3,3,South South,Cross River,Urbain,5,2719.908203125
90029,0.404686,0.057314000999999996,1,1,South South,Cross River,Urbain,5,2719.908203125
90030,NA,0,1,0,South South,Cross River,Urbain,5,2719.908203125
90041,0.07350000000000001,0.29380299,2,2,South South,Cross River,Rural,5,4589.47998046875
90042,NA,0,1,0,South South,Cross River,Rural,5,4589.47998046875
90043,0.633,0.38781800099999997,2,2,South South,Cross River,Rural,5,4589.47998046875
90044,1.323,0.617165002,3,3,South South,Cross River,Rural,5,4589.47998046875
90045,NA,0,1,0,South South,Cross River,Rural,5,NA
90046,NA,0,1,0,South South,Cross River,Rural,5,4589.47998046875
90047,0.9450000000000001,0.276320001,2,2,South South,Cross River,Rural,5,4589.47998046875
90048,0.189,0.114784,3,3,South South,Cross River,Rural,5,4589.47998046875
90091,0.314,0.380795997,3,3,South South,Cross River,Rural,5,1517.9337158203125
90092,0.6003999999999999,1.3478139980000001,4,4,South South,Cross River,Rural,5,1517.9337158203125
90093,0.4515,0.421007009,4,4,South South,Cross River,Rural,5,1517.9337158203125
90094,0.045000000000000005,0.305785002,2,2,South South,Cross River,Rural,5,1517.9337158203125
90095,0.28840000000000005,0.285221,3,3,South South,Cross River,Rural,5,1517.9337158203125
90096,0.2594,0.265262997,4,4,South South,Cross River,Rural,5,1517.9337158203125
90097,0.65,5.292140199,3,3,South South,Cross River,Rural,5,1517.9337158203125
90098,NA,0,1,0,South South,Cross River,Rural,5,1517.9337158203125
90099,0.2875,0.39881001,2,2,South South,Cross River,Rural,5,1517.9337158203125
90100,0.647,0.88096001,4,4,South South,Cross River,Rural,5,1517.9337158203125
99001,0.189,0.261078003,2,2,South South,Cross River,Rural,5,9333.3232421875
99002,0.0126,0.018999001,1,1,South South,Cross River,Rural,5,NA
99003,0.0994,0.6846300000000001,3,3,South South,Cross River,Rural,5,9333.3232421875
99004,0.42000000000000004,0.46796000000000004,2,2,South South,Cross River,Rural,5,9333.3232421875
99005,1.155,0.544069994,4,4,South South,Cross River,Rural,5,9333.3232421875
99006,0.441,0.292291992,2,2,South South,Cross River,Rural,5,9333.3232421875
99008,0.126,0.10125,2,2,South South,Cross River,Rural,5,9333.3232421875
99009,0.735,0.600062018,2,2,South South,Cross River,Rural,5,9333.3232421875
99010,0.231,0.35537800100000005,2,2,South South,Cross River,Rural,5,9333.3232421875
99011,0.0483,0.070232,2,2,South South,Cross River,Rural,5,9333.3232421875
99013,0.01,0,1,1,South South,Cross River,Urbain,5,3377.491943359375
99014,NA,0,1,0,South South,Cross River,Urbain,5,3377.491943359375
99015,NA,0,1,0,South South,Cross River,Urbain,5,3377.491943359375
99016,NA,0,1,0,South South,Cross River,Urbain,5,3377.491943359375
99017,NA,0,1,0,South South,Cross River,Urbain,5,3377.491943359375
99019,NA,0,1,0,South South,Cross River,Urbain,5,3377.491943359375
99020,NA,0,1,0,South South,Cross River,Urbain,5,3377.491943359375
99021,0.809372,0,1,1,South South,Cross River,Urbain,5,3377.491943359375
99023,0.45499999999999996,0,1,1,South South,Cross River,Urbain,5,3377.491943359375
99026,NA,0,1,0,South South,Cross River,Urbain,5,5615.51806640625
99027,NA,0,1,0,South South,Cross River,Urbain,5,5615.51806640625
99029,NA,0,1,0,South South,Cross River,Urbain,5,5615.51806640625
99030,NA,0,1,0,South South,Cross River,Urbain,5,5615.51806640625
99031,NA,0,1,0,South South,Cross River,Urbain,5,5615.51806640625
99032,NA,0,1,0,South South,Cross River,Urbain,5,5615.51806640625
99033,NA,0,1,0,South South,Cross River,Urbain,5,5615.51806640625
99034,NA,0,1,0,South South,Cross River,Urbain,5,5615.51806640625
99035,NA,0,1,0,South South,Cross River,Urbain,5,5615.51806640625
99036,NA,0,1,0,South South,Cross River,Urbain,5,5615.51806640625
99037,0.344,0,2,2,South South,Cross River,Rural,5,3406.62939453125
99038,0.042,0.13921,1,1,South South,Cross River,Rural,5,3406.62939453125
99039,NA,0,1,0,South South,Cross River,Rural,5,NA
99040,1.847,2.11342,4,4,South South,Cross River,Rural,5,3406.62939453125
99041,0.10500000000000001,0,1,1,South South,Cross River,Rural,5,3406.62939453125
99043,2.2755,5.08075999,5,5,South South,Cross River,Rural,5,3406.62939453125
99044,0.42000000000000004,0.22788999,1,1,South South,Cross River,Rural,5,3406.62939453125
99045,1.05,0.40108999,1,1,South South,Cross River,Rural,5,3406.62939453125
99046,0.042,0.08548499799999999,1,1,South South,Cross River,Rural,5,3406.62939453125
99048,0.29400000000000004,0.64082002,1,1,South South,Cross River,Rural,5,3406.62939453125
99051,1.3105,0.338827999,5,5,South South,Cross River,Rural,5,4429.75830078125
99052,3.1550000000000002,0,4,4,South South,Cross River,Rural,5,4429.75830078125
99053,10,0.8878700199999999,2,2,South South,Cross River,Rural,5,4429.75830078125
99054,0.404686,0.24556999999999998,1,1,South South,Cross River,Rural,5,4429.75830078125
99055,0.23600000000000002,0.4815,2,2,South South,Cross River,Rural,5,4429.75830078125
99056,4.105,0.10754000000000001,3,3,South South,Cross River,Rural,5,4429.75830078125
99057,0.6911,0.69625,3,3,South South,Cross River,Rural,5,4429.75830078125
99058,1.663,0.35224000099999997,4,4,South South,Cross River,Rural,5,4429.75830078125
99059,2.6208,0.7317160109999999,3,3,South South,Cross River,Rural,5,4429.75830078125
99061,0.17535,0.207151,2,2,South South,Cross River,Rural,5,10837.6005859375
99062,1.0315,0.44296,3,3,South South,Cross River,Rural,5,10837.6005859375
99064,0.378,0,2,2,South South,Cross River,Rural,5,10837.6005859375
99065,0.0195,0,1,1,South South,Cross River,Rural,5,10837.6005859375
99066,0.6825,0.12498,1,1,South South,Cross River,Rural,5,10837.6005859375
99068,2.9321159999999997,0.54579001,5,5,South South,Cross River,Rural,5,10837.6005859375
99070,0.63,0,1,1,South South,Cross River,Rural,5,10837.6005859375
99071,0.21000000000000002,0,1,1,South South,Cross River,Rural,5,10837.6005859375
99072,0.301,0,4,4,South South,Cross River,Rural,5,10837.6005859375
99074,3.004744,0.089065002,3,3,South South,Cross River,Rural,5,9337.603515625
99075,2.0429299999999997,0.36283999,2,2,South South,Cross River,Rural,5,9337.603515625
99076,NA,0,1,0,South South,Cross River,Rural,5,9337.603515625
99077,3.237488,0.15116,3,3,South South,Cross River,Rural,5,9337.603515625
99079,1.155,0.088565002,3,3,South South,Cross River,Rural,5,9337.603515625
99080,0.8085,0.089179001,3,3,South South,Cross River,Rural,5,9337.603515625
99081,1.197,0.59913199,4,4,South South,Cross River,Rural,5,9337.603515625
99082,1.9490580000000002,0.413999,3,3,South South,Cross River,Rural,5,9337.603515625
99083,0.798,0.17854,4,4,South South,Cross River,Rural,5,9337.603515625
99088,0.38999999999999996,0,1,1,South South,Cross River,Urbain,5,3377.491943359375
99094,0.7035,0.015266,3,3,South South,Cross River,Rural,5,4429.75830078125
99096,0.817029,0.71758999,2,2,South South,Cross River,Rural,5,10837.6005859375
99098,0.252,0.37145,2,2,South South,Cross River,Rural,5,9337.603515625
100031,1.214058,0.91805998,2,2,South South,Delta,Rural,5,1806.551513671875
100032,0.809372,0.23878000000000002,2,2,South South,Delta,Rural,5,1806.551513671875
100033,0.809372,0.31848999,1,1,South South,Delta,Rural,5,1806.551513671875
100034,2.832802,1.08373999,4,4,South South,Delta,Rural,5,1806.551513671875
100035,2.2257730000000002,0,2,2,South South,Delta,Rural,5,1806.551513671875
100036,0.404686,0.19326,1,1,South South,Delta,Rural,5,1806.551513671875
100037,0.20235,0.11315,1,1,South South,Delta,Rural,5,1806.551513671875
100038,0.35418,0.49761999,2,2,South South,Delta,Rural,5,1806.551513671875
100039,1.618744,0.19348300200000002,3,3,South South,Delta,Rural,5,1806.551513671875
100040,0.809372,0.45781999,2,2,South South,Delta,Rural,5,1806.551513671875
100111,NA,0,1,0,South South,Delta,Urbain,5,1852.2777099609375
100113,NA,0,1,0,South South,Delta,Urbain,5,1852.2777099609375
100115,NA,0,1,0,South South,Delta,Urbain,5,1852.2777099609375
100117,0.304343,0,2,2,South South,Delta,Urbain,5,1852.2777099609375
100118,NA,0,1,0,South South,Delta,Urbain,5,1852.2777099609375
100119,NA,0,1,0,South South,Delta,Urbain,5,1852.2777099609375
100120,0.202343,0.014362,2,2,South South,Delta,Urbain,5,1852.2777099609375
100131,0.046,0,1,1,South South,Delta,Rural,5,2259.670654296875
100132,NA,0,1,0,South South,Delta,Rural,5,2259.670654296875
100133,0.202343,0,1,1,South South,Delta,Rural,5,2259.670654296875
100134,0.404686,0,1,1,South South,Delta,Rural,5,2259.670654296875
100135,NA,0,1,0,South South,Delta,Rural,5,2259.670654296875
100136,NA,0,1,0,South South,Delta,Rural,5,2259.670654296875
100138,NA,0,1,0,South South,Delta,Rural,5,2259.670654296875
109002,1.214058,0.029570001000000002,1,1,South South,Delta,Urbain,5,2659.214599609375
109005,0.809372,0.34072001,2,2,South South,Delta,Urbain,5,2659.214599609375
109006,1.214058,0.038001001,2,2,South South,Delta,Urbain,5,2659.214599609375
109007,0.809372,1.2189,1,1,South South,Delta,Urbain,5,2659.214599609375
109008,NA,0,1,0,South South,Delta,Urbain,5,2659.214599609375
109009,2.832802,1.64643,2,2,South South,Delta,Urbain,5,2659.214599609375
109011,8.093720000000001,2.7120299799999996,2,2,South South,Delta,Urbain,5,2659.214599609375
109012,2.630459,0.68367,2,2,South South,Delta,Urbain,5,2659.214599609375
109013,0.404686,0.25101999999999997,1,1,South South,Delta,Rural,5,4772.7255859375
109014,1.618744,0.45379,3,3,South South,Delta,Rural,5,4772.7255859375
109016,NA,0,1,0,South South,Delta,Rural,5,4772.7255859375
109017,1.0117150000000001,0.34442,2,2,South South,Delta,Rural,5,4772.7255859375
109018,1.214058,0.94168999,2,2,South South,Delta,Rural,5,4772.7255859375
109019,1.214058,0.61082,2,2,South South,Delta,Rural,5,4772.7255859375
109020,0.6270290000000001,0.529890979,2,2,South South,Delta,Rural,5,4772.7255859375
109021,0.809372,1.7352700200000002,2,2,South South,Delta,Rural,5,4772.7255859375
109022,1.011715,1.7096,1,1,South South,Delta,Rural,5,4772.7255859375
109023,0.404686,1.5206700199999998,2,2,South South,Delta,Rural,5,4772.7255859375
109025,NA,0,1,0,South South,Delta,Rural,5,3699.116455078125
109026,0.202343,0.56381001,1,1,South South,Delta,Rural,5,3699.116455078125
109028,NA,0,1,0,South South,Delta,Rural,5,3699.116455078125
109029,NA,0,1,0,South South,Delta,Rural,5,3699.116455078125
109030,0.404686,0,1,1,South South,Delta,Rural,5,3699.116455078125
109031,0.809372,0,1,1,South South,Delta,Rural,5,3699.116455078125
109032,0.404686,0.22683000000000003,1,1,South South,Delta,Rural,5,3699.116455078125
109033,NA,0,1,0,South South,Delta,Rural,5,3699.116455078125
109034,NA,0,1,0,South South,Delta,Rural,5,3699.116455078125
109035,NA,0,1,0,South South,Delta,Rural,5,3699.116455078125
109037,1.618744,0.42692998,2,2,South South,Delta,Urbain,5,2122.96044921875
109038,1.214058,0.7865300000000001,2,2,South South,Delta,Urbain,5,2122.96044921875
109040,0.404686,0.11248,1,1,South South,Delta,Urbain,5,2122.96044921875
109041,NA,0,1,0,South South,Delta,Urbain,5,2122.96044921875
109042,0.809372,0.51856001,1,1,South South,Delta,Urbain,5,2122.96044921875
109043,0.404686,0.070382001,1,1,South South,Delta,Urbain,5,2122.96044921875
109045,NA,0,1,0,South South,Delta,Urbain,5,NA
109046,0.202343,0.044219,1,1,South South,Delta,Urbain,5,2122.96044921875
109047,0.809372,0.8195799800000001,1,1,South South,Delta,Urbain,5,2122.96044921875
109048,1.214058,0.29291001,1,1,South South,Delta,Rural,5,7905.75927734375
109049,2.428116,1.49613003,3,3,South South,Delta,Rural,5,7905.75927734375
109052,0.809372,0.29093,1,1,South South,Delta,Rural,5,7905.75927734375
109053,1.214058,1.090708,2,2,South South,Delta,Rural,5,7905.75927734375
109054,1.214058,0.59487002,1,1,South South,Delta,Urbain,5,7905.75927734375
109055,3.237488,2.4942100099999998,2,2,South South,Delta,Rural,5,7905.75927734375
109056,1.2140579999999999,0.411169013,2,2,South South,Delta,Rural,5,7905.75927734375
109057,0.607029,0.30791999999999997,1,1,South South,Delta,Rural,5,7905.75927734375
109058,0.809372,0.5682,1,1,South South,Delta,Rural,5,7905.75927734375
109059,1.214058,0.26783,1,1,South South,Delta,Rural,5,7905.75927734375
109060,1.214058,0,2,2,South South,Delta,Rural,5,13230.2138671875
109061,0.404686,0.018447,1,1,South South,Delta,Rural,5,13230.2138671875
