hhid,total_area_ha,total_area_gps_ha,n_plots,n_plots_valides,region,etat,zone_residence,strate,wt_wave4
249151,NA,0,1,0,South West,Kwara,Urbain,6,1765.7373046875
249152,NA,0,1,0,South West,Kwara,Urbain,6,1765.7373046875
249154,NA,0,1,0,South West,Kwara,Urbain,6,1765.7373046875
249155,NA,0,1,0,South West,Kwara,Urbain,6,1765.7373046875
249156,NA,0,1,0,South West,Kwara,Urbain,6,1765.7373046875
249157,NA,0,1,0,South West,Kwara,Urbain,6,NA
249159,0.0648,0,1,1,South West,Kwara,Urbain,6,1159.973876953125
249161,0.0648,0,1,1,South West,Kwara,Urbain,6,1159.973876953125
249162,NA,0,1,0,South West,Kwara,Urbain,6,1159.973876953125
249163,0.06879662,0,1,1,South West,Kwara,Urbain,6,1159.973876953125
249164,NA,0,1,0,South West,Kwara,Urbain,6,1159.973876953125
249166,NA,0,1,0,South West,Kwara,Urbain,6,NA
249167,0.02,0,2,2,South West,Kwara,Urbain,6,1159.973876953125
249182,NA,0,1,0,South West,Kwara,Urbain,6,3287.25390625
249183,2.5090532,0,3,3,South West,Kwara,Urbain,6,3287.25390625
249185,0.8400000000000001,0,6,6,South West,Kwara,Urbain,6,3287.25390625
249186,NA,0,1,0,South West,Kwara,Urbain,6,3287.25390625
249187,0.01,0,1,1,South West,Kwara,Urbain,6,3287.25390625
249188,NA,0,1,0,South West,Kwara,Urbain,6,3287.25390625
249189,NA,0,1,0,South West,Kwara,Urbain,6,3287.25390625
249190,NA,0,1,0,South West,Kwara,Urbain,6,3287.25390625
249191,NA,0,1,0,South West,Kwara,Urbain,6,3287.25390625
249192,NA,0,1,0,South West,Kwara,Urbain,6,3287.25390625
249194,NA,0,1,0,South West,Kwara,Urbain,6,14733.5859375
249195,NA,0,1,0,South West,Kwara,Urbain,6,14733.5859375
249196,NA,0,1,0,South West,Kwara,Urbain,6,14733.5859375
249197,NA,0,1,0,South West,Kwara,Urbain,6,14733.5859375
249198,NA,0,1,0,South West,Kwara,Urbain,6,14733.5859375
249199,NA,0,1,0,South West,Kwara,Urbain,6,14733.5859375
249201,NA,0,1,0,South West,Kwara,Urbain,6,14733.5859375
249202,NA,0,1,0,South West,Kwara,Urbain,6,14733.5859375
249203,NA,0,1,0,South West,Kwara,Urbain,6,NA
249204,NA,0,1,0,South West,Kwara,Urbain,6,14733.5859375
249205,NA,0,1,0,South West,Kwara,Urbain,6,2882.86767578125
249208,NA,0,1,0,South West,Kwara,Urbain,6,2882.86767578125
249210,NA,0,1,0,South West,Kwara,Urbain,6,2882.86767578125
249211,NA,0,1,0,South West,Kwara,Urbain,6,2882.86767578125
249213,NA,0,1,0,South West,Kwara,Urbain,6,2882.86767578125
249214,NA,0,1,0,South West,Kwara,Urbain,6,2882.86767578125
249215,NA,0,1,0,South West,Kwara,Urbain,6,2882.86767578125
249216,NA,0,1,0,South West,Kwara,Urbain,6,2882.86767578125
249218,NA,0,1,0,South West,Kwara,Urbain,6,3011.42138671875
249219,0.404686,0,1,1,South West,Kwara,Urbain,6,3011.42138671875
249221,NA,0,1,0,South West,Kwara,Urbain,6,3011.42138671875
249222,NA,0,1,0,South West,Kwara,Urbain,6,3011.42138671875
249223,NA,0,1,0,South West,Kwara,Urbain,6,3011.42138671875
249224,NA,0,1,0,South West,Kwara,Urbain,6,3011.42138671875
249225,NA,0,1,0,South West,Kwara,Urbain,6,3011.42138671875
249226,NA,0,1,0,South West,Kwara,Urbain,6,3011.42138671875
249228,NA,0,1,0,South West,Kwara,Urbain,6,3011.42138671875
249232,NA,0,1,0,South West,Kwara,Urbain,6,1643.233642578125
249233,NA,0,1,0,South West,Kwara,Urbain,6,1643.233642578125
249234,NA,0,1,0,South West,Kwara,Urbain,6,1643.233642578125
249235,NA,0,1,0,South West,Kwara,Urbain,6,1643.233642578125
249236,NA,0,1,0,South West,Kwara,Urbain,6,1643.233642578125
249237,NA,0,1,0,South West,Kwara,Urbain,6,1643.233642578125
249238,NA,0,1,0,South West,Kwara,Urbain,6,1643.233642578125
249239,NA,0,1,0,South West,Kwara,Urbain,6,1643.233642578125
249240,NA,0,1,0,South West,Kwara,Urbain,6,1643.233642578125
249241,0.3237488,0,1,1,South West,Kwara,Urbain,6,832.94659423828125
249242,NA,0,1,0,South West,Kwara,Urbain,6,832.94659423828125
249243,NA,0,1,0,South West,Kwara,Urbain,6,1775.416015625
249244,NA,0,1,0,South West,Kwara,Urbain,6,1775.416015625
249247,NA,0,1,0,South West,Kwara,Urbain,6,7768.29443359375
249248,0.0648,0,1,1,South West,Kwara,Urbain,6,7768.29443359375
249250,0.0648,0,1,1,South West,Kwara,Urbain,6,4806.33740234375
249253,NA,0,1,0,South West,Kwara,Urbain,6,2939.739501953125
249256,NA,0,1,0,South West,Kwara,Urbain,6,1301.5582275390625
249257,0.008,0,1,1,South West,Kwara,Urbain,6,1546.6546630859375
249258,NA,0,1,0,South West,Kwara,Urbain,6,1546.6546630859375
249264,NA,0,1,0,South West,Kwara,Urbain,6,734.5535888671875
249267,0.06879662,0,1,1,South West,Kwara,Urbain,6,1159.973876953125
249275,NA,0,1,0,South West,Kwara,Urbain,6,2882.86767578125
249276,NA,0,1,0,South West,Kwara,Urbain,6,2882.86767578125
249278,NA,0,1,0,South West,Kwara,Urbain,6,3011.42138671875
249279,NA,0,1,0,South West,Kwara,Urbain,6,1643.233642578125
250011,1.8767719999999999,0.64538998,4,4,North Central,Lagos,Rural,1,9605.255859375
250012,0.944172,1.1531,3,3,North Central,Lagos,Rural,1,9605.255859375
250013,1.025372,1.10163999,3,3,North Central,Lagos,Rural,1,9605.255859375
250014,1.795774,0.39463399899999996,6,6,North Central,Lagos,Rural,1,9605.255859375
250015,3.214058,2.36795,4,4,North Central,Lagos,Rural,1,9605.255859375
250016,2.4274,1.79972998,4,4,North Central,Lagos,Rural,1,9605.255859375
250017,1.433203,0.786595001,5,5,North Central,Lagos,Rural,1,9605.255859375
250018,6.427294,3.36101,13,13,North Central,Lagos,Rural,1,9605.255859375
250019,1.348858,0.30818,3,3,North Central,Lagos,Rural,1,9605.255859375
250020,2.288094,0.908049989,8,8,North Central,Lagos,Rural,1,9605.255859375
259001,3.17083,1.62059,7,7,North Central,Lagos,Rural,1,18538.5546875
259002,0.874492,0.44233999999999996,3,3,North Central,Lagos,Rural,1,18538.5546875
259003,1.995422,1.40103,4,4,North Central,Lagos,Rural,1,18538.5546875
259004,3.711774,3.13418997,7,7,North Central,Lagos,Rural,1,18538.5546875
259007,1.358644,1.170006,5,5,North Central,Lagos,Rural,1,18538.5546875
259008,0.536138,0.443232002,3,3,North Central,Lagos,Rural,1,18538.5546875
259009,8,2.89848999,4,4,North Central,Lagos,Rural,1,18538.5546875
259010,2.888744,4.88187,6,6,North Central,Lagos,Rural,1,18538.5546875
259011,1.809372,0.76201001,3,3,North Central,Lagos,Rural,1,18538.5546875
259012,5.0337,3.32286006,5,5,North Central,Lagos,Rural,1,18538.5546875
260051,NA,0,1,0,North Central,Nasarawa,Rural,1,3146.21435546875
260052,NA,0,1,0,North Central,Nasarawa,Rural,1,3146.21435546875
260053,0.01,0,1,1,North Central,Nasarawa,Rural,1,3146.21435546875
260054,NA,0,1,0,North Central,Nasarawa,Rural,1,3146.21435546875
260055,NA,0,1,0,North Central,Nasarawa,Rural,1,3146.21435546875
260056,NA,0,1,0,North Central,Nasarawa,Rural,1,3146.21435546875
260057,NA,0,1,0,North Central,Nasarawa,Rural,1,3146.21435546875
260058,0.015,0,1,1,North Central,Nasarawa,Rural,1,3146.21435546875
260059,NA,0,1,0,North Central,Nasarawa,Rural,1,3146.21435546875
260060,NA,0,1,0,North Central,Nasarawa,Rural,1,3146.21435546875
260081,2.4281159999999997,0,2,2,North Central,Nasarawa,Rural,1,4315.88037109375
260082,1.9303522199999998,1.9304,1,1,North Central,Nasarawa,Rural,1,4315.88037109375
260083,1.214058,0.97264004,1,1,North Central,Nasarawa,Rural,1,4315.88037109375
260084,NA,0,1,0,North Central,Nasarawa,Rural,1,4315.88037109375
260085,2.0234300000000003,1.52184995,2,2,North Central,Nasarawa,Rural,1,4315.88037109375
260086,5.260918,4.363300000000001,2,2,North Central,Nasarawa,Rural,1,4315.88037109375
260087,3.428116,3.1653400400000002,2,2,North Central,Nasarawa,Rural,1,4315.88037109375
260088,2,0.3322,1,1,North Central,Nasarawa,Rural,1,4315.88037109375
260089,2,0.7182,1,1,North Central,Nasarawa,Rural,1,4315.88037109375
260090,1.53,1.5383,1,1,North Central,Nasarawa,Rural,1,4315.88037109375
260111,NA,0,1,0,North Central,Nasarawa,Urbain,1,3132.15087890625
260112,NA,0,1,0,North Central,Nasarawa,Urbain,1,3132.15087890625
260113,NA,0,1,0,North Central,Nasarawa,Urbain,1,3132.15087890625
260114,NA,0,1,0,North Central,Nasarawa,Urbain,1,3132.15087890625
260115,NA,0,1,0,North Central,Nasarawa,Urbain,1,3132.15087890625
260116,NA,0,1,0,North Central,Nasarawa,Urbain,1,3132.15087890625
260117,NA,0,1,0,North Central,Nasarawa,Urbain,1,3132.15087890625
260118,NA,0,1,0,North Central,Nasarawa,Urbain,1,3132.15087890625
260119,NA,0,1,0,North Central,Nasarawa,Urbain,1,3132.15087890625
260120,NA,0,1,0,North Central,Nasarawa,Urbain,1,3132.15087890625
260151,3.237488,0.48486000999999995,2,2,North Central,Nasarawa,Rural,1,8737.9453125
260152,5.260918,6.0326400399999995,3,3,North Central,Nasarawa,Rural,1,8737.9453125
260153,2.02343,6.4202,1,1,North Central,Nasarawa,Rural,1,8737.9453125
260154,2.428116,3.4181999999999997,2,2,North Central,Nasarawa,Rural,1,8737.9453125
260155,3.237488,7.8915799799999995,2,2,North Central,Nasarawa,Rural,1,8737.9453125
260156,5,2.2401,1,1,North Central,Nasarawa,Rural,1,8737.9453125
260157,2,1.3531,1,1,North Central,Nasarawa,Rural,1,8737.9453125
260158,3,0.9605499799999999,2,2,North Central,Nasarawa,Rural,1,8737.9453125
260159,NA,0,1,0,North Central,Nasarawa,Rural,1,8737.9453125
260160,NA,0,1,0,North Central,Nasarawa,Rural,1,8737.9453125
260161,NA,0,1,0,North Central,Nasarawa,Rural,1,4823.8369140625
260162,3,3.3662,1,1,North Central,Nasarawa,Rural,1,4823.8369140625
260163,4.4515460000000004,9.506,2,2,North Central,Nasarawa,Rural,1,4823.8369140625
260164,2,0.70437998,1,1,North Central,Nasarawa,Rural,1,4823.8369140625
260165,0.809372,0.90744004,1,1,North Central,Nasarawa,Rural,1,4823.8369140625
260166,2,5.8743,1,1,North Central,Nasarawa,Rural,1,4823.8369140625
260167,4,1.6128,1,1,North Central,Nasarawa,Rural,1,4823.8369140625
260168,5.665604,4.9024,1,1,North Central,Nasarawa,Rural,1,4823.8369140625
260169,1.618744,6.2905,1,1,North Central,Nasarawa,Rural,1,4823.8369140625
260170,0.809372,0.48143999000000004,1,1,North Central,Nasarawa,Rural,1,4823.8369140625
269001,NA,0,1,0,North Central,Nasarawa,Urbain,1,13573.0732421875
269002,NA,0,1,0,North Central,Nasarawa,Urbain,1,13573.0732421875
269004,NA,0,1,0,North Central,Nasarawa,Urbain,1,13573.0732421875
269005,NA,0,1,0,North Central,Nasarawa,Urbain,1,13573.0732421875
269006,NA,0,1,0,North Central,Nasarawa,Urbain,1,13573.0732421875
269007,NA,0,1,0,North Central,Nasarawa,Urbain,1,13573.0732421875
269009,NA,0,1,0,North Central,Nasarawa,Urbain,1,13573.0732421875
269010,NA,0,1,0,North Central,Nasarawa,Urbain,1,13573.0732421875
269011,NA,0,1,0,North Central,Nasarawa,Urbain,1,13573.0732421875
269012,NA,0,1,0,North Central,Nasarawa,Urbain,1,13573.0732421875
269013,11.046859999999999,0,2,2,North Central,Nasarawa,Rural,1,12513.087890625
269014,7.6890339999999995,2.4645,2,2,North Central,Nasarawa,Rural,1,12513.087890625
269015,8.5,1.5242099800000002,3,3,North Central,Nasarawa,Rural,1,12513.087890625
269017,13,2.69973998,4,4,North Central,Nasarawa,Rural,1,12513.087890625
269018,0.809372,0.7434299799999999,1,1,North Central,Nasarawa,Rural,1,12513.087890625
269019,3,3.34028999,2,2,North Central,Nasarawa,Rural,1,12513.087890625
269020,1.618744,0.87867998,1,1,North Central,Nasarawa,Rural,1,12513.087890625
269021,0.809372,1.9996,1,1,North Central,Nasarawa,Rural,1,12513.087890625
269023,2.832802,1.9089,2,2,North Central,Nasarawa,Rural,1,12513.087890625
269024,6,5.8998,1,1,North Central,Nasarawa,Rural,1,12513.087890625
269025,1.214058,1.8096,1,1,North Central,Nasarawa,Rural,1,9122.34375
269026,2.428116,5.72560999,3,3,North Central,Nasarawa,Rural,1,9122.34375
269027,1,1.3479,1,1,North Central,Nasarawa,Rural,1,9122.34375
269028,2,2.7317,1,1,North Central,Nasarawa,Rural,1,9122.34375
269030,0.005,2.6114,1,1,North Central,Nasarawa,Rural,1,9122.34375
269031,19,8.5964,2,2,North Central,Nasarawa,Rural,1,9122.34375
269033,1.214058,0.51185,1,1,North Central,Nasarawa,Rural,1,9122.34375
269034,2.0234300000000003,1.8418200200000001,2,2,North Central,Nasarawa,Rural,1,9122.34375
269035,3.642174,1.73215002,3,3,North Central,Nasarawa,Rural,1,9122.34375
269036,3.237488,2.04966001,2,2,North Central,Nasarawa,Rural,1,9122.34375
269037,2,0.90920996,1,1,North Central,Nasarawa,Rural,1,2953.36669921875
269038,0.809372,0.6366799799999999,1,1,North Central,Nasarawa,Rural,1,2953.36669921875
269039,2,0.87814004,1,1,North Central,Nasarawa,Rural,1,2953.36669921875
269040,0.01,0,1,1,North Central,Nasarawa,Rural,1,2953.36669921875
269041,3,2.71267002,2,2,North Central,Nasarawa,Rural,1,2953.36669921875
269042,1.809372,1.0965,2,2,North Central,Nasarawa,Rural,1,2953.36669921875
269043,1.5,1.3685,1,1,North Central,Nasarawa,Rural,1,2953.36669921875
269044,NA,0,1,0,North Central,Nasarawa,Rural,1,2953.36669921875
269046,1.120472,6.2730999999999995,2,2,North Central,Nasarawa,Rural,1,2953.36669921875
269047,NA,0,1,0,North Central,Nasarawa,Rural,1,2953.36669921875
269049,NA,1.1629,1,0,North Central,Nasarawa,Rural,1,5202.4619140625
269050,5.98530594,1.4791,1,1,North Central,Nasarawa,Rural,1,5202.4619140625
269051,1.99105512,4.9255,1,1,North Central,Nasarawa,Rural,1,5202.4619140625
269052,1,0.3175,1,1,North Central,Nasarawa,Rural,1,5202.4619140625
269053,3,2.4456,1,1,North Central,Nasarawa,Rural,1,5202.4619140625
269054,1,1.1437,1,1,North Central,Nasarawa,Rural,1,5202.4619140625
269055,1,0.8024,1,1,North Central,Nasarawa,Rural,1,5202.4619140625
269056,2.02343,2.1256,1,1,North Central,Nasarawa,Rural,1,5202.4619140625
269059,2.832802,2.7722,1,1,North Central,Nasarawa,Rural,1,5202.4619140625
269060,2.02,0.5538,2,2,North Central,Nasarawa,Rural,1,5202.4619140625
269061,8,4.3915,1,1,North Central,Nasarawa,Rural,1,9179.5048828125
269062,4,0,1,1,North Central,Nasarawa,Rural,1,9179.5048828125
269063,3.642174,3.077,1,1,North Central,Nasarawa,Rural,1,9179.5048828125
269064,0.202343,0,1,1,North Central,Nasarawa,Rural,1,9179.5048828125
269066,1.618744,1.1194,1,1,North Central,Nasarawa,Rural,1,9179.5048828125
269067,7,7.9017,1,1,North Central,Nasarawa,Rural,1,9179.5048828125
269068,0.72034108,1.7882,1,1,North Central,Nasarawa,Rural,1,9179.5048828125
269069,7,3.74352,2,2,North Central,Nasarawa,Rural,1,9179.5048828125
269070,3,0.71492998,1,1,North Central,Nasarawa,Rural,1,9179.5048828125
269071,4.04686,3.0119,1,1,North Central,Nasarawa,Rural,1,9179.5048828125
269073,NA,0,1,0,North Central,Nasarawa,Rural,1,2394.438720703125
269074,NA,0,1,0,North Central,Nasarawa,Rural,1,2394.438720703125
269075,NA,0,1,0,North Central,Nasarawa,Rural,1,2394.438720703125
269076,NA,0,1,0,North Central,Nasarawa,Rural,1,2394.438720703125
269077,NA,0,1,0,North Central,Nasarawa,Rural,1,2394.438720703125
269079,0.01,0,1,1,North Central,Nasarawa,Rural,1,2394.438720703125
269081,NA,0,1,0,North Central,Nasarawa,Rural,1,2394.438720703125
269082,NA,0,1,0,North Central,Nasarawa,Rural,1,2394.438720703125
269083,NA,0,1,0,North Central,Nasarawa,Rural,1,2394.438720703125
269084,NA,0,1,0,North Central,Nasarawa,Rural,1,2394.438720703125
269085,NA,0,1,0,North Central,Nasarawa,Rural,1,1212.42041015625
269086,1.5,1.2084,1,1,North Central,Nasarawa,Rural,1,1212.42041015625
269087,2,1.5173,1,1,North Central,Nasarawa,Rural,1,1212.42041015625
269088,NA,0,1,0,North Central,Nasarawa,Rural,1,1212.42041015625
269089,1.618744,0.5992299799999999,1,1,North Central,Nasarawa,Rural,1,1212.42041015625
269090,1.5,0.9085,1,1,North Central,Nasarawa,Rural,1,1212.42041015625
269092,1.5,1.7686,1,1,North Central,Nasarawa,Rural,1,1212.42041015625
269093,2,2.1637,1,1,North Central,Nasarawa,Rural,1,1212.42041015625
269094,NA,0,1,0,North Central,Nasarawa,Rural,1,1212.42041015625
269095,8.27328,1.74938,2,2,North Central,Nasarawa,Rural,1,1212.42041015625
269096,NA,0,1,0,North Central,Nasarawa,Rural,1,3578.923583984375
269097,NA,0,1,0,North Central,Nasarawa,Rural,1,3578.923583984375
269098,NA,0,1,0,North Central,Nasarawa,Rural,1,3578.923583984375
269099,NA,0,1,0,North Central,Nasarawa,Rural,1,3578.923583984375
269100,NA,0,1,0,North Central,Nasarawa,Rural,1,3578.923583984375
269101,NA,0,1,0,North Central,Nasarawa,Rural,1,3578.923583984375
269102,NA,0,1,0,North Central,Nasarawa,Rural,1,3578.923583984375
269104,NA,0,1,0,North Central,Nasarawa,Rural,1,3578.923583984375
269105,NA,0,1,0,North Central,Nasarawa,Rural,1,3578.923583984375
269106,NA,0,1,0,North Central,Nasarawa,Rural,1,3578.923583984375
270001,NA,0,1,0,South West,Niger,Urbain,6,1887.4522705078125
270002,0.35117149999999997,0,2,2,South West,Niger,Urbain,6,1887.4522705078125
270003,NA,0,1,0,South West,Niger,Urbain,6,1887.4522705078125
270004,0.7284348,0,2,2,South West,Niger,Urbain,6,1887.4522705078125
270005,NA,0,1,0,South West,Niger,Urbain,6,1887.4522705078125
270006,0.06879662,0,1,1,South West,Niger,Urbain,6,1887.4522705078125
270007,NA,0,1,0,South West,Niger,Urbain,6,1887.4522705078125
270008,NA,0,1,0,South West,Niger,Urbain,6,NA
270009,NA,0,1,0,South West,Niger,Urbain,6,1887.4522705078125
270010,0.72,0.024822,2,2,South West,Niger,Urbain,6,1887.4522705078125
270021,0.809372,0,1,1,South West,Niger,Rural,6,14314.5380859375
270023,0.060000000000000005,0.097971997,1,1,South West,Niger,Rural,6,14314.5380859375
270024,2.832802,0,2,2,South West,Niger,Rural,6,14314.5380859375
270025,0.345843,0,2,2,South West,Niger,Rural,6,14314.5380859375
270028,NA,0,1,0,South West,Niger,Rural,6,14314.5380859375
270029,0.6758256199999999,0,2,2,South West,Niger,Urbain,6,14314.5380859375
270030,1.68754062,0,3,3,South West,Niger,Rural,6,14314.5380859375
270041,NA,0,1,0,South West,Niger,Rural,6,2115.855712890625
270042,NA,0,1,0,South West,Niger,Rural,6,2115.855712890625
270044,NA,0,1,0,South West,Niger,Rural,6,2115.855712890625
270045,4.04686,0,1,1,South West,Niger,Rural,6,2115.855712890625
270046,NA,0,1,0,South West,Niger,Urbain,6,2115.855712890625
270047,0.4653889,0.07784400000000001,3,3,South West,Niger,Rural,6,2115.855712890625
270049,2.40843,0,6,6,South South,Delta,Urbain,6,2115.855712890625
270051,NA,0,1,0,South West,Niger,Urbain,6,1259.8582763671875
270052,0.36,0,1,1,South West,Niger,Urbain,6,1259.8582763671875
270053,0.25,0,1,1,South West,Niger,Urbain,6,1259.8582763671875
270054,NA,0,1,0,South West,Niger,Urbain,6,1259.8582763671875
270055,NA,0,1,0,South West,Niger,Urbain,6,1259.8582763671875
270056,NA,0,1,0,South West,Niger,Urbain,6,1259.8582763671875
270057,NA,0,1,0,South West,Niger,Urbain,6,1259.8582763671875
270059,NA,0,1,0,South West,Niger,Urbain,6,1259.8582763671875
270061,0.5,0,1,1,South West,Niger,Urbain,6,1030.7672119140625
270062,NA,0,1,0,South South,Delta,Urbain,6,1030.7672119140625
270063,NA,0,1,0,South West,Niger,Urbain,6,1030.7672119140625
270064,0.72,0,1,1,South West,Niger,Rural,6,1030.7672119140625
270065,NA,0,1,0,South West,Niger,Urbain,6,1030.7672119140625
270066,NA,0,1,0,South West,Niger,Urbain,6,1030.7672119140625
270067,NA,0,1,0,South West,Niger,Urbain,6,1030.7672119140625
270068,NA,0,1,0,South West,Niger,Urbain,6,1030.7672119140625
270069,NA,0,1,0,South West,Niger,Urbain,6,1030.7672119140625
270070,NA,0,1,0,South West,Niger,Urbain,6,1030.7672119140625
270091,0.06879662,0,1,1,South West,Niger,Urbain,6,3038.168701171875
270092,0.72,0,1,1,South West,Niger,Urbain,6,3038.168701171875
270093,NA,0,1,0,South West,Niger,Urbain,6,3038.168701171875
270094,0.72,0,1,1,South West,Niger,Urbain,6,3038.168701171875
270095,0.6,0,1,1,South West,Niger,Urbain,6,3038.168701171875
270096,NA,0,1,0,South West,Niger,Urbain,6,3038.168701171875
270097,0.06879662,0,1,1,South West,Niger,Urbain,6,3038.168701171875
270099,0.04,0.044203,1,1,South South,Delta,Urbain,6,3038.168701171875
270100,NA,0,1,0,South West,Niger,Urbain,6,3038.168701171875
279001,NA,0,1,0,South West,Niger,Rural,6,4211.20166015625
279002,0.404686,0,1,1,South West,Niger,Rural,6,4211.20166015625
279004,0.675029,0.14495,3,3,South West,Niger,Rural,6,4211.20166015625
279005,NA,0,1,0,South West,Niger,Rural,6,4211.20166015625
279006,1.214058,0,2,2,South West,Niger,Rural,6,4211.20166015625
279007,0.404686,0,1,1,South West,Niger,Rural,6,4211.20166015625
279008,0.404686,0,1,1,South West,Niger,Rural,6,4211.20166015625
279009,2,0,1,1,South West,Niger,Rural,6,4211.20166015625
279010,5.037488,0,3,3,South West,Niger,Rural,6,4211.20166015625
279011,NA,0,1,0,South West,Niger,Rural,6,4211.20166015625
279013,0.607029,0,1,1,South West,Niger,Rural,6,7771.49365234375
279015,0.9469652399999999,0,2,2,South West,Niger,Rural,6,7771.49365234375
279016,0.42,0,1,1,South West,Niger,Rural,6,7771.49365234375
279017,1e-4,0.025748998999999998,1,1,South West,Niger,Rural,6,7771.49365234375
279018,0.9643619999999999,0.28875,3,3,South West,Niger,Rural,6,7771.49365234375
279019,NA,0,1,0,South West,Niger,Rural,6,7771.49365234375
279022,NA,0,1,0,South West,Niger,Rural,6,7771.49365234375
279023,1.011715,1.35058,2,2,South West,Niger,Rural,6,7771.49365234375
279024,0.809372,1.2361,2,2,South West,Niger,Rural,6,7771.49365234375
279025,0.87876862,0.30791001,3,3,South West,Niger,Rural,6,6077.16650390625
279027,0.202343,0.42092002,1,1,South West,Niger,Rural,6,6077.16650390625
279028,0.5,0,1,1,South West,Kwara,Urbain,6,6077.16650390625
279029,2.4281159999999997,0.70206001,2,2,South West,Niger,Rural,6,6077.16650390625
279030,NA,0,1,0,South West,Niger,Urbain,6,NA
279031,NA,0,1,0,South West,Kwara,Rural,6,6077.16650390625
279032,1.1735894,0,3,3,South West,Niger,Rural,6,6077.16650390625
279034,2.29456962,0.47624999,3,3,South West,Niger,Rural,6,6077.16650390625
279035,NA,0,1,0,South West,Niger,Rural,6,NA
279036,8.498406,4.0252,3,3,South West,Niger,Rural,6,6077.16650390625
279037,NA,0,1,0,South West,Niger,Rural,6,546.5343017578125
279038,NA,0,1,0,South West,Niger,Rural,6,546.5343017578125
279040,NA,0,1,0,South West,Niger,Rural,6,546.5343017578125
279042,NA,0,1,0,South West,Niger,Rural,6,546.5343017578125
279043,NA,0,1,0,South West,Niger,Rural,6,546.5343017578125
279044,NA,0,1,0,South West,Niger,Rural,6,546.5343017578125
279045,NA,0,1,0,South West,Niger,Rural,6,546.5343017578125
279047,NA,0,1,0,South West,Niger,Rural,6,546.5343017578125
279048,2.0234300000000003,0,2,2,South West,Niger,Rural,6,546.5343017578125
279049,NA,0,1,0,South West,Niger,Rural,6,1548.513427734375
279051,NA,0,1,0,South West,Niger,Rural,6,1548.513427734375
279052,NA,0,1,0,South West,Niger,Rural,6,1548.513427734375
279053,0.06879662,0.10563,1,1,South West,Niger,Rural,6,1548.513427734375
279054,1,0,1,1,South West,Niger,Rural,6,1548.513427734375
279056,NA,0,1,0,South West,Niger,Rural,6,1548.513427734375
279057,NA,0,1,0,South West,Niger,Rural,6,1548.513427734375
279058,NA,0,1,0,South West,Niger,Rural,6,1548.513427734375
279059,NA,0,1,0,South West,Niger,Rural,6,1548.513427734375
279060,NA,0,1,0,South West,Niger,Rural,6,1548.513427734375
279061,NA,0,1,0,South West,Niger,Rural,6,31691.1171875
279065,NA,0,1,0,South West,Niger,Rural,6,31691.1171875
279066,0.00271,0.19951,1,1,South West,Niger,Rural,6,31691.1171875
279067,NA,0,1,0,South West,Niger,Rural,6,NA
279068,0.809372,0,2,2,South West,Niger,Rural,6,31691.1171875
279069,0.1214058,0.16448,1,1,South West,Niger,Rural,6,31691.1171875
279070,0.5260918,0,2,2,South West,Niger,Rural,6,31691.1171875
279072,4.1885001,0,2,2,South West,Niger,Rural,6,31691.1171875
279073,2.500686,0.36477,4,4,South West,Niger,Rural,6,783.3583984375
279074,0.404686,0,1,1,South West,Niger,Rural,6,783.3583984375
279076,NA,0,1,0,South West,Niger,Rural,6,783.3583984375
279078,0.24282859999999998,0.20628998999999998,2,2,South West,Niger,Rural,6,783.3583984375
279080,0.7689034,0,3,3,South West,Niger,Rural,6,783.3583984375
279081,0.28800000000000003,0.11391,1,1,South West,Niger,Rural,6,783.3583984375
279082,1.262058,0.74704001,4,4,South West,Niger,Rural,6,783.3583984375
279083,2.5481160000000003,3.89783999,3,3,South West,Niger,Rural,6,783.3583984375
279084,0.264,0.307592998,3,3,South West,Niger,Rural,6,783.3583984375
279087,0.25,0,1,1,South West,Niger,Urbain,6,23427.009765625
279088,NA,0,1,0,South West,Niger,Urbain,6,23427.009765625
279089,NA,0,1,0,South West,Niger,Urbain,6,23427.009765625
279090,NA,0,1,0,South West,Niger,Urbain,6,23427.009765625
279091,NA,0,1,0,South West,Niger,Urbain,6,23427.009765625
279092,NA,0,1,0,South West,Niger,Urbain,6,23427.009765625
279093,0.4,0,1,1,South West,Niger,Urbain,6,23427.009765625
279094,0.809372,0,2,2,South West,Niger,Urbain,6,23427.009765625
279095,NA,0,1,0,South West,Niger,Urbain,6,23427.009765625
279096,NA,0,1,0,South West,Niger,Urbain,6,23427.009765625
279097,0.36,0,1,1,South West,Niger,Urbain,6,11281.39453125
279098,0.72,0,1,1,South West,Niger,Urbain,6,11281.39453125
279099,NA,0,1,0,South West,Niger,Urbain,6,11281.39453125
279100,0.36,0,1,1,South West,Niger,Urbain,6,11281.39453125
279101,NA,0,1,0,South West,Niger,Urbain,6,11281.39453125
279103,0.36,0,1,1,South West,Niger,Urbain,6,11281.39453125
279104,NA,0,1,0,South West,Niger,Urbain,6,11281.39453125
279105,NA,0,1,0,South West,Niger,Urbain,6,11281.39453125
279107,NA,0,1,0,South West,Niger,Urbain,6,11281.39453125
279112,0.404686,0,1,1,South West,Niger,Rural,6,7771.49365234375
279114,NA,0,1,0,South West,Niger,Rural,6,546.5343017578125
279118,NA,0,1,0,South West,Niger,Rural,6,31691.1171875
279119,NA,0,1,0,South West,Niger,Rural,6,31691.1171875
279121,0.44515459999999996,0.49654999,2,2,South West,Niger,Rural,6,783.3583984375
