"identifiant_menage","region","etat","lga","zone_residence","ea","cluster","strate","poids_menage","identifiant_parcelle","superficie_declaree","superficie_gps_m2","superficie_parcelle","unite_superficie","mode_acquisition","superficie_ha_standard","superficie_ha_heaps","superficie_ha_ridges","superficie_ha_stands","superficie_ha","superficie_gps_ha","outlier_superficie","superficie_ha_propre"
330061,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,4,NA,7194.5,500,2,"héritage",NA,NA,2.47,NA,2.47,0.71945,FALSE,2.47
330061,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,5,2781.9,1089.8,400,2,"héritage",NA,NA,1.976,NA,1.976,0.10898,FALSE,1.976
330061,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,6,NA,6627.1001,500,2,"héritage",NA,NA,2.47,NA,2.47,0.66271001,FALSE,2.47
330062,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,1,NA,3779.1001,4,5,"héritage",1.618744,NA,NA,NA,1.618744,0.37791001,FALSE,1.618744
330062,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,2,NA,1584.4,3,5,"héritage",1.214058,NA,NA,NA,1.214058,0.15844,FALSE,1.214058
330063,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,1,NA,6663.3999,2,5,"propriété pleine",0.809372,NA,NA,NA,0.809372,0.66633999,FALSE,0.809372
330063,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,2,NA,6747.2002,3,5,"propriété pleine",1.214058,NA,NA,NA,1.214058,0.67472002,FALSE,1.214058
330063,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,3,2986,NA,2,5,"propriété pleine",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
330063,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,4,4732.5,NA,3,5,"location",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
330064,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,1,NA,3542.6001,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.35426001,FALSE,0.809372
330064,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,2,NA,2630.8,3,5,"propriété pleine",1.214058,NA,NA,NA,1.214058,0.26308,FALSE,1.214058
330064,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,3,NA,11274,5,5,"propriété pleine",2.02343,NA,NA,NA,2.02343,1.1274,FALSE,2.02343
330064,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,4,NA,NA,3,5,"location",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
330064,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,5,NA,1359.7,2,5,"location",0.809372,NA,NA,NA,0.809372,0.13597,FALSE,0.809372
330065,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,1,NA,7244.3999,4,5,"héritage",1.618744,NA,NA,NA,1.618744,0.72443999,FALSE,1.618744
330066,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,1,NA,3091,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.3091,FALSE,0.809372
330066,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,2,NA,4115.6001,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.41156001,FALSE,0.809372
330067,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,1,NA,3239.6001,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.32396001,FALSE,0.809372
330067,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,2,NA,4991.2998,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.49912998,FALSE,0.809372
330067,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,3,NA,1171.2,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.11712,FALSE,0.404686
330067,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,4,NA,2431.3999,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.24313999,FALSE,0.404686
330068,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,1,NA,4071.7,2,5,"propriété pleine",0.809372,NA,NA,NA,0.809372,0.40717,FALSE,0.809372
330068,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,2,NA,2026.5,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.20265,FALSE,0.809372
330068,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,3,NA,6127.1001,3,5,"propriété pleine",1.214058,NA,NA,NA,1.214058,0.61271001,FALSE,1.214058
330069,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,1,NA,12682,2,5,"héritage",0.809372,NA,NA,NA,0.809372,1.2682,FALSE,0.809372
330069,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,2,NA,5323.2002,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.53232002,FALSE,0.404686
330070,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,1,NA,1524.1,2,5,"propriété pleine",0.809372,NA,NA,NA,0.809372,0.15241,FALSE,0.809372
330070,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,2,NA,9106.4004,3,5,"héritage",1.214058,NA,NA,NA,1.214058,0.91064004,FALSE,1.214058
330070,"North West","Rivers",3304,"Rural",418,"3304-418",3,6773.888671875,3,NA,965.95001,1,5,"propriété pleine",0.404686,NA,NA,NA,0.404686,0.096595001,FALSE,0.404686
339001,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,1,NA,6022.7002,3,5,"héritage",1.214058,NA,NA,NA,1.214058,0.60227002,FALSE,1.214058
339001,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,2,NA,2358.3,4,5,"héritage",1.618744,NA,NA,NA,1.618744,0.23583,FALSE,1.618744
339001,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,4,NA,1421,5,5,"héritage",2.02343,NA,NA,NA,2.02343,0.1421,FALSE,2.02343
339001,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,5,NA,1407.6,5,5,"héritage",2.02343,NA,NA,NA,2.02343,0.14076,FALSE,2.02343
339002,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,1,NA,11545,3,5,"héritage",1.214058,NA,NA,NA,1.214058,1.1545,FALSE,1.214058
339003,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,1,NA,2820.3999,3,5,"héritage",1.214058,NA,NA,NA,1.214058,0.28203999,FALSE,1.214058
339004,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,1,707.55,760.06,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.076006,FALSE,0.404686
339004,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,3,NA,2652.3999,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.26523999,FALSE,0.404686
339004,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,4,1861.4,708.47998,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.070847998,FALSE,0.404686
339005,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,1,516.32,514.32001,514.32,7,"héritage",0.051432,NA,NA,NA,0.051432,0.051432001,FALSE,0.051432
339005,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,2,NA,1910,1654.4,7,"héritage",0.16544,NA,NA,NA,0.16544,0.191,FALSE,0.16544
339005,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,3,NA,1654.4,942.91,7,"héritage",0.094291,NA,NA,NA,0.094291,0.16544,FALSE,0.094291
339005,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,4,2417.5,942.90997,1910,7,"héritage",0.191,NA,NA,NA,0.191,0.094290997,FALSE,0.191
339006,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,1,NA,4571.5,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.45715,FALSE,0.809372
339006,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,2,NA,735.67999,3,5,"héritage",1.214058,NA,NA,NA,1.214058,0.073567999,FALSE,1.214058
339006,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,3,NA,1069.6,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.10696,FALSE,0.404686
339009,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,1,NA,2262.3999,3,5,"héritage",1.214058,NA,NA,NA,1.214058,0.22623999,FALSE,1.214058
339010,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,1,NA,8937.2002,5,5,"propriété pleine",2.02343,NA,NA,NA,2.02343,0.89372002,FALSE,2.02343
339010,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,2,NA,4409.1001,2,5,"propriété pleine",0.809372,NA,NA,NA,0.809372,0.44091001,FALSE,0.809372
339011,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,1,NA,654.95001,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.065495001,FALSE,0.404686
339011,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,2,NA,882.53003,1,5,"propriété pleine",0.404686,NA,NA,NA,0.404686,0.088253003,FALSE,0.404686
339011,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,3,NA,1086.6,2,5,"propriété pleine",0.809372,NA,NA,NA,0.809372,0.10866,FALSE,0.809372
339012,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,1,NA,1501.3,3,5,"héritage",1.214058,NA,NA,NA,1.214058,0.15013,FALSE,1.214058
339012,"North West","Rivers",3302,"Rural",816,"3302-816",3,4505.998046875,2,NA,786.84003,15,5,"héritage",6.07029,NA,NA,NA,6.07029,0.078684003,FALSE,6.07029
339013,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,1,NA,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
339013,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,2,NA,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
339013,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,3,NA,NA,2,5,"prêt",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
339013,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,4,NA,NA,4,5,"prêt",1.618744,NA,NA,NA,1.618744,NA,FALSE,1.618744
339014,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,1,NA,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
339014,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,2,NA,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
339015,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,1,NA,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
339015,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,2,NA,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
339016,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,1,NA,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
339016,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,2,NA,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
339017,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,1,NA,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
339017,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,2,NA,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
339017,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,3,NA,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
339018,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,1,NA,NA,10,5,"héritage",4.04686,NA,NA,NA,4.04686,NA,FALSE,4.04686
339018,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,2,NA,NA,5,5,"propriété pleine",2.02343,NA,NA,NA,2.02343,NA,FALSE,2.02343
339018,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,3,NA,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
339020,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,1,NA,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
339020,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,2,NA,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
339021,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,1,NA,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
339021,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,2,NA,NA,4,5,"prêt",1.618744,NA,NA,NA,1.618744,NA,FALSE,1.618744
339021,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,3,NA,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
339022,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,1,NA,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
339022,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,2,NA,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
339022,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,3,NA,NA,2,5,"prêt",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
339023,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,1,NA,NA,3,5,"communautaire",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
339023,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,2,NA,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
339023,"North West","Rivers",3305,"Rural",846,"3305-846",3,12171.541015625,3,NA,NA,1,5,"prêt",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
339026,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,1,NA,1995.9,150,2,"propriété pleine",NA,NA,0.741,NA,0.741,0.19959,FALSE,0.741
339026,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,2,NA,7211.6001,3,5,"héritage",1.214058,NA,NA,NA,1.214058,0.72116001,FALSE,1.214058
339026,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,3,NA,2777.6001,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.27776001,FALSE,0.809372
339026,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,4,NA,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
339026,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,5,NA,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
339027,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,1,1704.7,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
339027,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,2,NA,2224.1001,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.22241001,FALSE,0.404686
339027,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,3,NA,3138.7,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.31387,FALSE,0.404686
339027,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,4,NA,970.60999,50,2,"héritage",NA,NA,0.247,NA,0.247,0.097060999,FALSE,0.247
339028,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,1,NA,422.56,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.042256,FALSE,0.404686
339028,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,2,NA,1005.5,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.10055,FALSE,0.404686
339029,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,1,NA,4184.8999,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.41848999,FALSE,0.404686
339029,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,2,NA,3405.8999,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.34058999,FALSE,0.404686
339029,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,3,NA,4109.2002,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.41092002,FALSE,0.404686
339030,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,1,NA,1117.5,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.11175,FALSE,0.404686
339030,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,2,2289.1,NA,50,2,"héritage",NA,NA,0.247,NA,0.247,NA,FALSE,0.247
339030,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,3,NA,9335.7002,3,5,"héritage",1.214058,NA,NA,NA,1.214058,0.93357002,FALSE,1.214058
339030,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,4,2678.4,NA,50,2,"communautaire",NA,NA,0.247,NA,0.247,NA,FALSE,0.247
339030,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,5,6509.7,NA,2,5,"communautaire",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
339031,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,1,NA,2404.7,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.24047,FALSE,0.809372
339031,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,2,NA,5486,3,5,"héritage",1.214058,NA,NA,NA,1.214058,0.5486,FALSE,1.214058
339032,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,1,NA,1070.1,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.10701,FALSE,0.404686
339032,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,2,NA,2548.7,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.25487,FALSE,0.809372
339032,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,3,NA,1888.3,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.18883,FALSE,0.809372
339032,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,4,NA,1601.1,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.16011,FALSE,0.809372
339032,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,5,NA,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
339032,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,6,NA,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
339032,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,7,NA,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
339032,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,8,NA,NA,4,5,"héritage",1.618744,NA,NA,NA,1.618744,NA,FALSE,1.618744
339032,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,9,NA,NA,2,5,"métayage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
339032,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,10,NA,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
339033,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,1,NA,2582.2,1,5,"propriété pleine",0.404686,NA,NA,NA,0.404686,0.25822,FALSE,0.404686
339033,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,2,NA,889.59998,1,5,"propriété pleine",0.404686,NA,NA,NA,0.404686,0.088959998,FALSE,0.404686
339033,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,3,5578.4,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
339033,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,4,7558.3,NA,3,5,"location",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
339033,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,5,NA,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
339033,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,6,NA,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
339033,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,7,NA,NA,1,5,"métayage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
339033,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,8,NA,NA,2,5,"métayage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
339033,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,9,NA,NA,3,5,"location",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
339034,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,1,NA,584.84998,40,2,"héritage",NA,NA,0.1976,NA,0.1976,0.058484998,FALSE,0.1976
339034,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,2,NA,3972.8999,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.39728999,FALSE,0.404686
339034,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,3,NA,NA,2,5,"métayage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
339034,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,4,4403.6,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
339034,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,5,2266.4,NA,1,5,"prêt",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
339034,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,6,1811.6,NA,2,5,"prêt",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
339034,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,7,NA,NA,4,5,"héritage",1.618744,NA,NA,NA,1.618744,NA,FALSE,1.618744
339034,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,8,NA,1901,4,5,"héritage",1.618744,NA,NA,NA,1.618744,0.1901,FALSE,1.618744
339034,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,9,NA,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
339034,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,10,NA,1602.6,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.16026,FALSE,0.404686
339036,"North West","Rivers",3318,"Rural",1498,"3318-1498",3,8577.9091796875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339037,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,1,NA,709.40002,25,2,"propriété pleine",NA,NA,0.1235,NA,0.1235,0.070940002,FALSE,0.1235
339037,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,2,NA,1645,50,2,"héritage",NA,NA,0.247,NA,0.247,0.1645,FALSE,0.247
339037,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,3,NA,1264,60,2,"propriété pleine",NA,NA,0.2964,NA,0.2964,0.1264,FALSE,0.2964
339037,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,4,NA,2389.6001,30,2,"propriété pleine",NA,NA,0.1482,NA,0.1482,0.23896001,FALSE,0.1482
339037,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,5,NA,880.28998,30,2,"héritage",NA,NA,0.1482,NA,0.1482,0.088028998,FALSE,0.1482
339037,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,6,NA,653.97998,20,2,"propriété pleine",NA,NA,0.0988,NA,0.0988,0.065397998,FALSE,0.0988
339038,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,1,NA,2497.6001,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.24976001,FALSE,0.404686
339038,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,2,469.31,150.42999,20,2,"héritage",NA,NA,0.0988,NA,0.0988,0.015042999,FALSE,0.0988
339038,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,3,NA,906.08002,50,2,"héritage",NA,NA,0.247,NA,0.247,0.090608002,FALSE,0.247
339038,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,4,NA,989.84998,50,2,"héritage",NA,NA,0.247,NA,0.247,0.098984998,FALSE,0.247
339040,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,1,NA,12608,5,5,"héritage",2.02343,NA,NA,NA,2.02343,1.2608,FALSE,2.02343
339040,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,2,NA,2842.2,3,5,"héritage",1.214058,NA,NA,NA,1.214058,0.28422,FALSE,1.214058
339040,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,3,NA,4218,3,5,"héritage",1.214058,NA,NA,NA,1.214058,0.4218,FALSE,1.214058
339042,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,1,NA,4947.7002,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.49477002,FALSE,0.404686
339042,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,2,NA,3014,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.3014,FALSE,0.404686
339042,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,3,NA,1013.1,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.10131,FALSE,0.404686
339042,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,4,NA,4262,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.4262,FALSE,0.809372
339042,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,5,NA,2318.8,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.23188,FALSE,0.809372
339042,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,6,NA,2050.8999,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.20508999,FALSE,0.404686
339042,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,7,NA,1838.8,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.18388,FALSE,0.809372
339042,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,8,NA,688.94,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.068894,FALSE,0.809372
339043,"North West","Rivers",3321,"Rural",118,"3321-118",3,11026.5283203125,1,NA,1208.7,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.12087,FALSE,0.809372
