"identifiant_menage","region","etat","lga","zone_residence","ea","cluster","strate","poids_menage","identifiant_parcelle","superficie_declaree","superficie_gps_m2","superficie_parcelle","unite_superficie","mode_acquisition","superficie_ha_standard","superficie_ha_heaps","superficie_ha_ridges","superficie_ha_stands","superficie_ha","superficie_gps_ha","outlier_superficie","superficie_ha_propre"
20068,"North East","Adamawa",210,"Rural",1300,"210-1300",2,2485.0859375,4,NA,NA,1,5,"propriété pleine",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
20069,"North East","Adamawa",210,"Rural",1300,"210-1300",2,2485.0859375,1,NA,7494.1001,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.74941001,FALSE,0.404686
20069,"North East","Adamawa",210,"Rural",1300,"210-1300",2,2485.0859375,2,NA,891.38,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.089138,FALSE,0.404686
20069,"North East","Adamawa",210,"Rural",1300,"210-1300",2,2485.0859375,3,NA,5513.2002,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.55132002,FALSE,0.404686
20069,"North East","Adamawa",210,"Rural",1300,"210-1300",2,2485.0859375,4,NA,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
20070,"North East","Adamawa",210,"Rural",1300,"210-1300",2,2485.0859375,1,1632.8,1717.8,1,6,"propriété pleine",1,NA,NA,NA,1,0.17178,FALSE,1
20070,"North East","Adamawa",210,"Rural",1300,"210-1300",2,2485.0859375,2,1988,1993.7,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.19937,FALSE,0.404686
20070,"North East","Adamawa",210,"Rural",1300,"210-1300",2,2485.0859375,3,NA,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
20091,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,1,21527,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
20091,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,3,24889,NA,1,6,"héritage",1,NA,NA,NA,1,NA,FALSE,1
20091,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,4,NA,2663.3,1,6,"héritage",1,NA,NA,NA,1,0.26633,FALSE,1
20091,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,5,NA,NA,450,7,"héritage",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
20092,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,1,NA,9151,1,6,"héritage",1,NA,NA,NA,1,0.9151,FALSE,1
20092,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,2,NA,2786.7,1,6,"héritage",1,NA,NA,NA,1,0.27867,FALSE,1
20092,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,3,NA,2160.7,2,6,"héritage",2,NA,NA,NA,2,0.21607,FALSE,2
20092,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,4,NA,NA,480,7,"héritage",0.048,NA,NA,NA,0.048,NA,FALSE,0.048
20093,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,1,4186.4,NA,1,6,"héritage",1,NA,NA,NA,1,NA,FALSE,1
20093,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,2,NA,7274.5,1,6,"héritage",1,NA,NA,NA,1,0.72745,FALSE,1
20093,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,3,NA,NA,900,7,"héritage",0.09,NA,NA,NA,0.09,NA,FALSE,0.09
20094,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,1,NA,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
20094,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,2,NA,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
20094,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,3,NA,NA,450,7,"héritage",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
20095,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,2,2124.2,NA,1,5,"communautaire",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
20095,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,3,NA,11673,3,5,"communautaire",1.214058,NA,NA,NA,1.214058,1.1673,FALSE,1.214058
20095,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,4,NA,NA,900,7,"communautaire",0.09,NA,NA,NA,0.09,NA,FALSE,0.09
20096,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,1,4751.1,NA,3,5,"communautaire",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
20096,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,2,NA,21692,5,5,"héritage",2.02343,NA,NA,NA,2.02343,2.1692,FALSE,2.02343
20096,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,3,NA,NA,900,7,"communautaire",0.09,NA,NA,NA,0.09,NA,FALSE,0.09
20097,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,1,NA,9298.0996,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.92980996,FALSE,0.809372
20097,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,2,4309.3,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
20097,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,3,NA,NA,500,7,"communautaire",0.05,NA,NA,NA,0.05,NA,FALSE,0.05
20098,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,1,NA,3632.5,1,6,"héritage",1,NA,NA,NA,1,0.36325,FALSE,1
20098,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,2,3353.9,NA,2,6,"héritage",2,NA,NA,NA,2,NA,FALSE,2
20098,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,3,32178,NA,2,6,"location",2,NA,NA,NA,2,NA,FALSE,2
20098,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,4,NA,2160.1001,1,6,"communautaire",1,NA,NA,NA,1,0.21601001,FALSE,1
20098,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,5,NA,4554.8999,1,6,"échange temporaire",1,NA,NA,NA,1,0.45548999,FALSE,1
20098,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,6,NA,NA,450,7,"propriété pleine",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
20099,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,1,NA,3406.2,1,6,"héritage",1,NA,NA,NA,1,0.34062,FALSE,1
20099,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,2,NA,NA,450,7,"propriété pleine",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
20099,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,3,NA,1010.6,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.10106,FALSE,0.404686
20100,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,1,NA,2770.3,1,6,"héritage",1,NA,NA,NA,1,0.27703,FALSE,1
20100,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,2,NA,NA,1,6,"héritage",1,NA,NA,NA,1,NA,FALSE,1
20100,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,3,NA,3498,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.3498,FALSE,0.404686
20100,"North East","Adamawa",207,"Rural",1302,"207-1302",2,1106.5712890625,4,NA,NA,450,7,"communautaire",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
20101,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,1,3460.3,1162.1,1,6,"héritage",1,NA,NA,NA,1,0.11621,FALSE,1
20101,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,2,NA,1226.9,1,6,"héritage",1,NA,NA,NA,1,0.12269,FALSE,1
20101,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,3,11709,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
20101,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,4,NA,NA,480,7,"héritage",0.048,NA,NA,NA,0.048,NA,FALSE,0.048
20102,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,1,NA,2377.3999,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.23773999,FALSE,0.404686
20102,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,2,NA,3664.8,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.36648,FALSE,0.404686
20102,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,3,NA,7823.8999,1,6,"héritage",1,NA,NA,NA,1,0.78238999,FALSE,1
20102,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,4,NA,2350.2,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.23502,FALSE,0.404686
20102,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,5,NA,3312,1,6,"héritage",1,NA,NA,NA,1,0.3312,FALSE,1
20102,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,6,NA,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
20102,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,7,NA,NA,450,7,"héritage",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
20103,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,1,2509.6,1471,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.1471,FALSE,0.404686
20103,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,2,1053.5,NA,1,6,"héritage",1,NA,NA,NA,1,NA,FALSE,1
20103,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,3,1361.8,NA,1,6,"héritage",1,NA,NA,NA,1,NA,FALSE,1
20103,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,4,NA,NA,1,6,"héritage",1,NA,NA,NA,1,NA,FALSE,1
20103,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,5,537.74,NA,1,6,"héritage",1,NA,NA,NA,1,NA,FALSE,1
20104,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,1,1031.4,1242.6,1,6,"héritage",1,NA,NA,NA,1,0.12426,FALSE,1
20104,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,2,1231.6,1588.4,1,6,"héritage",1,NA,NA,NA,1,0.15884,FALSE,1
20104,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,3,NA,NA,1,6,"héritage",1,NA,NA,NA,1,NA,FALSE,1
20104,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,4,1582.2,1409.1,1,6,"héritage",1,NA,NA,NA,1,0.14091,FALSE,1
20104,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,5,NA,NA,450,7,"héritage",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
20105,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20106,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,1,7590.6,1471.1,1,5,"communautaire",0.404686,NA,NA,NA,0.404686,0.14711,FALSE,0.404686
20106,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,2,12690,NA,3,5,"communautaire",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
20106,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,3,4701,NA,1,5,"communautaire",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
20106,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,4,NA,NA,1,5,"communautaire",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
20106,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,5,NA,NA,4,5,"communautaire",1.618744,NA,NA,NA,1.618744,NA,FALSE,1.618744
20106,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,6,NA,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
20106,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,7,NA,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
20106,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,8,NA,NA,1200,7,"héritage",0.12,NA,NA,NA,0.12,NA,FALSE,0.12
20107,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,1,NA,1672.6,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.16726,FALSE,0.404686
20107,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,2,NA,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
20107,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,3,NA,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
20107,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,4,NA,NA,500,7,"héritage",0.05,NA,NA,NA,0.05,NA,FALSE,0.05
20108,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,1,NA,3733.8,1,6,"héritage",1,NA,NA,NA,1,0.37338,FALSE,1
20108,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,2,997.18,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
20108,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,3,NA,NA,358.1,7,"héritage",0.03581,NA,NA,NA,0.03581,NA,FALSE,0.03581
20110,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,1,1160,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
20110,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,2,7544.8,1279.8,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.12798,FALSE,0.404686
20110,"North East","Adamawa",205,"Rural",712,"205-712",2,1822.60461425781,3,NA,NA,450,7,"héritage",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
29001,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,1,3487,13725.3,1,6,"prêt",1,NA,NA,NA,1,1.37253,FALSE,1
29001,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,2,6520,13736,1,6,"prêt",1,NA,NA,NA,1,1.3736,FALSE,1
29001,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,3,NA,NA,250,7,"propriété pleine",0.025,NA,NA,NA,0.025,NA,FALSE,0.025
29002,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,1,29852,17978,2,6,"communautaire",2,NA,NA,NA,2,1.7978,FALSE,2
29002,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,2,NA,NA,250,7,"propriété pleine",0.025,NA,NA,NA,0.025,NA,FALSE,0.025
29003,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,1,6231.9,26660,3,6,"héritage",3,NA,NA,NA,3,2.666,FALSE,3
29003,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,2,3256,9673,4,5,"héritage",1.618744,NA,NA,NA,1.618744,0.9673,FALSE,1.618744
29003,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,3,NA,NA,250,7,"héritage",0.025,NA,NA,NA,0.025,NA,FALSE,0.025
29004,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,1,11373,14462,5,5,"héritage",2.02343,NA,NA,NA,2.02343,1.4462,FALSE,2.02343
29004,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,2,15791,6715.5,5,5,"héritage",2.02343,NA,NA,NA,2.02343,0.67155,FALSE,2.02343
29004,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,3,NA,NA,220,7,"héritage",0.022,NA,NA,NA,0.022,NA,FALSE,0.022
29005,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,1,3805.9,4724.1001,0.5,5,"prêt",0.202343,NA,NA,NA,0.202343,0.47241001,FALSE,0.202343
29005,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,2,NA,NA,1,5,"propriété pleine",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
29006,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,1,13170,24127,1,5,"héritage",0.404686,NA,NA,NA,0.404686,2.4127,FALSE,0.404686
29006,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,2,8030.2,4039.1001,0.5,5,"héritage",0.202343,NA,NA,NA,0.202343,0.40391001,FALSE,0.202343
29006,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,3,13170,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
29006,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,4,NA,NA,1.5,5,"héritage",0.607029,NA,NA,NA,0.607029,NA,FALSE,0.607029
29007,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,1,1201.7,3605.6001,2,6,"héritage",2,NA,NA,NA,2,0.36056001,FALSE,2
29007,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,2,3548.1,NA,1.5,6,"métayage",1.5,NA,NA,NA,1.5,NA,FALSE,1.5
29007,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,3,NA,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
29008,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,2,27773,29654,2,6,"location",2,NA,NA,NA,2,2.9654,FALSE,2
29008,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,3,2623.9,24656,2,6,"location",2,NA,NA,NA,2,2.4656,FALSE,2
29008,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,4,NA,NA,250,7,"propriété pleine",0.025,NA,NA,NA,0.025,NA,FALSE,0.025
29009,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,1,5623.9,30254,3,6,"location",3,NA,NA,NA,3,3.0254,FALSE,3
29009,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,2,NA,NA,230,7,"propriété pleine",0.023,NA,NA,NA,0.023,NA,FALSE,0.023
29010,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,1,42009,22560,2,5,"communautaire",0.809372,NA,NA,NA,0.809372,2.256,FALSE,0.809372
29010,"North East","Adamawa",204,"Rural",144,"204-144",2,4149.94140625,2,NA,NA,200,7,"propriété pleine",0.02,NA,NA,NA,0.02,NA,FALSE,0.02
29013,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,1,3286,16025,3,5,"propriété pleine",1.214058,NA,NA,NA,1.214058,1.6025,FALSE,1.214058
29013,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,2,3562.6,12366,5,5,"propriété pleine",2.02343,NA,NA,NA,2.02343,1.2366,FALSE,2.02343
29013,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,3,NA,NA,300,7,"propriété pleine",0.03,NA,NA,NA,0.03,NA,FALSE,0.03
29014,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,1,6733.2,17907,1,5,"héritage",0.404686,NA,NA,NA,0.404686,1.7907,FALSE,0.404686
29014,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,2,7619.6,14486,1,5,"héritage",0.404686,NA,NA,NA,0.404686,1.4486,FALSE,0.404686
29014,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,3,NA,NA,200,7,"propriété pleine",0.02,NA,NA,NA,0.02,NA,FALSE,0.02
29017,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29018,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,1,4259.8,23202.6,1,5,"héritage",0.404686,NA,NA,NA,0.404686,2.32026,FALSE,0.404686
29018,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,2,4266,19250,1,5,"héritage",0.404686,NA,NA,NA,0.404686,1.925,FALSE,0.404686
29018,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,3,NA,NA,140,7,"propriété pleine",0.014,NA,NA,NA,0.014,NA,FALSE,0.014
29019,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,1,4394.7,11641,2,6,"héritage",2,NA,NA,NA,2,1.1641,FALSE,2
29019,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,2,1467.1,4072.3999,1,6,"héritage",1,NA,NA,NA,1,0.40723999,FALSE,1
29019,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,3,NA,NA,150,7,"héritage",0.015,NA,NA,NA,0.015,NA,FALSE,0.015
29020,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,1,1694.6,31312,1,5,"prêt",0.404686,NA,NA,NA,0.404686,3.1312,FALSE,0.404686
29020,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,2,2419.3,2552.6001,0.5,5,"prêt",0.202343,NA,NA,NA,0.202343,0.25526001,FALSE,0.202343
29020,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,3,4502.7,17122,2,6,"prêt",2,NA,NA,NA,2,1.7122,FALSE,2
29020,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,4,NA,NA,1.5,6,"héritage",1.5,NA,NA,NA,1.5,NA,FALSE,1.5
29021,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,1,20643,6474.7998,3,5,"héritage",1.214058,NA,NA,NA,1.214058,0.64747998,FALSE,1.214058
29021,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,2,12879,19398,2,5,"héritage",0.809372,NA,NA,NA,0.809372,1.9398,FALSE,0.809372
29021,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,3,18589,17477,1.5,5,"héritage",0.607029,NA,NA,NA,0.607029,1.7477,FALSE,0.607029
29021,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,4,1315.8,1407.9,0.5,5,"héritage",0.202343,NA,NA,NA,0.202343,0.14079,FALSE,0.202343
29021,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,5,NA,NA,2,5,"prêt",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
29022,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,1,1657.6,2684.8,1,5,"prêt",0.404686,NA,NA,NA,0.404686,0.26848,FALSE,0.404686
29022,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,2,7728.7,2030.4,3,5,"prêt",1.214058,NA,NA,NA,1.214058,0.20304,FALSE,1.214058
29022,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,3,3153.8,NA,6,5,"héritage",2.428116,NA,NA,NA,2.428116,NA,FALSE,2.428116
29022,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,4,11122,5681.7002,2,5,"prêt",0.809372,NA,NA,NA,0.809372,0.56817002,FALSE,0.809372
29022,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,5,NA,NA,0.5,5,"héritage",0.202343,NA,NA,NA,0.202343,NA,FALSE,0.202343
29023,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,1,33956,40546,3,5,"héritage",1.214058,NA,NA,NA,1.214058,4.0546,FALSE,1.214058
29023,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,2,46951,47517,3,5,"héritage",1.214058,NA,NA,NA,1.214058,4.7517,FALSE,1.214058
29023,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,3,15666,23556,2,5,"propriété pleine",0.809372,NA,NA,NA,0.809372,2.3556,FALSE,0.809372
29023,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,4,NA,NA,100,7,"propriété pleine",0.01,NA,NA,NA,0.01,NA,FALSE,0.01
29024,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,1,16953.2,6792.7002,1,6,"héritage",1,NA,NA,NA,1,0.67927002,FALSE,1
29024,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,2,12133,6592.6001,4,5,"héritage",1.618744,NA,NA,NA,1.618744,0.65926001,FALSE,1.618744
29024,"North East","Adamawa",205,"Rural",206,"205-206",2,1407.2490234375,3,NA,NA,50,7,"héritage",0.005,NA,NA,NA,0.005,NA,FALSE,0.005
29025,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,1,NA,5019.2002,1,6,"héritage",1,NA,NA,NA,1,0.50192002,FALSE,1
29025,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,2,NA,3407.8999,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.34078999,FALSE,0.809372
29025,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,3,NA,5130.8999,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.51308999,FALSE,0.809372
29025,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,4,NA,NA,450,7,"héritage",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
29026,"North East","Adamawa",207,"Rural",0,"207-158",2,794.480407714844,1,NA,15446,1,6,"location",1,NA,NA,NA,1,1.5446,FALSE,1
29026,"North East","Adamawa",207,"Rural",0,"207-158",2,794.480407714844,2,NA,9443.7998,1,5,"location",0.404686,NA,NA,NA,0.404686,0.94437998,FALSE,0.404686
29028,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,1,NA,9531.7002,1,6,"héritage",1,NA,NA,NA,1,0.95317002,FALSE,1
29028,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,2,NA,1243.2,1,6,"héritage",1,NA,NA,NA,1,0.12432,FALSE,1
29029,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,1,NA,3482.5,1,6,"héritage",1,NA,NA,NA,1,0.34825,FALSE,1
29029,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,2,NA,2676.6001,1,6,"héritage",1,NA,NA,NA,1,0.26766001,FALSE,1
29029,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,3,1402.3,1760,1,6,"héritage",1,NA,NA,NA,1,0.176,FALSE,1
29029,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,4,NA,NA,450,7,"héritage",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
29031,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,1,NA,7761.2998,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.77612998,FALSE,0.809372
29031,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,2,NA,NA,600,7,"héritage",0.06,NA,NA,NA,0.06,NA,FALSE,0.06
29031,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,3,NA,8738.2998,3,5,"héritage",1.214058,NA,NA,NA,1.214058,0.87382998,FALSE,1.214058
29032,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,1,NA,18545,4,5,"héritage",1.618744,NA,NA,NA,1.618744,1.8545,FALSE,1.618744
