"hhid","nb_parcelles","superf_totale_ha","superf_moy_ha","wt_wave4","milieu","state"
160019,1,0.028218,0.028218,7670.607421875,"Urbain",16
160025,1,0.027975,0.027975,7670.607421875,"Urbain",16
160035,1,0.10984,0.10984,7670.607421875,"Urbain",16
160041,1,0.019707,0.019707,7670.607421875,"Urbain",16
160054,1,0.03972,0.03972,5379.62548828125,"Rural",16
160057,1,0.013223,0.013223,5379.62548828125,"Rural",16
160146,1,0.005632,0.005632,2668.826171875,"Rural",16
160151,4,0.077411,0.01935275,2668.826171875,"Rural",16
160152,1,0.032047,0.032047,2668.826171875,"Rural",16
160153,1,0.010574,0.010574,2668.826171875,"Rural",16
169014,1,0.03807,0.03807,1329.08422851562,"Rural",16
169018,1,0.036033,0.036033,1329.08422851562,"Rural",16
169048,1,0.052303,0.052303,10629.44921875,"Rural",16
169050,1,0.004228,0.004228,2045.42236328125,"Rural",16
169058,2,0.029333,0.0146665,2045.42236328125,"Rural",16
169059,1,0.015107,0.015107,2045.42236328125,"Rural",16
169061,2,0.074246,0.037123,2449.892578125,"Rural",16
169063,1,0.080187,0.080187,2449.892578125,"Rural",16
169071,2,0.039511,0.0197555,2449.892578125,"Rural",16
169073,1,0.10711,0.10711,4237.30126953125,"Rural",16
169077,1,0.002742,0.002742,4237.30126953125,"Rural",16
169080,1,0.016467,0.016467,4237.30126953125,"Rural",16
169099,1,0.003705,0.003705,3728.97534179688,"Rural",16
169112,1,0.016122,0.016122,1785.21875,"Rural",16
169134,1,0.003316,0.003316,6176.685546875,"Rural",16
169141,1,0.11189,0.11189,6176.685546875,"Rural",16
169144,1,0.003503,0.003503,6176.685546875,"Rural",16
169166,1,0.002599,0.002599,2045.42236328125,"Rural",16
169171,1,0.004388,0.004388,8472.5068359375,"Rural",16
170042,1,0.44593,0.44593,6691.11865234375,"Rural",17
170046,1,0.40249,0.40249,6691.11865234375,"Rural",17
170047,1,0.20704,0.20704,6691.11865234375,"Rural",17
170050,1,0.51647,0.51647,6691.11865234375,"Rural",17
179012,1,1.7276,1.7276,9726.4013671875,"Rural",17
179015,1,0.16729,0.16729,1983.49450683594,"Rural",17
179019,1,0.34991,0.34991,1983.49450683594,"Rural",17
179053,1,0.20482,0.20482,4671.5283203125,"Rural",17
179055,1,0.1968,0.1968,4671.5283203125,"Rural",17
179056,1,0.12368,0.12368,4671.5283203125,"Rural",17
179059,1,0.60437,0.60437,4671.5283203125,"Rural",17
179089,1,0.4133,0.4133,3526.39184570312,"Urbain",17
180034,1,0.60178,0.60178,8199.6044921875,"Rural",18
180042,1,0.13714,0.13714,6183.1279296875,"Urbain",18
180050,1,0.18718,0.18718,6183.1279296875,"Urbain",18
189024,2,0.49364,0.24682,7029.46630859375,"Rural",18
189037,2,0.2809,0.14045,2597.375,"Rural",18
189038,2,0.40352,0.20176,2597.375,"Rural",18
189039,2,0.250096,0.125048,2597.375,"Rural",18
189045,1,0.13658,0.13658,2597.375,"Rural",18
189053,1,0.092205,0.092205,1095.54711914062,"Rural",18
189058,2,0.4869,0.24345,1095.54711914062,"Rural",18
189062,1,1.551,1.551,10361.3203125,"Rural",18
189068,2,1.49289,0.746445,10361.3203125,"Rural",18
189070,1,0.49281,0.49281,10361.3203125,"Rural",18
189071,1,0.5282,0.5282,10361.3203125,"Rural",18
189080,1,0.095084,0.095084,3779.58837890625,"Urbain",18
189126,3,0.738413,0.246137666666667,4606.5146484375,"Rural",18
189127,2,0.99803,0.499015,4606.5146484375,"Rural",18
189128,1,0.27247,0.27247,4606.5146484375,"Rural",18
189129,1,2.0773,2.0773,4606.5146484375,"Rural",18
189150,2,0.44577,0.222885,15675.4521484375,"Rural",18
189158,1,0.54136,0.54136,2532.90380859375,"Rural",18
189180,1,0.26539,0.26539,7941.9794921875,"Rural",18
189195,1,0.27547,0.27547,2228.43530273438,"Rural",18
189202,1,0.27182,0.27182,2228.43530273438,"Rural",18
189204,2,0.93433,0.467165,2228.43530273438,"Rural",18
190082,1,0.66324,0.66324,6356.2197265625,"Rural",19
190086,1,0.37748,0.37748,6356.2197265625,"Rural",19
190135,1,0.22512,0.22512,3786.587890625,"Rural",19
190138,1,0.06576,0.06576,3786.587890625,"Rural",19
190140,1,0.12296,0.12296,3786.587890625,"Rural",19
190162,1,0.19891,0.19891,5499.6083984375,"Rural",19
190167,1,0.21116,0.21116,5499.6083984375,"Rural",19
190175,2,0.118185,0.0590925,7596.80322265625,"Rural",19
190176,1,0.24459,0.24459,7596.80322265625,"Rural",19
190177,3,0.254448,0.084816,7596.80322265625,"Rural",19
190192,1,0.13802,0.13802,2623.39965820312,"Rural",19
199033,2,0.66506,0.33253,8894.890625,"Rural",19
199036,2,0.198865,0.0994325,8894.890625,"Rural",19
199052,1,0.16293,0.16293,5905.75341796875,"Rural",19
199053,1,0.60623,0.60623,5905.75341796875,"Rural",19
199054,1,0.058687,0.058687,5905.75341796875,"Rural",19
199055,1,0.12036,0.12036,5905.75341796875,"Rural",19
199061,1,0.03325,0.03325,2657.2890625,"Rural",19
199086,1,0.21674,0.21674,8730.2412109375,"Rural",19
199091,1,0.055431,0.055431,8730.2412109375,"Rural",19
199093,1,0.26774,0.26774,8730.2412109375,"Rural",19
199095,1,0.14023,0.14023,8730.2412109375,"Rural",19
200011,2,1.56159,0.780795,2428.50244140625,"Rural",20
200013,1,0.92689,0.92689,2428.50244140625,"Rural",20
200014,1,0.92689,0.92689,2428.50244140625,"Rural",20
200016,2,3.75078,1.87539,2428.50244140625,"Rural",20
200071,2,0.7859,0.39295,1993.01391601562,"Rural",20
200072,1,1.2565,1.2565,1993.01391601562,"Rural",20
200074,1,0.28981,0.28981,1993.01391601562,"Rural",20
200075,1,0.25777,0.25777,1993.01391601562,"Rural",20
200076,1,0.38247,0.38247,1993.01391601562,"Rural",20
200168,2,0.47702,0.23851,6181.2021484375,"Rural",20
200181,1,2.032,2.032,3543.18115234375,"Urbain",20
200189,1,0.28304,0.28304,3543.18115234375,"Urbain",20
209002,1,0.20401,0.20401,9311.673828125,"Rural",20
209006,2,0.26551,0.132755,9311.673828125,"Rural",20
209011,1,0.79118,0.79118,9311.673828125,"Rural",20
209014,2,0.40415,0.202075,5489.44580078125,"Rural",20
209018,1,0.17293,0.17293,5489.44580078125,"Rural",20
209022,1,0.33361,0.33361,5489.44580078125,"Rural",20
209023,1,0.20181,0.20181,5489.44580078125,"Rural",20
209036,1,1.13,1.13,8543.1826171875,"Rural",20
209045,1,0.5326,0.5326,7162.32080078125,"Urbain",20
209052,1,1.347,1.347,5041.1845703125,"Rural",20
209071,2,3.14293,1.571465,21511.578125,"Urbain",20
209098,2,0.82883,0.414415,3915.66723632812,"Rural",20
209103,2,1.05758,0.52879,3915.66723632812,"Rural",20
209108,2,0.58558,0.29279,3915.66723632812,"Rural",20
209111,1,0.25644,0.25644,7198.05908203125,"Rural",20
209121,2,0.73162,0.36581,7152.2353515625,"Rural",20
219010,1,0.18312,0.18312,2767.05981445312,"Urbain",21
220011,1,0.1753,0.1753,2703.564453125,"Rural",22
220115,1,0.21154,0.21154,5305.54248046875,"Rural",22
220116,1,0.15933,0.15933,5305.54248046875,"Rural",22
229011,1,0.096944,0.096944,1805.65124511719,"Rural",22
229012,1,0.09224,0.09224,1805.65124511719,"Rural",22
229016,1,0.62952,0.62952,2071.36572265625,"Rural",22
229020,1,0.14905,0.14905,2071.36572265625,"Rural",22
229026,1,0.25262,0.25262,1629.57690429688,"Rural",22
229060,1,0.033916,0.033916,4203.1220703125,"Urbain",22
239051,2,4.93649,2.468245,5534.43994140625,"Urbain",23
239053,2,3.7523,1.87615,5534.43994140625,"Urbain",23
239130,1,0.10173,0.10173,467.067749023438,"Rural",23
239151,3,0.140045,0.0466816666666667,2235.142578125,"Urbain",23
239180,1,1.718,1.718,1954.962890625,"Rural",23
239181,1,1.4928,1.4928,1954.962890625,"Rural",23
239183,1,0.74679,0.74679,1954.962890625,"Rural",23
239184,2,1.7488,0.8744,1954.962890625,"Rural",23
239186,1,1.4206,1.4206,1954.962890625,"Rural",23
239187,3,5.64334,1.88111333333333,1954.962890625,"Rural",23
239188,2,1.87745,0.938725,1954.962890625,"Rural",23
239189,2,2.51617,1.258085,1954.962890625,"Rural",23
239221,2,0.7793,0.38965,4388.72021484375,"Rural",23
239222,2,0.85989,0.429945,4388.72021484375,"Rural",23
250011,1,0.77804,0.77804,9605.255859375,"Rural",25
250014,2,0.432597,0.2162985,9605.255859375,"Rural",25
250018,3,1.96128,0.65376,9605.255859375,"Rural",25
250019,1,0.51915,0.51915,9605.255859375,"Rural",25
270024,1,0.12967,0.12967,14314.5380859375,"Rural",27
270030,1,0.16138,0.16138,14314.5380859375,"Rural",27
270047,1,0.09895,0.09895,2115.85571289062,"Rural",27
279004,1,0.13542,0.13542,4211.20166015625,"Rural",27
279024,1,0.63101,0.63101,7771.49365234375,"Rural",27
279048,1,0.20811,0.20811,546.534301757812,"Rural",27
279080,1,0.18132,0.18132,783.3583984375,"Rural",27
289019,2,1.01504,0.50752,23366.357421875,"Rural",28
289026,1,0.01373,0.01373,2431.38745117188,"Rural",28
289042,2,0.430054,0.215027,5554.2099609375,"Rural",28
289044,1,0.35742,0.35742,5554.2099609375,"Rural",28
289102,1,0.23963,0.23963,23366.357421875,"Rural",28
300171,1,0.36484,0.36484,4094.75366210938,"Rural",30
300175,2,0.42075,0.210375,4094.75366210938,"Rural",30
300178,2,0.94631,0.473155,4094.75366210938,"Rural",30
309064,1,0.15726,0.15726,19488.6171875,"Rural",30
309065,2,0.818708,0.409354,19488.6171875,"Rural",30
309068,1,5.8704,5.8704,19488.6171875,"Rural",30
309096,1,0.33773,0.33773,3903.0849609375,"Rural",30
309113,1,5.2754,5.2754,2047.58349609375,"Rural",30
310074,1,0.19059,0.19059,5362.8955078125,"Rural",31
310076,1,1.177,1.177,5362.8955078125,"Rural",31
310084,1,0.21571,0.21571,4994.314453125,"Rural",31
310085,2,2.2457,1.12285,4994.314453125,"Rural",31
310086,1,0.83406,0.83406,4994.314453125,"Rural",31
310087,1,1.1098,1.1098,4994.314453125,"Rural",31
310088,1,0.88368,0.88368,4994.314453125,"Rural",31
310089,2,2.3398,1.1699,4994.314453125,"Rural",31
310090,1,0.67476,0.67476,4994.314453125,"Rural",31
310094,1,0.04977,0.04977,7158.82861328125,"Rural",31
310096,1,0.75087,0.75087,7158.82861328125,"Rural",31
310100,1,0.53054,0.53054,7158.82861328125,"Rural",31
319004,1,0.2911,0.2911,12889.7216796875,"Rural",31
319006,1,0.39191,0.39191,12889.7216796875,"Rural",31
319007,1,1.0665,1.0665,12889.7216796875,"Rural",31
319041,4,3.58769,0.8969225,23101.455078125,"Rural",31
319042,1,1.3674,1.3674,23101.455078125,"Rural",31
319048,2,2.68,1.34,23101.455078125,"Rural",31
319049,7,0.326648,0.046664,6023.06689453125,"Rural",31
319051,1,0.10828,0.10828,6023.06689453125,"Rural",31
319052,2,0.46835,0.234175,6023.06689453125,"Rural",31
319054,1,0.052924,0.052924,6023.06689453125,"Rural",31
319058,2,0.21455,0.107275,6023.06689453125,"Rural",31
319059,2,0.293187,0.1465935,6023.06689453125,"Rural",31
319060,4,0.430769,0.10769225,6023.06689453125,"Rural",31
319065,1,0.18992,0.18992,12154.69140625,"Rural",31
320051,1,0.10748,0.10748,6945.765625,"Rural",32
320074,2,0.075388,0.037694,5439.81640625,"Rural",32
320076,2,0.20679,0.103395,5439.81640625,"Rural",32
320078,1,0.014592,0.014592,5439.81640625,"Rural",32
329053,2,0.125596,0.062798,10333.5087890625,"Rural",32
329055,1,0.125,0.125,10333.5087890625,"Rural",32
329061,1,0.26204,0.26204,21136.03515625,"Rural",32
329068,1,0.23781,0.23781,21136.03515625,"Rural",32
329076,1,0.079988,0.079988,10568.017578125,"Rural",32
329089,2,0.169417,0.0847085,8926.943359375,"Rural",32
329090,1,0.058212,0.058212,8926.943359375,"Rural",32
329091,4,1.26036,0.31509,8926.943359375,"Rural",32
330039,1,0.43856,0.43856,5143.34326171875,"Rural",33
330052,1,0.72645,0.72645,3943.50268554688,"Rural",33
330059,1,0.13428,0.13428,3943.50268554688,"Rural",33
330060,1,0.94164,0.94164,3943.50268554688,"Rural",33
330061,1,0.27819,0.27819,6773.888671875,"Rural",33
330063,2,0.77185,0.385925,6773.888671875,"Rural",33
339004,2,0.256895,0.1284475,4505.998046875,"Rural",33
339005,2,0.293382,0.146691,4505.998046875,"Rural",33
339027,1,0.17047,0.17047,8577.9091796875,"Rural",33
339030,3,1.14772,0.382573333333333,8577.9091796875,"Rural",33
339033,2,1.31367,0.656835,8577.9091796875,"Rural",33
339034,3,0.84816,0.28272,8577.9091796875,"Rural",33
339038,1,0.046931,0.046931,11026.5283203125,"Rural",33
339043,3,0.439646,0.146548666666667,11026.5283203125,"Rural",33
339045,1,0.013546,0.013546,11026.5283203125,"Rural",33
339048,4,0.573609,0.14340225,11026.5283203125,"Rural",33
340038,1,3.4563,3.4563,6382.94580078125,"Rural",34
349008,1,0.93094,0.93094,9549.8525390625,"Rural",34
349021,2,2.5804,1.2902,1980.71228027344,"Rural",34
349050,1,0.36555,0.36555,2146.47509765625,"Urbain",34
349051,1,0.64629,0.64629,2146.47509765625,"Urbain",34
349052,1,3.7848,3.7848,2146.47509765625,"Urbain",34
349054,1,0.29831,0.29831,2146.47509765625,"Urbain",34
349055,1,3.5579,3.5579,2146.47509765625,"Urbain",34
349056,1,1.3525,1.3525,2146.47509765625,"Urbain",34
349059,1,0.419,0.419,2146.47509765625,"Urbain",34
349068,2,0.210728,0.105364,2511.28271484375,"Rural",34
349073,1,0.065886,0.065886,29309.6875,"Rural",34
349080,1,0.055925,0.055925,29309.6875,"Rural",34
349092,1,0.094602,0.094602,3764.6376953125,"Rural",34
350067,1,0.8853,0.8853,8760.6826171875,"Rural",35
359009,1,4.93191,4.93191,1653.216796875,"Rural",35
359019,1,0.9862,0.9862,1649.81140136719,"Rural",35
359029,1,0.9759,0.9759,12425.705078125,"Rural",35
359051,1,0.55721,0.55721,1644.43359375,"Rural",35
359068,1,0.83069,0.83069,16014.9931640625,"Urbain",35
359071,1,0.83837,0.83837,16014.9931640625,"Urbain",35
359072,1,1.5231,1.5231,16014.9931640625,"Urbain",35
360031,1,0.45061,0.45061,2979.556640625,"Rural",36
360032,1,0.65105,0.65105,2979.556640625,"Rural",36
360033,1,0.36218,0.36218,2979.556640625,"Rural",36
360034,1,0.3963,0.3963,2979.556640625,"Rural",36
360035,1,0.18635,0.18635,2979.556640625,"Rural",36
360036,1,0.19853,0.19853,2979.556640625,"Rural",36
360038,2,0.71444,0.35722,2979.556640625,"Rural",36
360039,1,0.27329,0.27329,2979.556640625,"Rural",36
360040,2,0.55579,0.277895,2979.556640625,"Rural",36
360041,1,0.41276,0.41276,8140.50927734375,"Rural",36
360043,2,0.74548,0.37274,8140.50927734375,"Rural",36
360044,1,0.42674,0.42674,8140.50927734375,"Rural",36
360045,2,0.90055,0.450275,8140.50927734375,"Rural",36
360046,1,0.34835,0.34835,8140.50927734375,"Rural",36
360085,2,0.94559,0.472795,5530.6728515625,"Rural",36
360088,1,0.47329,0.47329,5530.6728515625,"Rural",36
360089,2,1.02064,0.51032,5530.6728515625,"Rural",36
369006,1,0.38527,0.38527,40908.6953125,"Rural",36
369008,1,0.2886,0.2886,40908.6953125,"Rural",36
369025,1,0.34286,0.34286,8194.56640625,"Urbain",36
369026,1,0.53283,0.53283,8194.56640625,"Urbain",36
369038,1,0.39158,0.39158,24717.341796875,"Rural",36
369041,1,0.34559,0.34559,24717.341796875,"Rural",36
369043,1,0.42742,0.42742,24717.341796875,"Rural",36
379092,1,0.14678,0.14678,1277.53454589844,"Rural",37
