n,moyenne_age,ecart_type_age,mediane_age,q1_age,q3_age,min_age,max_age,cv_age,asymetrie_age
26557,23.983017660127263,19.730824688139773,18,8,36,0,130,0.8226998356817735,0.9989624125131903
