n,moyenne,mediane,ecart_type,cv_pct,iqr,p10,p25,p75,p90,min,max
7320,0.5154,0.26,0.7751,150.4079,0.5185,0.0384,0.0947,0.6133,1.2344,5e-4,11.5423
