"zone_label","taux_inorganique","taux_organique","taux_npk","taux_urea","n_pondere"
"Rural",45.1749365094728,30.2868154949562,36.895806633387,25.2475885485666,16027342.6665039
"Urbain",30.7452831795648,14.3341700115037,23.7851359778555,16.1040192630805,2822372.76831055
