"hhid","cropcode","crop_name","superficie_ha","prod_kg","rendement_kg_ha","state"
70016,1080,"Maïs",0.051660001373291,516.60001373291,10000,7
70019,1080,"Maïs",0.0172200004577637,172.200004577637,10000,7
70062,1080,"Maïs",0.0172200004577637,172.200004577637,10000,7
70078,1080,"Maïs",0.02,200,10000,7
70122,1080,"Maïs",0.000134819996356964,1.34819996356964,10000,7
70124,1080,"Maïs",0.015,150,10000,7
70125,1080,"Maïs",0.00430799989700317,43.0799989700317,10000,7
70126,1080,"Maïs",0.0075,75,10000,7
70129,1080,"Maïs",0.00646199984550476,64.6199984550476,10000,7
70130,1080,"Maïs",0.005,50,10000,7
70151,1080,"Maïs",0.027,270,10000,7
70154,1080,"Maïs",0.1,1000,10000,7
70157,1080,"Maïs",0.04,400,10000,7
79005,1080,"Maïs",0.0072,72,10000,7
79011,1080,"Maïs",0.03,300,10000,7
79016,1080,"Maïs",0.0025,25,10000,7
79017,1080,"Maïs",0.01,100,10000,7
79018,1080,"Maïs",0.01,100,10000,7
79019,1080,"Maïs",0.00143599996566772,14.3599996566772,10000,7
79020,1080,"Maïs",0.000357120013236999,3.57120013237,10000,7
79021,1080,"Maïs",0.0069810001373291,69.810001373291,10000,7
79023,1080,"Maïs",0.00107699997425079,10.7699997425079,10000,7
79024,1080,"Maïs",0.00430799989700317,43.0799989700317,10000,7
79025,1080,"Maïs",0.05,500,10000,7
79026,1080,"Maïs",0.027,270,10000,7
79030,1080,"Maïs",0.0172200004577637,172.200004577637,10000,7
79062,1080,"Maïs",9e-04,9,10000,7
79066,1080,"Maïs",0.000777600020170212,7.77600020170212,10000,7
79075,1080,"Maïs",0.005,50,10000,7
79083,1080,"Maïs",0.018,180,10000,7
79092,1080,"Maïs",0.0172200004577637,172.200004577637,10000,7
79093,1080,"Maïs",0.0172200004577637,172.200004577637,10000,7
79094,1080,"Maïs",0.00574000015258789,57.4000015258789,10000,7
79096,1080,"Maïs",0.00335088005065918,33.5088005065918,10000,7
79098,1080,"Maïs",0.0015364800453186,15.364800453186,10000,7
79104,1080,"Maïs",0.00129870001673698,12.9870001673698,10000,7
79105,1080,"Maïs",0.02,200,10000,7
79106,1080,"Maïs",0.00358999991416931,35.8999991416931,10000,7
79107,1080,"Maïs",0.0401800010681152,401.800010681152,10000,7
79117,1080,"Maïs",0.00574000015258789,57.4000015258789,10000,7
80011,1100,"Millet",0.04,400,10000,8
80012,1100,"Millet",0.02,200,10000,8
80013,1100,"Millet",0.05,500,10000,8
80014,1100,"Millet",0.03,300,10000,8
80016,1100,"Millet",0.04,400,10000,8
80018,1100,"Millet",0.04,400,10000,8
80019,1100,"Millet",0.02,200,10000,8
80092,1080,"Maïs",0.1,1000,10000,8
80095,1080,"Maïs",0.22,2200,10000,8
80097,1080,"Maïs",0.53,5300,10000,8
80098,1080,"Maïs",0.22,2200,10000,8
80101,1080,"Maïs",0.005,50,10000,8
80102,1080,"Maïs",0.23,2300,10000,8
80104,1080,"Maïs",0.16,1600,10000,8
80105,1080,"Maïs",0.095,950,10000,8
80106,1080,"Maïs",0.18,1800,10000,8
80107,1080,"Maïs",0.3,3000,10000,8
80108,1080,"Maïs",0.025,250,10000,8
80110,1080,"Maïs",0.04,400,10000,8
89007,1100,"Millet",0.05,500,10000,8
89016,1100,"Millet",0.04,400,10000,8
89017,1080,"Maïs",0.05,500,10000,8
89020,1100,"Millet",0.03,300,10000,8
89021,1100,"Millet",0.04,400,10000,8
89023,1100,"Millet",0.05,500,10000,8
89024,1100,"Millet",0.03,300,10000,8
89028,1100,"Millet",0.015,150,10000,8
90025,1080,"Maïs",0.0072,72,10000,9
90048,1080,"Maïs",0.000630000019073486,6.30000019073486,10000,9
90093,1080,"Maïs",0.0054,54,10000,9
90095,1080,"Maïs",0.00619920043945313,61.9920043945312,10000,9
90100,1080,"Maïs",0.00630000019073486,63.0000019073486,10000,9
99009,1080,"Maïs",0.00315000009536743,31.5000009536743,10000,9
99040,1080,"Maïs",0.0144,144,10000,9
99045,1080,"Maïs",0.02,200,10000,9
99053,1080,"Maïs",0.000630000019073486,6.30000019073486,10000,9
99054,1080,"Maïs",0.00086399994790554,8.6399994790554,10000,9
99059,1080,"Maïs",0.0144,144,10000,9
99096,1080,"Maïs",0.00630000019073486,63.0000019073486,10000,9
99098,1080,"Maïs",0.0054,54,10000,9
100031,1080,"Maïs",0.126,1260,10000,10
100036,1080,"Maïs",0.0108,108,10000,10
100037,1080,"Maïs",0.009,90,10000,10
100039,1080,"Maïs",0.0324,324,10000,10
100040,1080,"Maïs",0.063,630,10000,10
109006,1080,"Maïs",0.0126,126,10000,10
109007,1080,"Maïs",0.0414,414,10000,10
109011,1080,"Maïs",0.0324,324,10000,10
109012,1080,"Maïs",0.0072,72,10000,10
109017,1080,"Maïs",0.00527310013771057,52.7310013771057,10000,10
109018,1080,"Maïs",0.0486,486,10000,10
109019,1080,"Maïs",0.0252,252,10000,10
109022,1080,"Maïs",0.072,720,10000,10
109026,1080,"Maïs",0.0036,36,10000,10
109042,1080,"Maïs",0.054,540,10000,10
109047,1080,"Maïs",0.0072,72,10000,10
109048,1080,"Maïs",0.036,360,10000,10
109052,1080,"Maïs",0.027,270,10000,10
109055,1080,"Maïs",0.0072,72,10000,10
109056,1080,"Maïs",0.0288,288,10000,10
109059,1080,"Maïs",0.0179285404682159,179.285404682159,10000,10
109065,1080,"Maïs",0.108,1080,10000,10
109067,1080,"Maïs",0.036,360,10000,10
109071,1080,"Maïs",0.000630000019073486,6.30000019073486,10000,10
109078,1080,"Maïs",0.018,180,10000,10
109119,1080,"Maïs",0.0018950400352478,18.950400352478,10000,10
109169,1080,"Maïs",0.009,90,10000,10
110024,1080,"Maïs",0.000714240026473999,7.14240026473999,10000,11
110025,1080,"Maïs",0.0102873601913452,102.873601913452,10000,11
110027,1080,"Maïs",0.0054,54,10000,11
110028,1080,"Maïs",0.0072,72,10000,11
110029,1080,"Maïs",0.0120780003815889,120.780003815889,10000,11
110030,1080,"Maïs",0.00702720022201538,70.2720022201538,10000,11
110081,1080,"Maïs",0.00103680002689362,10.3680002689362,10000,11
110082,1080,"Maïs",0.000421848011016846,4.21848011016846,10000,11
110083,1080,"Maïs",0.00198400001525879,19.8400001525879,10000,11
110085,1080,"Maïs",0.002707200050354,27.07200050354,10000,11
110086,1080,"Maïs",0.000210924005508423,2.10924005508423,10000,11
110087,1080,"Maïs",0.03,300,10000,11
110088,1080,"Maïs",0.000541440010070801,5.41440010070801,10000,11
110089,1080,"Maïs",0.0027,27,10000,11
110090,1080,"Maïs",0.00209768400192261,20.9768400192261,10000,11
110113,1080,"Maïs",0.00209768400192261,20.9768400192261,10000,11
110115,1080,"Maïs",0.0072,72,10000,11
110116,1080,"Maïs",0.0054,54,10000,11
110117,1080,"Maïs",0.0216,216,10000,11
110119,1080,"Maïs",9e-04,9,10000,11
110120,1080,"Maïs",0.00259200006723404,25.9200006723404,10000,11
110130,1080,"Maïs",0.00349614000320435,34.9614000320435,10000,11
110131,1080,"Maïs",0.00379008007049561,37.9008007049561,10000,11
110132,1080,"Maïs",0.00559382400512695,55.9382400512695,10000,11
110133,1080,"Maïs",0.00489459600448608,48.9459600448608,10000,11
110135,1080,"Maïs",0.00489459600448608,48.9459600448608,10000,11
110136,1080,"Maïs",0.0018,18,10000,11
110137,1080,"Maïs",0.0018,18,10000,11
110138,1080,"Maïs",0.0072,72,10000,11
110139,1080,"Maïs",0.00658800020813942,65.8800020813942,10000,11
110140,1080,"Maïs",0.0175680005550385,175.680005550385,10000,11
119010,1080,"Maïs",0.0144,144,10000,11
119011,1080,"Maïs",0.0125,125,10000,11
119013,1080,"Maïs",0.0021657600402832,21.657600402832,10000,11
119016,1080,"Maïs",0.00699228000640869,69.9228000640869,10000,11
119020,1080,"Maïs",0.0036,36,10000,11
119021,1080,"Maïs",0.0063,63,10000,11
119022,1080,"Maïs",0.00129600003361702,12.9600003361702,10000,11
119023,1080,"Maïs",0.00208620006591082,20.8620006591082,10000,11
119025,1080,"Maïs",0.002707200050354,27.07200050354,10000,11
119030,1080,"Maïs",0.0018,18,10000,11
119034,1080,"Maïs",0.00194230003356934,19.4230003356934,10000,11
119035,1080,"Maïs",0.00559382400512695,55.9382400512695,10000,11
119036,1080,"Maïs",0.00839073600769043,83.9073600769043,10000,11
119043,1080,"Maïs",0.0036,36,10000,11
119046,1080,"Maïs",0.00129600003361702,12.9600003361702,10000,11
119048,1080,"Maïs",0.00527310018539429,52.7310018539429,10000,11
119052,1080,"Maïs",0.0252,252,10000,11
119058,1080,"Maïs",0.0108,108,10000,11
120043,1080,"Maïs",0.0054,54,10000,12
120044,1080,"Maïs",0.0072,72,10000,12
120047,1080,"Maïs",0.0072,72,10000,12
120048,1080,"Maïs",0.0054,54,10000,12
120049,1080,"Maïs",0.0186660005897284,186.660005897284,10000,12
120052,1080,"Maïs",0.0648,648,10000,12
120057,1080,"Maïs",0.018,180,10000,12
120058,1080,"Maïs",0.0144,144,10000,12
120059,1080,"Maïs",0.0216,216,10000,12
120093,1080,"Maïs",0.072,720,10000,12
129017,1080,"Maïs",0.00315000009536743,31.5000009536743,10000,12
129023,1080,"Maïs",0.020735998749733,207.35998749733,10000,12
129025,1080,"Maïs",0.0082656005859375,82.656005859375,10000,12
129027,1080,"Maïs",0.0054,54,10000,12
129028,1080,"Maïs",0.0054,54,10000,12
129029,1080,"Maïs",0.009,90,10000,12
129030,1080,"Maïs",0.0036,36,10000,12
129031,1080,"Maïs",0.0103320007324219,103.320007324219,10000,12
129032,1080,"Maïs",0.0144,144,10000,12
129038,1080,"Maïs",0.00447281999588013,44.7281999588013,10000,12
129041,1080,"Maïs",0.0103320007324219,103.320007324219,10000,12
129042,1080,"Maïs",0.0036,36,10000,12
129047,1080,"Maïs",0.00126000003814697,12.6000003814697,10000,12
129050,1080,"Maïs",0.0828,828,10000,12
129051,1080,"Maïs",0.0288,288,10000,12
129054,1080,"Maïs",0.0108,108,10000,12
129060,1080,"Maïs",0.009,90,10000,12
129072,1080,"Maïs",0.0342000007629395,342.000007629395,10000,12
129073,1080,"Maïs",0.0025,25,10000,12
129077,1080,"Maïs",0.0054,54,10000,12
129122,1080,"Maïs",0.005,50,10000,12
129127,1080,"Maïs",0.009,90,10000,12
129128,1080,"Maïs",0.09,900,10000,12
129137,1080,"Maïs",0.0054,54,10000,12
129142,1080,"Maïs",0.027,270,10000,12
129146,1080,"Maïs",0.0072,72,10000,12
129168,1080,"Maïs",0.00549000017344952,54.9000017344952,10000,12
139025,1080,"Maïs",0.0144,144,10000,13
139029,1080,"Maïs",0.04,400,10000,13
139030,1080,"Maïs",0.0162,162,10000,13
139031,1080,"Maïs",0.0324,324,10000,13
139033,1080,"Maïs",0.0144,144,10000,13
139035,1080,"Maïs",0.0054,54,10000,13
139036,1080,"Maïs",0.108,1080,10000,13
139038,1080,"Maïs",0.018,180,10000,13
139047,1080,"Maïs",0.0036,36,10000,13
139058,1080,"Maïs",0.009,90,10000,13
139061,1080,"Maïs",0.018,180,10000,13
139062,1080,"Maïs",0.01,100,10000,13
139069,1080,"Maïs",0.0144,144,10000,13
139070,1080,"Maïs",0.0108,108,10000,13
139073,1080,"Maïs",0.02,200,10000,13
139075,1080,"Maïs",0.005,50,10000,13
139079,1080,"Maïs",0.1224,1224,10000,13
139116,1080,"Maïs",0.02,200,10000,13
139123,1080,"Maïs",0.03,300,10000,13
139124,1080,"Maïs",0.03,300,10000,13
139144,1080,"Maïs",0.000812160015106201,8.12160015106201,10000,13
140007,1080,"Maïs",0.0036,36,10000,14
140009,1080,"Maïs",0.09,900,10000,14
140027,1080,"Maïs",0.00156959991455078,15.6959991455078,10000,14
140067,1080,"Maïs",0.0032486400604248,32.486400604248,10000,14
140068,1080,"Maïs",0.0018,18,10000,14
140069,1080,"Maïs",0.0054,54,10000,14
140070,1080,"Maïs",9e-04,9,10000,14
140072,1080,"Maïs",0.0045,45,10000,14
140074,1080,"Maïs",0.00313919982910156,31.3919982910156,10000,14
140075,1080,"Maïs",0.0018,18,10000,14
140076,1080,"Maïs",0.0002707200050354,2.707200050354,10000,14
140079,1080,"Maïs",0.00784799957275391,78.4799957275391,10000,14
140080,1080,"Maïs",0.0036,36,10000,14
140083,1080,"Maïs",0.0054,54,10000,14
140084,1080,"Maïs",0.0054,54,10000,14
140085,1080,"Maïs",0.00349614000320435,34.9614000320435,10000,14
140087,1080,"Maïs",0.0252,252,10000,14
140089,1080,"Maïs",0.0126,126,10000,14
140121,1080,"Maïs",0.000210924005508423,2.10924005508423,10000,14
140124,1080,"Maïs",0.0018,18,10000,14
140126,1080,"Maïs",0.001071360039711,10.71360039711,10000,14
149001,1080,"Maïs",0.00627839965820313,62.7839965820312,10000,14
149002,1080,"Maïs",0.0054,54,10000,14
149007,1080,"Maïs",0.0054,54,10000,14
149012,1080,"Maïs",0.0156959991455078,156.959991455078,10000,14
149018,1080,"Maïs",0.0027,27,10000,14
149019,1080,"Maïs",0.0018,18,10000,14
149021,1080,"Maïs",0.0103320007324219,103.320007324219,10000,14
149022,1080,"Maïs",0.0313919982910156,313.919982910156,10000,14
149028,1080,"Maïs",0.0054,54,10000,14
149031,1080,"Maïs",0.0016243200302124,16.243200302124,10000,14
149033,1080,"Maïs",0.001353600025177,13.53600025177,10000,14
149036,1080,"Maïs",0.00313919982910156,31.3919982910156,10000,14
149038,1080,"Maïs",0.00784799957275391,78.4799957275391,10000,14
149047,1080,"Maïs",0.0018,18,10000,14
149054,1080,"Maïs",0.0036,36,10000,14
149055,1080,"Maïs",0.0072,72,10000,14
149059,1080,"Maïs",0.0234,234,10000,14
149072,1080,"Maïs",0.0072,72,10000,14
149076,1080,"Maïs",0.009,90,10000,14
149077,1080,"Maïs",0.0144,144,10000,14
149091,1080,"Maïs",9e-04,9,10000,14
149109,1080,"Maïs",0.009,90,10000,14
149112,1080,"Maïs",0.0144,144,10000,14
149114,1080,"Maïs",0.009,90,10000,14
149115,1080,"Maïs",0.0036,36,10000,14
149119,1080,"Maïs",0.045,450,10000,14
149120,1080,"Maïs",0.027,270,10000,14
149123,1080,"Maïs",0.00619920043945313,61.9920043945312,10000,14
149125,1080,"Maïs",0.0036,36,10000,14
149129,1080,"Maïs",0.0010828800201416,10.828800201416,10000,14
149130,1080,"Maïs",0.0054,54,10000,14
149132,1080,"Maïs",0.009,90,10000,14
149134,1080,"Maïs",0.108,1080,10000,14
149135,1080,"Maïs",0.027,270,10000,14
149138,1080,"Maïs",0.1008,1008,10000,14
149139,1080,"Maïs",0.0144,144,10000,14
149140,1080,"Maïs",0.0144,144,10000,14
149142,1080,"Maïs",0.009,90,10000,14
149143,1080,"Maïs",0.0144,144,10000,14
149155,1080,"Maïs",0.000714240026473999,7.14240026473999,10000,14
150001,1100,"Millet",0.05,500,10000,15
150002,1100,"Millet",0.04,400,10000,15
150003,1080,"Maïs",0.21,2100,10000,15
150004,1080,"Maïs",0.06,600,10000,15
150004,1100,"Millet",0.05,500,10000,15
150005,1080,"Maïs",0.04,400,10000,15
150007,1080,"Maïs",0.09,900,10000,15
150013,1100,"Millet",0.06,600,10000,15
150014,1080,"Maïs",0.12,1200,10000,15
150014,1100,"Millet",0.05,500,10000,15
150015,1080,"Maïs",0.3,3000,10000,15
150015,1100,"Millet",0.15,1500,10000,15
150016,1080,"Maïs",0.05,500,10000,15
150016,1100,"Millet",0.04,400,10000,15
150017,1100,"Millet",0.03,300,10000,15
150018,1080,"Maïs",0.03,300,10000,15
150019,1100,"Millet",0.09,900,10000,15
150020,1100,"Millet",0.19,1900,10000,15
150021,1080,"Maïs",0.06,600,10000,15
150024,1100,"Millet",0.02,200,10000,15
150025,1080,"Maïs",0.3,3000,10000,15
150028,1080,"Maïs",0.03,300,10000,15
150029,1100,"Millet",0.03,300,10000,15
150030,1100,"Millet",0.05,500,10000,15
150064,1080,"Maïs",0.8,8000,10000,15
150065,1080,"Maïs",0.1,1000,10000,15
150066,1080,"Maïs",0.1,1000,10000,15
150067,1080,"Maïs",0.3,3000,10000,15
150068,1080,"Maïs",0.2,2000,10000,15
150069,1080,"Maïs",0.23,2300,10000,15
150071,1080,"Maïs",0.02,200,10000,25
150079,1080,"Maïs",0.24,2400,10000,15
159001,1080,"Maïs",0.1,1000,10000,15
159002,1080,"Maïs",0.06,600,10000,15
159003,1080,"Maïs",0.12,1200,10000,15
159004,1080,"Maïs",0.06,600,10000,15
159006,1080,"Maïs",0.19,1900,10000,15
159007,1080,"Maïs",0.1,1000,10000,15
159010,1080,"Maïs",0.02,200,10000,15
159011,1080,"Maïs",0.005,50,10000,15
159012,1080,"Maïs",0.12,1200,10000,15
159013,1080,"Maïs",0.53,5300,10000,15
159014,1080,"Maïs",0.2,2000,10000,15
159015,1080,"Maïs",0.18,1800,10000,15
159016,1080,"Maïs",0.08,800,10000,15
159017,1080,"Maïs",0.3,3000,10000,15
159018,1080,"Maïs",0.3,3000,10000,15
159019,1080,"Maïs",0.15,1500,10000,15
159021,1080,"Maïs",0.3,3000,10000,15
159022,1080,"Maïs",0.42,4200,10000,15
159023,1080,"Maïs",0.144,1440,10000,15
159026,1080,"Maïs",0.1,1000,10000,15
159027,1080,"Maïs",0.11,1100,10000,15
159028,1080,"Maïs",0.015,150,10000,15
159029,1080,"Maïs",0.00897480032444,89.7480032444,10000,15
159032,1080,"Maïs",0.05,500,10000,15
159033,1080,"Maïs",0.15,1500,10000,15
159034,1080,"Maïs",0.1,1000,10000,15
159035,1080,"Maïs",0.08,800,10000,15
159038,1080,"Maïs",0.03,300,10000,15
159038,1100,"Millet",0.04,400,10000,15
159050,1080,"Maïs",0.15,1500,10000,15
159053,1080,"Maïs",0.25,2500,10000,15
159055,1080,"Maïs",0.06,600,10000,15
159057,1080,"Maïs",0.2,2000,10000,15
159068,1080,"Maïs",0.25,2500,10000,15
159072,1100,"Millet",0.15,1500,10000,15
159073,1100,"Millet",0.04,400,10000,15
159074,1080,"Maïs",0.036,360,10000,15
159076,1080,"Maïs",0.04,400,10000,15
159078,1080,"Maïs",0.05,500,10000,15
159078,1100,"Millet",0.05,500,10000,15
159079,1080,"Maïs",0.1,1000,10000,15
159079,1100,"Millet",0.04,400,10000,15
159081,1080,"Maïs",0.04,400,10000,15
159083,1100,"Millet",0.05,500,10000,15
159084,1080,"Maïs",0.04,400,10000,15
159084,1100,"Millet",0.05,500,10000,15
159085,1080,"Maïs",0.25,2500,10000,15
159085,1100,"Millet",0.1,1000,10000,15
159086,1080,"Maïs",0.05,500,10000,15
159086,1100,"Millet",0.04,400,10000,15
159087,1080,"Maïs",0.06,600,10000,15
159087,1100,"Millet",0.025,250,10000,15
159088,1100,"Millet",0.02,200,10000,15
159089,1080,"Maïs",0.1,1000,10000,15
159089,1100,"Millet",0.02,200,10000,15
159090,1100,"Millet",0.06,600,10000,15
159094,1080,"Maïs",0.37,3700,10000,15
159095,1080,"Maïs",0.05,500,10000,15
159096,1080,"Maïs",0.2,2000,10000,15
159096,1100,"Millet",0.03,300,10000,15
159097,1080,"Maïs",0.04,400,10000,15
159098,1080,"Maïs",0.03,300,10000,15
159098,1100,"Millet",0.01,100,10000,15
159099,1080,"Maïs",0.02,200,10000,15
159099,1100,"Millet",0.02,200,10000,15
159100,1100,"Millet",0.01,100,10000,15
159101,1080,"Maïs",0.1,1000,10000,15
159101,1100,"Millet",0.05,500,10000,15
159102,1100,"Millet",0.05,500,10000,15
159105,1080,"Maïs",0.1,1000,10000,15
159105,1100,"Millet",0.05,500,10000,15
159106,1080,"Maïs",0.06,600,10000,15
159106,1100,"Millet",0.02,200,10000,15
159107,1080,"Maïs",0.2,2000,10000,15
159111,1080,"Maïs",0.35,3500,10000,15
159119,1100,"Millet",0.05,500,10000,15
160006,1080,"Maïs",0.000499500006437302,4.99500006437302,10000,16
160008,1080,"Maïs",0.000999000012874603,9.99000012874603,10000,16
160009,1080,"Maïs",0.00199800002574921,19.9800002574921,10000,16
160019,1080,"Maïs",0.0010828800201416,10.828800201416,10000,16
160024,1080,"Maïs",0.0045,45,10000,16
160025,1080,"Maïs",0.0045,45,10000,16
160032,1080,"Maïs",0.0018,18,10000,16
160035,1080,"Maïs",0.0072,72,10000,16
160041,1080,"Maïs",0.0054,54,10000,16
160051,1080,"Maïs",0.0018,18,10000,16
160053,1080,"Maïs",0.0002707200050354,2.707200050354,10000,16
160054,1080,"Maïs",9e-04,9,10000,16
160055,1080,"Maïs",0.0027,27,10000,16
160057,1080,"Maïs",0.0018,18,10000,16
160059,1080,"Maïs",0.0018,18,10000,16
160060,1080,"Maïs",0.0072,72,10000,16
160144,1080,"Maïs",9e-04,9,10000,16
160147,1080,"Maïs",9e-04,9,10000,16
160151,1080,"Maïs",0.00299700003862381,29.9700003862381,10000,16
160152,1080,"Maïs",0.00111744003295898,11.1744003295898,10000,16
160153,1080,"Maïs",9e-04,9,10000,16
169001,1080,"Maïs",9e-04,9,10000,16
169004,1080,"Maïs",0.0144,144,10000,16
169007,1080,"Maïs",0.0018,18,10000,16
169009,1080,"Maïs",0.0072,72,10000,16
169011,1080,"Maïs",0.0054,54,10000,16
169012,1080,"Maïs",0.0054,54,10000,16
169013,1080,"Maïs",9e-04,9,10000,16
169014,1080,"Maïs",0.00129600003361702,12.9600003361702,10000,16
169016,1080,"Maïs",0.000513000011444092,5.13000011444092,10000,16
169017,1080,"Maïs",0.0036,36,10000,16
169018,1080,"Maïs",0.0002707200050354,2.707200050354,10000,16
169020,1080,"Maïs",0.0018,18,10000,16
169021,1080,"Maïs",0.0108,108,10000,16
169022,1080,"Maïs",0.00129870001673698,12.9870001673698,10000,16
169024,1080,"Maïs",0.00119880001544952,11.9880001544952,10000,16
169026,1080,"Maïs",0.0126,126,10000,16
169027,1080,"Maïs",0.000541440010070801,5.41440010070801,10000,16
169028,1080,"Maïs",0.0036,36,10000,16
169030,1080,"Maïs",0.000947520017623901,9.47520017623901,10000,16
169035,1080,"Maïs",0.0036,36,10000,16
169036,1080,"Maïs",0.0072,72,10000,16
169038,1080,"Maïs",0.0054,54,10000,16
169041,1080,"Maïs",0.036,360,10000,16
169043,1080,"Maïs",0.0045,45,10000,16
169045,1080,"Maïs",0.0054,54,10000,16
169047,1080,"Maïs",0.0072,72,10000,16
169048,1080,"Maïs",9e-04,9,10000,16
169051,1080,"Maïs",0.0075,75,10000,16
169056,1080,"Maïs",9e-04,9,10000,16
169057,1080,"Maïs",0.00410400009155273,41.0400009155273,10000,16
169058,1080,"Maïs",0.00219780002832413,21.9780002832413,10000,16
169060,1080,"Maïs",0.00256500005722046,25.6500005722046,10000,16
169061,1080,"Maïs",0.0081,81,10000,16
169063,1080,"Maïs",0.000421848011016846,4.21848011016846,10000,16
169065,1080,"Maïs",0.014126399230957,141.26399230957,10000,16
169066,1080,"Maïs",9e-04,9,10000,16
169067,1080,"Maïs",0.0027,27,10000,16
169068,1080,"Maïs",0.0027,27,10000,16
169071,1080,"Maïs",9e-04,9,10000,16
169075,1080,"Maïs",0.00699300009012222,69.9300009012222,10000,16
169076,1080,"Maïs",0.0171,171,10000,16
169077,1080,"Maïs",0.0018,18,10000,16
169078,1080,"Maïs",0.000674099981784821,6.74099981784821,10000,16
169080,1080,"Maïs",0.0036,36,10000,16
169083,1080,"Maïs",0.00779220010042191,77.9220010042191,10000,16
169085,1080,"Maïs",0.000684000015258789,6.84000015258789,10000,16
169091,1080,"Maïs",0.00499500006437302,49.9500006437302,10000,16
169092,1080,"Maïs",0.0018,18,10000,16
169096,1080,"Maïs",0.000899100011587143,8.99100011587143,10000,16
169097,1080,"Maïs",0.005,50,10000,16
169099,1080,"Maïs",0.0109871994018555,109.871994018555,10000,16
169101,1080,"Maïs",0.0027,27,10000,16
169103,1080,"Maïs",0.00629370008111,62.9370008111,10000,16
169105,1080,"Maïs",0.0036,36,10000,16
169106,1080,"Maïs",9e-04,9,10000,16
169107,1080,"Maïs",0.0018,18,10000,16
169109,1080,"Maïs",9e-04,9,10000,16
169111,1080,"Maïs",0.0027,27,10000,16
169114,1080,"Maïs",0.0054,54,10000,16
169115,1080,"Maïs",9e-04,9,10000,16
169116,1080,"Maïs",0.0027,27,10000,16
169120,1080,"Maïs",0.000541440010070801,5.41440010070801,10000,16
169122,1080,"Maïs",0.0189,189,10000,16
169125,1080,"Maïs",0.018,180,10000,16
169126,1080,"Maïs",0.00299700003862381,29.9700003862381,10000,16
169127,1080,"Maïs",0.000342000007629395,3.42000007629395,10000,16
169128,1080,"Maïs",0.00299700003862381,29.9700003862381,10000,16
169130,1080,"Maïs",0.00342000007629395,34.2000007629395,10000,16
169131,1080,"Maïs",0.0405,405,10000,16
169133,1080,"Maïs",0.0072,72,10000,16
169137,1080,"Maïs",0.0054,54,10000,16
169139,1080,"Maïs",0.0036,36,10000,16
169141,1080,"Maïs",0.00249750003218651,24.9750003218651,10000,16
169142,1080,"Maïs",0.000299700003862381,2.99700003862381,10000,16
169144,1080,"Maïs",0.00249750003218651,24.9750003218651,10000,16
169150,1080,"Maïs",0.0018,18,10000,16
169160,1080,"Maïs",0.00279360008239746,27.9360008239746,10000,16
169170,1080,"Maïs",0.0072,72,10000,16
169171,1080,"Maïs",0.000342000007629395,3.42000007629395,10000,16
169172,1080,"Maïs",0.0036,36,10000,16
169179,1080,"Maïs",0.0018,18,10000,16
169202,1080,"Maïs",0.0108,108,10000,16
170041,1100,"Millet",0.02,200,10000,17
170042,1080,"Maïs",0.06,600,10000,17
170043,1100,"Millet",0.04,400,10000,17
170044,1080,"Maïs",0.03,300,10000,17
170044,1100,"Millet",0.04,400,10000,17
170048,1080,"Maïs",0.05,500,10000,17
170048,1100,"Millet",0.08,800,10000,17
170049,1080,"Maïs",0.2,2000,10000,17
170050,1080,"Maïs",0.06,600,10000,17
170081,1100,"Millet",0.0129999995231628,129.999995231628,10000,17
170082,1100,"Millet",0.06,600,10000,17
170083,1100,"Millet",0.05,500,10000,17
170084,1100,"Millet",0.025,250,10000,17
170085,1100,"Millet",0.03,300,10000,17
170087,1100,"Millet",0.03,300,10000,17
170088,1100,"Millet",0.02,200,10000,17
170089,1100,"Millet",0.025,250,10000,17
170090,1100,"Millet",0.15,1500,10000,17
179002,1100,"Millet",0.13,1300,10000,17
179004,1100,"Millet",0.08,800,10000,17
179005,1100,"Millet",0.06,600,10000,17
179008,1100,"Millet",0.1,1000,10000,17
179010,1100,"Millet",0.11,1100,10000,17
179011,1100,"Millet",0.045,450,10000,17
179012,1100,"Millet",0.08,800,10000,17
179013,1100,"Millet",0.05,500,10000,17
179018,1100,"Millet",0.04,400,10000,17
179020,1100,"Millet",0.03,300,10000,17
179022,1100,"Millet",0.03,300,10000,17
179026,1100,"Millet",0.04,400,10000,17
179028,1100,"Millet",0.03,300,10000,17
179030,1100,"Millet",0.04,400,10000,17
179031,1100,"Millet",0.1,1000,10000,17
179032,1100,"Millet",0.06,600,10000,17
179033,1100,"Millet",0.05,500,10000,17
179034,1100,"Millet",0.05,500,10000,17
179035,1100,"Millet",0.155999994277954,1559.99994277954,10000,17
179036,1100,"Millet",0.03,300,10000,17
179037,1100,"Millet",0.01,100,10000,17
179039,1100,"Millet",0.04,400,10000,17
179041,1100,"Millet",0.1,1000,10000,17
179042,1100,"Millet",0.02,200,10000,17
179044,1100,"Millet",0.03,300,10000,17
179045,1100,"Millet",0.03,300,10000,17
179046,1100,"Millet",0.03,300,10000,17
179047,1100,"Millet",0.02,200,10000,17
179049,1100,"Millet",0.055,550,10000,17
179050,1100,"Millet",0.08,800,10000,17
179052,1100,"Millet",0.02,200,10000,17
179053,1100,"Millet",0.04,400,10000,17
179054,1100,"Millet",0.03,300,10000,17
179055,1100,"Millet",0.22,2200,10000,17
179056,1100,"Millet",0.085,850,10000,17
