"hhid","cropcode","crop_name","superficie_ha","prod_kg","rendement_kg_ha","state"
179058,1100,"Millet",0.12,1200,10000,17
179059,1100,"Millet",0.228,2280,10000,17
179060,1100,"Millet",0.01,100,10000,17
179061,1100,"Millet",0.16,1600,10000,17
179063,1100,"Millet",0.15,1500,10000,17
179064,1100,"Millet",0.08,800,10000,17
179065,1100,"Millet",0.04,400,10000,17
179067,1100,"Millet",0.04,400,10000,17
179068,1100,"Millet",0.08,800,10000,17
179069,1100,"Millet",0.05,500,10000,17
179070,1100,"Millet",0.015,150,10000,17
179072,1100,"Millet",0.03,300,10000,17
179074,1100,"Millet",0.025,250,10000,17
179079,1100,"Millet",0.11,1100,10000,17
179086,1100,"Millet",0.03,300,10000,17
179089,1100,"Millet",0.02,200,10000,17
179097,1100,"Millet",0.09,900,10000,17
179098,1100,"Millet",0.13,1300,10000,17
179101,1100,"Millet",0.15,1500,10000,17
179102,1100,"Millet",0.05,500,10000,17
179104,1100,"Millet",0.06,600,10000,17
179105,1100,"Millet",0.05,500,10000,17
179106,1100,"Millet",0.1,1000,10000,17
179108,1100,"Millet",0.08,800,10000,17
180031,1080,"Maïs",0.17,1700,10000,18
180032,1080,"Maïs",0.2,2000,10000,18
180034,1080,"Maïs",0.18,1800,10000,18
180035,1080,"Maïs",0.22,2200,10000,18
180036,1080,"Maïs",0.4,4000,10000,18
180037,1080,"Maïs",0.2,2000,10000,18
180038,1080,"Maïs",0.35,3500,10000,18
180040,1080,"Maïs",0.41,4100,10000,18
180042,1080,"Maïs",0.27,2700,10000,18
180044,1080,"Maïs",0.18,1800,10000,18
180047,1080,"Maïs",0.1,1000,10000,18
180091,1080,"Maïs",0.66,6600,10000,18
180092,1080,"Maïs",0.03,300,10000,18
180094,1080,"Maïs",0.02,200,10000,18
180095,1080,"Maïs",0.1,1000,10000,18
180096,1080,"Maïs",0.005,50,10000,18
180097,1080,"Maïs",0.015,150,10000,18
180098,1080,"Maïs",0.0072,72,10000,18
180099,1080,"Maïs",0.018,180,10000,18
180099,1100,"Millet",0.025,250,10000,18
180100,1080,"Maïs",0.0072,72,10000,18
189003,1080,"Maïs",0.2,2000,10000,18
189005,1080,"Maïs",0.04,400,10000,18
189006,1080,"Maïs",0.16,1600,10000,18
189007,1080,"Maïs",2,20000,10000,18
189008,1080,"Maïs",0.025,250,10000,18
189009,1080,"Maïs",0.01,100,10000,18
189010,1080,"Maïs",0.2,2000,10000,18
189012,1080,"Maïs",9e-04,9,10000,18
189015,1080,"Maïs",0.09,900,10000,18
189016,1080,"Maïs",0.1,1000,10000,18
189017,1080,"Maïs",0.03,300,10000,18
189018,1080,"Maïs",0.15,1500,10000,18
189019,1080,"Maïs",0.05,500,10000,18
189020,1080,"Maïs",0.0468,468,10000,18
189021,1080,"Maïs",0.0144,144,10000,18
189023,1080,"Maïs",0.45,4500,10000,18
189024,1080,"Maïs",0.1,1000,10000,18
189029,1080,"Maïs",0.03,300,10000,18
189037,1080,"Maïs",0.06,600,10000,18
189038,1080,"Maïs",0.02,200,10000,18
189039,1080,"Maïs",0.25,2500,10000,18
189040,1080,"Maïs",0.3,3000,10000,18
189041,1080,"Maïs",0.03,300,10000,18
189043,1080,"Maïs",0.1,1000,10000,18
189045,1080,"Maïs",0.17,1700,10000,18
189048,1080,"Maïs",0.05,500,10000,18
189049,1080,"Maïs",0.1,1000,10000,18
189051,1080,"Maïs",0.15,1500,10000,18
189054,1080,"Maïs",0.3,3000,10000,18
189056,1080,"Maïs",0.1,1000,10000,18
189057,1080,"Maïs",0.06,600,10000,18
189060,1080,"Maïs",0.09,900,10000,18
189062,1080,"Maïs",0.5,5000,10000,18
189064,1080,"Maïs",0.3,3000,10000,18
189065,1080,"Maïs",0.15,1500,10000,18
189066,1080,"Maïs",0.05,500,10000,18
189068,1080,"Maïs",0.26,2600,10000,18
189069,1080,"Maïs",0.03,300,10000,18
189070,1080,"Maïs",0.19,1900,10000,18
189072,1080,"Maïs",0.036,360,10000,18
189080,1080,"Maïs",0.04,400,10000,18
189085,1080,"Maïs",0.036,360,10000,18
189085,1100,"Millet",0.05,500,10000,18
189110,1080,"Maïs",0.13,1300,10000,18
189112,1080,"Maïs",0.04,400,10000,18
189116,1080,"Maïs",0.0108,108,10000,18
189117,1080,"Maïs",0.1,1000,10000,18
189118,1080,"Maïs",0.08,800,10000,18
189119,1080,"Maïs",0.0252,252,10000,18
189120,1080,"Maïs",0.0252,252,10000,18
189120,1100,"Millet",0.02,200,10000,18
189121,1080,"Maïs",0.7,7000,10000,18
189122,1080,"Maïs",0.25,2500,10000,18
189125,1080,"Maïs",0.25,2500,10000,18
189126,1080,"Maïs",0.42,4200,10000,18
189127,1080,"Maïs",0.25,2500,10000,18
189128,1080,"Maïs",0.25,2500,10000,18
189129,1080,"Maïs",0.4,4000,10000,18
189130,1080,"Maïs",0.02,200,10000,18
189130,1100,"Millet",0.065,650,10000,18
189131,1080,"Maïs",0.21,2100,10000,18
189132,1080,"Maïs",0.2,2000,10000,18
189133,1080,"Maïs",0.3,3000,10000,18
189134,1080,"Maïs",0.05,500,10000,18
189136,1080,"Maïs",0.11,1100,10000,18
189137,1080,"Maïs",0.3,3000,10000,18
189139,1080,"Maïs",0.43,4300,10000,18
189140,1080,"Maïs",0.88,8800,10000,18
189141,1080,"Maïs",0.24,2400,10000,18
189142,1080,"Maïs",0.15,1500,10000,18
189148,1080,"Maïs",0.15,1500,10000,18
189149,1080,"Maïs",0.02,200,10000,18
189150,1080,"Maïs",0.66,6600,10000,18
189151,1080,"Maïs",0.32,3200,10000,18
189155,1080,"Maïs",0.03,300,10000,18
189156,1080,"Maïs",1.6,16000,10000,18
189158,1080,"Maïs",0.09,900,10000,18
189160,1080,"Maïs",0.01,100,10000,18
189162,1080,"Maïs",0.12,1200,10000,18
189164,1080,"Maïs",0.0288,288,10000,18
189165,1080,"Maïs",0.036,360,10000,18
189167,1080,"Maïs",0.22,2200,10000,18
189167,1100,"Millet",0.06,600,10000,18
189168,1080,"Maïs",0.37,3700,10000,18
189169,1080,"Maïs",0.43,4300,10000,18
189171,1080,"Maïs",0.01,100,10000,18
189173,1080,"Maïs",0.08,800,10000,18
189175,1080,"Maïs",0.4,4000,10000,18
189176,1080,"Maïs",0.08,800,10000,18
189178,1080,"Maïs",0.09,900,10000,18
189179,1080,"Maïs",0.06,600,10000,18
189180,1080,"Maïs",0.27,2700,10000,18
189184,1080,"Maïs",0.2,2000,10000,18
189188,1080,"Maïs",0.15,1500,10000,18
189193,1080,"Maïs",0.2,2000,10000,18
189194,1080,"Maïs",0.19,1900,10000,18
189195,1080,"Maïs",0.01,100,10000,18
189196,1080,"Maïs",0.065,650,10000,18
189197,1080,"Maïs",0.09,900,10000,18
189199,1080,"Maïs",0.02,200,10000,18
189200,1080,"Maïs",0.25,2500,10000,18
189202,1080,"Maïs",0.04,400,10000,18
189203,1080,"Maïs",0.01,100,10000,18
189204,1080,"Maïs",0.12,1200,10000,18
189205,1080,"Maïs",0.05,500,10000,18
189206,1080,"Maïs",0.01,100,10000,18
189209,1080,"Maïs",0.015,150,10000,18
189210,1080,"Maïs",0.01,100,10000,18
189213,1080,"Maïs",0.01,100,10000,18
189214,1080,"Maïs",0.0054,54,10000,18
189216,1080,"Maïs",0.1,1000,10000,18
189218,1080,"Maïs",0.04,400,10000,18
189235,1080,"Maïs",0.18,1800,10000,18
189236,1080,"Maïs",0.1692,1692,10000,18
189252,1080,"Maïs",0.15,1500,10000,18
190011,1080,"Maïs",0.04,400,10000,19
190081,1100,"Millet",0.0127399995326996,127.399995326996,10000,19
190082,1100,"Millet",0.04,400,10000,19
190083,1100,"Millet",0.027,270,10000,19
190084,1100,"Millet",0.025,250,10000,19
190085,1100,"Millet",0.04,400,10000,19
190086,1100,"Millet",0.04,400,10000,19
190087,1100,"Millet",0.00519999980926514,51.9999980926514,10000,19
190088,1100,"Millet",0.03,300,10000,19
190089,1100,"Millet",0.01,100,10000,19
190112,1100,"Millet",0.12,1200,10000,19
190114,1100,"Millet",0.00389999985694885,38.9999985694885,10000,19
190116,1100,"Millet",0.02,200,10000,19
190131,1080,"Maïs",0.0288,288,10000,19
190132,1080,"Maïs",0.06,600,10000,19
190132,1100,"Millet",0.04,400,10000,19
190133,1080,"Maïs",0.015,150,10000,19
190134,1080,"Maïs",0.04,400,10000,19
190134,1100,"Millet",0.03,300,10000,19
190135,1100,"Millet",0.00259999990463257,25.9999990463257,10000,19
190136,1080,"Maïs",0.05,500,10000,19
190136,1100,"Millet",0.02,200,10000,19
190137,1080,"Maïs",0.02,200,10000,19
190137,1100,"Millet",0.01,100,10000,19
190138,1080,"Maïs",0.05,500,10000,19
190138,1100,"Millet",0.03,300,10000,19
190139,1080,"Maïs",0.05,500,10000,19
190139,1100,"Millet",0.03,300,10000,19
190161,1080,"Maïs",0.05,500,10000,19
190162,1080,"Maïs",0.0162,162,10000,19
190163,1080,"Maïs",0.025,250,10000,19
190164,1080,"Maïs",0.1,1000,10000,19
190165,1080,"Maïs",0.025,250,10000,19
190165,1100,"Millet",0.015,150,10000,19
190166,1080,"Maïs",0.11,1100,10000,19
190167,1080,"Maïs",0.00251500010490417,25.1500010490417,10000,19
190167,1100,"Millet",0.01,100,10000,19
190168,1080,"Maïs",0.065,650,10000,19
190169,1080,"Maïs",0.02,200,10000,19
190170,1080,"Maïs",0.1,1000,10000,19
190172,1080,"Maïs",0.03,300,10000,19
190173,1100,"Millet",0.02,200,10000,19
190174,1100,"Millet",0.000661499977111816,6.61499977111816,10000,19
190175,1100,"Millet",0.00779999971389771,77.9999971389771,10000,19
190177,1100,"Millet",0.025,250,10000,19
190178,1080,"Maïs",0.03,300,10000,19
190180,1100,"Millet",0.00389999985694885,38.9999985694885,10000,19
190192,1080,"Maïs",0.02,200,10000,19
190194,1080,"Maïs",0.01,100,10000,19
190194,1100,"Millet",0.01,100,10000,19
190196,1100,"Millet",0.01,100,10000,19
190197,1080,"Maïs",0.1,1000,10000,19
190200,1080,"Maïs",0.08,800,10000,19
199002,1100,"Millet",0.025,250,10000,19
199004,1100,"Millet",0.045,450,10000,19
199005,1100,"Millet",0.02,200,10000,19
199007,1100,"Millet",0.03,300,10000,19
199008,1100,"Millet",0.016,160,10000,19
199014,1080,"Maïs",0.015,150,10000,19
199015,1080,"Maïs",0.000754500031471252,7.54500031471252,10000,19
199016,1100,"Millet",0.01,100,10000,19
199018,1080,"Maïs",0.01,100,10000,19
199019,1080,"Maïs",0.03,300,10000,19
199022,1080,"Maïs",0.025,250,10000,19
199022,1100,"Millet",0.0025,25,10000,19
199024,1080,"Maïs",0.03,300,10000,19
199025,1100,"Millet",0.01,100,10000,19
199026,1080,"Maïs",0.01,100,10000,19
199026,1100,"Millet",0.00330749988555908,33.0749988555908,10000,19
199027,1080,"Maïs",0.0075,75,10000,19
199030,1080,"Maïs",0.1,1000,10000,19
199031,1080,"Maïs",0.18,1800,10000,19
199031,1100,"Millet",0.01,100,10000,19
199032,1080,"Maïs",0.06,600,10000,19
199034,1080,"Maïs",0.03,300,10000,19
199037,1080,"Maïs",0.06,600,10000,19
199044,1080,"Maïs",0.11,1100,10000,19
199048,1100,"Millet",0.01,100,10000,19
199051,1100,"Millet",0.11,1100,10000,19
199052,1100,"Millet",0.045,450,10000,19
199053,1100,"Millet",0.24,2400,10000,19
199054,1080,"Maïs",0.01,100,10000,19
199054,1100,"Millet",0.02,200,10000,19
199056,1100,"Millet",0.22,2200,10000,19
199058,1080,"Maïs",0.00251500010490417,25.1500010490417,10000,19
199058,1100,"Millet",0.15,1500,10000,19
199059,1100,"Millet",0.18,1800,10000,19
199060,1080,"Maïs",0.02,200,10000,19
199060,1100,"Millet",0.00035,3.5,10000,19
199062,1100,"Millet",0.05,500,10000,19
199064,1080,"Maïs",0.12,1200,10000,19
199064,1100,"Millet",0.015,150,10000,19
199065,1080,"Maïs",0.005,50,10000,19
199065,1100,"Millet",0.01,100,10000,19
199066,1100,"Millet",0.00519999980926514,51.9999980926514,10000,19
199067,1080,"Maïs",0.02,200,10000,19
199067,1100,"Millet",0.03,300,10000,19
199068,1080,"Maïs",0.055,550,10000,19
199068,1100,"Millet",0.02,200,10000,19
199069,1100,"Millet",0.03,300,10000,19
199071,1080,"Maïs",0.12,1200,10000,19
199072,1080,"Maïs",0.095,950,10000,19
199074,1080,"Maïs",0.03,300,10000,19
199075,1100,"Millet",0.01,100,10000,19
199077,1100,"Millet",0.01,100,10000,19
199078,1080,"Maïs",0.04,400,10000,19
199080,1100,"Millet",0.02,200,10000,19
199081,1080,"Maïs",0.04,400,10000,19
199082,1080,"Maïs",0.05,500,10000,19
199086,1080,"Maïs",0.08,800,10000,19
199087,1080,"Maïs",0.06,600,10000,19
199087,1100,"Millet",0.01,100,10000,19
199088,1080,"Maïs",0.02,200,10000,19
199092,1080,"Maïs",0.18,1800,10000,19
199093,1080,"Maïs",0.1,1000,10000,19
199094,1080,"Maïs",0.2,2000,10000,19
199095,1080,"Maïs",0.125,1250,10000,19
199097,1100,"Millet",0.05,500,10000,19
200011,1100,"Millet",0.04,400,10000,20
200013,1080,"Maïs",0.01,100,10000,20
200013,1100,"Millet",0.04,400,10000,20
200016,1100,"Millet",0.25,2500,10000,20
200020,1100,"Millet",0.12,1200,10000,20
200071,1100,"Millet",0.01,100,10000,20
200076,1100,"Millet",0.01,100,10000,20
200078,1100,"Millet",0.02,200,10000,20
200079,1100,"Millet",0.02,200,10000,20
200101,1080,"Maïs",0.5,5000,10000,20
200103,1080,"Maïs",0.1,1000,10000,20
200104,1080,"Maïs",0.36,3600,10000,20
200105,1080,"Maïs",0.4,4000,10000,20
200107,1080,"Maïs",0.29,2900,10000,20
200108,1080,"Maïs",0.32,3200,10000,20
200109,1080,"Maïs",0.04,400,10000,20
200110,1080,"Maïs",0.5,5000,10000,20
200161,1080,"Maïs",0.04,400,10000,20
200161,1100,"Millet",0.02,200,10000,20
200164,1100,"Millet",0.12,1200,10000,26
200165,1080,"Maïs",0.036,360,10000,20
200167,1080,"Maïs",0.144,1440,10000,20
200168,1080,"Maïs",0.15,1500,10000,20
200169,1080,"Maïs",0.18,1800,10000,20
200170,1080,"Maïs",0.05,500,10000,20
200181,1080,"Maïs",0.1,1000,10000,20
200183,1080,"Maïs",0.03,300,10000,20
200185,1080,"Maïs",0.02,200,10000,20
200186,1080,"Maïs",0.045,450,10000,20
200187,1100,"Millet",0.00519999980926514,51.9999980926514,10000,20
200189,1100,"Millet",0.025,250,10000,20
209001,1100,"Millet",0.03,300,10000,20
209002,1100,"Millet",0.1,1000,10000,20
209005,1080,"Maïs",0.08,800,10000,20
209006,1080,"Maïs",0.018,180,10000,20
209006,1100,"Millet",0.02,200,10000,20
209007,1100,"Millet",0.06,600,10000,20
209009,1080,"Maïs",0.072,720,10000,20
209009,1100,"Millet",0.02,200,10000,20
209010,1100,"Millet",0.13,1300,10000,20
209011,1080,"Maïs",0.1,1000,10000,20
209011,1100,"Millet",0.1,1000,10000,20
209014,1080,"Maïs",0.17,1700,10000,20
209016,1080,"Maïs",0.9,9000,10000,20
209017,1080,"Maïs",0.12,1200,10000,20
209019,1080,"Maïs",1.2,12000,10000,20
209020,1080,"Maïs",0.4,4000,10000,20
209022,1080,"Maïs",0.2,2000,10000,20
209023,1080,"Maïs",0.08,800,10000,20
209029,1080,"Maïs",0.02,200,10000,20
209029,1100,"Millet",0.01,100,10000,20
209036,1100,"Millet",0.04,400,10000,20
209038,1100,"Millet",0.06,600,10000,20
209041,1100,"Millet",0.06,600,10000,20
209044,1080,"Maïs",0.1,1000,10000,20
209044,1100,"Millet",0.05,500,10000,20
209045,1080,"Maïs",0.02,200,10000,20
209048,1100,"Millet",0.15,1500,10000,20
209049,1100,"Millet",0.17,1700,10000,20
209050,1100,"Millet",0.03,300,10000,20
209051,1100,"Millet",0.06,600,10000,20
209053,1100,"Millet",0.15,1500,10000,20
209055,1100,"Millet",0.24,2400,10000,20
209058,1100,"Millet",0.04,400,10000,20
209059,1100,"Millet",0.05,500,10000,20
209060,1100,"Millet",0.05,500,10000,20
209062,1100,"Millet",0.04,400,10000,20
209063,1080,"Maïs",0.02,200,10000,20
209063,1100,"Millet",0.03,300,10000,20
209069,1100,"Millet",0.025,250,10000,20
209071,1080,"Maïs",0.015,150,10000,20
209071,1100,"Millet",0.03,300,10000,20
209077,1100,"Millet",0.03,300,10000,20
209087,1080,"Maïs",0.6,6000,10000,20
209088,1080,"Maïs",0.2,2000,10000,20
209089,1080,"Maïs",0.35,3500,10000,20
209090,1080,"Maïs",0.1,1000,10000,20
209091,1080,"Maïs",0.25,2500,10000,20
209095,1080,"Maïs",0.1,1000,10000,20
209096,1080,"Maïs",0.05,500,10000,20
209099,1100,"Millet",0.00155999994277954,15.5999994277954,10000,20
209101,1100,"Millet",0.01,100,10000,20
209102,1100,"Millet",0.22,2200,10000,20
209103,1100,"Millet",0.03,300,10000,20
209105,1100,"Millet",0.03,300,10000,20
209107,1100,"Millet",0.025,250,10000,20
209108,1100,"Millet",0.06,600,10000,20
209111,1100,"Millet",0.04,400,10000,20
209113,1100,"Millet",0.05,500,10000,20
209114,1080,"Maïs",0.05,500,10000,20
209114,1100,"Millet",0.02,200,10000,20
209115,1080,"Maïs",0.01,100,10000,20
209115,1100,"Millet",0.05,500,10000,20
209116,1080,"Maïs",0.08,800,10000,20
209116,1100,"Millet",0.05,500,10000,20
209117,1100,"Millet",0.03,300,10000,20
209118,1100,"Millet",0.12,1200,10000,20
209119,1080,"Maïs",0.05,500,10000,20
209120,1080,"Maïs",0.11,1100,10000,20
209120,1100,"Millet",0.05,500,10000,20
209121,1100,"Millet",0.01,100,10000,20
209122,1100,"Millet",0.05,500,10000,20
209123,1100,"Millet",0.0764399971961975,764.399971961975,10000,20
209124,1100,"Millet",0.05,500,10000,20
209125,1100,"Millet",0.03,300,10000,20
209127,1080,"Maïs",0.06,600,10000,20
209127,1100,"Millet",0.06,600,10000,20
209128,1100,"Millet",0.06,600,10000,20
209130,1080,"Maïs",0.04,400,10000,20
209130,1100,"Millet",0.12,1200,10000,20
209131,1100,"Millet",0.01,100,10000,20
210004,1080,"Maïs",0.02,200,10000,21
210005,1080,"Maïs",0.02,200,10000,21
210005,1100,"Millet",0.02,200,10000,21
210006,1100,"Millet",0.04,400,10000,21
210032,1080,"Maïs",0.03,300,10000,21
210033,1080,"Maïs",0.05,500,10000,21
210034,1080,"Maïs",0.02,200,10000,21
210052,1100,"Millet",0.05,500,10000,21
210054,1100,"Millet",0.08,800,10000,21
210055,1100,"Millet",0.06,600,10000,21
210056,1100,"Millet",0.27,2700,10000,21
210058,1100,"Millet",0.15,1500,10000,21
210060,1100,"Millet",0.08,800,10000,21
219001,1100,"Millet",0.04,400,10000,21
219002,1100,"Millet",0.04,400,10000,21
219010,1100,"Millet",0.04,400,10000,21
219014,1100,"Millet",0.06,600,10000,21
219018,1100,"Millet",0.04,400,10000,21
219020,1100,"Millet",0.05,500,10000,21
219021,1100,"Millet",0.15,1500,10000,21
219022,1100,"Millet",0.2,2000,10000,21
219023,1100,"Millet",0.16,1600,10000,21
219026,1100,"Millet",0.06,600,10000,21
219027,1100,"Millet",0.05,500,10000,21
219028,1100,"Millet",0.08,800,10000,21
219031,1100,"Millet",0.05,500,10000,21
219033,1100,"Millet",0.05,500,10000,21
219034,1100,"Millet",0.13,1300,10000,21
219035,1100,"Millet",0.06,600,10000,21
219038,1100,"Millet",0.16,1600,10000,21
219040,1100,"Millet",0.03,300,10000,21
219041,1100,"Millet",0.36,3600,10000,21
219042,1100,"Millet",0.08,800,10000,21
219043,1100,"Millet",0.25,2500,10000,21
219044,1100,"Millet",0.11,1100,10000,21
219045,1100,"Millet",1.22,12200,10000,21
219047,1100,"Millet",0.11,1100,10000,21
219052,1080,"Maïs",0.05,500,10000,21
219057,1080,"Maïs",0.1,1000,10000,21
219058,1080,"Maïs",0.2,2000,10000,21
219059,1080,"Maïs",0.126,1260,10000,21
219063,1080,"Maïs",0.06,600,10000,21
219076,1100,"Millet",0.06,600,10000,21
220016,1080,"Maïs",0.01,100,10000,22
220019,1080,"Maïs",0.1,1000,10000,22
220020,1080,"Maïs",0.12,1200,10000,22
220021,1080,"Maïs",0.0018,18,10000,22
220057,1080,"Maïs",0.02,200,10000,22
220060,1080,"Maïs",0.06,600,10000,22
220112,1080,"Maïs",0.04,400,10000,22
220113,1080,"Maïs",0.0072,72,10000,22
220114,1080,"Maïs",0.1,1000,10000,22
220115,1080,"Maïs",0.03,300,10000,22
220116,1080,"Maïs",0.08,800,10000,22
220117,1080,"Maïs",0.02,200,10000,22
229003,1080,"Maïs",0.0144,144,10000,22
229010,1080,"Maïs",0.0126,126,10000,22
229012,1080,"Maïs",0.0072,72,10000,22
229014,1080,"Maïs",0.04,400,10000,22
229015,1080,"Maïs",0.0144,144,10000,22
229016,1080,"Maïs",0.0162,162,10000,22
229018,1080,"Maïs",0.036,360,10000,22
229020,1080,"Maïs",0.0288,288,10000,22
229021,1080,"Maïs",0.01,100,10000,22
229023,1080,"Maïs",0.03,300,10000,22
229024,1080,"Maïs",0.1,1000,10000,22
229025,1080,"Maïs",0.02,200,10000,22
229026,1080,"Maïs",0.01,100,10000,22
229028,1080,"Maïs",0.0108,108,10000,22
229029,1080,"Maïs",0.0072,72,10000,22
229032,1080,"Maïs",0.04,400,10000,22
229033,1080,"Maïs",0.0072,72,10000,22
229035,1080,"Maïs",0.04,400,10000,22
229036,1080,"Maïs",0.02,200,10000,22
229040,1080,"Maïs",0.009,90,10000,22
229042,1080,"Maïs",0.025,250,10000,22
229046,1080,"Maïs",0.01,100,10000,22
229053,1080,"Maïs",0.0054,54,10000,22
229056,1080,"Maïs",0.0252,252,10000,22
229060,1080,"Maïs",0.02,200,10000,22
229063,1080,"Maïs",0.01,100,10000,22
229064,1080,"Maïs",0.144,1440,10000,22
229066,1080,"Maïs",0.005,50,10000,22
229068,1080,"Maïs",0.0225,225,10000,22
229087,1080,"Maïs",0.05,500,10000,22
229090,1080,"Maïs",0.06,600,10000,22
229094,1080,"Maïs",0.12,1200,10000,22
230017,1080,"Maïs",0.01,100,10000,23
230071,1080,"Maïs",0.009,90,10000,23
230079,1080,"Maïs",0.0036,36,10000,23
230091,1080,"Maïs",0.1,1000,10000,23
230092,1080,"Maïs",0.12,1200,10000,23
230093,1080,"Maïs",0.12,1200,10000,23
230095,1080,"Maïs",0.06,600,10000,23
230097,1080,"Maïs",0.04,400,10000,23
230099,1080,"Maïs",0.0232700004577637,232.700004577637,10000,23
239001,1100,"Millet",0.15,1500,10000,23
239003,1080,"Maïs",0.05,500,10000,23
239004,1080,"Maïs",0.08,800,10000,23
239004,1100,"Millet",0.05,500,10000,23
239005,1080,"Maïs",0.08,800,10000,23
239005,1100,"Millet",0.06,600,10000,23
239006,1080,"Maïs",0.2,2000,10000,23
239007,1080,"Maïs",0.3,3000,10000,23
239007,1100,"Millet",0.25,2500,10000,23
239009,1080,"Maïs",0.5,5000,10000,23
239009,1100,"Millet",0.4,4000,10000,23
239010,1080,"Maïs",0.4,4000,10000,23
239010,1100,"Millet",0.1,1000,10000,23
239012,1080,"Maïs",0.5,5000,10000,23
239012,1100,"Millet",0.4,4000,10000,23
239014,1080,"Maïs",0.018,180,10000,23
239022,1080,"Maïs",0.12,1200,10000,23
239025,1080,"Maïs",0.025,250,10000,23
239026,1080,"Maïs",0.01,100,10000,23
239037,1080,"Maïs",0.18,1800,10000,23
239045,1080,"Maïs",0.02,200,10000,23
239047,1080,"Maïs",0.005,50,10000,23
239048,1080,"Maïs",0.02,200,10000,23
239049,1080,"Maïs",0.1,1000,10000,23
239050,1080,"Maïs",0.25,2500,10000,23
239052,1080,"Maïs",0.03,300,10000,23
239053,1080,"Maïs",0.08,800,10000,23
239054,1080,"Maïs",0.04,400,10000,23
239055,1080,"Maïs",0.09,900,10000,23
239062,1080,"Maïs",0.02,200,10000,23
239062,1100,"Millet",0.005,50,10000,23
239064,1080,"Maïs",0.0054,54,10000,23
239065,1080,"Maïs",0.0072,72,10000,23
239075,1080,"Maïs",0.01,100,10000,23
239077,1080,"Maïs",0.0018,18,10000,23
239085,1080,"Maïs",0.0828,828,10000,23
239086,1080,"Maïs",0.0504,504,10000,23
239088,1080,"Maïs",0.0486,486,10000,23
239089,1080,"Maïs",0.018,180,10000,23
239092,1080,"Maïs",0.0252,252,10000,23
239093,1080,"Maïs",0.0144,144,10000,23
239095,1080,"Maïs",0.0108,108,10000,23
239096,1080,"Maïs",0.009,90,10000,23
239097,1080,"Maïs",0.025,250,10000,23
239104,1080,"Maïs",0.0036,36,10000,23
239106,1080,"Maïs",0.0144,144,10000,23
239124,1080,"Maïs",0.1,1000,10000,23
239125,1080,"Maïs",0.01,100,10000,23
239128,1080,"Maïs",0.005,50,10000,23
239129,1080,"Maïs",0.06,600,10000,23
239130,1080,"Maïs",0.01,100,10000,23
239131,1080,"Maïs",0.03,300,10000,23
239142,1080,"Maïs",0.216,2160,10000,23
239143,1080,"Maïs",0.0288,288,10000,23
239144,1080,"Maïs",0.11,1100,10000,23
239149,1080,"Maïs",0.036,360,10000,23
239150,1080,"Maïs",0.0324,324,10000,23
239151,1080,"Maïs",0.0144,144,10000,23
239158,1080,"Maïs",0.018,180,10000,23
239161,1080,"Maïs",0.018,180,10000,23
239164,1080,"Maïs",0.02,200,10000,23
239165,1080,"Maïs",0.153,1530,10000,23
239172,1080,"Maïs",0.1,1000,10000,23
239180,1080,"Maïs",0.22,2200,10000,23
239186,1080,"Maïs",0.12,1200,10000,23
239188,1080,"Maïs",0.05,500,10000,23
239189,1080,"Maïs",0.1,1000,10000,23
239190,1080,"Maïs",0.0432,432,10000,23
239199,1080,"Maïs",0.05,500,10000,23
239209,1080,"Maïs",0.1,1000,10000,23
239211,1080,"Maïs",0.095,950,10000,23
239213,1080,"Maïs",0.52,5200,10000,23
239214,1080,"Maïs",0.125,1250,10000,23
239217,1080,"Maïs",0.02,200,10000,23
239221,1080,"Maïs",0.4,4000,10000,23
239222,1080,"Maïs",0.08,800,10000,23
250012,1080,"Maïs",0.02,200,10000,25
250013,1080,"Maïs",0.04,400,10000,25
250014,1080,"Maïs",0.0075,75,10000,25
250016,1080,"Maïs",0.01,100,10000,25
250017,1080,"Maïs",0.01,100,10000,25
259001,1080,"Maïs",0.05,500,10000,25
259004,1080,"Maïs",0.15,1500,10000,25
259007,1080,"Maïs",0.015,150,10000,25
259008,1080,"Maïs",0.02,200,10000,25
259009,1080,"Maïs",0.12,1200,10000,25
259010,1080,"Maïs",0.03,300,10000,25
259011,1080,"Maïs",0.01,100,10000,25
259012,1080,"Maïs",0.01,100,10000,25
260081,1080,"Maïs",0.05,500,10000,26
260082,1080,"Maïs",0.08,800,10000,26
260083,1080,"Maïs",0.04,400,10000,26
260085,1080,"Maïs",0.06,600,10000,26
260086,1080,"Maïs",0.15,1500,10000,26
260090,1080,"Maïs",0.3,3000,10000,26
260151,1100,"Millet",0.1,1000,10000,26
260155,1100,"Millet",0.1,1000,10000,26
260156,1080,"Maïs",0.13,1300,10000,26
260158,1080,"Maïs",0.3,3000,10000,26
260162,1080,"Maïs",0.27,2700,10000,26
260163,1100,"Millet",0.25,2500,10000,26
260164,1080,"Maïs",0.5,5000,10000,26
260165,1100,"Millet",0.175,1750,10000,26
260166,1080,"Maïs",0.35,3500,10000,26
260167,1100,"Millet",0.01,100,10000,26
260168,1100,"Millet",0.3,3000,10000,26
260169,1100,"Millet",0.15,1500,10000,26
260170,1080,"Maïs",0.15,1500,10000,26
269013,1080,"Maïs",0.15,1500,10000,26
269013,1100,"Millet",0.1,1000,10000,26
269014,1080,"Maïs",0.2,2000,10000,26
269014,1100,"Millet",0.25,2500,10000,26
