"hhid","zone","state","lga","sector","ea","cropcode","crop_name","crop_type","wt_wave4","area_type"
39155,5,3,327,2,246,1040,"cocoyam","tubercule",2602.44116210938,"rural"
39155,5,3,327,2,246,1080,"maize","céréale",2602.44116210938,"rural"
39155,5,3,327,2,246,1123,"water yam","tubercule",2602.44116210938,"rural"
39155,5,3,327,2,246,2190,"pumpkin","autres",2602.44116210938,"rural"
39156,5,3,327,2,246,1020,"cassava","tubercule",2602.44116210938,"rural"
39156,5,3,327,2,246,1080,"maize","céréale",2602.44116210938,"rural"
39156,5,3,327,2,246,1123,"water yam","tubercule",2602.44116210938,"rural"
39156,5,3,327,2,246,2120,"okro","autres",2602.44116210938,"rural"
39156,5,3,327,2,246,2170,"plantain","autres",2602.44116210938,"rural"
39156,5,3,327,2,246,2190,"pumpkin","autres",2602.44116210938,"rural"
39157,5,3,327,2,246,1123,"water yam","tubercule",2602.44116210938,"rural"
39157,5,3,327,2,246,2030,"banana","autres",2602.44116210938,"rural"
39157,5,3,327,2,246,2120,"okro","autres",2602.44116210938,"rural"
39157,5,3,327,2,246,2170,"plantain","autres",2602.44116210938,"rural"
39157,5,3,327,2,246,2190,"pumpkin","autres",2602.44116210938,"rural"
39158,5,3,327,2,246,1020,"cassava","tubercule",2602.44116210938,"rural"
39159,5,3,327,2,246,1020,"cassava","tubercule",2602.44116210938,"rural"
39159,5,3,327,2,246,1123,"water yam","tubercule",2602.44116210938,"rural"
39160,5,3,327,2,246,1020,"cassava","tubercule",2602.44116210938,"rural"
39160,5,3,327,2,246,1121,"yam, white","tubercule",2602.44116210938,"rural"
39161,5,3,327,2,246,1020,"cassava","tubercule",2602.44116210938,"rural"
39161,5,3,327,2,246,1123,"water yam","tubercule",2602.44116210938,"rural"
39162,5,3,327,2,246,1020,"cassava","tubercule",2602.44116210938,"rural"
39165,5,3,327,2,246,1020,"cassava","tubercule",2602.44116210938,"rural"
39166,5,3,327,2,246,1020,"cassava","tubercule",2602.44116210938,"rural"
39166,5,3,327,2,246,1123,"water yam","tubercule",2602.44116210938,"rural"
39167,5,3,329,2,608,1080,"maize","céréale",5829.76416015625,"rural"
39169,5,3,329,2,608,1080,"maize","céréale",5829.76416015625,"rural"
39170,5,3,329,2,608,1020,"cassava","tubercule",5829.76416015625,"rural"
39170,5,3,329,2,608,1040,"cocoyam","tubercule",5829.76416015625,"rural"
39170,5,3,329,2,608,2190,"pumpkin","autres",5829.76416015625,"rural"
39171,5,3,329,2,608,1040,"cocoyam","tubercule",5829.76416015625,"rural"
39171,5,3,329,2,608,2190,"pumpkin","autres",5829.76416015625,"rural"
39174,5,3,329,2,608,1040,"cocoyam","tubercule",5829.76416015625,"rural"
39174,5,3,329,2,608,1080,"maize","céréale",5829.76416015625,"rural"
39174,5,3,329,2,608,2190,"pumpkin","autres",5829.76416015625,"rural"
39175,5,3,329,2,608,1040,"cocoyam","tubercule",5829.76416015625,"rural"
39175,5,3,329,2,608,1080,"maize","céréale",5829.76416015625,"rural"
39175,5,3,329,2,608,2190,"pumpkin","autres",5829.76416015625,"rural"
39176,5,3,329,2,608,1020,"cassava","tubercule",5829.76416015625,"rural"
39176,5,3,329,2,608,1040,"cocoyam","tubercule",5829.76416015625,"rural"
39176,5,3,329,2,608,1080,"maize","céréale",5829.76416015625,"rural"
39176,5,3,329,2,608,2190,"pumpkin","autres",5829.76416015625,"rural"
39177,5,3,329,2,608,1080,"maize","céréale",5829.76416015625,"rural"
39177,5,3,329,2,608,2190,"pumpkin","autres",5829.76416015625,"rural"
39178,5,3,329,2,608,1020,"cassava","tubercule",5829.76416015625,"rural"
39178,5,3,329,2,608,1080,"maize","céréale",5829.76416015625,"rural"
39178,5,3,329,2,608,2190,"pumpkin","autres",5829.76416015625,"rural"
39186,5,3,316,2,910,1080,"maize","céréale",3708.15991210938,"rural"
39186,5,3,316,2,910,1123,"water yam","tubercule",3708.15991210938,"rural"
39186,5,3,316,2,910,1124,"yam, three leaved","tubercule",3708.15991210938,"rural"
39186,5,3,316,2,910,2190,"pumpkin","autres",3708.15991210938,"rural"
39188,5,3,317,2,586,1020,"cassava","tubercule",2025.52233886719,"rural"
39193,5,3,304,2,184,1020,"cassava","tubercule",1663.71691894531,"rural"
39193,5,3,304,2,184,1040,"cocoyam","tubercule",1663.71691894531,"rural"
39198,5,3,323,2,488,1020,"cassava","tubercule",2915.00415039062,"rural"
40011,4,4,417,1,678,1020,"cassava","tubercule",16189.8369140625,"urban"
40011,4,4,417,1,678,1060,"ground nut/peanuts","légumineuse",16189.8369140625,"urban"
40011,4,4,417,1,678,1080,"maize","céréale",16189.8369140625,"urban"
40011,4,4,417,1,678,1121,"yam, white","tubercule",16189.8369140625,"urban"
40015,4,4,417,1,678,1080,"maize","céréale",16189.8369140625,"urban"
40172,4,4,421,1,800,1040,"cocoyam","tubercule",3468.31103515625,"urban"
40172,4,4,421,1,800,1080,"maize","céréale",3468.31103515625,"urban"
40173,4,4,421,1,0,1040,"cocoyam","tubercule",3468.31103515625,"urban"
40173,4,4,421,1,0,1080,"maize","céréale",3468.31103515625,"urban"
40174,4,4,421,1,800,1020,"cassava","tubercule",3468.31103515625,"urban"
40174,4,4,421,1,800,1040,"cocoyam","tubercule",3468.31103515625,"urban"
40174,4,4,421,1,800,1080,"maize","céréale",3468.31103515625,"urban"
40174,4,4,421,1,800,3050,"coconut","autres",3468.31103515625,"urban"
40174,4,4,421,1,800,3180,"oil palm fruit","culture de rente",3468.31103515625,"urban"
40176,4,4,421,1,0,1080,"maize","céréale",3468.31103515625,"urban"
40176,4,4,421,1,0,1121,"yam, white","tubercule",3468.31103515625,"urban"
40176,4,4,421,1,0,2194,"green vegetable (spinach, ugu, etc.)","autres",3468.31103515625,"urban"
40176,4,4,421,1,0,2260,"tomato","autres",3468.31103515625,"urban"
40178,4,4,421,1,800,1080,"maize","céréale",3468.31103515625,"urban"
40178,4,4,421,1,800,1121,"yam, white","tubercule",3468.31103515625,"urban"
40202,4,4,402,2,1080,1080,"maize","céréale",2856.17504882812,"rural"
40202,4,4,402,2,1080,1090,"melon/egusi","autres",2856.17504882812,"rural"
40202,4,4,402,2,1080,2120,"okro","autres",2856.17504882812,"rural"
40202,4,4,402,2,1080,3180,"oil palm fruit","culture de rente",2856.17504882812,"rural"
40206,4,4,402,2,1080,3160,"mango","autres",2856.17504882812,"rural"
40206,4,4,402,2,1080,3180,"oil palm fruit","culture de rente",2856.17504882812,"rural"
40206,4,4,402,2,1080,3221,"avocado pear","autres",2856.17504882812,"rural"
40207,4,4,402,2,1080,1080,"maize","céréale",2856.17504882812,"rural"
40207,4,4,402,2,1080,3180,"oil palm fruit","culture de rente",2856.17504882812,"rural"
40208,4,4,402,2,1080,1040,"cocoyam","tubercule",2856.17504882812,"rural"
40208,4,4,402,2,1080,1080,"maize","céréale",2856.17504882812,"rural"
40208,4,4,402,2,1080,1121,"yam, white","tubercule",2856.17504882812,"rural"
40208,4,4,402,2,1080,2120,"okro","autres",2856.17504882812,"rural"
40208,4,4,402,2,1080,3210,"pawpaw","autres",2856.17504882812,"rural"
40209,4,4,402,2,1080,1020,"cassava","tubercule",2856.17504882812,"rural"
40209,4,4,402,2,1080,1080,"maize","céréale",2856.17504882812,"rural"
49001,4,4,402,2,874,1040,"cocoyam","tubercule",6528.91455078125,"rural"
49001,4,4,402,2,874,1080,"maize","céréale",6528.91455078125,"rural"
49001,4,4,402,2,874,1123,"water yam","tubercule",6528.91455078125,"rural"
49003,4,4,402,2,874,1080,"maize","céréale",6528.91455078125,"rural"
49003,4,4,402,2,874,1121,"yam, white","tubercule",6528.91455078125,"rural"
49003,4,4,402,2,874,2120,"okro","autres",6528.91455078125,"rural"
49004,4,4,402,2,874,1080,"maize","céréale",6528.91455078125,"rural"
49004,4,4,402,2,874,1121,"yam, white","tubercule",6528.91455078125,"rural"
49005,4,4,402,2,874,1020,"cassava","tubercule",6528.91455078125,"rural"
49005,4,4,402,2,874,1080,"maize","céréale",6528.91455078125,"rural"
49005,4,4,402,2,874,1121,"yam, white","tubercule",6528.91455078125,"rural"
49006,4,4,402,2,874,1040,"cocoyam","tubercule",6528.91455078125,"rural"
49006,4,4,402,2,874,1080,"maize","céréale",6528.91455078125,"rural"
49007,4,4,402,2,874,1080,"maize","céréale",6528.91455078125,"rural"
49008,4,4,402,2,874,1040,"cocoyam","tubercule",6528.91455078125,"rural"
49008,4,4,402,2,874,1080,"maize","céréale",6528.91455078125,"rural"
49008,4,4,402,2,874,2260,"tomato","autres",6528.91455078125,"rural"
49009,4,4,402,2,874,1121,"yam, white","tubercule",6528.91455078125,"rural"
49009,4,4,402,2,874,2120,"okro","autres",6528.91455078125,"rural"
49009,4,4,402,2,874,2260,"tomato","autres",6528.91455078125,"rural"
49010,4,4,402,2,874,1080,"maize","céréale",6528.91455078125,"rural"
49010,4,4,402,2,874,1121,"yam, white","tubercule",6528.91455078125,"rural"
49010,4,4,402,2,874,1124,"yam, three leaved","tubercule",6528.91455078125,"rural"
49013,4,4,405,2,716,1080,"maize","céréale",6171.22021484375,"rural"
49013,4,4,405,2,716,1121,"yam, white","tubercule",6171.22021484375,"rural"
49013,4,4,405,2,716,2120,"okro","autres",6171.22021484375,"rural"
49013,4,4,405,2,716,2170,"plantain","autres",6171.22021484375,"rural"
49013,4,4,405,2,716,2194,"green vegetable (spinach, ugu, etc.)","autres",6171.22021484375,"rural"
49015,4,14,1405,1,0,1080,"maize","céréale",6171.22021484375,"urban"
49015,4,14,1405,1,0,2170,"plantain","autres",6171.22021484375,"urban"
49015,4,14,1405,1,0,3180,"oil palm fruit","culture de rente",6171.22021484375,"urban"
49017,4,4,405,2,716,2030,"banana","autres",6171.22021484375,"rural"
49017,4,4,405,2,716,2120,"okro","autres",6171.22021484375,"rural"
49017,4,4,405,2,716,2170,"plantain","autres",6171.22021484375,"rural"
49017,4,4,405,2,716,2190,"pumpkin","autres",6171.22021484375,"rural"
49018,4,4,405,2,0,1080,"maize","céréale",6171.22021484375,"rural"
49018,4,4,405,2,0,2190,"pumpkin","autres",6171.22021484375,"rural"
49018,4,4,405,2,0,3180,"oil palm fruit","culture de rente",6171.22021484375,"rural"
49019,4,4,405,2,716,1080,"maize","céréale",6171.22021484375,"rural"
49023,4,4,405,2,716,1040,"cocoyam","tubercule",6171.22021484375,"rural"
49023,4,4,405,2,716,1080,"maize","céréale",6171.22021484375,"rural"
49023,4,4,405,2,716,1124,"yam, three leaved","tubercule",6171.22021484375,"rural"
49024,4,4,405,2,716,2190,"pumpkin","autres",6171.22021484375,"rural"
49024,4,4,405,2,716,2194,"green vegetable (spinach, ugu, etc.)","autres",6171.22021484375,"rural"
49025,4,4,408,2,0,1080,"maize","céréale",4403.22900390625,"rural"
49025,4,4,408,2,0,1110,"rice","céréale",4403.22900390625,"rural"
49025,4,4,408,2,0,2120,"okro","autres",4403.22900390625,"rural"
49025,4,4,408,2,0,2181,"sweet potato","tubercule",4403.22900390625,"rural"
49026,4,4,408,2,630,1080,"maize","céréale",4403.22900390625,"rural"
49026,4,4,408,2,630,2120,"okro","autres",4403.22900390625,"rural"
49026,4,4,408,2,630,2190,"pumpkin","autres",4403.22900390625,"rural"
49026,4,4,408,2,630,3180,"oil palm fruit","culture de rente",4403.22900390625,"rural"
49027,4,4,408,2,630,1020,"cassava","tubercule",4403.22900390625,"rural"
49027,4,4,408,2,630,1040,"cocoyam","tubercule",4403.22900390625,"rural"
49027,4,4,408,2,630,1080,"maize","céréale",4403.22900390625,"rural"
49027,4,4,408,2,630,3180,"oil palm fruit","culture de rente",4403.22900390625,"rural"
49034,4,4,408,2,630,1040,"cocoyam","tubercule",4403.22900390625,"rural"
49034,4,4,408,2,630,1080,"maize","céréale",4403.22900390625,"rural"
49034,4,4,408,2,630,1121,"yam, white","tubercule",4403.22900390625,"rural"
49035,4,4,408,2,630,1040,"cocoyam","tubercule",4403.22900390625,"rural"
49035,4,4,408,2,630,1080,"maize","céréale",4403.22900390625,"rural"
49035,4,4,408,2,630,2190,"pumpkin","autres",4403.22900390625,"rural"
49035,4,4,408,2,630,2194,"green vegetable (spinach, ugu, etc.)","autres",4403.22900390625,"rural"
49035,4,4,408,2,630,2260,"tomato","autres",4403.22900390625,"rural"
49035,4,4,408,2,630,3180,"oil palm fruit","culture de rente",4403.22900390625,"rural"
49036,4,4,408,2,630,1080,"maize","céréale",4403.22900390625,"rural"
49036,4,4,408,2,630,2260,"tomato","autres",4403.22900390625,"rural"
49037,4,4,412,1,1562,1040,"cocoyam","tubercule",9999.8349609375,"urban"
49037,4,4,412,1,1562,1121,"yam, white","tubercule",9999.8349609375,"urban"
49037,4,4,412,1,1562,3180,"oil palm fruit","culture de rente",9999.8349609375,"urban"
49039,4,4,412,1,1562,1020,"cassava","tubercule",9999.8349609375,"urban"
49040,4,4,412,1,1562,1080,"maize","céréale",9999.8349609375,"urban"
49040,4,4,412,1,1562,2194,"green vegetable (spinach, ugu, etc.)","autres",9999.8349609375,"urban"
49041,4,4,412,1,1562,1080,"maize","céréale",9999.8349609375,"urban"
49041,4,4,412,1,1562,1121,"yam, white","tubercule",9999.8349609375,"urban"
49041,4,4,412,1,1562,3180,"oil palm fruit","culture de rente",9999.8349609375,"urban"
49042,4,4,412,1,1562,1020,"cassava","tubercule",9999.8349609375,"urban"
49042,4,4,412,1,1562,3160,"mango","autres",9999.8349609375,"urban"
49042,4,4,412,1,1562,3180,"oil palm fruit","culture de rente",9999.8349609375,"urban"
49043,4,4,412,1,1562,1080,"maize","céréale",9999.8349609375,"urban"
49043,4,4,412,1,1562,2190,"pumpkin","autres",9999.8349609375,"urban"
49044,4,4,412,1,1562,3160,"mango","autres",9999.8349609375,"urban"
49044,4,4,412,1,1562,3180,"oil palm fruit","culture de rente",9999.8349609375,"urban"
49045,4,4,412,1,1562,1020,"cassava","tubercule",9999.8349609375,"urban"
49045,4,4,412,1,1562,3180,"oil palm fruit","culture de rente",9999.8349609375,"urban"
49046,4,4,412,1,1562,1040,"cocoyam","tubercule",9999.8349609375,"urban"
49046,4,4,412,1,1562,1060,"ground nut/peanuts","légumineuse",9999.8349609375,"urban"
49046,4,4,412,1,1562,1080,"maize","céréale",9999.8349609375,"urban"
49046,4,4,412,1,1562,1121,"yam, white","tubercule",9999.8349609375,"urban"
49046,4,4,412,1,1562,1122,"yam, yellow","tubercule",9999.8349609375,"urban"
49046,4,4,412,1,1562,1123,"water yam","tubercule",9999.8349609375,"urban"
49046,4,4,412,1,1562,2060,"cucumber","autres",9999.8349609375,"urban"
49046,4,4,412,1,1562,3210,"pawpaw","autres",9999.8349609375,"urban"
49051,4,4,416,1,372,1080,"maize","céréale",4820.55810546875,"urban"
49055,4,4,416,1,372,1040,"cocoyam","tubercule",4820.55810546875,"urban"
49055,4,4,416,1,372,1110,"rice","céréale",4820.55810546875,"urban"
49055,4,4,416,1,372,1123,"water yam","tubercule",4820.55810546875,"urban"
49060,4,4,416,1,372,1040,"cocoyam","tubercule",4820.55810546875,"urban"
49060,4,4,416,1,372,1121,"yam, white","tubercule",4820.55810546875,"urban"
49077,4,4,417,1,114,1040,"cocoyam","tubercule",2744.56127929688,"urban"
49077,4,4,417,1,114,1121,"yam, white","tubercule",2744.56127929688,"urban"
49077,4,4,417,1,114,2194,"green vegetable (spinach, ugu, etc.)","autres",2744.56127929688,"urban"
49080,4,4,417,1,114,1060,"ground nut/peanuts","légumineuse",2744.56127929688,"urban"
49080,4,4,417,1,114,9006,"yellow pepper","autres",2744.56127929688,"urban"
49083,4,4,417,1,114,1080,"maize","céréale",2744.56127929688,"urban"
49083,4,4,417,1,114,2260,"tomato","autres",2744.56127929688,"urban"
49083,4,4,417,1,114,3210,"pawpaw","autres",2744.56127929688,"urban"
49085,4,4,419,1,1006,3090,"guava","autres",9494.5283203125,"urban"
49086,4,4,419,1,1006,1040,"cocoyam","tubercule",9494.5283203125,"urban"
49086,4,4,419,1,1006,3180,"oil palm fruit","culture de rente",9494.5283203125,"urban"
49090,4,4,419,1,1006,1020,"cassava","tubercule",9494.5283203125,"urban"
49090,4,4,419,1,1006,1040,"cocoyam","tubercule",9494.5283203125,"urban"
49090,4,4,419,1,1006,1080,"maize","céréale",9494.5283203125,"urban"
49090,4,4,419,1,1006,1090,"melon/egusi","autres",9494.5283203125,"urban"
49090,4,4,419,1,1006,2060,"cucumber","autres",9494.5283203125,"urban"
49090,4,4,419,1,1006,3180,"oil palm fruit","culture de rente",9494.5283203125,"urban"
49091,4,4,419,1,1006,1020,"cassava","tubercule",9494.5283203125,"urban"
49091,4,4,419,1,1006,2194,"green vegetable (spinach, ugu, etc.)","autres",9494.5283203125,"urban"
49093,4,4,419,1,1006,1040,"cocoyam","tubercule",9494.5283203125,"urban"
49093,4,4,419,1,1006,1080,"maize","céréale",9494.5283203125,"urban"
49093,4,4,419,1,1006,2120,"okro","autres",9494.5283203125,"urban"
49093,4,4,419,1,1006,3170,"orange","autres",9494.5283203125,"urban"
49093,4,4,419,1,1006,3221,"avocado pear","autres",9494.5283203125,"urban"
49094,4,4,419,1,1006,1080,"maize","céréale",9494.5283203125,"urban"
49094,4,4,419,1,1006,3210,"pawpaw","autres",9494.5283203125,"urban"
49095,4,4,419,1,1006,1080,"maize","céréale",9494.5283203125,"urban"
49095,4,4,419,1,1006,1121,"yam, white","tubercule",9494.5283203125,"urban"
49095,4,4,419,1,1006,2120,"okro","autres",9494.5283203125,"urban"
49095,4,4,419,1,1006,2170,"plantain","autres",9494.5283203125,"urban"
49095,4,4,419,1,1006,2190,"pumpkin","autres",9494.5283203125,"urban"
49095,4,4,419,1,1006,3180,"oil palm fruit","culture de rente",9494.5283203125,"urban"
49095,4,4,419,1,1006,3220,"pear","autres",9494.5283203125,"urban"
49097,4,4,420,1,1296,1080,"maize","céréale",11385.001953125,"urban"
49097,4,4,420,1,1296,1121,"yam, white","tubercule",11385.001953125,"urban"
49100,4,4,420,1,1296,1080,"maize","céréale",11385.001953125,"urban"
49100,4,4,420,1,1296,2120,"okro","autres",11385.001953125,"urban"
49100,4,4,420,1,1296,2190,"pumpkin","autres",11385.001953125,"urban"
49100,4,4,420,1,1296,3170,"orange","autres",11385.001953125,"urban"
49100,4,4,420,1,1296,3180,"oil palm fruit","culture de rente",11385.001953125,"urban"
49100,4,4,420,1,1296,3210,"pawpaw","autres",11385.001953125,"urban"
49101,4,4,420,1,1296,1121,"yam, white","tubercule",11385.001953125,"urban"
49101,4,4,420,1,1296,2060,"cucumber","autres",11385.001953125,"urban"
49101,4,4,420,1,1296,2120,"okro","autres",11385.001953125,"urban"
49101,4,4,420,1,1296,3210,"pawpaw","autres",11385.001953125,"urban"
49102,4,4,420,1,1296,1080,"maize","céréale",11385.001953125,"urban"
49102,4,4,420,1,1296,1121,"yam, white","tubercule",11385.001953125,"urban"
49102,4,4,420,1,1296,2170,"plantain","autres",11385.001953125,"urban"
49102,4,4,420,1,1296,3180,"oil palm fruit","culture de rente",11385.001953125,"urban"
49102,4,4,420,1,1296,3210,"pawpaw","autres",11385.001953125,"urban"
49103,4,4,420,1,1296,1040,"cocoyam","tubercule",11385.001953125,"urban"
49103,4,4,420,1,1296,1080,"maize","céréale",11385.001953125,"urban"
49103,4,4,420,1,1296,1121,"yam, white","tubercule",11385.001953125,"urban"
49103,4,4,420,1,1296,2170,"plantain","autres",11385.001953125,"urban"
49103,4,4,420,1,1296,3050,"coconut","autres",11385.001953125,"urban"
49103,4,4,420,1,1296,3180,"oil palm fruit","culture de rente",11385.001953125,"urban"
49104,4,4,420,1,1296,1080,"maize","céréale",11385.001953125,"urban"
49104,4,4,420,1,1296,1121,"yam, white","tubercule",11385.001953125,"urban"
49104,4,4,420,1,1296,3180,"oil palm fruit","culture de rente",11385.001953125,"urban"
49105,4,4,420,1,1296,1040,"cocoyam","tubercule",11385.001953125,"urban"
49105,4,4,420,1,1296,1080,"maize","céréale",11385.001953125,"urban"
49105,4,4,420,1,1296,1123,"water yam","tubercule",11385.001953125,"urban"
49105,4,4,420,1,1296,2142,"pepper, small (rodo)","autres",11385.001953125,"urban"
49105,4,4,420,1,1296,3180,"oil palm fruit","culture de rente",11385.001953125,"urban"
49106,4,4,420,1,1296,1080,"maize","céréale",11385.001953125,"urban"
49106,4,4,420,1,1296,1121,"yam, white","tubercule",11385.001953125,"urban"
49106,4,4,420,1,1296,2060,"cucumber","autres",11385.001953125,"urban"
49106,4,4,420,1,1296,2170,"plantain","autres",11385.001953125,"urban"
49106,4,4,420,1,1296,3180,"oil palm fruit","culture de rente",11385.001953125,"urban"
49108,4,4,420,1,1296,1010,"beans/cowpea","légumineuse",11385.001953125,"urban"
49108,4,4,420,1,1296,1080,"maize","céréale",11385.001953125,"urban"
49108,4,4,420,1,1296,2060,"cucumber","autres",11385.001953125,"urban"
49108,4,4,420,1,1296,2120,"okro","autres",11385.001953125,"urban"
49108,4,4,420,1,1296,2190,"pumpkin","autres",11385.001953125,"urban"
49108,4,4,420,1,1296,3180,"oil palm fruit","culture de rente",11385.001953125,"urban"
49111,4,4,405,2,716,1080,"maize","céréale",6171.22021484375,"rural"
49112,4,4,405,2,716,1080,"maize","céréale",6171.22021484375,"rural"
49112,4,4,405,2,716,1121,"yam, white","tubercule",6171.22021484375,"rural"
49112,4,4,405,2,716,1123,"water yam","tubercule",6171.22021484375,"rural"
49112,4,4,405,2,716,2170,"plantain","autres",6171.22021484375,"rural"
49112,4,4,405,2,716,3221,"avocado pear","autres",6171.22021484375,"rural"
49113,4,4,408,2,630,1080,"maize","céréale",4403.22900390625,"rural"
49113,4,4,408,2,630,3180,"oil palm fruit","culture de rente",4403.22900390625,"rural"
49114,4,4,408,2,630,1080,"maize","céréale",4403.22900390625,"rural"
49114,4,4,408,2,630,1121,"yam, white","tubercule",4403.22900390625,"rural"
49114,4,4,408,2,630,2120,"okro","autres",4403.22900390625,"rural"
49114,4,4,408,2,630,2190,"pumpkin","autres",4403.22900390625,"rural"
49124,4,4,419,1,1006,2190,"pumpkin","autres",9494.5283203125,"urban"
49124,4,4,419,1,1006,3180,"oil palm fruit","culture de rente",9494.5283203125,"urban"
49126,4,4,407,1,680,1080,"maize","céréale",2856.33056640625,"urban"
49126,4,4,407,1,680,2120,"okro","autres",2856.33056640625,"urban"
49129,4,4,407,1,680,1080,"maize","céréale",2856.33056640625,"urban"
49129,4,4,407,1,680,1110,"rice","céréale",2856.33056640625,"urban"
49129,4,4,407,1,680,1121,"yam, white","tubercule",2856.33056640625,"urban"
49129,4,4,407,1,680,3180,"oil palm fruit","culture de rente",2856.33056640625,"urban"
49130,4,4,407,1,680,1080,"maize","céréale",2856.33056640625,"urban"
49130,4,4,407,1,680,1110,"rice","céréale",2856.33056640625,"urban"
49130,4,4,407,1,680,1121,"yam, white","tubercule",2856.33056640625,"urban"
49130,4,4,407,1,680,1123,"water yam","tubercule",2856.33056640625,"urban"
49131,4,4,407,1,680,1110,"rice","céréale",2856.33056640625,"urban"
49132,4,4,407,1,680,1040,"cocoyam","tubercule",2856.33056640625,"urban"
49132,4,4,407,1,680,1080,"maize","céréale",2856.33056640625,"urban"
49132,4,4,407,1,680,1110,"rice","céréale",2856.33056640625,"urban"
49132,4,4,407,1,680,1121,"yam, white","tubercule",2856.33056640625,"urban"
49132,4,4,407,1,680,2120,"okro","autres",2856.33056640625,"urban"
49133,4,4,407,1,680,1080,"maize","céréale",2856.33056640625,"urban"
49133,4,4,407,1,680,1110,"rice","céréale",2856.33056640625,"urban"
49133,4,4,407,1,680,1121,"yam, white","tubercule",2856.33056640625,"urban"
49134,4,4,407,1,680,1080,"maize","céréale",2856.33056640625,"urban"
49134,4,4,407,1,680,1110,"rice","céréale",2856.33056640625,"urban"
49135,4,4,407,1,680,1080,"maize","céréale",2856.33056640625,"urban"
49135,4,4,407,1,680,2120,"okro","autres",2856.33056640625,"urban"
49136,4,4,407,1,680,1080,"maize","céréale",2856.33056640625,"urban"
49136,4,4,407,1,680,1110,"rice","céréale",2856.33056640625,"urban"
49136,4,4,407,1,680,1121,"yam, white","tubercule",2856.33056640625,"urban"
49136,4,4,407,1,680,2260,"tomato","autres",2856.33056640625,"urban"
49136,4,4,407,1,680,3180,"oil palm fruit","culture de rente",2856.33056640625,"urban"
49137,4,4,407,1,680,1080,"maize","céréale",2856.33056640625,"urban"
49137,4,4,407,1,680,1110,"rice","céréale",2856.33056640625,"urban"
49137,4,4,407,1,680,2030,"banana","autres",2856.33056640625,"urban"
49137,4,4,407,1,680,2120,"okro","autres",2856.33056640625,"urban"
49137,4,4,407,1,680,3050,"coconut","autres",2856.33056640625,"urban"
50001,2,5,506,2,830,1070,"guinea corn (sorghum)","céréale",3861.2998046875,"rural"
50001,2,5,506,2,830,1080,"maize","céréale",3861.2998046875,"rural"
50002,2,5,506,2,830,1010,"beans/cowpea","légumineuse",3861.2998046875,"rural"
50002,2,5,506,2,830,1060,"ground nut/peanuts","légumineuse",3861.2998046875,"rural"
50002,2,5,506,2,830,1080,"maize","céréale",3861.2998046875,"rural"
50002,2,5,506,2,830,2120,"okro","autres",3861.2998046875,"rural"
50003,2,5,506,2,830,1010,"beans/cowpea","légumineuse",3861.2998046875,"rural"
50003,2,5,506,2,830,1070,"guinea corn (sorghum)","céréale",3861.2998046875,"rural"
50003,2,5,506,2,830,1080,"maize","céréale",3861.2998046875,"rural"
50004,2,5,506,2,830,1010,"beans/cowpea","légumineuse",3861.2998046875,"rural"
50004,2,5,506,2,830,1060,"ground nut/peanuts","légumineuse",3861.2998046875,"rural"
50004,2,5,506,2,830,1080,"maize","céréale",3861.2998046875,"rural"
50004,2,5,506,2,830,2220,"soya beans","légumineuse",3861.2998046875,"rural"
50005,2,5,506,2,830,1080,"maize","céréale",3861.2998046875,"rural"
50006,2,5,506,2,830,1010,"beans/cowpea","légumineuse",3861.2998046875,"rural"
50006,2,5,506,2,830,1070,"guinea corn (sorghum)","céréale",3861.2998046875,"rural"
50006,2,5,506,2,830,1080,"maize","céréale",3861.2998046875,"rural"
50006,2,5,506,2,830,1110,"rice","céréale",3861.2998046875,"rural"
50006,2,5,506,2,830,2220,"soya beans","légumineuse",3861.2998046875,"rural"
50007,2,5,506,2,830,1010,"beans/cowpea","légumineuse",3861.2998046875,"rural"
50007,2,5,506,2,830,1070,"guinea corn (sorghum)","céréale",3861.2998046875,"rural"
50007,2,5,506,2,830,1080,"maize","céréale",3861.2998046875,"rural"
50008,2,5,506,2,830,1010,"beans/cowpea","légumineuse",3861.2998046875,"rural"
50008,2,5,506,2,830,1060,"ground nut/peanuts","légumineuse",3861.2998046875,"rural"
50008,2,5,506,2,830,1070,"guinea corn (sorghum)","céréale",3861.2998046875,"rural"
50008,2,5,506,2,830,1080,"maize","céréale",3861.2998046875,"rural"
50008,2,5,506,2,830,1110,"rice","céréale",3861.2998046875,"rural"
50009,2,5,506,2,830,1010,"beans/cowpea","légumineuse",3861.2998046875,"rural"
50009,2,5,506,2,830,1070,"guinea corn (sorghum)","céréale",3861.2998046875,"rural"
50009,2,5,506,2,830,1080,"maize","céréale",3861.2998046875,"rural"
50009,2,5,506,2,830,2040,"beeni-seed/sesame","culture de rente",3861.2998046875,"rural"
50009,2,5,506,2,830,2220,"soya beans","légumineuse",3861.2998046875,"rural"
50031,2,5,502,2,3878,1010,"beans/cowpea","légumineuse",3350.51025390625,"rural"
50031,2,5,502,2,3878,1080,"maize","céréale",3350.51025390625,"rural"
50032,2,5,502,2,3878,1010,"beans/cowpea","légumineuse",3350.51025390625,"rural"
50032,2,5,502,2,3878,1080,"maize","céréale",3350.51025390625,"rural"
50032,2,5,502,2,3878,2040,"beeni-seed/sesame","culture de rente",3350.51025390625,"rural"
50033,2,5,502,2,3878,1060,"ground nut/peanuts","légumineuse",3350.51025390625,"rural"
