"hhid","zone","state","lga","sector","ea","plotid","cropcode","crop_name","crop_type","wt_wave4","area_type"
29010,2,2,204,2,144,1,1080,"maize","céréale",4149.94140625,"rural"
29013,2,2,205,2,206,1,1070,"guinea corn (sorghum)","céréale",1407.2490234375,"rural"
29013,2,2,205,2,206,1,1080,"maize","céréale",1407.2490234375,"rural"
29013,2,2,205,2,206,2,1080,"maize","céréale",1407.2490234375,"rural"
29014,2,2,205,2,206,1,1060,"ground nut/peanuts","légumineuse",1407.2490234375,"rural"
29014,2,2,205,2,206,1,1070,"guinea corn (sorghum)","céréale",1407.2490234375,"rural"
29014,2,2,205,2,206,2,1070,"guinea corn (sorghum)","céréale",1407.2490234375,"rural"
29018,2,2,205,2,206,1,1060,"ground nut/peanuts","légumineuse",1407.2490234375,"rural"
29018,2,2,205,2,206,2,1080,"maize","céréale",1407.2490234375,"rural"
29019,2,2,205,2,206,1,1060,"ground nut/peanuts","légumineuse",1407.2490234375,"rural"
29019,2,2,205,2,206,1,1080,"maize","céréale",1407.2490234375,"rural"
29019,2,2,205,2,206,2,1070,"guinea corn (sorghum)","céréale",1407.2490234375,"rural"
29020,2,2,205,2,206,1,1080,"maize","céréale",1407.2490234375,"rural"
29020,2,2,205,2,206,2,1080,"maize","céréale",1407.2490234375,"rural"
29020,2,2,205,2,206,3,1060,"ground nut/peanuts","légumineuse",1407.2490234375,"rural"
29021,2,2,205,2,206,1,1060,"ground nut/peanuts","légumineuse",1407.2490234375,"rural"
29021,2,2,205,2,206,2,1080,"maize","céréale",1407.2490234375,"rural"
29021,2,2,205,2,206,4,1110,"rice","céréale",1407.2490234375,"rural"
29022,2,2,205,2,206,1,1060,"ground nut/peanuts","légumineuse",1407.2490234375,"rural"
29022,2,2,205,2,206,2,1070,"guinea corn (sorghum)","céréale",1407.2490234375,"rural"
29022,2,2,205,2,206,4,1080,"maize","céréale",1407.2490234375,"rural"
29023,2,2,205,2,206,1,1060,"ground nut/peanuts","légumineuse",1407.2490234375,"rural"
29023,2,2,205,2,206,2,1080,"maize","céréale",1407.2490234375,"rural"
29023,2,2,205,2,206,3,1010,"beans/cowpea","légumineuse",1407.2490234375,"rural"
29024,2,2,205,2,206,1,1060,"ground nut/peanuts","légumineuse",1407.2490234375,"rural"
29025,2,2,207,2,158,1,1060,"ground nut/peanuts","légumineuse",794.480407714844,"rural"
29025,2,2,207,2,158,2,1080,"maize","céréale",794.480407714844,"rural"
29025,2,2,207,2,158,3,1110,"rice","céréale",794.480407714844,"rural"
29026,2,2,207,2,0,1,1060,"ground nut/peanuts","légumineuse",794.480407714844,"rural"
29026,2,2,207,2,0,2,1080,"maize","céréale",794.480407714844,"rural"
29028,2,2,207,2,158,1,1070,"guinea corn (sorghum)","céréale",794.480407714844,"rural"
29029,2,2,207,2,158,1,1080,"maize","céréale",794.480407714844,"rural"
29029,2,2,207,2,158,2,1060,"ground nut/peanuts","légumineuse",794.480407714844,"rural"
29029,2,2,207,2,158,3,1110,"rice","céréale",794.480407714844,"rural"
29031,2,2,207,2,158,1,1060,"ground nut/peanuts","légumineuse",794.480407714844,"rural"
29031,2,2,207,2,158,3,1080,"maize","céréale",794.480407714844,"rural"
29032,2,2,207,2,158,1,1060,"ground nut/peanuts","légumineuse",794.480407714844,"rural"
29032,2,2,207,2,158,1,1070,"guinea corn (sorghum)","céréale",794.480407714844,"rural"
29032,2,2,207,2,158,2,1080,"maize","céréale",794.480407714844,"rural"
29032,2,2,207,2,158,3,1060,"ground nut/peanuts","légumineuse",794.480407714844,"rural"
29032,2,2,207,2,158,3,1070,"guinea corn (sorghum)","céréale",794.480407714844,"rural"
29032,2,2,207,2,158,4,1110,"rice","céréale",794.480407714844,"rural"
29033,2,2,207,2,158,1,1060,"ground nut/peanuts","légumineuse",794.480407714844,"rural"
29033,2,2,207,2,158,2,1080,"maize","céréale",794.480407714844,"rural"
29034,2,2,207,2,158,1,1110,"rice","céréale",794.480407714844,"rural"
29034,2,2,207,2,158,2,1060,"ground nut/peanuts","légumineuse",794.480407714844,"rural"
29034,2,2,207,2,158,3,1080,"maize","céréale",794.480407714844,"rural"
29035,2,2,207,2,158,1,1080,"maize","céréale",794.480407714844,"rural"
29035,2,2,207,2,158,2,1060,"ground nut/peanuts","légumineuse",794.480407714844,"rural"
29036,2,2,207,2,158,1,1060,"ground nut/peanuts","légumineuse",794.480407714844,"rural"
29036,2,2,207,2,158,2,1080,"maize","céréale",794.480407714844,"rural"
29037,2,2,208,2,300,1,1060,"ground nut/peanuts","légumineuse",3840.7978515625,"rural"
29037,2,2,208,2,300,1,1080,"maize","céréale",3840.7978515625,"rural"
29038,2,2,208,2,300,1,1080,"maize","céréale",3840.7978515625,"rural"
29039,2,2,208,2,300,1,1080,"maize","céréale",3840.7978515625,"rural"
29039,2,2,208,2,300,2,1060,"ground nut/peanuts","légumineuse",3840.7978515625,"rural"
29041,2,2,208,2,300,1,1060,"ground nut/peanuts","légumineuse",3840.7978515625,"rural"
29041,2,2,208,2,300,2,1110,"rice","céréale",3840.7978515625,"rural"
29042,2,2,208,2,300,1,1060,"ground nut/peanuts","légumineuse",3840.7978515625,"rural"
29044,2,2,208,2,300,1,1060,"ground nut/peanuts","légumineuse",3840.7978515625,"rural"
29044,2,2,208,2,300,1,1080,"maize","céréale",3840.7978515625,"rural"
29044,2,2,208,2,300,2,1060,"ground nut/peanuts","légumineuse",3840.7978515625,"rural"
29044,2,2,208,2,300,2,1080,"maize","céréale",3840.7978515625,"rural"
29045,2,2,208,2,300,1,1080,"maize","céréale",3840.7978515625,"rural"
29045,2,2,208,2,300,2,1060,"ground nut/peanuts","légumineuse",3840.7978515625,"rural"
29046,2,2,208,2,300,1,1060,"ground nut/peanuts","légumineuse",3840.7978515625,"rural"
29046,2,2,208,2,300,2,1080,"maize","céréale",3840.7978515625,"rural"
29047,2,2,208,2,300,1,1080,"maize","céréale",3840.7978515625,"rural"
29047,2,2,208,2,300,2,1060,"ground nut/peanuts","légumineuse",3840.7978515625,"rural"
29047,2,2,208,2,300,3,1060,"ground nut/peanuts","légumineuse",3840.7978515625,"rural"
29047,2,2,208,2,300,3,1070,"guinea corn (sorghum)","céréale",3840.7978515625,"rural"
29047,2,2,208,2,300,4,1060,"ground nut/peanuts","légumineuse",3840.7978515625,"rural"
29047,2,2,208,2,300,4,1070,"guinea corn (sorghum)","céréale",3840.7978515625,"rural"
29048,2,2,208,2,300,1,1080,"maize","céréale",3840.7978515625,"rural"
29048,2,2,208,2,300,2,1060,"ground nut/peanuts","légumineuse",3840.7978515625,"rural"
29048,2,2,208,2,300,3,1080,"maize","céréale",3840.7978515625,"rural"
29050,2,2,209,2,10,1,1080,"maize","céréale",890.635192871094,"rural"
29050,2,2,209,2,10,2,1060,"ground nut/peanuts","légumineuse",890.635192871094,"rural"
29050,2,2,209,2,10,3,1110,"rice","céréale",890.635192871094,"rural"
29051,2,2,209,2,10,1,1080,"maize","céréale",890.635192871094,"rural"
29051,2,2,209,2,10,2,1110,"rice","céréale",890.635192871094,"rural"
29052,2,2,209,2,10,1,1080,"maize","céréale",890.635192871094,"rural"
29052,2,2,209,2,10,2,1110,"rice","céréale",890.635192871094,"rural"
29053,2,2,209,2,10,1,1070,"guinea corn (sorghum)","céréale",890.635192871094,"rural"
29053,2,2,209,2,10,2,1110,"rice","céréale",890.635192871094,"rural"
29054,2,2,209,2,10,1,1070,"guinea corn (sorghum)","céréale",890.635192871094,"rural"
29054,2,2,209,2,10,2,1110,"rice","céréale",890.635192871094,"rural"
29055,2,2,209,2,10,1,1080,"maize","céréale",890.635192871094,"rural"
29055,2,2,209,2,10,2,1060,"ground nut/peanuts","légumineuse",890.635192871094,"rural"
29055,2,2,209,2,10,2,1080,"maize","céréale",890.635192871094,"rural"
29056,2,2,209,2,10,1,1070,"guinea corn (sorghum)","céréale",890.635192871094,"rural"
29056,2,2,209,2,10,2,1110,"rice","céréale",890.635192871094,"rural"
29057,2,2,209,2,10,1,1070,"guinea corn (sorghum)","céréale",890.635192871094,"rural"
29057,2,2,209,2,10,2,1080,"maize","céréale",890.635192871094,"rural"
29058,2,2,209,2,10,1,1080,"maize","céréale",890.635192871094,"rural"
29058,2,2,209,2,10,2,1110,"rice","céréale",890.635192871094,"rural"
29060,2,2,209,2,10,1,1080,"maize","céréale",890.635192871094,"rural"
29060,2,2,209,2,10,2,1110,"rice","céréale",890.635192871094,"rural"
29060,2,2,209,2,10,4,1110,"rice","céréale",890.635192871094,"rural"
29061,2,2,210,2,924,1,1060,"ground nut/peanuts","légumineuse",1820.69848632812,"rural"
29061,2,2,210,2,924,1,1070,"guinea corn (sorghum)","céréale",1820.69848632812,"rural"
29061,2,2,210,2,924,1,1080,"maize","céréale",1820.69848632812,"rural"
29061,2,2,210,2,924,2,1060,"ground nut/peanuts","légumineuse",1820.69848632812,"rural"
29061,2,2,210,2,924,2,1070,"guinea corn (sorghum)","céréale",1820.69848632812,"rural"
29061,2,2,210,2,924,2,1080,"maize","céréale",1820.69848632812,"rural"
29062,2,2,210,2,924,1,1080,"maize","céréale",1820.69848632812,"rural"
29062,2,2,210,2,924,2,1070,"guinea corn (sorghum)","céréale",1820.69848632812,"rural"
29063,2,2,210,2,924,1,1070,"guinea corn (sorghum)","céréale",1820.69848632812,"rural"
29063,2,2,210,2,924,1,1080,"maize","céréale",1820.69848632812,"rural"
29063,2,2,210,2,924,2,1110,"rice","céréale",1820.69848632812,"rural"
29063,2,2,210,2,924,3,1060,"ground nut/peanuts","légumineuse",1820.69848632812,"rural"
29064,2,2,210,2,924,1,1070,"guinea corn (sorghum)","céréale",1820.69848632812,"rural"
29064,2,2,210,2,924,2,1080,"maize","céréale",1820.69848632812,"rural"
29064,2,2,210,2,924,4,1060,"ground nut/peanuts","légumineuse",1820.69848632812,"rural"
29065,2,2,210,2,924,1,1080,"maize","céréale",1820.69848632812,"rural"
29065,2,2,210,2,924,2,1060,"ground nut/peanuts","légumineuse",1820.69848632812,"rural"
29065,2,2,210,2,924,2,1080,"maize","céréale",1820.69848632812,"rural"
29066,2,2,210,2,924,1,1080,"maize","céréale",1820.69848632812,"rural"
29066,2,2,210,2,924,2,1060,"ground nut/peanuts","légumineuse",1820.69848632812,"rural"
29066,2,2,210,2,924,2,1070,"guinea corn (sorghum)","céréale",1820.69848632812,"rural"
29068,2,2,210,2,924,1,1080,"maize","céréale",1820.69848632812,"rural"
29068,2,2,210,2,924,2,1070,"guinea corn (sorghum)","céréale",1820.69848632812,"rural"
29068,2,2,210,2,924,3,1060,"ground nut/peanuts","légumineuse",1820.69848632812,"rural"
29068,2,2,210,2,924,4,2020,"bambara nut","légumineuse",1820.69848632812,"rural"
29070,2,2,210,2,924,1,1070,"guinea corn (sorghum)","céréale",1820.69848632812,"rural"
29070,2,2,210,2,924,1,1080,"maize","céréale",1820.69848632812,"rural"
29070,2,2,210,2,924,2,1080,"maize","céréale",1820.69848632812,"rural"
29070,2,2,210,2,924,2,1110,"rice","céréale",1820.69848632812,"rural"
29070,2,2,210,2,924,3,1080,"maize","céréale",1820.69848632812,"rural"
29071,2,2,210,2,924,1,1070,"guinea corn (sorghum)","céréale",1820.69848632812,"rural"
29071,2,2,210,2,924,2,1080,"maize","céréale",1820.69848632812,"rural"
29071,2,2,210,2,924,3,1110,"rice","céréale",1820.69848632812,"rural"
29071,2,2,210,2,924,4,1060,"ground nut/peanuts","légumineuse",1820.69848632812,"rural"
29072,2,2,210,2,924,1,1080,"maize","céréale",1820.69848632812,"rural"
29073,2,2,211,2,344,1,1080,"maize","céréale",1788.39514160156,"rural"
29073,2,2,211,2,344,2,1060,"ground nut/peanuts","légumineuse",1788.39514160156,"rural"
29073,2,2,211,2,344,3,1080,"maize","céréale",1788.39514160156,"rural"
29074,2,2,211,2,344,1,1080,"maize","céréale",1788.39514160156,"rural"
29074,2,2,211,2,344,2,1060,"ground nut/peanuts","légumineuse",1788.39514160156,"rural"
29074,2,2,211,2,344,3,1110,"rice","céréale",1788.39514160156,"rural"
29076,2,2,211,2,344,1,1080,"maize","céréale",1788.39514160156,"rural"
29076,2,2,211,2,344,2,1060,"ground nut/peanuts","légumineuse",1788.39514160156,"rural"
29077,2,2,211,2,344,1,1060,"ground nut/peanuts","légumineuse",1788.39514160156,"rural"
29077,2,2,211,2,344,1,1070,"guinea corn (sorghum)","céréale",1788.39514160156,"rural"
29078,2,2,211,2,344,1,1060,"ground nut/peanuts","légumineuse",1788.39514160156,"rural"
29078,2,2,211,2,344,1,1070,"guinea corn (sorghum)","céréale",1788.39514160156,"rural"
29078,2,2,211,2,344,2,1080,"maize","céréale",1788.39514160156,"rural"
29079,2,2,211,2,344,1,1080,"maize","céréale",1788.39514160156,"rural"
29079,2,2,211,2,344,2,1060,"ground nut/peanuts","légumineuse",1788.39514160156,"rural"
29080,2,2,211,2,344,1,1080,"maize","céréale",1788.39514160156,"rural"
29080,2,2,211,2,344,2,1060,"ground nut/peanuts","légumineuse",1788.39514160156,"rural"
29082,2,2,211,2,344,1,1060,"ground nut/peanuts","légumineuse",1788.39514160156,"rural"
29082,2,2,211,2,344,1,1070,"guinea corn (sorghum)","céréale",1788.39514160156,"rural"
29082,2,2,211,2,344,2,1080,"maize","céréale",1788.39514160156,"rural"
29083,2,2,211,2,344,1,1070,"guinea corn (sorghum)","céréale",1788.39514160156,"rural"
29083,2,2,211,2,344,2,1110,"rice","céréale",1788.39514160156,"rural"
29083,2,2,211,2,344,3,1060,"ground nut/peanuts","légumineuse",1788.39514160156,"rural"
29083,2,2,211,2,344,4,1080,"maize","céréale",1788.39514160156,"rural"
29084,2,2,211,2,344,1,1080,"maize","céréale",1788.39514160156,"rural"
29085,2,2,211,2,532,1,1010,"beans/cowpea","légumineuse",4453.15234375,"rural"
29085,2,2,211,2,532,1,1080,"maize","céréale",4453.15234375,"rural"
29085,2,2,211,2,532,2,1010,"beans/cowpea","légumineuse",4453.15234375,"rural"
29085,2,2,211,2,532,2,1080,"maize","céréale",4453.15234375,"rural"
29086,2,2,211,2,532,1,1080,"maize","céréale",4453.15234375,"rural"
29086,2,2,211,2,532,2,1080,"maize","céréale",4453.15234375,"rural"
29086,2,2,211,2,532,3,1080,"maize","céréale",4453.15234375,"rural"
29087,2,2,211,2,532,1,1060,"ground nut/peanuts","légumineuse",4453.15234375,"rural"
29087,2,2,211,2,532,1,1070,"guinea corn (sorghum)","céréale",4453.15234375,"rural"
29087,2,2,211,2,532,1,1080,"maize","céréale",4453.15234375,"rural"
29087,2,2,211,2,532,2,1060,"ground nut/peanuts","légumineuse",4453.15234375,"rural"
29087,2,2,211,2,532,3,1070,"guinea corn (sorghum)","céréale",4453.15234375,"rural"
29087,2,2,211,2,532,4,1060,"ground nut/peanuts","légumineuse",4453.15234375,"rural"
29089,2,2,211,2,532,1,1010,"beans/cowpea","légumineuse",4453.15234375,"rural"
29089,2,2,211,2,532,1,1080,"maize","céréale",4453.15234375,"rural"
29090,2,2,211,2,532,1,1010,"beans/cowpea","légumineuse",4453.15234375,"rural"
29090,2,2,211,2,532,1,1080,"maize","céréale",4453.15234375,"rural"
29090,2,2,211,2,532,2,1010,"beans/cowpea","légumineuse",4453.15234375,"rural"
29090,2,2,211,2,532,2,1080,"maize","céréale",4453.15234375,"rural"
29091,2,2,211,2,532,1,1080,"maize","céréale",4453.15234375,"rural"
29092,2,2,211,2,532,1,1060,"ground nut/peanuts","légumineuse",4453.15234375,"rural"
29094,2,2,211,2,532,1,1080,"maize","céréale",4453.15234375,"rural"
29094,2,2,211,2,532,2,1060,"ground nut/peanuts","légumineuse",4453.15234375,"rural"
29094,2,2,211,2,532,3,1060,"ground nut/peanuts","légumineuse",4453.15234375,"rural"
29095,2,2,211,2,532,1,1080,"maize","céréale",4453.15234375,"rural"
29096,2,2,211,2,532,1,1080,"maize","céréale",4453.15234375,"rural"
29097,2,2,211,2,668,1,1060,"ground nut/peanuts","légumineuse",1218.99694824219,"rural"
29097,2,2,211,2,668,1,1080,"maize","céréale",1218.99694824219,"rural"
29099,2,2,211,2,668,1,1060,"ground nut/peanuts","légumineuse",1218.99694824219,"rural"
29099,2,2,211,2,668,2,1080,"maize","céréale",1218.99694824219,"rural"
29099,2,2,211,2,668,3,1060,"ground nut/peanuts","légumineuse",1218.99694824219,"rural"
29099,2,2,211,2,668,3,1080,"maize","céréale",1218.99694824219,"rural"
29100,2,2,211,2,668,1,1110,"rice","céréale",1218.99694824219,"rural"
29100,2,2,211,2,668,2,1060,"ground nut/peanuts","légumineuse",1218.99694824219,"rural"
29101,2,2,211,2,668,1,1060,"ground nut/peanuts","légumineuse",1218.99694824219,"rural"
29101,2,2,211,2,668,1,1080,"maize","céréale",1218.99694824219,"rural"
29101,2,2,211,2,668,2,1110,"rice","céréale",1218.99694824219,"rural"
29102,2,2,211,2,668,1,1080,"maize","céréale",1218.99694824219,"rural"
29102,2,2,211,2,668,1,1110,"rice","céréale",1218.99694824219,"rural"
29102,2,2,211,2,668,2,1110,"rice","céréale",1218.99694824219,"rural"
29103,2,2,211,2,668,1,1060,"ground nut/peanuts","légumineuse",1218.99694824219,"rural"
29103,2,2,211,2,668,1,1070,"guinea corn (sorghum)","céréale",1218.99694824219,"rural"
29103,2,2,211,2,668,2,1080,"maize","céréale",1218.99694824219,"rural"
29104,2,2,211,2,668,1,1080,"maize","céréale",1218.99694824219,"rural"
29104,2,2,211,2,668,2,1060,"ground nut/peanuts","légumineuse",1218.99694824219,"rural"
29105,2,2,211,2,668,1,1060,"ground nut/peanuts","légumineuse",1218.99694824219,"rural"
29105,2,2,211,2,668,1,1070,"guinea corn (sorghum)","céréale",1218.99694824219,"rural"
29105,2,2,211,2,668,2,1010,"beans/cowpea","légumineuse",1218.99694824219,"rural"
29105,2,2,211,2,668,2,1080,"maize","céréale",1218.99694824219,"rural"
29107,2,2,211,2,668,1,1060,"ground nut/peanuts","légumineuse",1218.99694824219,"rural"
29108,2,2,211,2,668,1,1060,"ground nut/peanuts","légumineuse",1218.99694824219,"rural"
29108,2,2,211,2,668,2,1080,"maize","céréale",1218.99694824219,"rural"
29109,2,2,212,2,100,1,1060,"ground nut/peanuts","légumineuse",1328.25122070312,"rural"
29109,2,2,212,2,100,2,1080,"maize","céréale",1328.25122070312,"rural"
29110,2,2,212,2,100,1,1060,"ground nut/peanuts","légumineuse",1328.25122070312,"rural"
29111,2,2,212,2,100,2,1080,"maize","céréale",1328.25122070312,"rural"
29111,2,2,212,2,100,3,1070,"guinea corn (sorghum)","céréale",1328.25122070312,"rural"
29112,2,2,212,2,100,1,1080,"maize","céréale",1328.25122070312,"rural"
29112,2,2,212,2,100,2,1060,"ground nut/peanuts","légumineuse",1328.25122070312,"rural"
29113,2,2,212,2,100,1,1100,"millet/maiwa","céréale",1328.25122070312,"rural"
29113,2,2,212,2,100,2,1110,"rice","céréale",1328.25122070312,"rural"
29115,2,2,212,2,100,1,1110,"rice","céréale",1328.25122070312,"rural"
29115,2,2,212,2,100,2,1060,"ground nut/peanuts","légumineuse",1328.25122070312,"rural"
29116,2,2,212,2,100,1,1060,"ground nut/peanuts","légumineuse",1328.25122070312,"rural"
29116,2,2,212,2,100,2,1060,"ground nut/peanuts","légumineuse",1328.25122070312,"rural"
29116,2,2,212,2,100,3,1080,"maize","céréale",1328.25122070312,"rural"
29118,2,2,212,2,100,1,1060,"ground nut/peanuts","légumineuse",1328.25122070312,"rural"
29118,2,2,212,2,100,2,1080,"maize","céréale",1328.25122070312,"rural"
29119,2,2,212,2,100,1,1080,"maize","céréale",1328.25122070312,"rural"
29119,2,2,212,2,100,2,1060,"ground nut/peanuts","légumineuse",1328.25122070312,"rural"
29120,2,2,212,2,100,1,1060,"ground nut/peanuts","légumineuse",1328.25122070312,"rural"
29120,2,2,212,2,100,2,1080,"maize","céréale",1328.25122070312,"rural"
29121,2,2,212,2,1254,1,1060,"ground nut/peanuts","légumineuse",640.697570800781,"rural"
29121,2,2,212,2,1254,3,1080,"maize","céréale",640.697570800781,"rural"
29122,2,2,212,2,1254,1,1080,"maize","céréale",640.697570800781,"rural"
29122,2,2,212,2,1254,2,1110,"rice","céréale",640.697570800781,"rural"
29123,2,2,212,2,1254,1,1080,"maize","céréale",640.697570800781,"rural"
29123,2,2,212,2,1254,3,1060,"ground nut/peanuts","légumineuse",640.697570800781,"rural"
29124,2,2,212,2,1254,1,1080,"maize","céréale",640.697570800781,"rural"
29124,2,2,212,2,1254,2,1060,"ground nut/peanuts","légumineuse",640.697570800781,"rural"
29124,2,2,212,2,1254,3,1110,"rice","céréale",640.697570800781,"rural"
29126,2,2,212,2,1254,1,1060,"ground nut/peanuts","légumineuse",640.697570800781,"rural"
29127,2,2,212,2,1254,1,1060,"ground nut/peanuts","légumineuse",640.697570800781,"rural"
29128,2,2,212,2,1254,1,1060,"ground nut/peanuts","légumineuse",640.697570800781,"rural"
29128,2,2,212,2,1254,3,1060,"ground nut/peanuts","légumineuse",640.697570800781,"rural"
29130,2,2,212,2,1254,1,1070,"guinea corn (sorghum)","céréale",640.697570800781,"rural"
29130,2,2,212,2,1254,3,1060,"ground nut/peanuts","légumineuse",640.697570800781,"rural"
29130,2,2,212,2,1254,3,1080,"maize","céréale",640.697570800781,"rural"
29131,2,2,212,2,1254,1,1080,"maize","céréale",640.697570800781,"rural"
29131,2,2,212,2,1254,2,1110,"rice","céréale",640.697570800781,"rural"
29131,2,2,212,2,1254,3,1070,"guinea corn (sorghum)","céréale",640.697570800781,"rural"
29131,2,2,212,2,1254,3,1080,"maize","céréale",640.697570800781,"rural"
29132,2,2,212,2,1254,1,1060,"ground nut/peanuts","légumineuse",640.697570800781,"rural"
29132,2,2,212,2,1254,2,1060,"ground nut/peanuts","légumineuse",640.697570800781,"rural"
29132,2,2,212,2,1254,3,1010,"beans/cowpea","légumineuse",640.697570800781,"rural"
29132,2,2,212,2,1254,3,1080,"maize","céréale",640.697570800781,"rural"
29132,2,2,212,2,1254,4,1080,"maize","céréale",640.697570800781,"rural"
29133,2,2,213,1,1010,1,1080,"maize","céréale",2224.18920898438,"urban"
29134,2,2,213,1,1010,1,1080,"maize","céréale",2224.18920898438,"urban"
29135,2,2,213,1,1010,1,1080,"maize","céréale",2224.18920898438,"urban"
29138,2,2,213,1,1010,1,1080,"maize","céréale",2224.18920898438,"urban"
29138,2,2,213,1,1010,2,1060,"ground nut/peanuts","légumineuse",2224.18920898438,"urban"
29139,2,2,213,1,1010,2,1010,"beans/cowpea","légumineuse",2224.18920898438,"urban"
29139,2,2,213,1,1010,2,1080,"maize","céréale",2224.18920898438,"urban"
29140,2,2,213,1,1010,1,1010,"beans/cowpea","légumineuse",2224.18920898438,"urban"
29140,2,2,213,1,1010,1,1080,"maize","céréale",2224.18920898438,"urban"
29142,2,2,213,1,1010,1,1080,"maize","céréale",2224.18920898438,"urban"
29143,2,2,213,1,1010,1,1080,"maize","céréale",2224.18920898438,"urban"
29143,2,2,213,1,1010,1,1110,"rice","céréale",2224.18920898438,"urban"
29143,2,2,213,1,1010,2,1080,"maize","céréale",2224.18920898438,"urban"
29143,2,2,213,1,1010,2,1110,"rice","céréale",2224.18920898438,"urban"
29144,2,2,213,1,1010,1,1070,"guinea corn (sorghum)","céréale",2224.18920898438,"urban"
29144,2,2,213,1,1010,1,1080,"maize","céréale",2224.18920898438,"urban"
29147,2,2,213,2,1282,1,1060,"ground nut/peanuts","légumineuse",1650.10009765625,"rural"
29147,2,2,213,2,1282,1,1070,"guinea corn (sorghum)","céréale",1650.10009765625,"rural"
29147,2,2,213,2,1282,1,1080,"maize","céréale",1650.10009765625,"rural"
29148,2,2,213,2,1282,1,1080,"maize","céréale",1650.10009765625,"rural"
29148,2,2,213,2,1282,2,1060,"ground nut/peanuts","légumineuse",1650.10009765625,"rural"
29149,2,2,213,2,1282,1,1060,"ground nut/peanuts","légumineuse",1650.10009765625,"rural"
29149,2,2,213,2,1282,2,1110,"rice","céréale",1650.10009765625,"rural"
29149,2,2,213,2,1282,3,1060,"ground nut/peanuts","légumineuse",1650.10009765625,"rural"
29149,2,2,213,2,1282,3,1080,"maize","céréale",1650.10009765625,"rural"
29150,2,2,213,2,1282,1,1080,"maize","céréale",1650.10009765625,"rural"
29150,2,2,213,2,1282,2,1080,"maize","céréale",1650.10009765625,"rural"
29150,2,2,213,2,1282,3,1070,"guinea corn (sorghum)","céréale",1650.10009765625,"rural"
29150,2,2,213,2,1282,4,1070,"guinea corn (sorghum)","céréale",1650.10009765625,"rural"
29151,2,2,213,2,1282,1,1070,"guinea corn (sorghum)","céréale",1650.10009765625,"rural"
29151,2,2,213,2,1282,1,1080,"maize","céréale",1650.10009765625,"rural"
29151,2,2,213,2,1282,2,1080,"maize","céréale",1650.10009765625,"rural"
29152,2,2,213,2,1282,1,1080,"maize","céréale",1650.10009765625,"rural"
29152,2,2,213,2,1282,2,1060,"ground nut/peanuts","légumineuse",1650.10009765625,"rural"
29152,2,2,213,2,1282,3,1110,"rice","céréale",1650.10009765625,"rural"
29152,2,2,213,2,1282,4,1070,"guinea corn (sorghum)","céréale",1650.10009765625,"rural"
29153,2,2,213,2,1282,1,1080,"maize","céréale",1650.10009765625,"rural"
29153,2,2,213,2,1282,2,1070,"guinea corn (sorghum)","céréale",1650.10009765625,"rural"
29153,2,2,213,2,1282,2,1080,"maize","céréale",1650.10009765625,"rural"
29154,2,2,213,2,1282,1,1070,"guinea corn (sorghum)","céréale",1650.10009765625,"rural"
29154,2,2,213,2,1282,2,1060,"ground nut/peanuts","légumineuse",1650.10009765625,"rural"
29154,2,2,213,2,1282,3,1110,"rice","céréale",1650.10009765625,"rural"
29154,2,2,213,2,1282,5,1080,"maize","céréale",1650.10009765625,"rural"
29155,2,2,213,2,1282,1,1060,"ground nut/peanuts","légumineuse",1650.10009765625,"rural"
29155,2,2,213,2,1282,2,1080,"maize","céréale",1650.10009765625,"rural"
29156,2,2,213,2,1282,1,1010,"beans/cowpea","légumineuse",1650.10009765625,"rural"
29156,2,2,213,2,1282,1,1080,"maize","céréale",1650.10009765625,"rural"
29156,2,2,213,2,1282,2,1080,"maize","céréale",1650.10009765625,"rural"
29156,2,2,213,2,1282,3,1070,"guinea corn (sorghum)","céréale",1650.10009765625,"rural"
29158,2,2,213,2,1406,1,1080,"maize","céréale",400,"rural"
29160,2,2,213,2,1406,1,1110,"rice","céréale",400,"rural"
29160,2,2,213,2,1406,2,1080,"maize","céréale",400,"rural"
29160,2,2,213,2,1406,3,1060,"ground nut/peanuts","légumineuse",400,"rural"
29160,2,2,213,2,1406,5,1060,"ground nut/peanuts","légumineuse",400,"rural"
29160,2,2,213,2,1406,6,1080,"maize","céréale",400,"rural"
29161,2,2,213,2,1406,1,1080,"maize","céréale",400,"rural"
29161,2,2,213,2,1406,3,1060,"ground nut/peanuts","légumineuse",400,"rural"
29161,2,2,213,2,1406,4,2020,"bambara nut","légumineuse",400,"rural"
29162,2,2,213,2,1406,1,1080,"maize","céréale",400,"rural"
29162,2,2,213,2,1406,2,1070,"guinea corn (sorghum)","céréale",400,"rural"
29162,2,2,213,2,1406,3,1060,"ground nut/peanuts","légumineuse",400,"rural"
29162,2,2,213,2,1406,6,2120,"okro","autres",400,"rural"
29163,2,2,213,2,1406,1,1080,"maize","céréale",400,"rural"
29163,2,2,213,2,1406,2,1080,"maize","céréale",400,"rural"
29164,2,2,213,2,1406,1,1080,"maize","céréale",400,"rural"
29164,2,2,213,2,1406,2,1070,"guinea corn (sorghum)","céréale",400,"rural"
29165,2,2,213,2,1406,1,1080,"maize","céréale",400,"rural"
29165,2,2,213,2,1406,2,1060,"ground nut/peanuts","légumineuse",400,"rural"
29166,2,2,213,2,1406,1,1080,"maize","céréale",400,"rural"
