"hhid","zone","state","lga","sector","ea","area_type","wt_wave4","used_inorganic","used_npk","used_urea","used_organic","used_pesticide","used_herbicide","used_any_fertilizer","n_plots"
59170,2,5,518,2,1788,"rural",4771.48876953125,2,1,0,2,2,1,0,3
59171,2,5,518,2,1788,"rural",4771.48876953125,2,0,1,2,2,1,0,4
59172,2,5,518,2,1788,"rural",4771.48876953125,1,0,1,2,2,2,1,2
59173,2,5,518,2,1788,"rural",4771.48876953125,1,1,0,1,2,1,1,2
59174,2,5,518,2,1788,"rural",4771.48876953125,1,1,1,2,2,1,1,1
59175,2,5,518,2,1788,"rural",4771.48876953125,1,1,0,2,2,1,1,2
59176,2,5,518,2,1788,"rural",4771.48876953125,2,1,0,1,2,1,1,3
59179,2,5,518,2,1788,"rural",4771.48876953125,2,1,1,2,2,1,0,4
59180,2,5,518,2,1788,"rural",4771.48876953125,1,1,1,2,2,1,1,3
59182,2,5,518,2,2802,"rural",1976.04650878906,1,1,1,2,2,1,1,4
59184,2,5,518,2,2802,"rural",1976.04650878906,2,1,1,2,2,1,0,3
59185,2,5,518,2,2802,"rural",1976.04650878906,2,1,1,2,2,1,0,2
59186,2,5,518,2,2802,"rural",1976.04650878906,2,1,1,2,2,2,0,4
59187,2,5,518,2,2802,"rural",1976.04650878906,1,1,0,1,2,1,1,1
59188,2,5,518,2,2802,"rural",1976.04650878906,1,1,1,1,2,1,1,2
59189,2,5,518,2,2802,"rural",1976.04650878906,2,1,0,2,2,1,0,4
59190,2,5,518,2,2802,"rural",1976.04650878906,1,1,1,2,2,1,1,4
59191,2,5,518,2,2802,"rural",1976.04650878906,1,1,1,2,2,1,1,5
59192,2,5,518,2,2802,"rural",1976.04650878906,1,1,1,1,2,2,1,2
59212,2,5,511,2,796,"rural",3627.626953125,1,0,1,2,1,1,1,2
59214,2,5,514,2,1964,"rural",2324.1298828125,2,0,0,1,2,2,1,1
60002,5,6,602,2,1356,"rural",3306.82885742188,2,0,0,2,2,2,0,1
60004,5,6,602,2,0,"rural",3306.82885742188,2,0,0,2,2,2,0,1
60005,5,6,602,2,1356,"rural",3306.82885742188,2,0,0,2,2,2,0,1
60006,5,6,602,2,0,"rural",3306.82885742188,2,0,0,2,2,2,0,1
60009,5,6,602,2,1356,"rural",3306.82885742188,2,0,0,2,2,2,0,1
60010,5,6,602,2,1356,"rural",3306.82885742188,2,0,0,2,2,2,0,1
60035,5,6,607,2,1892,"rural",3164.28173828125,2,0,0,2,2,1,0,1
60039,5,6,607,2,1892,"rural",3164.28173828125,2,0,0,2,2,2,0,3
60040,5,6,607,2,1892,"rural",3164.28173828125,2,0,0,2,2,2,0,3
60041,5,6,601,2,640,"rural",6936.97119140625,2,0,0,2,2,2,0,1
60045,5,6,601,2,640,"rural",6936.97119140625,2,0,0,2,2,2,0,1
60051,5,6,605,2,162,"rural",2328.62182617188,2,0,0,2,2,2,0,1
60052,5,6,605,2,162,"rural",2328.62182617188,2,0,0,2,2,2,0,1
60053,5,3,318,2,0,"rural",2328.62182617188,2,0,0,2,2,2,0,8
60054,5,3,313,2,0,"rural",2328.62182617188,1,1,1,1,2,2,1,2
60057,5,6,605,2,0,"rural",2328.62182617188,2,0,0,2,2,2,0,2
60058,5,6,605,2,0,"rural",2328.62182617188,2,0,0,2,2,1,0,1
60059,5,6,605,2,162,"rural",2328.62182617188,2,0,0,2,2,2,0,1
69025,5,6,606,2,790,"rural",13427.7958984375,2,0,0,2,2,2,0,2
69026,5,6,606,2,790,"rural",13427.7958984375,2,0,0,2,2,2,0,3
69027,5,6,606,2,790,"rural",13427.7958984375,2,0,0,2,2,2,0,1
69028,5,6,606,2,790,"rural",13427.7958984375,2,0,0,2,2,2,0,2
69029,5,6,606,2,790,"rural",13427.7958984375,2,0,0,2,2,2,0,7
69030,5,6,606,2,790,"rural",13427.7958984375,2,0,0,2,2,2,0,4
69031,5,6,606,2,790,"rural",13427.7958984375,2,0,0,2,2,2,0,3
69033,5,6,606,2,790,"rural",13427.7958984375,2,0,0,2,2,2,0,2
69034,5,6,606,2,790,"rural",13427.7958984375,2,0,0,2,2,2,0,2
69036,5,6,606,2,790,"rural",13427.7958984375,2,0,0,2,2,2,0,1
69037,5,6,608,2,1288,"rural",28094.619140625,2,0,0,2,2,2,0,7
69038,5,6,608,2,1288,"rural",28094.619140625,2,0,0,2,2,2,0,6
69040,5,6,608,2,1288,"rural",28094.619140625,2,0,0,2,2,2,0,1
69041,5,6,608,2,1288,"rural",28094.619140625,2,0,0,2,1,2,0,1
69042,5,6,608,2,1288,"rural",28094.619140625,2,0,0,2,2,2,0,3
69043,5,6,608,2,1288,"rural",28094.619140625,2,0,0,2,2,2,0,1
69045,5,6,608,2,1288,"rural",28094.619140625,2,0,0,2,2,2,0,5
69046,5,6,608,2,1288,"rural",28094.619140625,2,0,0,2,2,2,0,3
69047,5,6,608,2,1288,"rural",28094.619140625,2,0,0,2,2,2,0,2
69048,5,6,608,2,1288,"rural",28094.619140625,2,0,0,2,2,2,0,6
70011,1,7,708,2,754,"rural",3572.44580078125,2,0,0,2,2,2,0,3
70012,1,7,708,2,754,"rural",3572.44580078125,2,0,0,2,2,2,0,3
70013,1,7,708,2,754,"rural",3572.44580078125,2,1,1,2,1,1,0,3
70015,1,7,708,2,754,"rural",3572.44580078125,2,1,0,2,2,1,0,4
70016,1,7,708,2,754,"rural",3572.44580078125,2,0,0,2,2,1,0,3
70017,1,7,708,2,754,"rural",3572.44580078125,2,1,0,2,2,1,0,2
70018,1,7,708,2,754,"rural",3572.44580078125,2,0,0,2,1,1,0,4
70019,1,7,708,2,754,"rural",3572.44580078125,2,0,0,2,2,1,0,1
70020,1,7,708,2,754,"rural",3572.44580078125,2,0,0,2,2,1,0,3
70062,1,7,711,2,2532,"rural",3586.29516601562,2,1,0,2,2,1,0,3
70063,1,7,711,2,2532,"rural",3586.29516601562,2,1,0,2,2,1,0,3
70064,1,7,711,2,2532,"rural",3586.29516601562,2,0,0,2,2,2,0,2
70066,1,7,711,2,2532,"rural",3586.29516601562,2,0,0,2,2,2,0,2
70067,1,7,711,2,2532,"rural",3586.29516601562,2,0,0,2,2,1,0,2
70068,1,7,711,2,2532,"rural",3586.29516601562,2,0,0,2,2,1,0,2
70069,1,7,711,2,2532,"rural",3586.29516601562,2,0,0,2,2,2,0,3
70070,1,7,711,2,2532,"rural",3586.29516601562,2,0,0,2,2,2,0,2
70071,1,7,709,2,1226,"rural",2864.32861328125,2,1,0,2,2,1,0,3
70072,1,7,709,2,1226,"rural",2864.32861328125,2,0,0,2,2,2,0,4
70073,1,7,709,2,1226,"rural",2864.32861328125,2,0,0,2,2,2,0,3
70074,1,7,709,2,1226,"rural",2864.32861328125,2,1,0,2,2,1,0,4
70075,1,7,709,2,1226,"rural",2864.32861328125,2,0,1,2,2,1,0,3
70076,1,7,709,2,1226,"rural",2864.32861328125,2,0,0,2,2,2,0,3
70077,1,7,709,2,1226,"rural",2864.32861328125,2,0,1,2,2,2,0,2
70078,1,7,709,2,1226,"rural",2864.32861328125,2,0,1,2,2,2,0,4
70079,1,7,709,2,1226,"rural",2864.32861328125,2,0,0,2,2,1,0,2
70080,1,7,709,2,1226,"rural",2864.32861328125,1,1,1,2,2,1,1,2
70121,1,7,718,2,1640,"rural",7248.1708984375,2,0,0,2,2,2,0,3
70122,1,7,718,2,1640,"rural",7248.1708984375,2,0,0,2,2,2,0,2
70123,1,7,718,2,1640,"rural",7248.1708984375,2,0,0,2,2,2,0,2
70124,1,7,718,2,1640,"rural",7248.1708984375,2,0,0,2,2,1,0,3
70125,1,7,718,2,1640,"rural",7248.1708984375,2,0,0,2,2,1,0,3
70126,1,7,718,2,1640,"rural",7248.1708984375,2,0,0,2,2,1,0,3
70127,1,7,718,2,1640,"rural",7248.1708984375,2,0,0,2,2,2,0,3
70128,1,7,718,2,1640,"rural",7248.1708984375,2,0,0,2,2,2,0,2
70129,1,7,718,2,1640,"rural",7248.1708984375,2,0,0,2,2,2,0,3
70130,1,7,718,2,1640,"rural",7248.1708984375,2,0,0,2,2,2,0,3
70131,1,7,715,2,780,"rural",1275.85314941406,2,0,0,2,2,2,0,2
70132,1,7,715,2,780,"rural",1275.85314941406,2,0,0,2,2,1,0,2
70133,1,7,715,2,780,"rural",1275.85314941406,2,0,0,2,2,2,0,4
70134,1,7,715,2,780,"rural",1275.85314941406,2,0,0,2,2,2,0,4
70135,1,7,715,2,780,"rural",1275.85314941406,2,0,0,2,2,2,0,2
70136,1,7,715,2,780,"rural",1275.85314941406,2,0,0,2,2,2,0,2
70137,1,7,715,2,780,"rural",1275.85314941406,2,0,0,2,2,2,0,3
70139,1,7,715,2,780,"rural",1275.85314941406,2,0,0,2,2,1,0,3
70140,1,7,715,2,780,"rural",1275.85314941406,2,0,0,2,2,2,0,4
70151,1,7,713,2,304,"rural",5406.3671875,2,0,0,2,2,1,0,1
70152,1,25,2503,2,0,"rural",5406.3671875,2,0,0,2,2,2,0,1
70154,1,7,713,2,304,"rural",5406.3671875,1,1,0,2,2,1,1,1
70155,1,7,713,2,304,"rural",5406.3671875,2,0,0,2,2,2,0,1
70156,1,7,713,2,304,"rural",5406.3671875,2,0,0,2,2,2,0,2
70157,1,7,713,2,304,"rural",5406.3671875,1,1,0,2,2,1,1,1
70159,1,7,713,2,304,"rural",5406.3671875,2,0,0,2,2,2,0,2
70160,1,7,713,2,304,"rural",5406.3671875,2,0,0,2,2,2,0,2
79002,1,7,701,2,104,"rural",5841.857421875,2,0,0,2,2,2,0,2
79004,1,7,701,2,104,"rural",5841.857421875,2,0,0,2,2,2,0,2
79005,1,7,701,2,104,"rural",5841.857421875,2,0,0,2,2,2,0,4
79006,1,7,701,2,104,"rural",5841.857421875,2,0,0,2,2,1,0,2
79007,1,7,701,2,104,"rural",5841.857421875,2,0,0,2,2,2,0,2
79008,1,7,701,2,104,"rural",5841.857421875,2,0,1,2,2,2,0,3
79009,1,7,701,2,104,"rural",5841.857421875,2,0,0,2,2,2,0,2
79010,1,7,701,2,104,"rural",5841.857421875,2,0,0,2,2,1,0,2
79011,1,7,701,2,104,"rural",5841.857421875,2,1,1,2,2,1,0,4
79012,1,7,701,2,104,"rural",5841.857421875,2,0,0,2,2,2,0,1
79014,1,7,702,2,954,"rural",4422.14697265625,2,0,0,2,2,2,0,3
79015,1,7,702,2,954,"rural",4422.14697265625,2,0,0,2,2,2,0,3
79016,1,7,702,2,954,"rural",4422.14697265625,2,0,0,2,2,1,0,3
79017,1,7,702,2,954,"rural",4422.14697265625,1,1,0,2,2,1,1,3
79018,1,7,702,2,954,"rural",4422.14697265625,1,1,0,2,2,1,1,4
79019,1,7,702,2,954,"rural",4422.14697265625,2,1,0,2,2,2,0,6
79020,1,7,702,2,954,"rural",4422.14697265625,2,0,0,2,2,2,0,3
79021,1,7,702,2,954,"rural",4422.14697265625,2,1,0,2,2,2,0,3
79023,1,7,702,2,954,"rural",4422.14697265625,2,0,0,2,2,2,0,5
79024,1,7,702,2,954,"rural",4422.14697265625,2,0,0,2,2,2,0,4
79025,1,7,704,2,10,"rural",8276.5126953125,2,0,0,2,2,2,0,3
79026,1,7,704,2,10,"rural",8276.5126953125,2,0,0,2,2,2,0,4
79028,1,7,704,2,10,"rural",8276.5126953125,2,0,0,2,2,1,0,3
79029,1,7,704,2,10,"rural",8276.5126953125,2,1,0,2,2,1,0,2
79030,1,7,704,2,10,"rural",8276.5126953125,1,1,0,2,2,1,1,3
79032,1,7,704,2,10,"rural",8276.5126953125,1,0,0,2,2,1,1,1
79033,1,7,704,2,10,"rural",8276.5126953125,2,0,0,2,2,1,0,2
79034,1,7,704,2,10,"rural",8276.5126953125,2,0,1,2,2,1,0,2
79035,1,7,704,2,10,"rural",8276.5126953125,2,0,0,2,2,1,0,3
79036,1,7,704,2,10,"rural",8276.5126953125,1,0,1,2,2,1,1,2
79038,1,7,705,1,3834,"urban",3181.23291015625,2,1,0,2,2,2,0,4
79039,1,7,705,1,3834,"urban",3181.23291015625,2,0,1,2,2,2,0,4
79040,1,7,705,1,3834,"urban",3181.23291015625,2,0,0,2,2,2,0,2
79042,1,7,705,1,3834,"urban",3181.23291015625,2,0,0,2,2,2,0,3
79043,1,7,705,1,3834,"urban",3181.23291015625,2,1,0,2,2,1,0,2
79047,1,7,705,1,3834,"urban",3181.23291015625,2,0,1,2,2,2,0,2
79061,1,7,716,2,458,"rural",2519.57006835938,2,0,0,2,2,2,0,3
79062,1,7,716,2,458,"rural",2519.57006835938,2,0,0,2,2,2,0,4
79064,1,7,716,2,458,"rural",2519.57006835938,2,0,0,2,2,2,0,4
79065,1,7,716,2,458,"rural",2519.57006835938,2,0,0,2,2,2,0,3
79066,1,7,716,2,458,"rural",2519.57006835938,2,0,0,2,2,1,0,3
79067,1,7,716,2,458,"rural",2519.57006835938,2,0,0,2,2,2,0,3
79068,1,7,716,2,458,"rural",2519.57006835938,2,0,0,2,2,2,0,2
79069,1,7,716,2,458,"rural",2519.57006835938,2,1,0,2,2,1,0,2
79070,1,7,716,2,458,"rural",2519.57006835938,2,1,1,2,2,2,0,3
79072,1,7,716,2,458,"rural",2519.57006835938,2,0,0,2,2,1,0,2
79073,1,7,717,2,478,"rural",3060.81518554688,2,0,0,2,2,2,0,1
79074,1,7,717,2,478,"rural",3060.81518554688,2,0,0,2,2,2,0,2
79075,1,7,717,2,478,"rural",3060.81518554688,2,0,0,2,2,2,0,4
79077,1,7,717,2,478,"rural",3060.81518554688,2,0,0,2,2,2,0,3
79078,1,7,717,2,478,"rural",3060.81518554688,2,0,0,2,2,2,0,2
79080,1,7,717,2,478,"rural",3060.81518554688,2,0,0,2,2,2,0,3
79081,1,7,717,2,478,"rural",3060.81518554688,2,0,0,2,2,1,0,2
79082,1,7,717,2,478,"rural",3060.81518554688,2,0,0,2,2,2,0,3
79083,1,7,717,2,478,"rural",3060.81518554688,2,0,0,2,2,2,0,6
79084,1,7,717,2,478,"rural",3060.81518554688,2,0,0,2,2,2,0,2
79085,1,7,718,2,504,"rural",11633.9990234375,2,0,0,2,2,2,0,4
79087,1,7,718,2,504,"rural",11633.9990234375,2,0,0,2,2,2,0,2
79090,1,7,718,2,504,"rural",11633.9990234375,2,0,0,2,2,1,0,2
79091,1,7,718,2,504,"rural",11633.9990234375,2,0,0,2,2,1,0,2
79092,1,7,718,2,504,"rural",11633.9990234375,2,0,0,2,2,2,0,3
79093,1,7,718,2,504,"rural",11633.9990234375,2,0,0,2,2,2,0,4
79094,1,7,718,2,504,"rural",11633.9990234375,2,0,0,2,2,2,0,3
79095,1,7,718,2,504,"rural",11633.9990234375,2,0,0,2,2,2,0,3
79096,1,7,718,2,504,"rural",11633.9990234375,2,1,0,2,2,1,0,3
79097,1,7,718,2,1228,"rural",1136.62512207031,2,0,0,2,2,2,0,2
79098,1,7,718,2,1228,"rural",1136.62512207031,2,0,0,2,2,2,0,3
79099,1,7,718,2,1228,"rural",1136.62512207031,2,0,0,2,2,2,0,3
79101,1,7,718,2,1228,"rural",1136.62512207031,2,0,0,2,2,1,0,3
79102,1,7,718,2,1228,"rural",1136.62512207031,2,0,0,2,2,2,0,4
79104,1,7,718,2,1228,"rural",1136.62512207031,2,0,0,2,2,2,0,2
79105,1,7,718,2,1228,"rural",1136.62512207031,2,0,0,2,2,2,0,3
79106,1,7,718,2,1228,"rural",1136.62512207031,2,0,0,2,2,2,0,4
79107,1,7,718,2,1228,"rural",1136.62512207031,2,0,0,2,2,2,0,4
79108,1,7,718,2,1228,"rural",1136.62512207031,2,0,0,2,2,1,0,3
79109,1,7,719,2,270,"rural",6783.75,2,0,0,2,2,2,0,3
79110,1,7,719,2,270,"rural",6783.75,2,0,0,2,2,2,0,3
79111,1,7,719,2,270,"rural",6783.75,2,0,0,2,2,1,0,3
79112,1,7,719,2,270,"rural",6783.75,2,0,0,2,2,2,0,3
79113,1,7,719,2,270,"rural",6783.75,2,1,0,2,2,2,0,4
79114,1,7,719,2,270,"rural",6783.75,2,0,0,2,2,2,0,3
79116,1,7,719,2,270,"rural",6783.75,2,0,0,2,2,2,0,4
79117,1,7,719,2,270,"rural",6783.75,2,0,0,2,2,2,0,4
79119,1,7,719,2,270,"rural",6783.75,2,1,0,2,2,2,0,4
79120,1,7,719,2,270,"rural",6783.75,2,0,0,2,2,2,0,4
79121,1,7,721,2,2400,"rural",5110.3046875,2,1,0,2,2,1,0,2
79122,1,7,721,2,2400,"rural",5110.3046875,2,1,1,2,2,1,0,2
79123,1,7,721,2,2400,"rural",5110.3046875,2,1,0,2,2,1,0,2
79124,1,7,721,2,2400,"rural",5110.3046875,2,0,1,2,2,2,0,2
79125,1,7,721,2,2400,"rural",5110.3046875,2,0,1,2,2,1,0,2
79127,1,7,721,2,2400,"rural",5110.3046875,2,0,1,2,2,1,0,2
79128,1,7,721,2,2400,"rural",5110.3046875,2,0,1,2,2,2,0,2
79129,1,7,721,2,2400,"rural",5110.3046875,2,0,0,2,2,2,0,2
79131,1,7,721,2,2400,"rural",5110.3046875,2,0,0,2,2,1,0,2
79132,1,7,721,2,2400,"rural",5110.3046875,2,0,1,2,2,1,0,2
79133,1,7,723,2,1088,"rural",3070.95922851562,2,1,0,2,2,1,0,3
79134,1,7,723,2,1088,"rural",3070.95922851562,2,1,0,2,2,2,0,3
79136,1,7,723,2,1088,"rural",3070.95922851562,2,1,0,2,2,2,0,2
79137,1,7,723,2,1088,"rural",3070.95922851562,2,0,0,2,2,2,0,2
79138,1,7,723,2,1088,"rural",3070.95922851562,2,0,1,2,2,2,0,2
79139,1,7,723,2,1088,"rural",3070.95922851562,2,0,0,2,2,1,0,2
79140,1,7,723,2,1088,"rural",3070.95922851562,2,0,0,2,2,1,0,1
79141,1,7,723,2,1088,"rural",3070.95922851562,2,0,1,2,2,1,0,3
79142,1,7,723,2,1088,"rural",3070.95922851562,2,0,0,2,2,2,0,2
79143,1,7,723,2,1088,"rural",3070.95922851562,2,1,1,2,2,2,0,3
80011,2,8,821,1,1448,"urban",1350.86767578125,2,0,0,2,2,2,0,2
80012,2,8,821,1,1448,"urban",1350.86767578125,2,0,0,2,2,2,0,1
80013,2,8,821,1,1448,"urban",1350.86767578125,2,0,0,2,1,2,0,2
80014,2,8,821,1,1448,"urban",1350.86767578125,2,0,0,2,2,2,0,2
80015,2,8,821,1,1448,"urban",1350.86767578125,2,0,0,2,1,1,0,1
80016,2,8,821,1,1448,"urban",1350.86767578125,2,0,0,2,2,2,0,3
80017,2,8,821,1,1448,"urban",1350.86767578125,2,0,0,2,2,2,0,1
80018,2,8,821,1,1448,"urban",1350.86767578125,2,0,0,2,2,2,0,2
80019,2,8,821,1,1448,"urban",1350.86767578125,1,1,0,2,2,1,1,1
80020,2,8,821,1,1448,"urban",1350.86767578125,2,0,0,2,2,2,0,2
80091,2,8,805,2,46,"rural",4148.8955078125,1,0,1,2,2,1,1,1
80092,2,8,805,2,46,"rural",4148.8955078125,1,1,0,2,1,1,1,1
80095,2,8,805,2,46,"rural",4148.8955078125,1,0,1,2,2,1,1,1
80097,2,8,805,2,46,"rural",4148.8955078125,2,0,1,2,2,1,0,2
80098,2,8,805,2,46,"rural",4148.8955078125,1,1,0,2,1,1,1,2
80100,2,8,805,2,46,"rural",4148.8955078125,1,0,1,2,1,1,1,2
80101,2,8,827,2,804,"rural",1773.791015625,2,0,0,2,2,2,0,2
80102,2,8,827,2,804,"rural",1773.791015625,2,1,0,2,2,1,0,5
80103,2,8,827,2,804,"rural",1773.791015625,2,1,0,2,1,1,0,3
80104,2,8,827,2,804,"rural",1773.791015625,2,1,0,2,2,1,0,7
80105,2,8,827,2,804,"rural",1773.791015625,1,1,1,2,1,1,1,2
80106,2,8,827,2,804,"rural",1773.791015625,1,0,1,2,1,1,1,2
80107,2,8,827,2,804,"rural",1773.791015625,2,0,1,2,2,1,0,10
80108,2,8,827,2,804,"rural",1773.791015625,2,1,0,2,1,1,0,2
80109,2,8,827,2,804,"rural",1773.791015625,2,1,0,2,2,2,0,5
80110,2,8,827,2,804,"rural",1773.791015625,2,1,1,2,2,1,0,3
89005,2,8,821,1,12,"urban",1681.97998046875,2,0,0,2,2,2,0,5
89007,2,8,821,1,12,"urban",1681.97998046875,1,0,1,2,1,1,1,2
89009,2,8,821,1,12,"urban",1681.97998046875,2,0,0,1,1,2,1,1
89015,2,8,821,1,1628,"urban",23118.7421875,2,0,0,2,2,2,0,2
89016,2,8,821,1,1628,"urban",23118.7421875,2,0,0,2,2,2,0,6
89017,2,8,821,1,1628,"urban",23118.7421875,2,0,0,2,1,1,0,1
89020,2,8,821,1,1628,"urban",23118.7421875,2,0,1,2,2,2,0,2
89021,2,8,821,1,1628,"urban",23118.7421875,1,0,1,2,1,1,1,1
89023,2,8,821,1,1628,"urban",23118.7421875,2,0,1,2,1,1,0,2
89024,2,8,821,1,1628,"urban",23118.7421875,2,0,0,2,1,1,0,2
89028,2,8,821,1,1628,"urban",23118.7421875,2,0,0,2,2,2,0,2
90002,5,9,908,1,278,"urban",15168.072265625,2,0,0,2,2,1,0,1
90007,5,3,312,2,0,"rural",15168.072265625,2,0,0,2,2,2,0,3
90021,5,9,915,1,1390,"urban",2719.908203125,2,0,0,2,2,2,0,2
90022,5,9,915,1,1390,"urban",2719.908203125,2,0,0,2,2,2,0,1
90025,5,9,915,1,1390,"urban",2719.908203125,2,0,0,2,2,2,0,2
90027,5,9,915,1,1390,"urban",2719.908203125,2,0,0,2,2,2,0,3
90028,5,9,915,1,1390,"urban",2719.908203125,2,0,0,2,2,2,0,3
90029,5,9,915,1,1390,"urban",2719.908203125,2,0,0,2,2,2,0,1
90041,5,9,901,2,398,"rural",4589.47998046875,2,0,0,2,2,2,0,2
90043,5,9,901,2,0,"rural",4589.47998046875,2,0,0,2,2,2,0,2
90044,5,9,901,2,398,"rural",4589.47998046875,2,0,0,2,2,2,0,3
90047,5,9,901,2,398,"rural",4589.47998046875,2,0,0,2,2,2,0,2
90048,5,9,901,2,398,"rural",4589.47998046875,2,0,0,2,2,2,0,3
90091,5,9,918,2,834,"rural",1517.93371582031,2,0,0,2,2,2,0,3
90092,5,9,918,2,834,"rural",1517.93371582031,2,0,0,2,2,2,0,4
90093,5,9,918,2,834,"rural",1517.93371582031,2,0,0,2,2,2,0,4
90094,5,9,918,2,834,"rural",1517.93371582031,2,0,0,2,2,2,0,2
90095,5,9,918,2,834,"rural",1517.93371582031,2,0,0,2,2,2,0,3
90096,5,9,918,2,834,"rural",1517.93371582031,2,0,0,2,2,2,0,4
90097,5,9,918,2,834,"rural",1517.93371582031,2,0,0,2,2,2,0,3
90099,5,9,918,2,834,"rural",1517.93371582031,2,0,0,2,2,2,0,2
90100,5,9,918,2,834,"rural",1517.93371582031,2,0,0,2,2,2,0,4
99001,5,9,905,2,2128,"rural",9333.3232421875,2,0,0,2,2,2,0,2
99002,5,9,905,2,2128,"rural",NA,0,0,0,0,0,0,0,1
99003,5,9,905,2,2128,"rural",9333.3232421875,2,0,0,2,2,2,0,3
99004,5,9,905,2,2128,"rural",9333.3232421875,2,0,0,2,2,2,0,2
99005,5,9,905,2,2128,"rural",9333.3232421875,2,0,0,2,2,1,0,4
99006,5,9,905,2,2128,"rural",9333.3232421875,2,0,0,2,2,2,0,2
99008,5,9,905,2,2128,"rural",9333.3232421875,2,0,0,2,2,2,0,2
99009,5,9,905,2,2128,"rural",9333.3232421875,2,0,0,2,2,2,0,2
99010,5,9,905,2,2128,"rural",9333.3232421875,2,0,0,2,2,2,0,2
99011,5,9,905,2,2128,"rural",9333.3232421875,2,0,0,2,2,2,0,2
99021,5,9,908,1,78,"urban",3377.49194335938,2,0,0,2,2,2,0,1
99023,5,9,908,1,78,"urban",3377.49194335938,2,0,0,2,2,2,0,1
99037,5,9,910,2,370,"rural",3406.62939453125,2,0,0,2,2,2,0,2
99038,5,9,910,2,370,"rural",3406.62939453125,2,0,0,2,2,2,0,1
99040,5,9,910,2,370,"rural",3406.62939453125,2,0,0,2,2,2,0,4
99041,5,9,910,2,370,"rural",3406.62939453125,2,0,0,2,2,2,0,1
99043,5,9,910,2,370,"rural",3406.62939453125,2,0,0,2,2,2,0,4
99044,5,9,910,2,370,"rural",3406.62939453125,2,0,0,2,2,2,0,1
99045,5,9,910,2,370,"rural",3406.62939453125,2,0,0,2,2,2,0,1
99046,5,9,910,2,370,"rural",3406.62939453125,2,0,0,2,2,2,0,1
99048,5,9,910,2,370,"rural",3406.62939453125,2,0,0,2,2,1,0,1
99051,5,9,910,2,730,"rural",4429.75830078125,2,0,0,2,2,2,0,3
99052,5,9,910,2,730,"rural",4429.75830078125,2,0,0,2,2,2,0,1
99053,5,9,910,2,730,"rural",4429.75830078125,2,0,0,2,2,2,0,2
99054,5,9,910,2,730,"rural",4429.75830078125,2,0,0,2,2,2,0,1
99055,5,9,910,2,730,"rural",4429.75830078125,2,0,0,2,2,2,0,1
99056,5,9,910,2,730,"rural",4429.75830078125,2,0,0,2,2,1,0,1
99057,5,9,910,2,730,"rural",4429.75830078125,2,0,0,2,2,2,0,3
99058,5,9,910,2,730,"rural",4429.75830078125,2,0,0,2,2,2,0,2
99059,5,9,910,2,730,"rural",4429.75830078125,2,0,0,2,2,1,0,3
99061,5,9,913,2,1510,"rural",10837.6005859375,2,0,0,2,2,2,0,2
99062,5,9,913,2,1510,"rural",10837.6005859375,2,0,0,2,2,2,0,2
99064,5,9,913,2,1510,"rural",10837.6005859375,2,0,0,2,2,2,0,1
99065,5,9,913,2,1510,"rural",10837.6005859375,2,0,0,2,2,2,0,1
99066,5,9,913,2,1510,"rural",10837.6005859375,2,0,0,2,2,2,0,1
99068,5,9,913,2,1510,"rural",10837.6005859375,2,0,0,2,2,1,0,3
99070,5,9,913,2,1510,"rural",10837.6005859375,2,0,0,2,2,2,0,1
99071,5,9,913,2,1510,"rural",10837.6005859375,2,0,0,2,2,1,0,1
99072,5,9,913,2,1510,"rural",10837.6005859375,2,0,0,2,2,2,0,2
99074,5,9,917,2,2282,"rural",9337.603515625,2,0,0,2,2,2,0,1
99075,5,9,917,2,2282,"rural",9337.603515625,2,0,0,2,2,2,0,1
99077,5,9,917,2,2282,"rural",9337.603515625,2,0,0,2,2,1,0,2
99079,5,9,917,2,2282,"rural",9337.603515625,2,0,0,2,2,2,0,2
99080,5,9,917,2,2282,"rural",9337.603515625,2,0,0,2,2,2,0,2
99081,5,9,917,2,2282,"rural",9337.603515625,2,0,0,2,2,2,0,4
99082,5,9,917,2,2282,"rural",9337.603515625,2,0,0,2,2,2,0,2
99083,5,9,917,2,2282,"rural",9337.603515625,2,0,0,2,2,1,0,1
99088,5,9,908,1,78,"urban",3377.49194335938,2,0,0,2,2,2,0,1
99094,5,9,910,2,730,"rural",4429.75830078125,2,0,0,2,2,2,0,3
99096,5,9,913,2,1510,"rural",10837.6005859375,2,0,0,2,2,2,0,2
99098,5,9,917,2,2282,"rural",9337.603515625,2,0,0,2,2,2,0,2
100031,5,10,1008,2,1314,"rural",1806.55151367188,2,0,0,2,2,1,0,2
100032,5,10,1008,2,1314,"rural",1806.55151367188,2,0,0,2,2,1,0,2
100033,5,10,1008,2,1314,"rural",1806.55151367188,2,0,0,2,2,1,0,1
100034,5,10,1008,2,1314,"rural",1806.55151367188,2,0,0,2,2,1,0,2
100035,5,10,1008,2,1314,"rural",1806.55151367188,2,0,0,2,2,1,0,1
100036,5,10,1008,2,1314,"rural",1806.55151367188,2,0,0,2,2,1,0,1
100037,5,10,1008,2,1314,"rural",1806.55151367188,1,0,1,2,2,1,1,1
100038,5,10,1008,2,1314,"rural",1806.55151367188,2,0,0,2,2,1,0,2
100039,5,10,1008,2,1314,"rural",1806.55151367188,2,0,0,2,2,1,0,3
