"hhid","zone","state","lga","sector","ea","area_type","wt_wave4","used_inorganic","used_npk","used_urea","used_organic","used_pesticide","used_herbicide","used_any_fertilizer","n_plots"
159086,2,15,1510,2,838,"rural",3230.22607421875,2,0,0,2,2,2,0,3
159087,2,15,1510,2,838,"rural",3230.22607421875,2,0,0,2,2,2,0,3
159088,2,15,1510,2,838,"rural",3230.22607421875,2,0,0,2,2,2,0,3
159089,2,15,1510,2,838,"rural",3230.22607421875,2,0,0,2,2,1,0,2
159090,2,15,1510,2,838,"rural",3230.22607421875,2,0,0,2,2,2,0,2
159093,2,15,1510,2,838,"rural",3230.22607421875,2,0,0,1,2,2,1,1
159094,2,15,1510,2,838,"rural",3230.22607421875,2,0,0,2,2,1,0,4
159095,2,15,1510,2,838,"rural",3230.22607421875,2,0,0,1,1,2,1,1
159096,2,15,1511,2,1498,"rural",3708.1982421875,2,1,1,2,2,2,0,3
159097,2,15,1511,2,1498,"rural",3708.1982421875,2,1,1,2,2,2,0,3
159098,2,15,1511,2,1498,"rural",3708.1982421875,2,0,0,2,1,2,0,2
159099,2,15,1511,2,1498,"rural",3708.1982421875,2,1,0,2,2,2,0,3
159100,2,15,1511,2,1498,"rural",3708.1982421875,2,1,0,2,2,2,0,3
159101,2,15,1511,2,1498,"rural",3708.1982421875,2,1,1,2,2,2,0,3
159102,2,15,1511,2,1498,"rural",3708.1982421875,2,1,1,1,2,2,1,2
159105,2,15,1511,2,1498,"rural",3708.1982421875,1,1,1,2,1,1,1,2
159106,2,15,1511,2,1498,"rural",3708.1982421875,2,1,0,2,2,2,0,3
159107,2,15,1511,2,1498,"rural",3708.1982421875,1,1,1,1,2,1,1,2
159111,2,15,1503,2,1076,"rural",931.742797851562,1,1,1,2,1,1,1,3
159119,2,15,1509,2,388,"rural",2340.64453125,2,0,0,1,2,2,1,1
160003,4,16,1626,2,1546,"rural",3215.68701171875,2,0,0,2,2,2,0,1
160006,4,16,1626,2,1546,"rural",3215.68701171875,2,0,0,2,2,2,0,1
160008,4,16,1626,2,1546,"rural",3215.68701171875,2,0,0,2,2,2,0,1
160009,4,16,1626,2,1546,"rural",3215.68701171875,1,1,0,2,2,2,1,1
160010,4,16,1620,2,0,"rural",3215.68701171875,1,1,0,2,2,2,1,3
160017,4,16,1622,1,136,"urban",7670.607421875,2,0,0,2,2,2,0,4
160018,4,16,1622,1,136,"urban",7670.607421875,2,1,0,1,2,2,1,2
160019,4,16,1622,1,136,"urban",7670.607421875,2,0,0,2,2,2,0,3
160024,4,16,1622,1,136,"urban",7670.607421875,1,0,0,1,2,2,1,3
160025,4,16,1622,1,136,"urban",7670.607421875,2,0,0,2,2,2,0,2
160032,4,16,1622,1,136,"urban",7670.607421875,2,0,0,2,2,2,0,2
160035,4,16,1622,1,136,"urban",7670.607421875,2,0,0,2,2,2,0,1
160036,4,16,1622,1,136,"urban",7670.607421875,1,1,0,2,2,2,1,3
160041,4,16,1622,1,136,"urban",7670.607421875,2,1,0,2,2,2,0,2
160051,4,16,1613,2,440,"rural",5379.62548828125,1,0,0,2,2,2,1,2
160053,4,16,1613,2,440,"rural",5379.62548828125,1,1,0,2,2,2,1,1
160054,4,16,1613,2,440,"rural",5379.62548828125,2,1,0,2,2,2,0,2
160055,4,16,1613,2,440,"rural",5379.62548828125,2,0,0,2,2,2,0,3
160056,4,16,1613,2,440,"rural",5379.62548828125,2,0,0,1,2,2,1,2
160057,4,16,1613,2,440,"rural",5379.62548828125,2,0,0,2,2,2,0,1
160058,4,16,1613,2,440,"rural",5379.62548828125,2,0,0,2,2,2,0,3
160059,4,16,1613,2,440,"rural",5379.62548828125,2,0,0,2,2,2,0,1
160060,4,16,1613,2,440,"rural",5379.62548828125,2,0,0,2,2,2,0,2
160144,4,16,1605,2,180,"rural",2668.826171875,2,0,0,2,2,2,0,5
160145,4,16,1605,2,180,"rural",2668.826171875,2,0,0,2,2,2,0,2
160146,4,16,1605,2,180,"rural",2668.826171875,2,0,0,2,2,2,0,3
160147,4,16,1605,2,180,"rural",2668.826171875,2,0,0,2,2,2,0,3
160150,4,16,1605,2,180,"rural",2668.826171875,2,1,0,2,2,2,0,7
160151,4,16,1605,2,180,"rural",2668.826171875,2,1,0,2,2,2,0,5
160152,4,16,1605,2,180,"rural",2668.826171875,2,0,0,2,2,2,0,2
160153,4,16,1605,2,180,"rural",2668.826171875,2,0,0,2,2,2,0,2
169001,4,16,1601,2,2484,"rural",5979.0791015625,2,0,0,2,2,2,0,2
169002,4,16,1601,2,2484,"rural",5979.0791015625,2,0,0,2,2,2,0,2
169003,4,16,1601,2,2484,"rural",5979.0791015625,2,0,0,2,2,2,0,2
169004,4,16,1601,2,2484,"rural",5979.0791015625,2,0,0,2,2,2,0,2
169007,4,16,1601,2,2484,"rural",5979.0791015625,2,0,0,2,2,2,0,1
169008,4,16,1601,2,2484,"rural",5979.0791015625,2,0,0,2,2,2,0,2
169009,4,16,1601,2,2484,"rural",5979.0791015625,1,1,0,2,2,2,1,2
169010,4,16,1601,2,2484,"rural",5979.0791015625,2,1,0,2,2,2,0,2
169011,4,16,1601,2,2484,"rural",5979.0791015625,1,1,0,2,2,2,1,2
169012,4,16,1601,2,2484,"rural",5979.0791015625,1,1,0,2,2,2,1,2
169013,4,16,1602,2,234,"rural",1329.08422851562,2,0,0,2,2,2,0,2
169014,4,16,1602,2,234,"rural",1329.08422851562,2,0,0,2,2,2,0,2
169016,4,16,1602,2,234,"rural",1329.08422851562,2,0,0,2,2,2,0,3
169017,4,16,1602,2,234,"rural",1329.08422851562,2,0,0,2,2,2,0,2
169018,4,16,1602,2,234,"rural",1329.08422851562,2,0,0,1,2,2,1,1
169020,4,16,1602,2,234,"rural",1329.08422851562,1,1,0,2,2,2,1,2
169021,4,16,1602,2,234,"rural",1329.08422851562,1,1,0,2,2,2,1,3
169022,4,16,1602,2,234,"rural",1329.08422851562,2,0,0,2,2,2,0,3
169024,4,16,1602,2,234,"rural",1329.08422851562,2,0,0,2,2,2,0,2
169026,4,16,1607,2,574,"rural",3458.03466796875,2,0,0,1,2,2,1,2
169027,4,16,1607,2,574,"rural",3458.03466796875,2,0,0,2,2,2,0,2
169028,4,16,1607,2,574,"rural",3458.03466796875,2,0,0,1,2,2,1,3
169030,4,16,1607,2,574,"rural",3458.03466796875,2,1,0,2,2,2,0,3
169033,4,16,1607,2,574,"rural",3458.03466796875,2,0,0,2,2,2,0,3
169035,4,16,1607,2,574,"rural",3458.03466796875,2,0,0,1,2,2,1,2
169036,4,16,1607,2,574,"rural",3458.03466796875,2,1,0,2,2,2,0,3
169038,4,16,1608,2,1480,"rural",10629.44921875,2,1,0,2,2,2,0,4
169040,4,16,1608,2,1480,"rural",10629.44921875,2,0,0,2,2,2,0,3
169041,4,16,1608,2,1480,"rural",10629.44921875,2,0,0,2,2,2,0,2
169042,4,16,1608,2,1480,"rural",10629.44921875,2,0,0,2,2,2,0,3
169043,4,16,1608,2,1480,"rural",10629.44921875,2,0,0,2,2,2,0,3
169044,4,16,1608,2,1480,"rural",10629.44921875,2,0,0,2,2,2,0,1
169045,4,16,1608,2,1480,"rural",10629.44921875,2,0,0,2,2,2,0,3
169046,4,16,1608,2,1480,"rural",10629.44921875,1,0,0,2,2,2,1,2
169047,4,16,1608,2,1480,"rural",10629.44921875,2,0,0,2,2,2,0,2
169048,4,16,1608,2,1480,"rural",10629.44921875,2,0,0,2,2,2,0,2
169049,4,16,1610,2,66,"rural",2045.42236328125,2,0,0,2,2,2,0,2
169050,4,16,1610,2,66,"rural",2045.42236328125,2,0,0,2,2,2,0,3
169051,4,16,1610,2,66,"rural",2045.42236328125,1,1,0,2,2,2,1,4
169054,4,16,1610,2,66,"rural",2045.42236328125,2,1,0,1,2,2,1,6
169056,4,16,1610,2,66,"rural",2045.42236328125,2,0,0,2,2,2,0,2
169057,4,16,1610,2,66,"rural",2045.42236328125,2,1,0,2,2,2,0,3
169058,4,16,1610,2,66,"rural",2045.42236328125,2,1,0,2,2,2,0,3
169059,4,16,1610,2,66,"rural",2045.42236328125,1,1,0,2,2,2,1,3
169060,4,16,1610,2,66,"rural",2045.42236328125,1,1,0,2,2,2,1,2
169061,4,16,1610,2,490,"rural",2449.892578125,2,1,0,2,2,2,0,4
169063,4,16,1610,2,490,"rural",2449.892578125,2,0,0,2,2,2,0,1
169065,4,16,1610,2,490,"rural",2449.892578125,2,0,0,2,2,2,0,3
169066,4,16,1610,2,490,"rural",2449.892578125,1,0,0,2,2,2,1,2
169067,4,16,1610,2,490,"rural",2449.892578125,1,0,0,2,2,2,1,3
169068,4,16,1610,2,490,"rural",2449.892578125,2,1,0,2,2,2,0,3
169069,4,16,1610,2,490,"rural",2449.892578125,2,0,0,2,2,2,0,2
169071,4,16,1610,2,490,"rural",2449.892578125,2,1,0,2,2,2,0,3
169072,4,16,1610,2,490,"rural",2449.892578125,2,0,0,2,2,2,0,3
169073,4,16,1610,2,776,"rural",4237.30126953125,2,0,0,2,2,2,0,1
169075,4,16,1610,2,776,"rural",4237.30126953125,2,0,0,2,2,2,0,3
169076,4,16,1610,2,776,"rural",4237.30126953125,1,1,0,2,2,2,1,5
169077,4,16,1610,2,776,"rural",4237.30126953125,2,0,0,1,2,2,1,2
169078,4,16,1610,2,776,"rural",4237.30126953125,2,0,0,2,2,2,0,1
169079,4,16,1610,2,776,"rural",4237.30126953125,1,1,0,1,2,2,1,1
169080,4,16,1610,2,776,"rural",4237.30126953125,2,1,0,2,2,2,0,6
169083,4,16,1610,2,776,"rural",4237.30126953125,2,0,0,2,2,2,0,4
169084,4,16,1610,2,776,"rural",4237.30126953125,2,0,0,2,2,2,0,2
169085,4,16,1611,2,1878,"rural",8472.5068359375,2,0,0,2,2,2,0,1
169088,4,16,1611,2,1878,"rural",8472.5068359375,2,0,0,2,2,2,0,3
169089,4,16,1611,2,1878,"rural",8472.5068359375,2,0,0,2,2,2,0,2
169091,4,16,1611,2,1878,"rural",8472.5068359375,2,0,0,2,2,2,0,2
169092,4,16,1611,2,1878,"rural",8472.5068359375,2,0,0,2,2,2,0,3
169095,4,16,1611,2,1878,"rural",8472.5068359375,2,0,0,2,2,2,0,2
169096,4,16,1611,2,1878,"rural",8472.5068359375,2,0,0,2,2,2,0,2
169097,4,16,1615,2,220,"rural",3728.97534179688,2,0,0,2,2,2,0,2
169099,4,16,1615,2,220,"rural",3728.97534179688,2,1,0,2,2,2,0,3
169101,4,16,1615,2,220,"rural",3728.97534179688,2,0,0,2,2,2,0,1
169103,4,16,1615,2,220,"rural",3728.97534179688,1,1,0,2,2,2,1,3
169105,4,16,1615,2,220,"rural",3728.97534179688,2,0,0,2,2,2,0,2
169106,4,16,1615,2,220,"rural",3728.97534179688,2,0,0,2,2,2,0,1
169107,4,16,1615,2,220,"rural",3728.97534179688,2,0,0,2,2,2,0,2
169109,4,16,1616,2,902,"rural",1785.21875,2,1,0,2,2,2,0,5
169111,4,16,1616,2,902,"rural",1785.21875,2,0,0,2,2,2,0,1
169112,4,16,1616,2,902,"rural",1785.21875,1,1,0,2,2,2,1,4
169113,4,16,1616,2,902,"rural",1785.21875,2,1,0,2,2,2,0,4
169114,4,16,1616,2,902,"rural",1785.21875,2,0,0,2,2,2,0,4
169115,4,16,1616,2,902,"rural",1785.21875,2,0,0,2,2,2,0,2
169116,4,16,1616,2,902,"rural",1785.21875,2,0,0,2,2,2,0,4
169117,4,16,1616,2,902,"rural",1785.21875,2,0,0,2,2,2,0,2
169119,4,16,1616,2,902,"rural",1785.21875,2,0,0,2,2,2,0,4
169120,4,16,1616,2,902,"rural",1785.21875,2,0,0,2,2,2,0,2
169121,4,16,1627,2,126,"rural",2413.51220703125,2,0,0,2,2,2,0,3
169122,4,16,1627,2,126,"rural",2413.51220703125,2,0,0,2,2,2,0,2
169124,4,16,1627,2,126,"rural",2413.51220703125,2,0,0,2,2,2,0,1
169125,4,16,1627,2,126,"rural",2413.51220703125,2,0,0,2,2,2,0,2
169126,4,16,1627,2,126,"rural",2413.51220703125,2,0,0,2,2,2,0,2
169127,4,16,1627,2,126,"rural",2413.51220703125,2,0,0,2,2,2,0,1
169128,4,16,1627,2,126,"rural",2413.51220703125,2,0,0,2,2,2,0,2
169129,4,16,1627,2,126,"rural",2413.51220703125,2,0,0,2,2,2,0,2
169130,4,16,1627,2,126,"rural",2413.51220703125,2,0,0,2,2,2,0,2
169131,4,16,1627,2,126,"rural",2413.51220703125,2,0,0,2,2,2,0,3
169133,4,16,1622,2,692,"rural",6176.685546875,2,1,0,2,2,2,0,4
169134,4,16,1622,2,692,"rural",6176.685546875,2,0,0,2,2,2,0,2
169136,4,16,1622,2,692,"rural",6176.685546875,2,0,0,2,2,2,0,4
169137,4,16,1622,2,692,"rural",6176.685546875,2,1,0,2,2,2,0,3
169138,4,16,1622,2,692,"rural",6176.685546875,1,1,0,1,2,2,1,3
169139,4,16,1622,2,692,"rural",6176.685546875,2,1,0,2,2,2,0,5
169141,4,16,1622,2,692,"rural",6176.685546875,1,1,0,2,2,2,1,3
169142,4,16,1622,2,692,"rural",6176.685546875,1,1,0,2,2,2,1,3
169144,4,16,1622,2,692,"rural",6176.685546875,2,1,0,2,2,2,0,2
169150,4,16,1625,2,210,"rural",15553.482421875,1,1,0,2,2,2,1,1
169153,4,16,1625,2,210,"rural",15553.482421875,2,0,0,2,2,2,0,1
169156,4,16,1625,2,210,"rural",15553.482421875,2,0,0,2,2,2,0,1
169160,4,16,1602,2,234,"rural",1329.08422851562,2,0,0,2,2,2,0,3
169166,4,16,1610,2,66,"rural",2045.42236328125,2,0,0,2,2,2,0,4
169170,4,16,1610,2,776,"rural",4237.30126953125,1,1,0,2,2,2,1,2
169171,4,16,1611,2,1878,"rural",8472.5068359375,2,0,0,2,2,2,0,2
169172,4,16,1611,2,1878,"rural",8472.5068359375,2,1,0,2,2,2,0,4
169179,4,16,1622,2,692,"rural",6176.685546875,2,0,0,2,2,2,0,1
169202,4,16,1607,2,574,"rural",3458.03466796875,2,0,0,2,2,2,0,2
170041,3,17,1722,2,96,"rural",6691.11865234375,2,0,0,2,2,2,0,3
170042,3,17,1722,2,96,"rural",6691.11865234375,2,1,0,2,2,2,0,2
170043,3,17,1722,2,96,"rural",6691.11865234375,2,1,1,2,2,2,0,2
170044,3,17,1722,2,96,"rural",6691.11865234375,2,0,0,1,2,2,1,1
170045,3,17,1722,2,96,"rural",6691.11865234375,1,1,0,2,2,2,1,1
170046,3,17,1722,2,96,"rural",6691.11865234375,1,0,1,2,1,1,1,1
170047,3,17,1722,2,96,"rural",6691.11865234375,2,0,0,2,2,1,0,1
170048,3,17,1722,2,96,"rural",6691.11865234375,2,0,0,1,2,2,1,3
170049,3,17,1722,2,96,"rural",6691.11865234375,2,1,1,2,2,2,0,3
170050,3,17,1722,2,96,"rural",6691.11865234375,2,0,0,2,2,2,0,2
170081,3,17,1716,2,1452,"rural",2469.04956054688,2,0,0,2,1,2,0,1
170082,3,17,1716,2,1452,"rural",2469.04956054688,2,0,0,1,2,2,1,1
170083,3,17,1716,2,1452,"rural",2469.04956054688,2,0,0,1,2,2,1,1
170084,3,17,1716,2,1452,"rural",2469.04956054688,2,0,0,1,2,2,1,1
170085,3,17,1716,2,1452,"rural",2469.04956054688,2,0,0,1,2,2,1,2
170087,3,17,1716,2,1452,"rural",2469.04956054688,2,0,0,2,1,2,0,2
170088,3,17,1716,2,1452,"rural",2469.04956054688,2,0,0,1,2,2,1,6
170089,3,17,1716,2,1452,"rural",2469.04956054688,2,0,1,2,2,2,0,3
170090,3,17,1716,2,1452,"rural",2469.04956054688,2,1,0,1,2,2,1,5
179001,3,17,1701,2,10,"rural",9726.4013671875,1,1,0,1,2,1,1,2
179002,3,17,1701,2,10,"rural",9726.4013671875,2,0,1,2,2,2,0,3
179003,3,17,1701,2,10,"rural",9726.4013671875,2,0,0,1,2,2,1,1
179004,3,17,1701,2,10,"rural",9726.4013671875,1,0,1,1,2,2,1,1
179005,3,17,1701,2,10,"rural",9726.4013671875,1,0,1,1,2,2,1,1
179006,3,17,1701,2,10,"rural",9726.4013671875,2,0,0,1,2,2,1,2
179008,3,17,1701,2,10,"rural",9726.4013671875,2,1,1,2,2,2,0,4
179010,3,17,1701,2,10,"rural",9726.4013671875,2,0,0,1,2,2,1,1
179011,3,17,1701,2,10,"rural",9726.4013671875,2,0,0,2,2,2,0,3
179012,3,17,1701,2,10,"rural",9726.4013671875,2,0,0,2,2,2,0,4
179013,3,17,1707,2,284,"rural",1983.49450683594,2,1,1,2,2,2,0,6
179015,3,17,1707,2,284,"rural",1983.49450683594,2,1,0,1,1,2,1,2
179017,3,17,1707,2,284,"rural",1983.49450683594,1,1,0,1,1,2,1,2
179018,3,17,1707,2,284,"rural",1983.49450683594,2,0,0,1,2,2,1,1
179019,3,17,1707,2,284,"rural",1983.49450683594,1,0,1,2,2,2,1,5
179020,3,17,1707,2,284,"rural",1983.49450683594,2,0,0,2,2,2,0,2
179021,3,17,1707,2,284,"rural",1983.49450683594,1,0,1,1,2,2,1,1
179022,3,17,1707,2,284,"rural",1983.49450683594,1,1,0,2,2,2,1,2
179024,3,17,1707,2,284,"rural",1983.49450683594,1,1,1,2,1,2,1,3
179025,3,17,1712,2,126,"rural",5399.4892578125,2,0,0,1,2,2,1,2
179026,3,17,1712,2,126,"rural",5399.4892578125,2,0,1,2,2,2,0,2
179028,3,17,1712,2,126,"rural",5399.4892578125,2,0,0,1,1,2,1,1
179030,3,17,1712,2,126,"rural",5399.4892578125,1,1,0,2,1,2,1,1
179031,3,17,1712,2,126,"rural",5399.4892578125,2,0,0,1,2,2,1,2
179032,3,17,1712,2,126,"rural",5399.4892578125,2,0,0,2,2,2,0,1
179033,3,17,1712,2,126,"rural",5399.4892578125,2,0,0,1,2,2,1,2
179034,3,17,1712,2,126,"rural",5399.4892578125,1,1,0,1,1,2,1,1
179035,3,17,1712,2,126,"rural",5399.4892578125,2,0,0,1,1,2,1,1
179036,3,17,1712,2,126,"rural",5399.4892578125,2,0,1,2,1,2,0,3
179037,3,17,1715,2,3064,"rural",9733.447265625,2,0,0,1,2,2,1,1
179039,3,17,1715,2,3064,"rural",9733.447265625,2,0,0,1,2,2,1,1
179041,3,17,1715,2,3064,"rural",9733.447265625,2,0,0,2,2,2,0,2
179042,3,17,1715,2,3064,"rural",9733.447265625,2,0,0,1,2,2,1,1
179044,3,17,1715,2,3064,"rural",9733.447265625,2,0,0,1,2,2,1,2
179045,3,17,1715,2,3064,"rural",9733.447265625,1,1,0,1,2,2,1,2
179046,3,17,1715,2,3064,"rural",9733.447265625,1,0,1,1,2,2,1,2
179047,3,17,1715,2,3064,"rural",9733.447265625,1,1,0,2,2,2,1,1
179049,3,17,1716,2,1344,"rural",4671.5283203125,2,1,1,2,2,2,0,5
179050,3,17,1716,2,1344,"rural",4671.5283203125,1,0,1,1,2,2,1,1
179052,3,17,1716,2,1344,"rural",4671.5283203125,1,0,1,1,2,2,1,1
179053,3,17,1716,2,1344,"rural",4671.5283203125,2,0,0,1,2,2,1,1
179054,3,17,1716,2,1344,"rural",4671.5283203125,2,0,0,1,2,2,1,1
179055,3,17,1716,2,1344,"rural",4671.5283203125,2,1,1,2,2,2,0,5
179056,3,17,1716,2,1344,"rural",4671.5283203125,2,1,1,2,2,2,0,3
179058,3,17,1716,2,1344,"rural",4671.5283203125,2,0,0,1,2,2,1,1
179059,3,17,1716,2,1344,"rural",4671.5283203125,2,1,1,2,2,2,0,5
179060,3,17,1716,2,1344,"rural",4671.5283203125,2,0,0,2,2,2,0,1
179061,3,17,1717,2,378,"rural",1770.86145019531,2,1,0,2,2,2,0,3
179063,3,17,1717,2,378,"rural",1770.86145019531,2,0,0,1,2,2,1,3
179064,3,17,1717,2,378,"rural",1770.86145019531,1,1,0,1,2,2,1,1
179065,3,17,1717,2,378,"rural",1770.86145019531,2,0,0,1,1,2,1,1
179067,3,17,1717,2,378,"rural",1770.86145019531,2,0,0,2,2,2,0,3
179068,3,17,1717,2,378,"rural",1770.86145019531,2,0,0,1,2,2,1,2
179069,3,17,1717,2,378,"rural",1770.86145019531,2,0,0,1,1,2,1,1
179070,3,17,1717,2,378,"rural",1770.86145019531,1,0,1,2,2,2,1,1
179072,3,17,1717,2,378,"rural",1770.86145019531,2,0,0,2,2,2,0,1
179074,3,17,1721,1,1272,"urban",13718.8525390625,2,0,0,1,2,2,1,1
179079,3,17,1721,1,1272,"urban",13718.8525390625,2,0,1,1,2,2,1,2
179086,3,17,1723,1,668,"urban",3526.39184570312,2,1,0,1,2,2,1,2
179089,3,17,1723,1,668,"urban",3526.39184570312,2,1,1,2,2,2,0,2
179097,3,17,1725,2,200,"rural",1961.93640136719,2,0,0,1,2,2,1,1
179098,3,17,1725,2,200,"rural",1961.93640136719,2,1,1,2,2,2,0,2
179100,3,17,1725,2,200,"rural",1961.93640136719,2,0,1,2,2,2,0,5
179101,3,17,1725,2,200,"rural",1961.93640136719,2,0,0,2,2,2,0,1
179102,3,17,1725,2,200,"rural",1961.93640136719,1,1,0,1,1,2,1,1
179103,3,17,1725,2,200,"rural",1961.93640136719,2,0,0,1,2,2,1,1
179104,3,17,1725,2,200,"rural",1961.93640136719,2,0,0,1,2,2,1,1
179105,3,17,1725,2,200,"rural",1961.93640136719,2,0,0,1,1,2,1,1
179106,3,17,1725,2,200,"rural",1961.93640136719,2,0,0,2,2,2,0,2
179108,3,17,1725,2,200,"rural",1961.93640136719,2,0,0,1,2,2,1,2
180031,3,18,1803,2,840,"rural",8199.6044921875,1,1,1,2,2,1,1,3
180032,3,18,1803,2,840,"rural",8199.6044921875,1,1,0,1,2,2,1,2
180033,3,18,1803,2,840,"rural",8199.6044921875,1,1,0,1,2,2,1,1
180034,3,18,1803,2,840,"rural",8199.6044921875,1,1,1,1,1,1,1,1
180035,3,18,1803,2,840,"rural",8199.6044921875,1,1,1,1,1,1,1,2
180036,3,18,1803,2,840,"rural",8199.6044921875,1,1,1,2,2,2,1,3
180037,3,18,1803,2,840,"rural",8199.6044921875,2,1,0,2,2,2,0,2
180038,3,18,1803,2,840,"rural",8199.6044921875,1,1,1,1,2,2,1,3
180039,3,18,1803,2,840,"rural",8199.6044921875,1,0,1,2,2,2,1,2
180040,3,18,1803,2,0,"rural",8199.6044921875,1,1,1,1,2,1,1,2
180041,3,18,1816,1,378,"urban",6183.1279296875,1,1,1,2,2,2,1,7
180042,3,18,1816,1,378,"urban",6183.1279296875,1,1,1,2,2,2,1,4
180043,3,18,1816,1,378,"urban",6183.1279296875,1,1,1,1,2,1,1,1
180044,3,18,1816,1,378,"urban",6183.1279296875,1,1,1,2,2,2,1,2
180045,3,18,1816,1,378,"urban",6183.1279296875,1,1,0,2,2,2,1,1
180047,3,18,1816,1,378,"urban",6183.1279296875,1,1,1,2,2,2,1,2
180049,3,18,1816,1,378,"urban",6183.1279296875,1,0,1,2,2,2,1,2
180050,3,18,1816,1,378,"urban",6183.1279296875,1,1,1,2,2,2,1,2
180091,3,18,1820,2,450,"rural",1655.4462890625,1,1,1,2,2,1,1,2
180092,3,18,1820,2,450,"rural",1655.4462890625,2,0,0,2,1,1,0,1
180093,3,18,1820,2,450,"rural",1655.4462890625,2,0,0,1,1,1,1,2
180094,3,18,1820,2,450,"rural",1655.4462890625,2,0,0,2,2,2,0,2
180095,3,18,1820,2,450,"rural",1655.4462890625,1,1,0,2,1,1,1,1
180096,3,18,1820,2,450,"rural",1655.4462890625,1,1,0,2,1,2,1,1
180097,3,18,1820,2,450,"rural",1655.4462890625,1,1,0,2,2,1,1,1
180098,3,18,1820,2,450,"rural",1655.4462890625,1,1,0,2,2,2,1,1
180099,3,18,1820,2,450,"rural",1655.4462890625,2,0,0,2,2,1,0,1
180100,3,18,1820,2,450,"rural",1655.4462890625,2,0,0,2,1,1,0,2
189003,3,18,1802,2,1040,"rural",11923.525390625,2,1,1,2,2,1,0,3
189005,3,18,1802,2,1040,"rural",11923.525390625,1,1,1,2,2,1,1,1
189006,3,18,1802,2,1040,"rural",11923.525390625,1,1,1,2,2,1,1,2
189007,3,18,1802,2,1040,"rural",11923.525390625,2,0,1,2,2,1,0,3
189008,3,18,1802,2,1040,"rural",11923.525390625,2,1,1,2,2,2,0,2
189009,3,18,1802,2,1040,"rural",11923.525390625,2,0,0,2,2,2,0,1
189010,3,18,1802,2,1040,"rural",11923.525390625,1,1,1,2,2,2,1,1
189011,3,18,1802,2,1040,"rural",11923.525390625,1,1,1,2,2,2,1,2
189012,3,18,1802,2,1040,"rural",11923.525390625,1,1,1,1,2,1,1,1
189014,3,18,1802,2,1554,"rural",7029.46630859375,1,1,1,2,1,1,1,1
189015,3,18,1802,2,1554,"rural",7029.46630859375,1,1,1,2,1,1,1,1
189016,3,18,1802,2,1554,"rural",7029.46630859375,1,1,1,2,1,2,1,2
189017,3,18,1802,2,1554,"rural",7029.46630859375,1,0,1,2,2,2,1,1
189018,3,18,1802,2,1554,"rural",7029.46630859375,1,1,1,2,2,2,1,3
189019,3,18,1802,2,1554,"rural",7029.46630859375,1,1,1,1,2,1,1,1
189020,3,18,1802,2,1554,"rural",7029.46630859375,1,1,1,2,2,2,1,1
189021,3,18,1802,2,1554,"rural",7029.46630859375,1,1,1,2,2,2,1,2
189023,3,18,1802,2,1554,"rural",7029.46630859375,2,1,0,2,2,2,0,2
189024,3,18,1802,2,1554,"rural",7029.46630859375,2,1,0,2,2,1,0,2
189029,3,18,1802,1,3204,"urban",4146.87255859375,1,1,0,2,2,2,1,1
189037,3,18,1805,2,674,"rural",2597.375,2,1,1,2,2,2,0,4
189038,3,18,1805,2,674,"rural",2597.375,2,1,1,1,2,2,1,4
189039,3,18,1805,2,674,"rural",2597.375,1,1,1,1,2,1,1,2
189040,3,18,1805,2,674,"rural",2597.375,1,1,1,2,2,1,1,3
189041,3,18,1805,2,674,"rural",2597.375,2,0,0,2,2,2,0,2
189042,3,18,1805,2,674,"rural",2597.375,1,1,0,2,2,1,1,1
189043,3,18,1805,2,674,"rural",2597.375,1,1,1,2,2,1,1,1
189045,3,18,1805,2,674,"rural",2597.375,1,1,1,2,2,2,1,3
189047,3,18,1805,2,674,"rural",2597.375,1,1,1,2,2,2,1,2
189048,3,18,1805,2,674,"rural",2597.375,1,1,1,2,2,2,1,3
189049,3,18,1805,2,792,"rural",1095.54711914062,1,1,1,2,2,2,1,3
189051,3,18,1805,2,792,"rural",1095.54711914062,1,1,1,2,2,1,1,2
189052,3,18,1805,2,792,"rural",1095.54711914062,1,1,1,2,1,2,1,4
189053,3,18,1805,2,792,"rural",1095.54711914062,1,1,1,1,1,1,1,1
189054,3,18,1805,2,792,"rural",1095.54711914062,2,1,1,2,2,2,0,2
189055,3,18,1805,2,792,"rural",1095.54711914062,1,1,1,2,2,2,1,1
189056,3,18,1805,2,792,"rural",1095.54711914062,1,1,1,2,2,2,1,1
189057,3,18,1805,2,792,"rural",1095.54711914062,1,1,1,2,2,2,1,2
189058,3,18,1805,2,792,"rural",1095.54711914062,2,1,1,2,2,2,0,5
189060,3,18,1805,2,792,"rural",1095.54711914062,1,1,1,1,2,2,1,2
189062,3,18,1807,2,1754,"rural",10361.3203125,2,1,1,2,2,2,0,3
189064,3,18,1807,2,1754,"rural",10361.3203125,1,1,1,2,2,2,1,3
189065,3,18,1807,2,1754,"rural",10361.3203125,1,1,1,2,2,2,1,2
189066,3,18,1807,2,1754,"rural",10361.3203125,1,1,1,2,2,1,1,3
189067,3,18,1807,2,1754,"rural",10361.3203125,1,1,0,2,2,1,1,1
189068,3,18,1807,2,1754,"rural",10361.3203125,2,1,0,2,2,1,0,2
189069,3,18,1807,2,1754,"rural",10361.3203125,1,1,1,2,2,1,1,1
